,SHA_slope,SHA_intercept,SHA_mean,SHA_std,ORO_slope,ORO_intercept,ORO_mean,ORO_std,FOL_slope,FOL_intercept,FOL_mean,FOL_std
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.026177331418869614,5.684091974397821,5.803067953450087,1.9614963183562562,0.43026274251916574,3.728733493339112,4.007033756104641,1.8816415951354526,0.050579394464799796,2.671687136640552,2.790848617896871,1.3911692719970183
2,0.026132953967264522,5.677841123281743,5.796615406803323,1.9616713106014902,0.4301025896412565,3.724965130494207,4.003161804025531,1.8813995447779666,0.0505579353094185,2.669794957436065,2.788905882437829,1.3910912814544876
3,0.026153511152218346,5.67128517307822,5.7901528890115035,1.9615492899123812,0.4298289765638191,3.7210926244605096,3.999112321033752,1.8813841982604282,0.0505606267086053,2.667966353744193,2.787083619492364,1.3910582065991817
4,0.026084045810872876,5.664624817193085,5.783176813129377,1.9617293825361521,0.42961386313815625,3.71717925570632,3.9950598137556557,1.8813471367358925,0.05055787636003554,2.6660807616182263,2.7851915477394087,1.3910092954224367
5,0.025973833742159898,5.658198275558061,5.77624935760941,1.9619217315852187,0.42945746652778094,3.7133412922615268,3.991120690685679,1.8814316548852932,0.050543308212799204,2.66413208429994,2.783208548895089,1.3909644988082308
6,0.025896024000980438,5.651208677410143,5.768906114164782,1.9613658160464595,0.42926483985872965,3.7095389662115164,3.987193770876286,1.881265937002213,0.05053895690616523,2.6621570079975507,2.781223221221574,1.3909277666857474
7,0.02583150113638137,5.644940322288064,5.762344502603993,1.9614617088112842,0.4292700719216667,3.7057386534809984,3.98339684232094,1.881223257917249,0.050520543469381146,2.660250695897405,2.779273528364791,1.3908412145774822
8,0.025773823252414105,5.638506555109559,5.755648589425771,1.960556626645129,0.4289023274544678,3.7020378704537595,3.979458196769855,1.881124721068251,0.05052612587732908,2.658396349104342,2.777432333330603,1.3908722454342786
9,0.02567573053072325,5.63192336654355,5.748619569410624,1.960049248729268,0.428961946098881,3.6980086131283514,3.9754675016594994,1.8808401638675845,0.05051238451992243,2.656423754062192,2.7754273646208665,1.3908066633499376
10,0.02566347860576739,5.625162778705479,5.741803296570001,1.9594260994107031,0.42872470708086774,3.693887031728472,3.971192470577538,1.8807821240298221,0.050510944740042314,2.654378599152954,2.7733788176919156,1.390810746709401
11,0.0256007222658657,5.61868723654775,5.735042526828829,1.9594518077657175,0.428601689355442,3.6899178612158936,3.967143730392925,1.8807896425753405,0.0505218801624284,2.652380454547404,2.7714064361692072,1.3909453547284507
12,0.02552210780875627,5.612063521944057,5.728061509494289,1.9590214543589846,0.4287025186015589,3.6858269302157756,3.963118017230459,1.8808134892195478,0.050518969076377346,2.6503717406703338,2.769390863978992,1.3909912655285728
13,0.025527442797722514,5.604840568456144,5.720862803532809,1.9588779912890646,0.4287630060344189,3.68150295930751,3.9588331704823734,1.8806239441083512,0.0505172411090921,2.648452074424825,2.7674671267645956,1.3910291015843392
14,0.02554910313054534,5.596009889462608,5.712130570758366,1.9580393291257527,0.42882311303665777,3.6773225431927377,3.954691632459671,1.8804516594724563,0.05051359876696726,2.6465510869390187,2.7655575581779788,1.3908612011868648
15,0.025479561831462605,5.588432886421483,5.704237502492312,1.9574418337504322,0.42895025193898667,3.6730976821783123,3.950549006755045,1.8799881193743109,0.05051223902622263,2.644638396173416,2.7636416639592105,1.390645688405735
16,0.02541413167124685,5.581071211320943,5.696578447294213,1.956783854567998,0.42907675889608127,3.6689713069900853,3.946504458125154,1.8795537830418891,0.05051507796501304,2.642422216450944,2.761432172576034,1.3894724721079477
17,0.02537256282639955,5.5736481185731535,5.68896642413428,1.9558688675458662,0.42871762242032,3.66484808219445,3.942148938580994,1.8791302599842827,0.05052931902992442,2.6400364462429193,2.7590799533111827,1.388002265632946
18,0.025328907198976562,5.5667096838466525,5.681829574568212,1.955746128407871,0.42881499619874847,3.6606697188051323,3.9380335579820613,1.8789795170735597,0.05052890231159132,2.638044130416593,2.7570866557258946,1.3875411937576472
19,0.025301958855954026,5.55901374703518,5.67401115752972,1.9556739894873048,0.4287279181550725,3.6563606538950904,3.9336681697141245,1.8787680508258886,0.05053507521605131,2.636127643255676,2.7551847114919314,1.387370210548499
20,0.025295758357489654,5.551730274857277,5.66669950408446,1.955514654490974,0.4290031960819686,3.65182357873855,3.929309148364754,1.8785943796053215,0.05052939687736226,2.6342603982301855,2.753304088701515,1.3872143258697933
21,0.0252488087757513,5.545052824892223,5.659808668256499,1.9555018036755807,0.42883326715633213,3.647709156771161,3.9250848138718704,1.8784952919252866,0.05052353326033194,2.632482765543591,2.7515126417473064,1.3871245555432572
22,0.0251614160929276,5.538216287332047,5.652574930927004,1.954999038274327,0.4290032490416821,3.6434271107587266,3.920912714640051,1.8787065531452283,0.05052018388797539,2.6306694791906713,2.749691464509659,1.3870283475762406
23,0.025115350832268398,5.530228068684239,5.6443773456558555,1.9540855614158066,0.42885832928216255,3.6391911665218566,3.9165830341737355,1.878519684879601,0.05051873468739486,2.6288392192667556,2.747857790371524,1.386886939649166
24,0.025067757495189844,5.522719939212974,5.6366529044534746,1.9528803846705056,0.42846628472305465,3.6343438732245748,3.911482160696175,1.8772795887655624,0.05054211628536224,2.6262880760579383,2.745361732556225,1.3860486190208328
25,0.0250569375704144,5.515492493697041,5.629376282376231,1.9520462880731217,0.4283780898521461,3.629548036963296,3.9066292786967396,1.8757891518717165,0.05054674242018054,2.623842153535151,2.7429267088803533,1.3852711921869592
