,FOL_swe,ORO_swe,SHA_swe,YRS_swe
1994-10-01,3.0812769e-06,9.9672565e-05,0.0016149619,1.948167e-05
1994-10-02,0.0,0.0,0.0,0.0
1994-10-03,0.0,0.0,0.0,0.0
1994-10-04,0.0,0.0,0.0,0.0
1994-10-05,0.0,0.0,5.1704825e-05,0.0
1994-10-06,0.0,0.0,1.26178575e-05,0.0
1994-10-07,0.00038273234,0.0012376563,0.07635589,0.0001612166
1994-10-08,0.043120142,0.0,0.08303424,0.0
1994-10-09,0.0,0.0,0.05731189,0.0
1994-10-10,0.0,0.0,0.04113326,0.0
1994-10-11,0.0,0.0,0.003324968,0.0
1994-10-12,0.0,0.0,0.00158351,0.0
1994-10-13,0.0,0.0,0.0,0.0
1994-10-14,0.0,0.0,0.0,0.0
1994-10-15,0.0,0.0,0.0,0.0
1994-10-16,0.0,0.0,0.0,0.0
1994-10-17,0.0,0.0,0.0,0.0
1994-10-18,0.0,0.0,0.0,0.0
1994-10-19,0.0,0.0,0.0,0.0
1994-10-20,0.0,0.0,0.0,0.0
1994-10-21,0.0,0.0,0.0,0.0
1994-10-22,0.0,0.0,0.0,0.0
1994-10-23,0.0,0.0,0.0,0.0
1994-10-24,0.0,0.0,0.0062378887,0.0
1994-10-25,0.0,0.0,0.0,0.0
1994-10-26,0.0,0.0,0.00032184643,0.0
1994-10-27,0.0,0.0,0.0009569542,0.0
1994-10-28,0.0,0.000105705236,0.12559412,1.649648e-05
1994-10-29,0.78275394,0.0,0.17810209,0.0
1994-10-30,0.6386197,0.0,0.18334945,0.0
1994-10-31,0.34241432,0.0,0.18468705,0.0
1994-11-01,0.11731701,0.0,0.18676749,0.0
1994-11-02,0.0,0.0,0.17638777,0.0
1994-11-03,0.0,0.0,0.18276228,0.0
1994-11-04,15.118045,3.3160243,2.5687234,7.29231
1994-11-05,35.24407,16.571272,9.792919,18.917591
1994-11-06,38.73119,19.652514,12.796459,21.422874
1994-11-07,41.557076,30.200125,26.680754,29.467653
1994-11-08,40.942947,24.971926,27.734455,29.000376
1994-11-09,37.931957,18.514032,20.573782,24.434826
1994-11-10,36.01049,19.154907,18.01381,24.660692
1994-11-11,33.147976,17.288427,16.388817,20.591692
1994-11-12,27.333168,13.600274,13.253427,15.781385
1994-11-13,25.396803,13.207783,14.198017,13.981108
1994-11-14,25.214981,13.667725,14.557822,13.730524
1994-11-15,35.295822,18.221851,18.055801,22.535921
1994-11-16,41.659443,22.53559,23.506102,30.345339
1994-11-17,57.844875,36.526947,31.806307,43.00304
1994-11-18,58.949463,34.188896,28.893642,42.239193
1994-11-19,62.96645,39.62955,30.320417,50.528976
1994-11-20,65.61508,44.289825,32.956806,55.028667
1994-11-21,66.24218,45.448223,33.001797,56.532192
1994-11-22,65.89062,45.016346,32.48918,56.103905
1994-11-23,65.61055,43.657455,33.713486,55.259315
1994-11-24,75.50307,46.268284,35.427788,60.915535
1994-11-25,91.61186,53.003788,39.294777,70.013176
1994-11-26,116.19847,52.69591,44.04814,76.45118
1994-11-27,118.74539,47.793953,40.504322,74.001236
1994-11-28,125.66177,50.81481,43.37215,79.55908
1994-11-29,143.80466,63.198177,54.438427,95.10445
1994-11-30,159.9289,66.60675,59.038326,103.81089
1994-12-01,164.63626,69.34258,60.604736,107.51821
1994-12-02,161.68109,65.90889,60.857365,104.65899
1994-12-03,169.7092,73.24183,74.000755,112.13658
1994-12-04,168.54706,68.72195,70.644135,109.02864
1994-12-05,171.41978,64.15922,67.17556,105.42336
1994-12-06,189.93292,70.759964,72.62932,117.82103
1994-12-07,194.09471,74.01121,76.231735,121.624115
1994-12-08,205.90285,77.33132,78.67568,127.69069
1994-12-09,200.63348,72.25942,75.40697,121.418564
1994-12-10,206.47775,78.28265,78.60802,129.43259
1994-12-11,212.16168,81.146996,81.37396,132.88416
1994-12-12,209.52432,76.2533,79.39733,129.23134
1994-12-13,209.27081,72.87144,74.54959,126.43828
1994-12-14,205.64096,70.47225,70.00932,123.070114
1994-12-15,203.87726,69.15266,69.06417,121.11418
1994-12-16,205.33401,68.30915,68.5676,121.712776
1994-12-17,204.63705,67.729515,68.08343,121.07407
1994-12-18,203.82494,67.44669,68.420235,120.40029
1994-12-19,202.62572,66.62429,68.39503,118.831406
1994-12-20,200.05733,65.43632,67.72961,116.54521
1994-12-21,198.46938,64.3492,66.941605,115.02672
1994-12-22,196.67514,63.000385,65.39142,113.007706
1994-12-23,194.23375,61.27478,63.86406,110.44091
1994-12-24,191.82187,58.88113,61.28328,107.3737
1994-12-25,190.45776,57.730534,60.630592,105.76622
1994-12-26,189.83286,56.501232,59.794724,104.22305
1994-12-27,196.39673,57.559578,63.244564,108.9783
1994-12-28,199.19418,57.984222,63.97551,109.84319
1994-12-29,199.99457,58.378162,63.712673,111.29263
1994-12-30,198.16998,57.545437,62.931274,110.078445
1994-12-31,196.97379,56.654514,62.08473,109.092
1995-01-01,195.45721,55.9223,61.56302,108.009636
1995-01-02,193.68272,55.117958,60.89005,106.82607
1995-01-03,191.53079,53.94242,60.161064,105.27235
1995-01-04,190.10136,52.859512,59.015224,104.13803
1995-01-05,188.7923,51.64852,57.88964,102.92467
1995-01-06,186.364,50.28405,56.130856,100.845
1995-01-07,184.96985,49.804596,55.46046,99.53189
1995-01-08,190.74232,52.255173,58.894855,103.137535
1995-01-09,190.61958,52.199932,58.952126,103.02396
1995-01-10,190.19843,52.0661,59.21821,102.77282
1995-01-11,190.01122,51.64037,59.138462,102.71084
1995-01-12,191.11423,51.950085,62.014805,103.20527
1995-01-13,191.38364,51.96478,62.3069,103.2654
1995-01-14,204.3618,53.112164,62.33556,107.37998
1995-01-15,210.19896,53.936954,62.302334,110.03852
1995-01-16,209.54883,53.799732,62.234585,109.71667
1995-01-17,209.2953,53.74616,62.782803,109.62319
1995-01-18,220.30457,73.0821,77.3854,127.678535
1995-01-19,268.16443,99.407104,88.60764,159.68234
1995-01-20,294.97653,128.56447,103.90588,184.72365
1995-01-21,303.59848,139.0588,110.306656,192.83249
1995-01-22,305.27994,140.09201,111.21814,193.99425
1995-01-23,304.6423,140.54755,112.70386,193.51753
1995-01-24,304.48282,140.73515,114.3664,193.4327
1995-01-25,304.37473,140.90709,114.820366,193.38365
1995-01-26,304.09583,140.83498,114.79139,193.14905
1995-01-27,303.96603,140.77339,114.710236,193.02608
1995-01-28,305.45438,140.73515,114.66037,193.11517
1995-01-29,305.96432,140.73132,114.6165,193.21182
1995-01-30,306.7394,140.76195,114.55481,193.32288
1995-01-31,307.1573,140.72435,114.468155,193.33524
1995-02-01,307.06528,140.65895,114.35848,193.17961
1995-02-02,306.90512,140.55817,114.20485,192.97362
1995-02-03,306.38763,140.38002,113.78233,192.58452
1995-02-04,304.61633,139.79417,111.76154,191.06314
1995-02-05,300.83887,137.72081,108.23151,188.24165
1995-02-06,298.19745,135.35753,105.93303,185.74733
1995-02-07,295.0533,131.39497,102.323784,182.38896
1995-02-08,292.05942,126.55854,99.04313,179.57071
1995-02-09,309.39432,143.65547,109.99587,196.66396
1995-02-10,325.67404,151.19624,114.825516,203.61028
1995-02-11,328.38678,151.82057,115.04532,203.7675
1995-02-12,328.28958,151.65257,114.85065,203.3886
1995-02-13,327.05573,151.29285,114.17298,202.79512
1995-02-14,326.264,151.00725,113.83874,202.3815
1995-02-15,325.73822,150.77469,113.46448,201.94626
1995-02-16,325.22327,150.29106,112.18598,201.4825
1995-02-17,323.93634,148.82123,109.62814,200.478
1995-02-18,321.22302,145.3834,105.770226,198.00032
1995-02-19,318.83008,142.78806,102.11876,196.19872
1995-02-20,317.42358,141.17558,99.4846,194.86003
1995-02-21,314.08447,133.95898,95.92083,191.20308
1995-02-22,310.4982,127.606186,92.47843,187.44765
1995-02-23,310.55966,121.99155,89.919334,184.87384
1995-02-24,310.07965,117.2188,88.09295,183.03798
1995-02-25,310.41565,116.59181,88.42534,183.61728
1995-02-26,315.27286,117.34853,91.31358,188.84608
1995-02-27,327.99924,124.31971,93.905106,203.05414
