,SHA_storage,SHA_out,SHA_target,SHA_out_to_delta,SHA_tocs,SHA_sodd,SHA_spill,SHA_forecast,FOL_storage,FOL_out,FOL_target,FOL_out_to_delta,FOL_tocs,FOL_sodd,FOL_spill,FOL_forecast,ORO_storage,ORO_out,ORO_target,ORO_out_to_delta,ORO_tocs,ORO_sodd,ORO_spill,ORO_forecast,DEL_in,DEL_out,DEL_TRP_pump,DEL_HRO_pump,DEL_X2,DEL_SODD_CVP,DEL_SODD_SWP
1994-10-01,3089.0409999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.5190000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
1994-10-02,3082.5195249660933,10.283404504496655,10.283404504496655,6.262759343206333,4530.333333333333,2.6925114153343332,0.0,0.0,721.251894592664,2.912256125879879,2.912256125879879,2.0296754807185886,967.0,1.1371134987505889,0.0,0.0,2730.0114593846083,6.748354273646948,6.748354273646948,6.748354273646948,3325.0666666666666,5.2607509703669475,0.0,0.0,15.040789097571869,5.950413213119999,3.8296249140849214,5.2607509703669475,82.0,9.574062285212307,10.521501940733895
1994-10-03,3076.0243709134947,10.256929292096038,10.256929292096038,6.262735743708941,4508.666666666667,2.692487815836942,0.0,0.0,718.5610248926212,2.906473273764368,2.906473273764368,2.029699080215981,959.0,1.137137098247981,0.0,0.0,2724.5521039575865,6.699136629204268,6.699136629204268,6.699136629204268,3312.6,5.211533325924267,0.0,0.0,14.99157145312919,5.950413213120002,3.8296249140849214,5.211533325924267,82.47952069531938,9.574062285212307,10.423066651848535
1994-10-04,3069.5670466397587,10.23045676767585,10.23045676767585,6.26271483219198,4487.0,2.692466904319979,0.0,0.0,715.8746537407493,2.900687733668428,2.900687733668428,2.029719991732944,951.0,1.1371580097649439,0.0,0.0,2719.140895587841,6.649918984761588,6.649918984761588,6.649918984761588,3300.133333333333,5.162315681481588,0.0,0.0,14.942353808686512,5.95041321312,3.829624914084925,5.162315681481588,82.93266775239618,9.574062285212307,10.324631362963176
1994-10-05,3063.4982586513393,10.203988784385839,10.203988784385839,6.2626984618051935,4465.333333333333,2.6924505339331932,0.0,0.0,713.1934197156314,2.8948976524423102,2.8948976524423102,2.0297363621197295,943.0,1.1371743801517296,0.0,0.0,2713.781150924383,6.600701340318907,6.600701340318907,6.600701340318907,3287.6666666666665,5.113098037038907,0.0,0.0,14.893136164243831,5.95041321312,3.8296249140849232,5.113098037038907,83.36089172133377,9.574062285212307,10.226196074077814
1994-10-06,3057.2061253612665,10.177584517581428,10.177584517581428,6.262745807904009,4443.666666666667,2.692497880032009,0.0,0.0,710.5259973421612,2.889043854730591,2.889043854730591,2.029689016020914,935.0,1.1371270340529138,0.0,0.0,2708.4742023950903,6.551483695876228,6.551483695876228,6.551483695876228,3275.2,5.063880392596228,0.0,0.0,14.84391851980115,5.950413213119998,3.8296249140849232,5.063880392596228,83.7655633719798,9.574062285212307,10.127760785192455
1994-10-07,3050.8990843246984,10.151136943356839,10.151136943356839,6.262749846582645,4422.0,2.6925019187106463,0.0,0.0,707.8666329115864,2.883233364439051,2.883233364439051,2.029684977342277,927.0,1.1371229953742767,0.0,0.0,2703.244571857877,6.502266051433549,6.502266051433549,6.502266051433549,3244.4,5.014662748153548,0.0,0.0,14.794700875358469,5.95041321312,3.8296249140849214,5.014662748153548,84.1479780818403,9.574062285212307,10.029325496307097
1994-10-08,3044.6091750302658,10.12468360708284,10.12468360708284,6.262748123211873,4400.333333333333,2.692500195339872,0.0,0.0,705.2342119992999,2.877428636196922,2.877428636196922,2.029686700713051,919.0,1.1371247187450508,0.0,0.0,2698.0367257495795,6.4530484069908685,6.4530484069908685,6.4530484069908685,3231.1,4.965445103710868,0.0,0.0,14.745483230915793,5.950413213119999,3.829624914084925,4.965445103710868,84.50935998265845,9.574062285212307,9.930890207421736
1994-10-09,3038.3314312884636,10.098222329353042,10.098222329353042,6.262738458385301,4378.666666666667,2.692490530513301,0.0,0.0,702.5869126114858,2.8716318494105897,2.8716318494105897,2.029696365539622,911.0,1.1371343835716219,0.0,0.0,2692.875515281383,6.403830762548188,6.403830762548188,6.403830762548188,3217.8,4.916227459268188,0.0,0.0,14.69626558647311,5.950413213119998,3.8296249140849232,4.916227459268188,84.85086587893161,9.574062285212307,9.832454918536376
1994-10-10,3032.076738426379,10.07176909748035,10.07176909748035,6.262736839415835,4357.0,2.6924889115438346,0.0,0.0,699.9455107915671,2.8658270167671533,2.8658270167671533,2.029697984509089,903.0,1.1371360025410886,0.0,0.0,2687.7640564009607,6.354613118105509,6.354613118105509,6.354613118105509,3204.5,4.867009814825509,0.0,0.0,14.647047942030433,5.95041321312,3.829624914084925,4.867009814825509,85.17358895090976,9.574062285212307,9.734019629651018
