,SHA_storage,SHA_out,SHA_target,SHA_out_to_delta,SHA_tocs,SHA_sodd,SHA_spill,SHA_forecast,FOL_storage,FOL_out,FOL_target,FOL_out_to_delta,FOL_tocs,FOL_sodd,FOL_spill,FOL_forecast,ORO_storage,ORO_out,ORO_target,ORO_out_to_delta,ORO_tocs,ORO_sodd,ORO_spill,ORO_forecast,DEL_in,DEL_out,DEL_TRP_pump,DEL_HRO_pump,DEL_X2,DEL_SODD_CVP,DEL_SODD_SWP
2089-10-01,3089.0409999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.5190000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
2089-10-02,3082.7317983628645,10.283404504496655,10.283404504496655,6.262759343206333,4530.333333333333,2.6925114153343332,0.0,0.0,721.1888623148827,2.912256125879879,2.912256125879879,2.0296754807185886,967.0,1.1371134987505889,0.0,0.0,2730.248869398082,6.748354273646948,6.748354273646948,6.748354273646948,3325.0666666666666,5.2607509703669475,0.0,0.0,15.040789097571869,5.950413213119999,3.8296249140849214,5.2607509703669475,82.0,9.574062285212307,10.521501940733895
2089-10-03,3076.0532471399615,10.256990286522392,10.256990286522392,6.262796738135295,4508.666666666667,2.6925488102632964,0.0,0.0,718.4345587041728,2.906412279338014,2.906412279338014,2.029638085789627,959.0,1.1370761038216268,0.0,0.0,2724.9841920875187,6.699136629204268,6.699136629204268,6.699136629204268,3312.6,5.211533325924267,0.0,0.0,14.99157145312919,5.950413213120002,3.8296249140849214,5.211533325924267,82.47952069531938,9.574062285212307,10.423066651848535
2089-10-04,3069.1923407813056,10.23051223807709,10.23051223807709,6.2627703025932195,4487.0,2.6925223747212192,0.0,0.0,715.6835880265909,2.900632263267188,2.900632263267188,2.029664521331704,951.0,1.137102539363704,0.0,0.0,2719.6999761952375,6.649918984761588,6.649918984761588,6.649918984761588,3300.133333333333,5.162315681481588,0.0,0.0,14.942353808686512,5.95041321312,3.8296249140849232,5.162315681481588,82.93266775239618,9.574062285212307,10.324631362963176
2089-10-05,3062.2220919119327,10.204001926881357,10.204001926881357,6.262711604300712,4465.333333333333,2.6924636764287118,0.0,0.0,712.9360293328057,2.8948845099467917,2.8948845099467917,2.029723219624211,943.0,1.137161237656211,0.0,0.0,2714.420828513876,6.600701340318907,6.600701340318907,6.600701340318907,3287.6666666666665,5.113098037038907,0.0,0.0,14.893136164243831,5.95041321312,3.8296249140849232,5.113098037038907,83.36089172133377,9.574062285212307,10.226196074077814
2089-10-06,3055.1779000722513,10.177471550396698,10.177471550396698,6.262632840719279,4443.666666666667,2.6923849128472783,0.0,0.0,710.1921887956103,2.8891568219153214,2.8891568219153214,2.029801983205644,935.0,1.1372400012376442,0.0,0.0,2709.156172258131,6.551483695876228,6.551483695876228,6.551483695876228,3275.2,5.063880392596228,0.0,0.0,14.84391851980115,5.950413213119998,3.8296249140849232,5.063880392596228,83.7655633719798,9.574062285212307,10.127760785192455
2089-10-07,3048.0877049499936,10.150926902507699,10.150926902507699,6.262539805733505,4422.0,2.692291877861506,0.0,0.0,707.4524096066399,2.883443405288191,2.883443405288191,2.029895018191417,927.0,1.1373330362234169,0.0,0.0,2703.9146023332396,6.502266051433549,6.502266051433549,6.502266051433549,3262.7333333333336,5.014662748153548,0.0,0.0,14.794700875358469,5.95041321312,3.8296249140849214,5.014662748153548,84.1479780818403,9.574062285212307,10.029325496307097
2089-10-08,3041.0063978018757,10.12437252882348,10.12437252882348,6.262437044952513,4400.333333333333,2.6921891170805132,0.0,0.0,704.7243901588148,2.8777397144562804,2.8777397144562804,2.0299977789724095,919.0,1.1374357970044093,0.0,0.0,2698.7027873927655,6.4530484069908685,6.4530484069908685,6.4530484069908685,3250.2666666666664,4.965445103710868,0.0,0.0,14.745483230915791,5.950413213119999,3.8296249140849232,4.965445103710868,84.50935998265845,9.574062285212307,9.930890207421736
2089-10-09,3033.9483991996017,10.097814627894925,10.097814627894925,6.2623307569271836,4378.666666666667,2.692082829055184,0.0,0.0,702.0265397501446,2.872039550868706,2.872039550868706,2.0301040669977386,911.0,1.1375420850297386,0.0,0.0,2693.521459157493,6.403830762548188,6.403830762548188,6.403830762548188,3237.8,4.916227459268188,0.0,0.0,14.69626558647311,5.950413213120002,3.8296249140849214,4.916227459268188,84.85086587893161,9.574062285212307,9.832454918536376
2089-10-10,3026.844487467779,10.071248216346225,10.071248216346225,6.262215958281709,4357.0,2.69196803040971,0.0,0.0,699.3016562650799,2.866347897901277,2.866347897901277,2.0302188656432127,903.0,1.1376568836752128,0.0,0.0,2688.3756562090903,6.354613118105509,6.354613118105509,6.354613118105509,3225.3333333333335,4.867009814825509,0.0,0.0,14.64704794203043,5.95041321312,3.8296249140849214,4.867009814825509,85.17358895090976,9.574062285212307,9.734019629651018
2089-10-11,3019.7392733151414,10.044684550233983,10.044684550233983,6.262103905072693,4335.333333333333,2.691855977200693,0.0,0.0,696.5817784963689,2.8606534994973902,2.8606534994973902,2.030330918852229,895.0,1.1377689368842292,0.0,0.0,2683.268352195924,6.305395473662828,6.305395473662828,6.305395473662828,3212.866666666667,4.817792170382828,0.0,0.0,14.597830297587748,5.95041321312,3.8296249140849214,4.817792170382828,85.4785622539291,9.574062285212307,9.635584340765655
2089-10-12,3012.636246031976,10.018118304750958,10.018118304750958,6.261989272492894,4313.666666666667,2.6917413446208944,0.0,0.0,693.8668525432363,2.854961680464286,2.854961680464286,2.0304455514320283,887.0,1.1378835694640284,0.0,0.0,2678.201030777773,6.256177829220149,6.256177829220149,6.256177829220149,3200.4,4.768574525940148,0.0,0.0,14.54861265314507,5.950413213120002,3.8296249140849214,4.768574525940148,85.76676202528238,9.574062285212307,9.537149051880297
2089-10-13,3005.5357045038772,9.991550088273472,9.991550088273472,6.261872668918634,4292.0,2.6916247410466334,0.0,0.0,691.1568750839754,2.8492718324256447,2.8492718324256447,2.03056215500629,879.0,1.1380001730382898,0.0,0.0,2673.174201912248,6.206960184777469,6.206960184777469,6.206960184777469,3187.9333333333334,4.719356881497469,0.0,0.0,14.499395008702393,5.95041321312,3.8296249140849232,4.719356881497469,86.03911080921122,9.574062285212307,9.438713762994938
2089-10-14,2998.4391015519677,9.96497994505979,9.96497994505979,6.261754138608177,4270.333333333333,2.6915062107361774,0.0,0.0,688.4518096226761,2.8435839111231975,2.8435839111231975,2.030680685316746,871.0,1.1381187033487459,0.0,0.0,2668.1885016659153,6.157742540334789,6.157742540334789,6.157742540334789,3175.4666666666667,4.670139237054789,0.0,0.0,14.450177364259712,5.950413213119999,3.8296249140849232,4.670139237054789,86.29648041002399,9.574062285212307,9.340278474109578
