,FOL_fnf,ORO_fnf,TRR_fnf,ISB_fnf,PNF_fnf,MRC_fnf,MIL_fnf,NML_fnf,TUL_fnf,DPN_fnf,SHA_fnf,YRS_fnf,FOL_pr,ORO_pr,SHA_pr,YRS_pr,FOL_tas,ORO_tas,SHA_tas,FOL_swe,ORO_swe,SHA_swe,YRS_swe,BKL_swe,CAP_swe,CSL_swe,FOR_swe,GOL_swe,GRZ_swe,HMB_swe,HYS_swe,MED_swe,RBB_swe,RBP_swe,RTL_swe,SCN_swe,SDF_swe,STL_swe,SNM_swe
2089-10-01,6.028494,34.86373,4.548458,5.646798,8.040941,10.334399000000001,7.675903,11.187687,0.9264129000000001,6.821903999999999,98.846855,14.370798,0.0,0.0,0.0,0.0,295.16953,296.27594,293.76025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-02,6.064036,34.957634000000006,4.5534754,5.6635365,8.063208,10.35927,7.7329383,11.203439999999999,0.92708576,6.865421,98.97157,14.389370000000001,8.295564e-05,0.0010750141,0.0,0.0,296.81757000000005,297.84467,295.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-03,6.0457673,34.90181,4.552395,5.660356,8.058712,10.351661,7.7109820000000004,11.198042999999998,0.9269325,6.8505397,98.89188,14.380139999999999,0.0,0.0,0.0,0.0,298.58612,299.58299999999997,297.73193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-04,6.027231,34.84507,4.551076999999999,5.656812,8.054051,10.343293,7.6872315,11.192669,0.9267690000000001,6.838966,98.81303,14.370501,0.0007180364299999999,0.0,0.0,0.0,299.06702,300.3178,297.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-05,6.009847,34.791332000000004,4.549671,5.653988,8.050491000000001,10.334359,7.6646886,11.18725,0.9266196,6.826374,98.74368,14.361307,0.0,0.0,0.0,0.0,297.5538,298.7793,296.08707000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-06,5.994555,34.743046,4.548237,5.649973999999999,8.044381,10.326692,7.64106,11.182659,0.9264786,6.815634299999999,98.68271,14.353197,0.0,0.0,0.0,0.0,298.66406,299.62253,296.48026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-07,5.9805093000000005,34.699814,4.6881900000000005,5.6926713,8.947282000000001,10.500179,8.087234500000001,11.179780000000001,0.97554755,6.9237885,98.62674,14.346073,0.0002197516,0.00017140784,0.0,0.0,299.50296000000003,300.23767000000004,297.52932999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-08,6.0150185,34.66173,4.7272305,5.7560839999999995,11.357035,10.628586,8.827805499999998,11.350610000000001,1.0602251,7.712426700000001,98.57894,14.349113000000001,0.75257653,0.024824157000000003,0.0034723694,0.48882252,297.08344,298.52866,295.94928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-09,6.038864,34.626446,4.562799,5.654930599999999,8.149721000000001,10.3783455,7.733556699999999,11.198111,0.92781585,6.9015765,98.53327,14.364089000000002,0.8379406999999999,0.05562133,0.014976659,0.6119651999999999,292.58545,293.12372,292.41458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-10,5.953289,34.599075,4.5511274,5.6401143,8.14327,10.321532000000001,7.730205499999999,11.17205,0.9260784,6.836601299999999,98.49709,14.331779000000001,0.009161173,0.0009958842,0.0021267551999999998,0.0018227270000000001,294.07394,294.7869,292.56174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
