,FOL_pr,ORO_pr,SHA_pr,YRS_pr
2089-10-01,0.0,0.0,0.0,0.0
2089-10-02,8.295564e-05,0.0010750141,0.0,0.0
2089-10-03,0.0,0.0,0.0,0.0
2089-10-04,0.00071803643,0.0,0.0,0.0
2089-10-05,0.0,0.0,0.0,0.0
2089-10-06,0.0,0.0,0.0,0.0
2089-10-07,0.0002197516,0.00017140784,0.0,0.0
2089-10-08,0.75257653,0.024824157,0.0034723694,0.48882252
2089-10-09,0.8379407,0.05562133,0.014976659,0.6119652
2089-10-10,0.009161173,0.0009958842,0.0021267552,0.001822727
2089-10-11,0.0,0.0,0.0,0.0
2089-10-12,0.0,0.0,0.15742102,0.0
2089-10-13,0.57145447,0.22568563,3.3571162,0.51631886
2089-10-14,0.027866468,0.12710096,1.6955428,0.07477761
2089-10-15,0.013940446,0.0010981006,0.070514806,0.021557216
2089-10-16,0.0,0.0,0.0,0.0
2089-10-17,0.0,1.2960088e-07,0.0043535945,0.0
2089-10-18,0.0,0.0,0.0,0.0
2089-10-19,0.0,0.0,0.0,0.0
2089-10-20,0.0,0.0,0.0,0.0
2089-10-21,0.00012558047,0.0893328,0.015293276,0.007111439
2089-10-22,18.653093,8.076082,5.065875,17.790545
2089-10-23,4.3534193,4.440256,0.16532882,3.0063577
2089-10-24,0.008803763,0.0006490758,0.0087124305,0.0008433921
2089-10-25,0.0,0.0,0.0,0.0
2089-10-26,0.0,0.0,0.0,0.0
2089-10-27,0.0,0.0,0.0,0.0
2089-10-28,0.0,0.0,0.0,0.0
2089-10-29,22.336575,13.760776,3.1562886,27.921782
2089-10-30,67.0643,32.76958,11.993613,62.123703
2089-10-31,29.810059,14.678607,9.984304,33.388
2089-11-01,76.441414,29.698322,18.995766,59.18514
2089-11-02,17.428595,12.383294,6.8194084,17.796534
2089-11-03,0.38252947,0.06674715,0.12389938,0.18651982
2089-11-04,0.0,0.0048680557,0.35756013,0.0
2089-11-05,0.00021315784,0.006217806,0.017389717,0.0010377853
2089-11-06,0.00014170205,2.2587021e-07,0.00025491577,2.1512393e-05
2089-11-07,7.201404e-05,0.0,0.0,0.0
2089-11-08,0.0,0.0,0.014621934,0.0
2089-11-09,0.0,0.0011840368,0.0010929108,0.0
2089-11-10,0.0,0.0,5.3083302e-05,0.0
2089-11-11,0.0,0.0,0.0,0.0
2089-11-12,0.0,0.0,0.0,0.0
2089-11-13,0.0,7.729781e-06,0.0,0.0
2089-11-14,0.04530632,0.23423088,0.07213071,0.3630924
2089-11-15,0.64775586,0.34289292,1.1789669,0.8508389
2089-11-16,9.9275174e-05,0.0,0.0,0.0
2089-11-17,0.0,0.0,0.0,0.0
2089-11-18,0.0,0.0,0.0,0.0
2089-11-19,0.0040114797,7.20777e-05,0.0,0.0002706559
2089-11-20,0.08473001,0.12909402,0.011063103,0.32799637
2089-11-21,1.251283,0.7276573,0.62841105,0.24916483
2089-11-22,0.0010171286,0.0020832513,0.00030028392,0.0
2089-11-23,0.28598842,0.184188,0.06573429,0.15974301
2089-11-24,0.14480275,0.00059225684,0.0,0.0006522507
2089-11-25,0.19686201,0.82235277,0.31460443,0.429664
2089-11-26,5.508298,1.109018,0.17038804,1.3865422
2089-11-27,4.9525456,0.93154806,0.25487047,2.3105505
2089-11-28,0.0047514383,0.004882712,0.089256,3.17683e-05
2089-11-29,0.0,0.00048471752,5.186891e-06,0.00018360576
2089-11-30,0.003669832,0.0,0.0,0.0003316911
2089-12-01,0.00037570117,0.0,0.0,0.00021812564
2089-12-02,0.0,0.00080675824,9.975845e-06,8.417349e-05
2089-12-03,1.26536315e-05,8.362218e-05,0.0020404581,3.301902e-05
2089-12-04,9.294836e-05,0.0,0.0,0.0
2089-12-05,0.0,0.0,0.0,0.0
2089-12-06,0.0,0.0,0.0,0.0
2089-12-07,0.0,0.019294312,0.0062632663,0.0009879441
2089-12-08,0.0,0.0,0.0,0.0
2089-12-09,0.097744636,0.33471936,2.1534934,0.08009663
2089-12-10,67.37556,21.931122,23.111435,42.417633
2089-12-11,45.615074,15.410565,14.437163,24.57111
2089-12-12,17.87459,10.226729,6.228413,15.516971
2089-12-13,0.28437713,0.16859692,0.8498552,0.33276105
2089-12-14,0.00010215945,0.3044086,3.6489902,0.015418756
2089-12-15,31.798378,31.580322,24.258291,42.361526
2089-12-16,96.80165,38.297485,17.980541,72.50956
2089-12-17,135.16531,36.56167,9.645654,91.008415
2089-12-18,13.363353,11.356449,3.1709607,16.75802
