,FOL_tas,ORO_tas,SHA_tas
2090-09-26,294.73004,296.4895,296.99405
2090-09-27,296.8443,298.02875,296.10397
2090-09-28,295.87988,296.70038,294.5879
2090-09-29,293.1141,294.56036,293.69086
2090-09-30,292.9641,293.82974,292.0553
2090-10-01,294.10095,294.94412,293.2456
2090-10-02,296.3089,297.28674,296.08304
2090-10-03,298.25702,299.70795,297.7935
2090-10-04,298.01,300.1704,298.1444
2090-10-05,298.2544,299.88577,298.51404
2090-10-06,295.2422,295.80945,293.25766
2090-10-07,289.7284,289.22025,287.1372
2090-10-08,289.04572,289.53366,286.84253
2090-10-09,289.9883,289.88898,286.5271
2090-10-10,290.0736,290.8226,288.04385
2090-10-11,291.00098,291.8277,288.27173
2090-10-12,290.2302,291.42618,289.36804
2090-10-13,290.9857,290.88525,288.11896
2090-10-14,288.76868,288.9414,285.55753
2090-10-15,291.34204,291.6392,288.54865
2090-10-16,289.44968,290.1912,285.43018
2090-10-17,290.77206,291.0154,288.5775
2090-10-18,290.17438,290.69342,289.06805
2090-10-19,288.7152,289.08438,286.80664
2090-10-20,290.05862,291.62262,290.1512
2090-10-21,291.8294,292.87186,291.63742
2090-10-22,291.26926,291.93948,289.41733
2090-10-23,287.42566,287.21237,284.82327
2090-10-24,287.75195,287.53198,284.87045
2090-10-25,287.7074,287.2502,284.37787
2090-10-26,288.8756,288.21262,285.88098
2090-10-27,287.96143,287.78967,284.4389
2090-10-28,287.94543,288.80316,286.5561
2090-10-29,288.88028,290.89578,287.7611
2090-10-30,289.40234,291.15045,289.64673
2090-10-31,290.52866,291.82028,288.9778
2090-11-01,289.84854,289.52274,286.5763
2090-11-02,290.25995,289.3296,285.58942
2090-11-03,288.60706,287.59833,284.85974
2090-11-04,287.8538,287.51053,283.83423
2090-11-05,285.49243,286.03577,283.24252
2090-11-06,285.72757,286.2957,284.73495
2090-11-07,285.61404,286.24872,285.73758
2090-11-08,287.5758,288.5216,285.36633
2090-11-09,289.85068,288.63574,283.21136
2090-11-10,285.10226,284.51862,281.7354
2090-11-11,283.568,283.34134,280.0004
2090-11-12,283.3932,283.85745,281.0246
2090-11-13,286.50705,286.08063,280.82394
2090-11-14,289.0099,287.9674,282.7793
2090-11-15,289.91672,288.94574,283.6635
2090-11-16,289.67865,288.8639,284.70148
2090-11-17,289.28986,289.07108,285.6011
2090-11-18,288.467,287.76224,285.12033
2090-11-19,286.14252,285.3169,283.48016
2090-11-20,281.8572,281.7261,279.09216
2090-11-21,279.93176,280.79968,278.74078
2090-11-22,281.6483,282.02002,282.41217
2090-11-23,282.09448,282.75726,282.63452
2090-11-24,281.7837,283.6754,283.07718
2090-11-25,283.97617,284.2688,283.73825
2090-11-26,284.28632,286.15558,282.92947
2090-11-27,283.25653,284.95758,281.62527
2090-11-28,283.4895,283.92358,280.82422
2090-11-29,283.29492,284.44214,283.11145
2090-11-30,282.38367,282.94855,281.94226
2090-12-01,280.4913,281.2807,279.9585
2090-12-02,280.20056,281.30637,281.46463
2090-12-03,279.8269,281.08105,282.8903
2090-12-04,279.60284,281.12842,282.2064
2090-12-05,279.9697,281.13147,282.11627
2090-12-06,281.33038,282.18036,281.68732
2090-12-07,281.17148,283.0849,283.29028
2090-12-08,280.85495,282.2654,285.46976
2090-12-09,280.81076,282.11737,283.93066
2090-12-10,281.38495,282.86276,285.41864
2090-12-11,283.03204,284.0977,286.33932
2090-12-12,283.74023,285.1133,284.34827
2090-12-13,281.34912,280.98523,279.7796
2090-12-14,279.1816,279.20554,277.06003
2090-12-15,279.68762,278.92365,276.2061
2090-12-16,276.71136,277.08652,275.25458
2090-12-17,279.25336,279.0574,275.96335
2090-12-18,280.08804,281.10052,276.76328
2090-12-19,282.38608,282.9673,278.64124
2090-12-20,281.8959,281.74597,276.30435
2090-12-21,279.40674,280.29562,277.7137
2090-12-22,280.42737,282.77695,282.53314
2090-12-23,282.52063,284.7924,283.38593
2090-12-24,282.91513,286.822,285.3007
2090-12-25,284.76895,288.3318,287.10196
2090-12-26,285.15936,288.39337,289.39856
2090-12-27,284.84662,288.01852,288.906
2090-12-28,286.20807,288.1427,288.66217
2090-12-29,285.1419,286.5021,284.22058
2090-12-30,281.85632,282.2093,280.4853
2090-12-31,281.20233,283.1094,283.67575
2091-01-01,282.49866,285.30298,285.2557
