datetime,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,SHA_in,SHA_out,SHA_storage,SHA_evap,SHA_tocs_obs,SHA_precip,SHA_in_fix,ORO_in,ORO_out,ORO_storage,ORO_evap,ORO_tocs_obs,ORO_precip,ORO_in_fix,FOL_in,FOL_out,FOL_storage,FOL_evap,FOL_tocs_obs,FOL_precip,FOL_in_fix,DeltaOut,SNL_storage,HRO_pump,TRP_pump,FMD_storage,UNV_storage,HHL_storage,WY,DeltaIn,netgains,SR_WYI,SR_WYT,SR_WYT_rolling,SJR_WYT,8RI,SHA_fci,ORO_fci,FOL_fci
1999-10-01,6183.0,1199.0,1676.0,1183.0,777.0,,11.0,138.0,4015.0,4871.0,3325.561,121.0,,0.0,,1916.0,4438.0,2422.221,164.0,,0.0,,2236.0,2494.0,720.941,84.0,,0.0,,4796.0,706.497,6503.0,4169.0,92.345,149.155,136.278,2000,15468.0,4210.0,8.79525589097,AN,AN,AN,0.630684296459,100000.0,0.0,195.377
1999-10-02,4164.0,799.0,820.0,1137.0,833.0,477.0,56.0,300.0,2454.0,5379.0,3319.505,128.0,,0.0,2453.76666153,1173.0,2168.0,2419.924,162.0,,0.0,1171.92916472,1680.0,2786.0,718.613,68.0,,0.0,1680.29999802,4407.0,710.416,6670.0,4131.0,91.772,148.166,136.448,2000,15208.0,4210.0,8.79525589097,AN,AN,AN,0.630684296459,97453.7666615,0.0,195.78
1999-10-03,3551.0,1168.0,799.0,370.0,616.0,317.5,0.0,462.0,2022.0,5543.0,3312.238,142.0,,0.0,2021.22082716,1752.0,2522.0,2418.111,83.0,,0.0,1690.94583179,718.0,2773.0,714.453,42.0,,0.0,717.666663135,4157.0,718.547,6627.0,4129.0,91.772,147.181,136.448,2000,14913.0,4210.0,8.79525589097,AN,AN,AN,0.630684296459,94602.2991556,0.0,195.78
1999-10-04,5683.0,915.0,778.0,275.0,422.0,158.0,81.0,380.5,4385.0,5861.0,3309.099,107.0,,0.0,4385.42083067,1168.0,3576.0,2413.161,87.0,,0.0,1167.3749958,1098.0,2750.0,711.081,48.0,,0.0,1097.94999714,4307.0,726.892,6627.0,4196.0,91.772,146.314,136.355,2000,15130.0,4210.0,8.79525589097,AN,AN,AN,0.630684296459,94257.6050285,0.0,195.873
1999-10-05,5485.0,201.0,128.0,530.0,784.0,258.0,0.0,299.0,4237.0,6153.0,3305.002,149.0,,0.0,4236.42916319,512.0,3940.0,2406.291,96.0,,0.0,572.374994167,1315.0,2769.0,708.094,51.0,,0.0,1314.05416413,4576.0,735.092,6604.0,4181.0,91.772,145.732,136.263,2000,15361.0,4210.0,8.79525589097,AN,AN,AN,0.630684296459,93781.1539403,0.0,195.965
1999-10-06,7686.0,1648.0,850.0,785.0,887.0,358.0,0.0,218.0,5373.0,4809.0,3305.966,78.0,,0.22,5373.01666749,1019.0,5270.0,2397.632,52.0,,0.0,956.420825982,1495.0,2756.0,705.499,48.0,,0.0,1495.6874978,3812.0,743.146,6285.0,4275.0,91.772,144.48,136.263,2000,14372.0,4210.0,8.79525589097,AN,AN,AN,0.630684296459,94465.1129107,0.0,195.965
1999-10-07,6664.0,1310.0,5021.0,848.0,870.0,458.0,68.0,267.0,4304.0,4904.0,3304.761,36.0,,0.01,4332.47916564,1422.0,5577.0,2389.234,78.0,,0.0,1421.0083262,1306.0,2766.0,702.532,35.0,,0.01,1305.13749748,3925.0,746.761,6561.0,4312.0,91.658,143.07,136.171,2000,14798.0,3087.0,8.79525589097,AN,AN,AN,0.630684296459,94074.3364308,0.0,196.171
1999-10-08,5856.0,1272.0,710.0,512.0,834.0,314.0,59.0,635.333333333,4525.0,5427.0,3302.352,192.0,,0.0,4404.46249795,1014.0,8352.0,2374.528,134.0,,0.0,1071.72498751,1317.0,2633.0,699.852,35.0,,0.01,1316.83333106,4134.0,750.663,6574.0,4251.0,91.544,142.056,136.263,2000,14959.0,2710.0,8.79525589097,AN,AN,AN,0.630684296459,93775.0821073,0.0,196.193
1999-10-09,6456.0,704.0,365.0,552.0,647.0,102.0,19.0,1003.66666667,4933.0,5398.0,3301.148,142.0,,0.0,4932.98333231,562.0,2296.0,2370.832,129.0,,0.0,561.599996862,1328.0,2616.0,697.172,63.0,,0.0,1327.83333106,4199.0,754.755,6555.0,4230.0,90.8,140.937,136.911,2000,14984.0,1220.0,8.79525589097,AN,AN,AN,0.630684296459,94019.3113342,0.0,195.689
1999-10-10,5848.0,1395.0,817.0,686.0,585.0,265.0,98.0,1372.0,4221.0,5280.0,3298.737,156.0,,0.0,4220.45416462,1189.0,4280.0,2364.139,150.0,,0.0,1055.61249432,1393.0,2612.0,694.603,76.0,,0.0,1392.79583115,4320.0,762.869,6555.0,4227.0,90.065,139.662,137.468,2000,15102.0,756.0,8.79525589097,AN,AN,AN,0.630684296459,93538.7999321,0.0,195.132
1999-10-11,6260.0,1828.0,418.0,240.0,902.0,205.0,7.0,29.0,4976.0,5392.0,3297.291,107.0,,0.0,4769.97499877,1037.0,5296.0,2355.73,111.0,,0.0,1167.46249286,1647.0,2686.0,692.417,63.0,,0.0,1646.89166481,4345.0,771.471,6550.0,4222.0,89.386,138.81,138.121,2000,15117.0,-656.0,8.79525589097,AN,AN,AN,0.630684296459,93631.8349343,0.0,194.479
1999-10-12,4741.0,2261.0,685.0,83.0,664.0,145.0,9.0,252.0,3552.0,5597.0,3292.954,142.0,,0.0,3552.42916298,1352.0,4194.0,2349.802,146.0,,0.0,1351.29999497,1348.0,2474.0,690.041,73.0,,0.0,1349.09999798,6486.0,775.416,3360.0,4229.0,88.823,138.431,138.683,2000,14075.0,4189.0,8.79525589097,AN,AN,AN,0.630684296459,92502.6723505,0.0,193.917
1999-10-13,4964.0,1665.0,155.0,469.0,738.0,287.5,68.0,475.0,3769.0,5535.0,3289.098,199.0,,0.0,3789.93333006,1868.0,3997.0,2345.186,197.0,,0.0,1866.76666275,1237.0,2649.0,687.095,72.0,,0.0,1235.7249975,4690.0,779.277,6635.0,4231.0,88.037,137.46,139.246,2000,15556.0,3375.0,8.79525589097,AN,AN,AN,0.630684296459,91667.4720631,0.0,193.354
1999-10-14,4058.0,472.0,343.0,327.0,893.0,430.0,72.0,406.5,2540.0,5398.0,3283.079,177.0,,0.0,2540.42082822,541.0,5859.0,2334.204,158.0,,0.0,480.241657343,987.0,2628.0,683.697,72.0,,0.0,986.841663782,3473.0,783.145,6559.0,4207.0,87.255,136.386,139.718,2000,14239.0,896.0,8.79525589097,AN,AN,AN,0.630684296459,89624.5192881,0.0,192.882
1999-10-15,5199.0,371.5,350.0,784.0,861.0,100.0,0.0,338.0,3861.0,5275.0,3279.95,198.0,,0.0,3895.46249734,911.0,2709.0,2330.551,102.0,,0.0,969.279163565,948.0,2652.0,680.205,56.0,,0.0,947.449997035,1793.0,783.605,6571.0,4261.0,86.587,136.404,139.718,2000,12625.0,523.0,8.79525589097,AN,AN,AN,0.630684296459,89038.7558211,0.0,192.882
1999-10-16,5499.0,271.0,707.0,580.0,289.0,561.0,36.0,143.0,4689.0,5834.0,3277.062,248.0,,0.0,4625.96666421,2782.0,3778.0,2328.079,191.0,,0.0,2722.6999979,1427.0,2645.0,677.658,66.0,,0.0,1426.88749784,2184.0,787.388,5908.0,4280.0,85.81,136.404,138.778,2000,12372.0,331.0,8.79525589097,AN,AN,AN,0.630684296459,89212.7846942,0.0,193.822
1999-10-17,8998.0,1450.0,1064.0,562.0,559.0,386.5,43.0,349.0,7905.0,5644.0,3281.153,198.0,,0.0,7904.54583681,3282.0,2225.0,2329.844,225.0,,0.0,3339.85416817,1529.0,2651.0,675.314,59.0,,0.0,1528.23333134,2717.0,791.269,5007.0,4239.0,85.037,136.529,138.027,2000,11963.0,-2138.0,8.79525589097,AN,AN,AN,0.630684296459,92656.6912963,0.0,194.573
1999-10-18,5723.0,1028.0,345.0,445.666666667,471.0,212.0,0.0,18.0,4332.0,5518.0,3278.506,149.0,,0.0,4332.47083109,3032.0,3154.0,2328.903,115.0,,0.0,2794.57916587,1048.0,2653.0,672.034,50.0,,0.0,1049.33333055,4355.0,795.156,3177.0,4241.0,84.377,136.672,137.003,2000,11773.0,878.0,8.79525589097,AN,AN,AN,0.630684296459,92356.3275626,0.0,195.597
1999-10-19,4563.0,1673.0,474.0,329.333333333,383.0,357.5,0.0,272.0,3215.0,5600.0,3273.452,155.0,,0.0,3206.94166238,2991.0,4507.0,2325.608,85.0,,0.0,2930.77083054,1130.0,2646.0,668.941,44.0,,0.0,1130.61249737,4572.0,796.454,2975.0,4238.0,83.5,137.012,136.171,2000,11785.0,-44.0,8.79525589097,AN,AN,AN,0.630684296459,90945.4528469,0.0,196.429
1999-10-20,5199.0,238.0,812.0,213.0,708.0,503.0,31.0,230.0,3851.0,5573.0,3269.602,134.0,,0.0,3765.95833006,2677.0,4247.0,2322.435,89.0,,0.0,2736.27916397,1075.0,2575.0,665.866,50.0,,0.0,1074.68749739,4070.0,796.454,3418.0,4243.0,82.845,137.316,135.526,2000,11731.0,1585.0,8.79525589097,AN,AN,AN,0.630684296459,90164.1385346,0.0,197.074
1999-10-21,5478.0,1493.0,679.5,214.0,650.0,426.0,21.0,188.0,4478.0,5572.0,3267.194,120.0,,0.0,4477.96666462,3020.0,6283.0,2315.862,110.0,,0.0,3079.11249442,1068.0,2555.0,662.795,62.0,,0.0,1068.70416406,4101.0,795.898,3432.0,4255.0,82.084,137.406,135.159,2000,11788.0,225.0,8.79525589097,AN,AN,AN,0.630684296459,90133.8982725,0.0,197.441
1999-10-22,6202.0,1839.0,547.0,256.0,472.0,349.0,36.0,358.0,4723.0,4846.0,3266.712,120.0,,0.0,4722.99166626,3666.0,5134.0,2312.581,127.0,,0.0,3606.82916388,982.0,2556.0,659.537,68.0,,0.0,981.424997234,4062.0,793.397,3463.0,4294.0,81.327,137.711,134.61,2000,11819.0,-887.0,8.79525589097,AN,AN,AN,0.630684296459,90350.1950251,0.0,197.99
1999-10-23,6286.0,786.0,547.0,382.0,327.0,298.5,85.0,403.5,4784.0,5292.0,3265.509,99.0,,0.0,4784.48749898,3018.0,5525.0,2307.431,89.0,,0.0,3017.54166229,918.0,2553.0,656.208,43.0,,0.0,917.62916384,3379.0,787.665,3477.0,4301.0,80.573,137.927,133.61,2000,11157.0,-1164.0,8.79525589097,AN,AN,AN,0.630684296459,90617.1727728,0.0,198.99
1999-10-24,5971.0,937.0,252.0,508.0,560.0,248.0,55.0,449.0,4492.0,5334.0,3263.824,7.0,,0.0,4491.47916524,2673.0,1464.0,2309.771,89.0,,0.0,2732.75000199,1377.0,2604.0,653.713,31.0,,0.0,1377.10416455,3764.0,783.145,3524.0,4286.0,79.822,138.395,132.976,2000,11574.0,-2862.0,8.79525589097,AN,AN,AN,0.630684296459,90577.7932994,0.0,199.624
1999-10-25,5742.0,570.0,392.0,184.0,288.0,270.0,0.0,452.0,4985.0,6387.0,3260.946,49.0,,0.0,4985.00833089,2521.0,4635.0,2305.327,68.0,,0.0,2462.48332956,1059.0,2647.0,650.479,43.0,,0.0,1059.52499725,4134.0,793.582,3402.0,4276.0,79.076,138.792,132.256,2000,11812.0,-1499.0,8.79525589097,AN,AN,AN,0.630684296459,91033.9119653,0.0,200.0
1999-10-26,5898.0,1200.0,514.0,199.0,456.0,193.5,0.0,360.5,4542.0,4820.0,3260.229,99.0,,0.0,4557.51249939,2866.0,5006.0,2300.0,97.0,,0.0,2417.30416214,990.0,2660.0,647.082,43.0,,0.0,990.345830449,4037.0,794.415,3444.0,4288.0,78.331,139.118,131.897,2000,11769.0,-1975.0,8.79525589097,AN,AN,AN,0.630684296459,91039.7288665,0.0,200.0
1999-10-27,7382.0,5225.0,1053.0,575.0,208.0,117.0,54.0,269.0,5319.0,5234.0,3260.229,85.0,,0.0,5319.0,4515.0,7110.0,2295.99,50.0,,0.0,5138.29166326,1110.0,2546.0,644.147,43.0,,0.0,1109.27083084,4127.0,798.587,3418.0,4285.0,77.696,139.844,131.45,2000,11830.0,2860.0,8.79525589097,AN,AN,AN,0.630684296459,91806.7424231,0.0,200.0
1999-10-28,10620.0,3480.0,1930.0,1665.0,337.0,684.0,31.0,1441.0,8441.0,5393.0,3266.232,21.0,,1.75,8440.5125051,5030.0,5357.0,2295.057,25.0,,2.04,4911.61249921,1588.0,2676.0,641.946,21.0,,0.34,1587.3291648,4281.0,797.752,3448.0,4294.0,77.274,140.901,131.45,2000,12023.0,-450.0,8.79525589097,AN,AN,AN,0.630684296459,95656.9178071,2.04,200.0
1999-10-29,8022.0,1660.0,1290.0,840.0,329.0,408.0,42.0,316.0,6536.0,5395.0,3268.397,49.0,,0.0,6535.52083517,3526.0,6745.0,2288.655,67.0,,1.02,3584.32499456,1395.0,2535.0,639.662,12.0,,0.0,1395.48333139,5403.0,795.064,3198.0,4272.0,76.539,141.358,130.915,2000,12873.0,-143.0,8.79525589097,AN,AN,AN,0.630684296459,97409.5927519,2.9988,200.0
1999-10-30,9114.0,2333.0,524.0,659.0,243.0,347.0,73.0,48.0,7651.0,5347.0,3272.729,134.0,,0.0,7665.05000368,3581.0,1377.0,2292.844,34.0,,0.0,3522.95417022,1281.0,2530.0,637.113,36.0,,0.0,1280.8791645,6226.0,793.397,3446.0,4246.0,75.807,142.24,130.292,2000,13918.0,-2114.0,8.79525589097,AN,AN,AN,0.630684296459,100204.163118,2.908836,200.0
1999-10-31,7950.0,1768.0,515.0,905.0,248.0,238.0,0.0,264.0,6976.0,5691.0,3275.136,71.0,,0.0,6975.52916871,2630.0,1623.0,2294.707,67.0,,0.0,2629.26250158,1190.0,2289.0,634.837,48.0,,0.0,1189.51666473,6751.0,801.279,3033.0,4431.0,75.39,142.608,129.407,2000,14215.0,1508.0,8.79525589097,AN,AN,AN,0.630684296459,102169.484131,2.82157092,200.0
1999-11-01,7021.0,802.0,201.0,484.0,492.0,129.0,186.0,480.0,5176.0,4984.0,3275.377,120.0,,0.0,5225.50416687,3590.0,4173.0,2293.426,63.0,,0.0,3590.16249891,1166.0,2559.0,632.015,30.0,,0.0,1166.24166427,7244.0,802.486,2957.0,4248.0,75.39,143.329,128.173,2000,14449.0,181.0,8.79525589097,AN,AN,AN,0.801199337494,102286.514091,2.7369237924,200.0
1999-11-02,6891.0,682.0,178.0,740.0,56.0,357.0,37.0,339.0,5255.0,5363.0,3274.896,134.0,,0.0,5254.49583293,3258.0,2729.0,2294.475,59.0,,0.0,3316.87083422,1067.0,2256.0,629.573,42.0,,0.0,1066.82499793,6772.0,805.648,3401.0,4251.0,75.39,143.96,126.948,2000,14424.0,5095.0,8.79525589097,AN,AN,AN,0.801199337494,102426.684219,2.65481607863,200.0
1999-11-03,5684.0,1526.0,198.0,639.5,450.0,585.0,66.0,301.0,4184.0,5312.0,3272.49,85.0,,0.0,4183.97499796,3600.0,2238.0,2296.922,70.0,,0.0,3541.69583541,937.0,2552.0,626.32,24.0,,0.0,935.945830572,4270.0,807.51,4554.0,4254.0,75.39,144.0,125.643,2000,13078.0,3804.0,8.79525589097,AN,AN,AN,0.801199337494,101489.325006,2.57517159627,200.0
1999-11-04,4833.0,1435.0,115.0,539.0,634.0,129.0,60.0,268.0,4141.0,6241.0,3268.156,85.0,,0.0,4140.94166299,3393.0,3282.0,2297.038,52.0,,0.0,3392.48333343,954.0,2561.0,623.068,33.0,,0.0,954.449997239,4072.0,811.331,4529.0,4268.0,75.39,144.741,124.434,2000,12869.0,797.0,8.79525589097,AN,AN,AN,0.801199337494,100555.800419,2.49791644838,200.0
1999-11-05,5206.0,875.0,150.5,154.0,357.0,129.0,0.0,212.5,3568.0,5574.0,3264.065,56.0,,0.0,3567.45416319,3072.0,3372.0,2296.339,52.0,,0.0,3071.58749941,890.0,2571.0,619.657,39.0,,0.0,890.287497104,4126.0,815.439,3914.0,4241.0,75.39,145.115,123.147,2000,12281.0,1300.0,8.79525589097,AN,AN,AN,0.801199337494,99095.4645614,2.42297895493,200.0
1999-11-06,4175.0,889.0,186.0,432.0,264.0,304.0,13.0,157.0,2898.0,5991.0,3257.834,49.0,,0.0,2898.53749471,2071.0,3541.0,2302.236,56.0,,0.34,3513.74583277,997.0,2558.0,616.519,21.0,,0.0,996.924997336,4660.0,819.647,3760.0,4236.0,75.39,145.8,121.953,2000,12656.0,2863.0,8.79525589097,AN,AN,AN,0.801199337494,97039.228828,2.69028958628,200.0
1999-11-07,4768.0,2819.0,599.0,19920.0,408.0,679.5,359.0,166.0,3162.0,5434.0,3253.284,21.0,,0.0,3161.0416628,3739.0,4093.0,2308.133,30.0,,0.68,3955.90416614,1232.0,2570.0,613.829,18.0,,0.0,1231.79166438,4633.0,825.739,3589.0,4172.0,75.39,146.2,120.68,2000,12394.0,1191.0,8.79525589097,AN,AN,AN,0.801199337494,95348.3090494,3.28958089869,200.0
1999-11-08,6260.0,4421.0,936.0,1161.0,1064.0,1055.0,181.0,1172.0,4650.0,5658.0,3251.131,77.0,,1.12,4649.52916484,4458.0,4645.0,2307.548,48.0,,0.52,4398.0624995,1203.0,2340.0,611.515,30.0,,0.83,1203.35833137,6447.0,833.917,4225.0,4248.0,75.494,146.766,119.749,2000,14920.0,3666.0,8.79525589097,AN,AN,AN,0.801199337494,95230.4227618,3.71089347173,200.0
1999-11-09,6330.0,2484.0,820.0,821.0,75.0,694.0,106.0,436.0,4837.0,5433.0,3249.934,7.0,,0.0,4836.51249898,3524.0,5822.0,2302.99,0.0,,0.0,3524.00832946,784.0,2120.0,608.846,9.0,,0.0,783.379164401,5812.0,841.838,4714.0,4295.0,75.494,147.389,119.074,2000,14821.0,2699.0,8.79525589097,AN,AN,AN,0.801199337494,95305.4141227,3.59956666758,200.0
1999-11-10,12102.0,121.0,287.0,171.0,364.0,333.0,110.0,0.0,9249.0,5025.0,3258.313,0.0,,0.0,9249.41250711,3813.0,6439.0,2297.738,22.0,,0.12,3813.11666221,1156.0,2655.0,605.822,27.0,,0.0,1157.39999743,6314.0,849.785,5735.0,4235.0,75.494,147.711,117.813,2000,16284.0,4497.0,8.79525589097,AN,AN,AN,0.801199337494,99789.5559237,3.61157966755,200.0
1999-11-11,9366.0,3796.0,132.0,62.0,68.0,74.0,100.0,475.0,7365.0,6166.0,3260.468,113.0,,1.36,7365.4791685,2147.0,7722.0,2286.678,0.0,,0.0,2145.91665728,1235.0,2654.0,602.989,9.0,,0.0,1234.69583093,7082.0,857.853,4825.0,4276.0,75.494,148.166,116.724,2000,16183.0,2892.0,8.79525589097,AN,AN,AN,0.801199337494,102165.557296,3.50323227753,200.0
1999-11-12,7794.0,2157.0,42.0,64.0,331.0,371.0,39.0,368.0,5663.0,5585.0,3260.468,78.0,,0.0,5663.0,3379.0,8376.0,2276.699,35.0,,0.0,3379.92082486,1120.0,2698.0,599.813,24.0,,0.0,1120.76666397,9987.0,865.851,4930.0,4252.0,75.494,148.299,115.639,2000,19169.0,5259.0,8.79525589097,AN,AN,AN,0.801199337494,102720.279431,3.3981353092,200.0
1999-11-13,7978.0,1004.0,730.0,66.0,24.0,396.666666667,0.0,261.0,5809.0,5312.0,3261.426,14.0,,0.0,5808.99166748,2347.0,4926.0,2271.605,47.0,,0.0,2404.77499568,1281.0,2993.0,596.371,23.0,,0.0,1280.65833041,4946.0,873.874,5696.0,4259.0,75.494,147.408,114.725,2000,14901.0,106.0,8.79525589097,AN,AN,AN,0.801199337494,103393.257127,3.29619124992,200.0
1999-11-14,6392.0,1764.0,50.0,68.0,299.0,422.333333333,62.0,166.0,4730.0,5490.0,3259.75,85.0,,0.0,4730.01666524,2966.0,2736.0,2271.952,56.0,,0.0,2966.94583363,1306.0,2432.0,594.092,23.0,,0.0,1306.00416473,5471.0,882.017,5356.0,4271.0,75.494,145.564,113.896,2000,15098.0,-1050.0,8.79525589097,AN,AN,AN,0.801199337494,102953.610936,3.19730551243,200.0
1999-11-15,8188.0,2094.0,452.0,1667.0,440.0,448.0,78.0,547.0,6591.0,5810.0,3261.186,56.0,,0.25,6589.98333455,3632.0,5256.0,2268.598,9.0,,0.12,3574.02499715,1583.0,2421.0,592.43,0.0,,0.05,1583.07499859,5632.0,893.944,4885.0,4263.0,75.494,144.127,112.574,2000,14780.0,-1053.0,8.79525589097,AN,AN,AN,0.801199337494,104395.913724,3.22138634705,200.0
1999-11-16,6801.0,2343.0,1169.0,1580.0,437.0,502.0,187.0,221.0,5715.0,6191.0,3260.229,7.0,,0.26,5715.51249919,3961.0,4617.0,2267.212,43.0,,0.52,3961.22499882,2288.0,2479.0,591.992,29.0,,0.0,2287.17499963,7813.0,903.891,3405.0,4272.0,75.598,143.0,111.669,2000,15490.0,1977.0,8.79525589097,AN,AN,AN,0.801199337494,104891.630537,3.64474475664,200.0
1999-11-17,8386.0,3711.0,499.0,1383.0,122.0,740.0,111.0,306.0,5966.0,6328.0,3259.51,0.0,,0.85,5965.50416606,3972.0,2503.0,2269.986,13.0,,0.08,3914.55833569,2022.0,2552.0,590.942,0.0,,0.57,2022.62499911,7589.0,911.061,5836.0,4165.0,75.598,142.074,110.931,2000,17590.0,6790.0,8.79525589097,AN,AN,AN,0.801199337494,105612.553176,3.61540241394,200.0
1999-11-18,7511.0,1627.0,133.0,4440.0,414.0,525.0,145.0,283.0,5525.0,6363.0,3257.834,0.0,,0.01,5518.01666524,3694.0,2514.0,2272.415,13.0,,0.0,3751.6208354,1552.0,2164.0,589.717,6.0,,0.0,1552.39583229,7667.0,924.385,5778.0,4172.0,75.598,140.828,110.277,2000,17617.0,4497.0,8.79525589097,AN,AN,AN,0.801199337494,105849.942182,3.50694034152,200.0
1999-11-19,10526.0,4179.0,775.0,1358.0,856.0,857.0,165.0,560.0,7366.0,5918.0,3260.706,0.0,,0.07,7365.96666911,4644.0,3805.0,2273.572,22.0,,1.0,4410.32083432,2574.0,3133.0,588.579,15.0,,0.0,2574.25833237,6942.0,937.479,5774.0,4190.0,75.807,140.171,109.787,2000,16906.0,4635.0,8.79525589097,AN,AN,AN,0.801199337494,107923.411742,4.40173213128,200.0
1999-11-20,11637.0,5190.0,1379.0,2257.0,402.0,1138.0,209.0,473.0,6993.0,4895.0,3264.547,0.0,,1.65,6831.50416993,5376.0,4313.0,2276.12,13.0,,0.0,5610.61666883,1758.0,1664.0,588.754,6.0,,0.66,1758.22916682,8789.0,946.211,6223.0,4175.0,75.911,139.916,109.298,2000,19187.0,7741.0,8.79525589097,AN,AN,AN,0.801199337494,109358.745325,4.26968016734,200.0
1999-11-21,8907.0,3424.0,607.0,1911.0,27.0,762.0,131.0,203.0,5389.0,5146.0,3265.029,0.0,,0.01,5389.00833374,4062.0,155.0,2283.774,48.0,,0.04,4061.89167317,2505.0,2370.0,589.017,3.0,,0.01,2505.59583356,10205.0,969.494,6078.0,4162.0,75.911,139.208,108.214,2000,20445.0,10076.0,8.79525589097,AN,AN,AN,0.801199337494,109279.816393,4.18158976232,200.0
1999-11-22,8051.0,1407.0,1685.0,1331.0,306.0,646.0,102.0,351.0,5226.0,4792.0,3265.75,71.0,,0.0,5226.50416728,2768.0,5086.0,2279.249,22.0,,0.0,2826.64582949,2520.0,2547.0,588.929,17.0,,0.0,2519.63333326,8796.0,979.914,6044.0,4205.0,76.016,138.865,107.35,2000,19045.0,6542.0,8.79525589097,AN,AN,AN,0.801199337494,109042.32974,4.05614206945,200.0
1999-11-23,7825.0,3235.0,1111.0,1761.0,584.0,530.0,77.0,87.0,5090.0,4955.0,3265.991,14.0,,0.0,5090.50416687,3775.0,2696.0,2281.337,26.0,,0.0,3774.70000177,2754.0,2546.0,589.279,32.0,,0.0,2754.45833363,9170.0,989.573,6162.0,4167.0,76.016,138.287,106.462,2000,19499.0,6276.0,8.79525589097,AN,AN,AN,0.801199337494,108680.71742,3.93445780737,200.0
1999-11-24,7771.0,1747.0,537.0,605.0,263.0,463.5,68.0,421.0,5033.0,4911.0,3266.232,64.0,,0.0,5096.50416687,3125.0,4268.0,2278.322,26.0,,0.0,2773.93749744,2076.0,2955.0,587.529,3.0,,0.0,2075.70833185,9290.0,997.763,6404.0,4596.0,76.016,137.083,105.577,2000,20290.0,11671.0,8.79525589097,AN,AN,AN,0.801199337494,108343.185716,3.81642407315,200.0
1999-11-25,7563.0,2609.0,442.0,777.0,326.5,397.0,163.0,254.0,5242.0,5714.0,3265.268,14.0,,0.0,5241.98333251,2883.0,3.0,2284.703,13.0,,0.0,3233.08750542,1504.0,2492.0,585.53,20.0,,0.0,1504.17083164,7178.0,1014.008,6406.0,4048.0,76.016,136.172,105.095,2000,17632.0,4696.0,8.79525589097,AN,AN,AN,0.801199337494,108168.009763,3.70193135095,200.0
1999-11-26,7355.0,1048.0,107.0,1258.0,390.0,415.0,305.0,77.0,5017.0,5188.0,3264.788,71.0,,0.0,5016.99999959,1965.0,4634.0,2279.597,22.0,,0.0,2081.72499567,1493.0,2260.0,583.968,20.0,,0.0,1492.49166534,5817.0,1023.273,6390.0,4016.0,76.016,135.568,104.695,2000,16223.0,5889.0,8.79525589097,AN,AN,AN,0.801199337494,107776.609274,3.59087341042,200.0
1999-11-27,7147.0,2331.0,373.0,921.0,264.0,333.0,0.0,330.0,5333.0,6033.0,3263.344,28.0,,0.0,5332.98333211,2802.0,624.0,2283.774,13.0,,0.0,2742.90417021,1444.0,2564.0,581.711,17.0,,0.0,1443.09583142,4913.0,1032.767,6426.0,4048.0,76.016,135.071,104.375,2000,15387.0,4067.0,8.79525589097,AN,AN,AN,0.801199337494,107720.762143,3.48314720811,200.0
1999-11-28,6939.0,1913.0,262.0,1122.0,4.0,363.5,66.0,333.0,5012.0,6100.0,3261.186,0.0,,0.01,5012.0083315,3180.0,2695.5,2290.866,17.0,,0.0,3122.55000602,1292.0,1895.0,580.496,9.0,,0.0,1291.43749897,2978.0,1056.426,6408.0,4056.0,76.016,135.532,103.975,2000,13442.0,5920.0,8.79525589097,AN,AN,AN,0.801199337494,107346.732367,3.37865279187,200.0
1999-11-29,9235.0,1648.0,128.0,1536.0,413.0,394.0,38.0,191.0,7308.0,6563.0,3262.622,0.0,,0.0,7286.98333455,3368.0,4767.0,2288.06,9.0,,0.0,3361.30833095,2128.0,2198.0,580.322,17.0,,0.0,2127.27499985,4929.0,1063.466,6279.0,4132.0,76.018,134.629,103.177,2000,15340.0,3900.0,8.79525589097,AN,AN,AN,0.801199337494,109266.379083,3.27729320811,200.0
1999-11-30,13685.0,4987.0,1155.0,861.0,280.0,425.5,90.0,110.0,8768.0,5857.0,3268.397,0.0,,1.55,8768.5625049,4660.0,4764.0,2287.841,13.0,,1.12,4666.58749981,2280.0,2362.0,580.149,6.0,,0.34,2280.77916652,5201.0,1073.901,6006.0,4176.0,73.12,134.629,102.541,2000,15383.0,6847.0,8.79525589097,AN,AN,AN,0.801199337494,112571.622634,4.29897441187,200.0
1999-12-01,11940.0,2840.0,1471.0,2340.0,852.0,457.0,21.0,252.0,7230.0,5289.0,3272.248,0.0,,0.86,7230.5458366,4163.0,5217.0,2285.516,0.0,,0.0,4044.81249803,1980.0,1761.0,580.583,0.0,,0.14,1979.8083337,6889.0,1081.904,5898.0,4175.0,76.12,132.155,101.747,2000,16962.0,6716.5,8.79525589097,AN,AN,AN,0.745574874778,114173.587339,4.17000517951,200.0
1999-12-02,10108.0,2907.0,1289.0,2312.0,419.0,63.0,20.0,253.0,7460.0,6596.0,3273.933,14.0,,0.12,7459.52083476,3793.0,4827.0,2283.658,20.0,,0.04,3910.25833176,2639.0,2368.0,581.104,9.0,,0.0,2639.67083378,7572.0,1094.047,6356.0,4093.0,76.225,131.547,101.035,2000,18021.0,5460.0,8.79525589097,AN,AN,AN,0.745574874778,115924.428807,4.08490502413,200.0
