,FOL_tas,ORO_tas,SHA_tas
2039-10-01,294.33368,295.06647,293.66217
2039-10-02,293.2321,294.68286,290.83347
2039-10-03,297.36673,296.38925,293.50818
2039-10-04,298.2716,299.45203,296.41794
2039-10-05,297.15033,297.78403,294.4889
2039-10-06,297.6022,297.131,293.40552
2039-10-07,293.67303,295.5564,290.02402
2039-10-08,292.69965,291.7918,288.0298
2039-10-09,294.66583,294.86697,291.87683
2039-10-10,294.4928,295.66656,293.2254
2039-10-11,292.53467,294.00095,291.76617
2039-10-12,291.4617,292.64502,289.20865
2039-10-13,289.9005,290.2782,286.52286
2039-10-14,287.36606,287.80804,286.5379
2039-10-15,290.1533,289.3951,286.6066
2039-10-16,291.47723,291.06192,288.44336
2039-10-17,292.75934,292.45807,288.79517
2039-10-18,295.61627,294.51175,291.35437
2039-10-19,292.64383,292.02472,289.865
2039-10-20,289.72934,288.67212,286.29816
2039-10-21,288.52014,288.05264,284.68442
2039-10-22,286.50632,286.90335,286.11328
2039-10-23,288.24832,287.7811,284.8607
2039-10-24,288.35745,288.03613,287.87704
2039-10-25,290.06577,289.78616,286.70682
2039-10-26,289.7276,289.3113,286.96222
2039-10-27,288.62613,288.02515,285.2713
2039-10-28,287.9057,288.00815,286.56332
2039-10-29,290.26306,288.87292,285.77844
2039-10-30,291.88028,290.75482,288.63498
2039-10-31,288.47192,288.0649,284.6465
2039-11-01,286.25836,286.83237,285.30582
2039-11-02,288.44623,288.0127,285.24484
2039-11-03,288.9328,288.9013,286.23273
2039-11-04,288.0946,289.74158,288.04648
2039-11-05,291.37823,290.38898,289.73633
2039-11-06,290.11227,291.30847,291.6856
2039-11-07,288.97327,290.34964,291.6986
2039-11-08,290.14334,290.5959,289.25037
2039-11-09,288.2506,288.60806,285.39844
2039-11-10,285.85397,287.0139,286.03568
2039-11-11,285.35226,285.78958,283.51038
2039-11-12,286.60364,285.93872,282.96848
2039-11-13,287.053,286.2882,281.314
2039-11-14,289.49298,288.50308,285.01324
2039-11-15,289.42404,289.6875,286.8459
2039-11-16,287.42288,288.28827,287.127
2039-11-17,284.93286,284.80313,283.45068
2039-11-18,283.86404,285.60474,283.49573
2039-11-19,286.53995,288.30893,285.32788
2039-11-20,287.58563,289.48285,288.11368
