,FOL_pr,ORO_pr,SHA_pr,YRS_pr
1994-10-01,11.809393,2.030122,2.2067108,5.6643276
1994-10-02,0.21041015,0.086537875,0.012165041,0.28565773
1994-10-03,0.0013759136,1.9606792e-07,0.00054774183,0.00027805468
1994-10-04,0.05598545,0.1640412,1.168741,0.11096986
1994-10-05,0.3054803,1.1088419,1.5621403,0.8475021
1994-10-06,0.011761875,0.058061097,0.2602142,0.01705575
1994-10-07,0.014955403,0.06272568,0.399603,0.04352417
1994-10-08,0.22544628,1.1337535,2.0981412,1.0641077
1994-10-09,2.8334713,4.251655,4.945903,9.420221
1994-10-10,16.243876,24.039719,14.438404,21.674198
1994-10-11,1.6412904,0.59289837,0.42489567,1.5168799
1994-10-12,0.0,5.6442463e-05,0.0031940234,0.0
1994-10-13,0.02784672,0.04623599,0.14046511,0.10127809
1994-10-14,0.0,0.0,0.0,0.0
1994-10-15,0.0,0.0,0.0,0.0
1994-10-16,0.33876976,0.018223954,0.014292521,0.05564735
1994-10-17,2.2276194,0.60117483,0.09115636,1.2440673
1994-10-18,40.979225,21.43563,16.376785,34.456104
1994-10-19,5.4837756,8.952431,14.593283,2.836725
1994-10-20,17.498957,73.37179,44.59675,85.07635
1994-10-21,40.271038,87.43305,73.43584,82.045944
1994-10-22,19.627207,6.714344,2.7070994,9.770694
1994-10-23,0.0013195131,0.0016591173,0.013558697,0.003588817
1994-10-24,0.025497064,0.4771887,1.3895106,0.35047737
1994-10-25,0.3758199,0.8156667,2.1027367,0.6994336
1994-10-26,4.3154025,6.7343903,8.661715,7.909852
1994-10-27,0.011786857,0.02301743,0.02809983,0.02215426
1994-10-28,0.006834914,0.006881463,0.27463603,0.0
1994-10-29,0.05167333,0.1382147,0.5700287,0.008068398
1994-10-30,0.064749464,0.0,0.0,0.006223084
1994-10-31,0.0,0.0,0.0033578668,0.0
1994-11-01,0.17529856,0.13491374,10.346791,0.22562522
1994-11-02,41.073063,29.128565,19.494991,35.374474
1994-11-03,0.623921,2.9771016,3.0688765,3.0463881
1994-11-04,49.68162,50.0175,44.608856,63.06676
1994-11-05,45.801373,17.801764,11.433507,36.428375
1994-11-06,0.12768033,0.14669113,0.11805124,0.22397377
1994-11-07,0.13983433,1.9467522,0.21332638,1.5609051
1994-11-08,2.3034782,2.8672802,0.09444787,3.2830803
1994-11-09,0.0040087816,0.012488817,0.24554314,0.0050389026
1994-11-10,1.0339973,1.106819,3.2526338,1.1585696
1994-11-11,44.334995,23.30417,10.527648,39.161606
1994-11-12,2.9061143,2.1201267,0.14070821,3.3024576
1994-11-13,62.922882,40.743275,13.111808,68.452866
1994-11-14,34.50699,14.452701,4.976607,21.603724
1994-11-15,0.32284436,2.5390103,6.461314,1.4944283
1994-11-16,8.668826,20.59946,17.429987,20.175133
1994-11-17,58.38521,52.67696,35.68611,62.519676
1994-11-18,31.51004,23.524988,15.184543,34.287827
1994-11-19,3.3091717,7.130118,3.1027792,10.147843
1994-11-20,80.2382,68.09393,29.983253,95.823944
1994-11-21,4.1963034,4.1964974,3.3413851,6.7916274
1994-11-22,23.191875,8.741073,9.286857,22.43821
1994-11-23,24.83843,21.463886,11.859803,26.089815
1994-11-24,0.0,0.0,6.696303e-06,0.0
1994-11-25,0.0,0.0,0.0,0.0
1994-11-26,0.00069148367,0.01701104,0.054180887,0.013809955
1994-11-27,0.0024689464,0.001042115,0.00033871218,0.0021032114
1994-11-28,0.0047324575,4.6579462e-05,0.19048336,0.0022793128
1994-11-29,16.202003,6.501859,7.2480936,14.105226
1994-11-30,56.22131,30.448406,11.986714,49.081875
1994-12-01,1.660796,1.0427471,1.420997,2.027944
1994-12-02,47.395004,43.125187,32.43341,57.643288
1994-12-03,49.14409,62.326893,47.31825,58.776077
1994-12-04,46.740746,41.609486,20.931492,50.59523
1994-12-05,5.0865774,3.6920185,2.689687,5.429952
1994-12-06,17.728542,6.6852827,1.2391304,12.318616
1994-12-07,11.441098,3.2886195,1.1829547,7.1585264
1994-12-08,29.446123,31.7887,20.392128,44.413685
1994-12-09,42.77281,13.807401,13.116568,27.539034
1994-12-10,7.7539434,3.2699807,3.379473,5.2966795
1994-12-11,0.95047665,2.1877604,0.81104726,1.9747455
1994-12-12,22.665712,11.679875,7.018558,21.752144
1994-12-13,10.306777,3.893272,1.5798638,9.2606
