,SHA_storage,SHA_out,SHA_target,SHA_out_to_delta,SHA_tocs,SHA_sodd,SHA_spill,SHA_forecast,FOL_storage,FOL_out,FOL_target,FOL_out_to_delta,FOL_tocs,FOL_sodd,FOL_spill,FOL_forecast,ORO_storage,ORO_out,ORO_target,ORO_out_to_delta,ORO_tocs,ORO_sodd,ORO_spill,ORO_forecast,DEL_in,DEL_out,DEL_TRP_pump,DEL_HRO_pump,DEL_X2,DEL_SODD_CVP,DEL_SODD_SWP
2039-10-01,3089.0409999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.5190000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
2039-10-02,3086.7825376867154,10.283404504496655,10.283404504496655,6.262759343206333,4530.333333333333,2.6925114153343332,0.0,0.0,721.2965363005034,2.912256125879879,2.912256125879879,2.0296754807185886,967.0,1.1371134987505889,0.0,0.0,2731.798523493969,6.748354273646948,6.748354273646948,6.748354273646948,3325.0666666666666,5.2607509703669475,0.0,0.0,15.040789097571869,5.950413213119999,3.8296249140849214,5.2607509703669475,82.0,9.574062285212307,10.521501940733895
2039-10-03,3082.962907402358,10.257630267367624,10.257630267367624,6.263436718980527,4508.666666666667,2.6931887911085277,0.0,0.0,718.639642684259,2.905772298492782,2.905772298492782,2.0289981049443946,959.0,1.1364361229763946,0.0,0.0,2727.651018763096,6.699136629204268,6.699136629204268,6.699136629204268,3312.6,5.211533325924267,0.0,0.0,14.99157145312919,5.950413213120002,3.8296249140849214,5.211533325924267,82.47952069531938,9.574062285212307,10.423066651848535
2039-10-04,3078.4915214877956,10.231596421801363,10.231596421801363,6.263854486317493,4487.0,2.6936065584454933,0.0,0.0,715.984256950708,2.8995480795429134,2.8995480795429134,2.0285803376074294,951.0,1.1360183556394297,0.0,0.0,2723.3029035456043,6.649918984761588,6.649918984761588,6.649918984761588,3300.133333333333,5.162315681481588,0.0,0.0,14.942353808686512,5.95041321312,3.8296249140849232,5.162315681481588,82.93266775239618,9.574062285212307,10.324631362963176
2039-10-05,3074.1093097935773,10.205452809108115,10.205452809108115,6.26416248652747,4465.333333333333,2.6939145586554702,0.0,0.0,713.5235616444235,2.893433627720033,2.893433627720033,2.0282723373974525,943.0,1.1357103554294525,0.0,0.0,2719.681938547375,6.600701340318907,6.600701340318907,6.600701340318907,3071.0,5.113098037038907,0.0,0.0,14.893136164243828,5.95041321312,3.8296249140849214,5.113098037038907,83.36089172133377,9.574062285212307,10.226196074077814
2039-10-06,3069.575810478088,10.179246893693255,10.179246893693255,6.264408184015837,4443.666666666667,2.6941602561438365,0.0,0.0,711.0027621274241,2.8873814786187637,2.8873814786187637,2.0280266399090863,925.0,1.1354646579410865,0.0,0.0,2715.9897155559643,6.551483695876228,6.551483695876228,6.551483695876228,3012.7,5.063880392596228,0.0,0.0,14.84391851980115,5.950413213119998,3.8296249140849232,5.063880392596228,83.7655633719798,9.574062285212307,10.127760785192455
2039-10-07,3064.8639994223063,10.153040019923965,10.153040019923965,6.264652923149772,4422.0,2.6944049952777718,0.0,0.0,708.5833685401329,2.8813302878719256,2.8813302878719256,2.0277819007751514,894.6,1.1352199188071512,0.0,0.0,2712.4248683697624,6.502266051433549,6.502266051433549,6.502266051433549,2987.7333333333336,5.014662748153548,0.0,0.0,14.794700875358473,5.95041321312,3.8296249140849232,5.014662748153548,84.1479780818403,9.574062285212307,10.029325496307097
2039-10-08,3059.873645144316,10.126762770770657,10.126762770770657,6.26482728689969,4400.333333333333,2.6945793590276903,0.0,0.0,706.0200048129367,2.8753494725091033,2.8753494725091033,2.0276075370252324,895.2,1.1350455550572325,0.0,0.0,2708.4904405372063,6.4530484069908685,6.4530484069908685,6.4530484069908685,2962.7666666666664,4.965445103710868,0.0,0.0,14.745483230915791,5.950413213119999,3.8296249140849232,4.965445103710868,84.50935998265845,9.574062285212307,9.930890207421736
2039-10-09,3054.711673592077,10.100496614040345,10.100496614040345,6.265012743072604,4378.666666666667,2.6947648152006036,0.0,0.0,703.505502563422,2.869357564723287,2.869357564723287,2.0274220808523196,867.8,1.1348600988843196,0.0,0.0,2704.424503767811,6.403830762548188,6.403830762548188,6.403830762548188,2937.8,4.916227459268188,0.0,0.0,14.69626558647311,5.950413213119998,3.8296249140849232,4.916227459268188,84.85086587893161,9.574062285212307,9.832454918536376
2039-10-10,3049.9909733264158,10.074182115996013,10.074182115996013,6.2651498579314975,4357.0,2.6949019300594985,0.0,0.0,701.2710392570921,2.863413998251489,2.863413998251489,2.0272849659934247,854.4,1.1347229840254243,0.0,0.0,2701.3584172406154,6.354613118105509,6.354613118105509,6.354613118105509,2912.8333333333335,4.867009814825509,0.0,0.0,14.64704794203043,5.95041321312,3.8296249140849214,4.867009814825509,85.17358895090976,9.574062285212307,9.734019629651018
