,FOL_fnf,ORO_fnf,TRR_fnf,ISB_fnf,PNF_fnf,MRC_fnf,MIL_fnf,NML_fnf,TUL_fnf,DPN_fnf,SHA_fnf,YRS_fnf,FOL_pr,ORO_pr,SHA_pr,YRS_pr,FOL_tas,ORO_tas,SHA_tas,FOL_swe,ORO_swe,SHA_swe,YRS_swe,MED_swe,SDF_swe,STL_swe,SNM_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe
2043-03-13,36.617794,112.73098,15.443126999999999,35.490356,43.828693,34.61908,39.529334999999996,31.639929,4.00523,32.160109999999996,185.45155,46.716879999999996,0.0,0.0,5.269222e-06,0.0,286.93234,289.42548,290.04535,0.025788145,1.9138547,1.1092213,0.9814511999999999,0.0,0.0,0.0,1.5514442,0.0,4.150214,0.0,0.0,0.0,5.7437863,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-14,33.602573,100.54743,15.332406,34.927040000000005,41.104286,34.626762,39.52684,30.082110999999998,3.8591184999999997,29.454528999999997,169.58704,40.017573999999996,0.0,0.0,0.0,0.0,288.53848,290.98663,291.23862,0.0,0.5438581,0.51035595,0.14083757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-15,30.431238,91.82014000000001,15.160773,33.76775,37.2907,34.63875,38.858215,28.093239,3.5990907999999995,26.897959999999998,161.43823,33.833714,0.0004346893700000001,0.041597065,0.055800185,0.0041303793,282.50113,287.33194,287.89056,0.0,0.067885585,0.18402259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-16,26.816491999999997,84.26484,14.745961999999999,32.474224,36.084877,34.62422,37.38166,27.850365000000004,3.5393476,26.310333,154.98738,28.206009,0.047625285,0.36451158,0.22261849,0.1029513,278.23254,280.14026,280.24902000000003,0.0,0.030728946,0.108671084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-17,23.524404999999998,78.377464,14.748592000000002,32.316715,35.917229999999996,34.126343,36.255524,27.727201,3.5394117999999994,25.530872,152.42531,26.444057,0.85990494,1.6244909,1.4218556999999998,1.1056129,277.9769,279.87897000000004,280.27942,0.0,0.05088111,0.10996853,0.0,0.0,0.0015076767000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-18,24.316317,79.55762,14.797858999999999,33.992104,36.045868,34.691032,35.790015999999994,27.451584000000004,3.6086910000000003,25.443316,157.23923,25.333548,0.16535465,2.3366024,5.232362999999999,0.18344566,279.60782,282.16107,282.63013,0.030830534,0.6400824,0.27255124,0.21413976,0.0,0.0,0.0,0.36457503,0.0,0.0,0.0,0.0,0.0,0.0,0.51853985,0.0,0.0,0.0,0.0,0.19355974
2043-03-19,24.397379,79.804375,15.501363000000001,34.603874,36.509613,34.848213,37.848557,28.222586,4.1738157,28.572857,157.03933999999998,23.766996,0.24732636,0.11374062,0.026582347000000003,0.22043097,283.0168,285.4364,284.59506,0.011975041,1.2635123,1.8878423999999998,0.17716002,5.389124400000001,4.8491089999999994,0.0,6.557057400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-20,24.291794,78.11129,16.580153,34.412228000000006,39.662372999999995,35.557587,40.22075,29.772888000000002,4.1074734,32.917587,160.66006000000002,22.785301,1.4843959,0.46742812,0.013135293000000001,0.5690798,285.92892,286.4815,285.5924,0.0,0.7264043,1.3784866000000002,0.07709965,5.385251,1.4397971999999999,0.0,5.748816000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-21,44.481014,92.96145,16.547806,39.595397999999996,40.204646999999994,37.23791,42.06881,35.08392,5.049825,36.350685,159.15492,39.497486,9.422685000000001,6.251863,1.6892828000000002,9.43812,284.42663999999996,284.4924,283.3602,0.015157625,0.120110676,0.3097836,0.05461059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011216561000000002,0.0,0.0,0.0
2043-03-22,41.595591999999996,93.50310999999999,16.428291,44.031815,40.900490000000005,37.22726,46.401203,34.889053000000004,5.27422,35.82115,188.42375,38.291145,1.7818753,1.401327,8.387439,1.164807,284.26346,286.0659,284.99185,0.16278857,0.060161818,0.06601976,0.00046711665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013795422,0.0,0.0,0.0
2043-03-23,46.91944,94.59615,16.854563,43.855034,42.645959999999995,37.88377,49.068718,37.56625,6.4336660000000006,36.973892,197.90302,42.55487,9.683677000000001,4.8319526,4.409675,7.736228,285.79498,286.6112,287.02686,0.34634992,0.106457636,0.17047344,0.010696293999999999,0.0022643567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014799377,0.0,1.2003738000000002,0.0,0.0,1.079036
2043-03-24,54.634296,97.458725,16.817541000000002,54.792618000000004,42.785053000000005,37.491367,46.614509999999996,39.800340000000006,6.527769,39.76104,184.495,45.71182,1.6444776,0.6459543000000001,0.54029465,1.1323242,286.80548,287.32068,286.36395,1.9957241999999997,0.107355356,0.09890538,0.24655849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2991133,0.0,7.040214999999999,0.0,0.0,9.231225
2043-03-25,52.215008000000005,92.19723499999999,19.417007,54.92845500000001,46.463284,45.460583,54.791176,44.108959999999996,7.630432000000001,54.87531,175.0585,38.70298,0.7975419,1.0984833999999999,1.9201845000000002,0.47406906,287.09204,287.1135,286.46268,1.6792781000000003,0.012733725,0.0,0.031729932999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9247985,0.0,0.0,7.848349000000001
2043-03-26,45.98585,87.79618,18.670082,59.431343000000005,52.043003000000006,45.983734000000005,60.168822999999996,47.781593,6.4684873,60.286083,167.65277,34.98105,0.21295613,1.4046952,0.29210636,0.17564918,286.38312,289.85857999999996,288.01175,0.20971735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8563384
2043-03-27,40.800278000000006,79.82699000000001,21.41994,67.34987,58.18915,45.659008,62.06268299999999,47.884646999999994,7.2024136,60.067554,160.75876,30.185321999999996,0.46882445,0.18204378,0.1306047,0.11682329,287.1846,290.13275,289.77862999999996,0.0,0.0,1.0310353e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-28,38.333065000000005,73.51007,21.70843,69.831154,58.881069999999994,50.81106,65.70746,45.653362,6.6404133000000005,65.003716,154.69313,25.642483,0.50638336,0.037694026,0.08411171,0.13811956,287.39437999999996,289.30612,288.2213,0.0117612155,1.7916079999999998e-05,0.0,4.4643344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7534090999999999
2043-03-29,35.18785,70.595276,21.60756,74.84915,69.530624,51.078674,70.11254,41.764697999999996,6.2095623,65.64963,150.66588000000002,23.287770000000002,0.010509957,0.008985017,0.0041837622,0.007432281,290.44446,292.45108,292.59082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-30,29.165236,68.33849000000001,24.458185,92.97182,86.20703,42.803307000000004,85.50408,37.047356,5.404276,55.85844,149.2239,21.052822,0.27301472,0.9037813,1.3870163999999998,0.12112977,288.75073,290.34174,290.15033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-03-31,29.95738,80.52885400000001,24.34366,107.30308000000001,87.71587,38.92906,86.65968000000001,34.579052000000004,5.0200458,47.276222,160.62482,30.684208,2.4824307,4.5331339999999996,3.4832175000000003,6.3474402,283.7286,286.94766,287.8051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-01,30.882652,80.65581,22.260614,104.22373,88.756096,36.441593,90.52356999999999,32.091743,4.7546253,37.184742,151.75082,29.58404,0.0,0.00046900698,0.009653215,0.0,289.04068,291.90515,291.45914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-02,26.107393,71.186646,19.316761,93.9409,96.87203000000001,34.846046,77.83023,29.384459999999997,4.4482627,32.10862,148.10571000000002,24.04976,0.0,0.0,0.0,0.0,293.69415,295.47964,295.63687000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-03,17.891092,66.469696,18.4902,78.34515,89.474434,34.598034000000006,65.16816999999999,28.055220000000002,3.9911008000000003,29.391040000000004,143.26715,20.411701,0.0,0.0,0.0,0.0,295.20257999999995,296.90436,295.90792999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-04,14.734542999999999,64.58377,16.663559,54.001152000000005,80.32396999999999,34.10931,46.181248,27.349565999999996,3.9858747,26.816563000000002,137.7861,19.634493,0.0,0.0,0.0,0.0,295.90445,297.76825,297.00555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-05,13.778151000000001,62.24671,15.526048999999999,43.942276,50.035145,34.022263,40.35092,27.229656,3.7558993999999997,22.57759,132.22742,18.211067,0.00203649,0.0,0.0,0.0,293.46405,297.39799999999997,297.97885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-06,13.477613,60.15061,15.221907999999999,40.99061,42.09231,33.848209999999995,37.659393,26.744333,3.6591718,19.508215,126.1968,17.835987,0.0,0.0,0.0,0.0,295.0359,297.47482,296.66434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-07,12.60656,56.664047,15.042629999999999,39.579514,39.443447,33.373642,35.69385,26.442420000000002,3.5370982000000004,18.788052,123.49448999999998,17.012394,0.0,0.0,1.7564074e-05,0.0,293.18462999999997,295.0962,293.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-08,11.934555,54.667503,14.530791,37.92757,37.099865,32.523376,33.544113,25.978827,3.401926,17.320206,120.754074,16.500563,0.0061035156000000005,0.0032284386,0.06303307,0.0037701717,290.1372,290.2474,288.97974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-09,11.180132,54.3762,14.478875,36.39666,35.84493,31.29262,32.258396000000005,25.606407,3.361275,16.564386,118.15751000000002,16.252913,0.061267387,0.020151238999999998,0.061313547,0.03619685,286.85196,287.4666,286.75858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-10,11.831137,53.038612,14.399806,35.34162,35.171646,31.388468,35.823734,25.929699,3.2985114999999996,18.328217000000002,116.91955,16.622889,1.7719368999999998,0.72359586,0.45925048,1.1794033000000002,288.7406,288.37473,286.92712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-11,30.893735999999997,76.81398,14.592459,35.165420000000005,36.920586,34.300076000000004,46.7228,38.17828,3.3493440000000003,25.355713,122.67131,22.620808,8.099386,9.415407,3.2392569,6.387011,290.18594,291.44982999999996,291.18802,4.7918238e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-12,51.245354,81.2319,17.108,37.80575,44.271626,38.9599,49.488403000000005,44.366673,4.332667400000001,38.680477,126.220726,34.389233000000004,4.439828400000001,4.0449476,2.513953,4.7765474,292.0982,292.4558,291.40085,0.0,0.00010618116000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016139537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-13,56.85988199999999,128.91196000000002,19.39487,38.6848,49.434624,44.881214,57.701416,45.482735,4.457082,47.963352,150.76819,51.602509999999995,3.9806175,9.770742,6.0693535999999995,5.806136,293.80765,292.97504,291.22302,0.0,0.0,3.7835776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-14,58.55146,127.42908999999999,21.142183,47.040962,67.685036,55.08484,79.67061,54.079292,4.2080593,71.53882,155.82676999999998,52.41046,3.508003,3.9023647000000006,1.8010789,4.450567700000001,294.37177,293.9218,291.91446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-15,54.37699,106.19207,19.845657,48.638382,79.44856,59.738369999999996,84.97577,61.58118399999999,4.0900254,84.56725,149.65308000000002,38.48557,2.2590928,2.6975017000000006,2.4621967999999996,1.0252345999999999,292.34946,291.18546000000003,289.71826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-16,38.7917,94.98517,18.191975,42.87063,59.33809300000001,50.58256,65.01288000000001,48.554306,4.0403423,68.95749,189.42193999999998,33.334225,0.7769359,0.8864200000000001,7.007765299999999,0.088214815,288.65323,288.42932,287.57007000000004,0.0,0.0,1.43856505e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-17,36.42508,81.52888,17.09194,40.219193,50.320568,43.748108,56.20588299999999,43.863106,3.9652127999999998,57.591465,206.815,31.240446000000002,0.6897866,0.6248329,4.996269,0.26544088,289.0751,290.1259,288.4917,0.0,0.0,7.454386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-18,34.291553,81.89161,15.784341,38.510994000000004,44.859287,39.140747,48.955020000000005,37.568974,3.4212347999999997,43.715843,164.29585,28.661296999999998,0.49459317,1.8589381,0.88526356,0.6547411,292.43042,292.5913,291.27237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-19,77.7592,103.97765,15.77554,41.246124,52.890407999999994,44.073242,66.38141,49.61625,3.4004809999999996,62.098503,157.02335,41.20827,11.349925,6.2970486,1.4015674999999999,7.3492812999999995,292.88122999999996,293.17334,291.6829,1.8029188e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014783933999999999
2043-04-20,78.87725999999999,106.917305,17.693201000000002,49.943863,65.60876,51.04162,99.813484,59.618702,3.3174638999999995,84.81824,155.7934,47.67875,3.0191205,3.3309326,1.5027839,2.8955278,291.14456,290.42874,289.09912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-21,49.02055,100.28817,17.11947,45.722359999999995,61.091969999999996,46.987790000000004,85.59031,48.383205,3.2667537,67.46556,150.68938,37.499275,0.5039271,1.822256,0.68631357,0.5806625,292.09943,291.89807,290.7391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-22,37.297109999999996,84.95415,16.53591,43.466263,58.777958,43.812492,76.28537,41.451954,3.223362,55.96235,141.20378,32.190388,0.6947111,0.27199033,0.05840757,0.29180807,293.32306,293.9134,292.4793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-23,35.423922999999995,85.43307,15.460735999999999,40.5744,51.261433000000004,37.371727,59.885093999999995,35.549362,3.1781735,45.52362,141.52528,29.261044000000002,2.4599222999999997,4.4162965,3.1337004,2.5046747000000003,291.17035,292.3415,290.82642000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-24,36.160828,112.01462,14.624685000000001,38.561134,53.09254,36.662964,57.87455,35.957609999999995,2.8744261000000004,45.321059999999996,175.73793,28.695040000000002,2.088498,8.803836,9.784353,1.3100907,287.32645,289.2581,288.75327000000004,0.0,0.0,1.0526634e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-25,39.82026,104.71653,23.755377,49.673912,62.891586,41.447044,63.78909300000001,40.76015,23.109354,51.21544,172.75598,27.788837,2.7854004,0.8023344,2.9650624,0.7304166999999999,288.20648,289.53522000000004,289.24255,0.0006200613,0.0,9.643527e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034582953000000002,0.0,0.0,0.017317267
2043-04-26,37.094307,89.958084,20.766964,49.302116,65.14248,42.309757,66.97807,43.099872999999995,15.072766,57.48434399999999,157.2492,27.351482,0.51186764,0.64829135,0.5137869,0.41844103,289.4859,289.94595,288.70023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-27,33.0605,79.56526,27.177003999999997,49.454613,75.7683,44.115845,78.06385,38.60737,14.042562,57.034378000000004,158.95163,23.806679000000003,0.26965928,0.8038586999999999,5.10259,0.78653306,288.88873,289.21338,288.5282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-28,32.429629999999996,74.74043,23.347101000000002,41.125664,57.240093,37.57414,58.737404000000005,36.46203,9.349635000000001,52.001118,165.24884,21.921125,0.9645370999999999,0.6379314,2.1099396,0.49891537,287.40097000000003,290.74707,290.38074,8.978299999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017281892999999999
2043-04-29,29.585278000000002,69.863976,18.745404999999998,36.789936,46.148212,34.571964,50.365826,32.219994,6.5443287,45.153267,151.43884,20.732046,0.00011313833999999998,0.0,0.0010538445,0.0,290.6249,292.74207,291.62082000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-04-30,23.052294,65.273186,16.876935999999997,35.41056,41.0284,32.755875,42.477215,29.052874,5.647191,37.01245,143.232,18.174429999999997,0.0,0.0,0.079358876,0.0,289.43436,293.74432,293.3034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-01,16.15488,62.347626,14.888823,35.069378,39.729942,30.572899,39.045605,25.674633,4.6489887,30.822514,136.97925,16.679035,0.0053949123,0.01169787,0.00014402540000000002,0.014100121,290.87354,293.43344,292.24228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-02,12.926128,60.09887,14.681929,34.343937,36.46157,29.74375,37.448997,25.056303,3.5749607000000005,26.814465000000002,129.62933,15.622301,0.0,0.00104081,0.24058653,0.0,287.5088,290.21173,289.12082000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-03,12.543119,57.66945,14.276256,33.30195,35.775220000000004,29.4823,35.662224,24.962452,3.5418199999999995,23.553421,136.1237,15.083647000000001,0.3840183,2.050089,6.1763644,1.1211017,283.66724,285.7871,286.05978,0.0,0.0,5.715959e-05,0.0,0.0011314311999999999,0.0042522126,0.0,0.0019190392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-04,11.34857,61.945427,14.04769,32.943542,35.668537,28.870686,35.279793,24.806414,3.2703264,22.1739,143.59857,15.214466,0.8211164000000001,2.209823,1.1531464,1.3272645,285.20276,287.74908,288.03652999999997,0.0,0.001983853,0.023172945,0.0003218177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-05,10.809513,58.93284,13.96161,31.72475,34.362429999999996,27.81107,34.401253000000004,24.724457,2.7057830000000003,21.470173000000003,135.23203,14.989576000000001,0.020186262,0.031495746,0.09509892,0.01725794,289.42157000000003,291.38568,290.9642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-06,10.693258,57.681343000000005,13.562276999999998,31.807331,34.572613,27.609688000000002,34.41734,24.243757000000002,2.393019,21.09965,131.85379,14.812505999999999,0.11789015,0.21656238,1.5038861000000001,0.11800397,286.52145,288.88116,287.48373,0.0,0.0,3.1375359999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-07,10.552479,55.059371999999996,12.084935,31.9892,35.879982,27.257067,35.343292,24.161448,2.2468,21.464129999999997,127.99371000000001,13.910772,0.10566525,0.08739592,0.05210119,0.07062868,289.80197000000004,292.44464,291.04733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-08,10.099936,51.904167,12.415265,34.133379999999995,38.535046,26.139446,34.744704999999996,24.032429,2.0394568,19.556385000000002,123.24126000000001,13.749517,3.5727895e-05,0.0023337917000000002,0.003457488,0.0030217406,292.198,294.19916,293.1214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-09,9.9580345,49.337196,11.911725,34.217175,39.457817,25.85334,30.778963,23.94577,1.9848366000000002,18.566383,118.68713999999999,13.366923000000002,0.010944646,0.047361676,0.23845337,0.04591845,290.915,292.81326,292.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-10,9.867619,48.014587,12.716928999999999,33.393867,44.410995,25.977547,33.166855,23.93895,1.9786768,19.370144,117.20111999999999,12.886662,0.39570135,0.46109653,1.4493690000000001,0.5326228,289.65082,291.72832999999997,290.1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-11,9.937092,48.425133,15.559473,37.838352,61.759342000000004,31.352709,54.37194,24.12433,2.2312374,26.726784000000002,116.498116,13.267145000000001,0.71992904,0.8672678,0.27013633,1.0542593,293.69357,295.01093,293.01596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-12,9.850153,47.873146000000006,14.789751999999998,34.44569,54.30826,29.929240999999998,53.709044999999996,23.818567,2.1063464,25.34427,115.07046000000001,12.970638000000001,0.16191287,0.12945879,0.17009488,0.09752417,295.10767000000004,296.46515,294.93953999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-13,9.7361965,46.154877,13.723510999999998,34.651306,52.092940000000006,29.8559,46.242455,23.977587,1.9935968000000002,28.034119,113.30461000000001,12.528428,0.33828959999999997,0.116174,0.060292196,0.1637023,298.0004,300.95203,298.04443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-14,9.619711,45.064407,13.502270999999999,41.86942,69.82562,30.491657,67.54305,23.708675,1.9203931,28.052856,110.95421999999999,12.422447,0.07955412,0.0,0.0,0.00015608991,296.58657999999997,300.6654,299.18878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-15,8.502592,42.907340000000005,17.73705,49.73707,86.48846999999999,31.366359999999997,73.499825,23.437983,2.841734,28.058730999999998,108.73003999999999,12.346533,0.03518007,0.051659834,0.026182765,0.039526768,295.21445,295.87708,294.51232999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-16,10.944197,46.967667,17.910492,43.505272,81.16511,32.11289,69.38508,23.85276,2.7214215,30.01196,131.92673,15.222071,5.522196,7.1582704,15.91368,7.100898299999999,286.49408,288.24213,288.71124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-05-17,43.692837,92.47933,21.31879,44.983692,82.80794499999999,37.691658000000004,81.1702,35.715195,6.175331,49.862922999999995,174.80988,45.206787,28.675553999999998,24.364532,16.269811999999998,31.253557,280.09695,284.46237,285.5343,0.0739018,0.039325364,1.0742033000000002,0.0006552287999999999,1.5009876,0.0056705237,0.0040775053,1.0058823000000001,0.0012071874000000001,0.0,0.0,0.0,0.0,0.0,0.0011011165,0.0040877579999999995,0.100713395,0.0014361773000000002,0.0014361773000000002,0.0010737011
2043-05-18,61.545443999999996,146.12492,23.425076999999998,44.051353000000006,78.3151,39.985245,76.40608,41.116364000000004,6.5657005,55.39475,248.74528999999998,62.459681999999994,10.110742,8.244831,10.556124,10.414387,281.70782,285.38324,286.4834,10.666591,5.1509013,5.2748127,8.848919,10.849181,26.274239,0.0,11.433105,10.452344,23.097085999999997,0.0,0.0,3.8622522000000004,28.868565000000004,25.553913,16.67625,34.048023,15.252095,15.252095,26.928627000000002
