,FOL_fnf,ORO_fnf,TRR_fnf,ISB_fnf,PNF_fnf,MRC_fnf,MIL_fnf,NML_fnf,TUL_fnf,DPN_fnf,SHA_fnf,YRS_fnf
2039-10-01,8.719992,46.394024,5.437397,9.243742,10.827513,12.594837,10.789786,13.976583,1.2676102,8.703721,130.0825,17.367184
2039-10-02,8.896591,46.75027,5.4551387,9.296965,10.924468,12.637349,10.938064,14.015329,1.27258,8.789746,133.00433,17.489117
2039-10-03,8.6573715,46.468655,5.4431367,9.269437,10.871961,12.608504,10.812583,13.983498,1.2704787,8.732539,126.889206,17.368813
2039-10-04,8.402907,46.16285,5.4310355,9.240854,10.817103,12.576471,10.685538,13.949776,1.2683026,8.669233,125.19731,17.231623
2039-10-05,8.200368,45.884712,5.4195065,9.21362,10.764535,12.545733,10.568353,13.918589,1.2661976,8.609508,123.968864,17.120548
2039-10-06,8.032387,45.642807,5.409154,9.188744,10.716502,12.51807,10.463853,13.890768,1.26428,8.557,123.064125,17.029015
2039-10-07,10.117182,45.791718,5.4002366,9.1684,10.682761,12.518585,10.38774,13.998531,1.2627115,8.686519,123.642784,18.235435
2039-10-08,12.192964,72.131,5.579973,9.149973,11.696542,13.008074,11.521207,13.982798,1.3204143,9.266788,200.24571,27.454948
2039-10-09,10.263273,50.84635,5.40282,9.129678,10.941108,12.5874405,11.003462,13.93032,1.2595503,8.842903,138.95073,20.405476
2039-10-10,10.018809,49.538166,5.399018,9.112723,10.934538,12.593333,10.952363,13.929813,1.258032,8.843092,133.14896,19.604689
2039-10-11,9.603175,48.526825,5.392751,9.097954,10.895751,12.577728,10.827648,13.914667,1.2567952,8.79047,129.89769,18.995596
2039-10-12,9.231741,47.818077,5.386286,9.100517,10.847347,12.5564375,10.704008,13.895248,1.2556711,8.730744,149.39565,18.546595
2039-10-13,56.382942,259.07648,5.4345946,9.076759,11.450845,13.756265,15.053046,18.075829,1.2747201,14.006905,152.00714,141.47592
2039-10-14,19.779528,78.706474,5.4220405,9.066346,11.020793,12.766748,12.85892,14.308118,1.2909595,9.721393,148.97635,41.37648
2039-10-15,17.874233,70.31316,5.3869405,9.054734,11.037252,12.786231,12.493914,14.311501,1.2541275,9.7677355,151.25441,39.00588
2039-10-16,17.670248,73.88862,5.3841863,9.04579,11.005174,12.75837,12.058445,14.263271,1.2535807,9.608765,219.66313,38.004646
2039-10-17,15.821331,71.80173,5.3809085,9.081819,10.952022,12.7201805,11.713943,14.208439,1.2627492,9.437865,186.75284,32.371464
2039-10-18,20.918327,71.292885,12.055089,85.55799,35.76073,27.70037,46.117542,17.715454,3.7584195,23.7073,169.90433,33.99785
2039-10-19,422.10828,279.73236,59.85613,332.92953,458.2481,295.01904,567.7237,172.04335,20.125656,508.77426,541.99396,182.79126
2039-10-20,412.62405,296.4564,20.900202,59.717934,119.347984,96.95375,184.50485,154.93906,6.900959,240.38762,535.54913,223.15927
2039-10-21,123.366844,169.75873,14.187112,35.69112,65.70008,49.57669,94.02354,56.990192,4.6981764,92.56825,285.37268,89.03155
2039-10-22,90.40828,116.38151,11.036904,27.050257,43.526665,33.31932,57.73541,37.304325,3.7346945,53.65881,211.4426,58.390648
2039-10-23,221.15715,106.41287,9.494128,22.57302,36.17457,36.127804,47.045605,78.57178,3.1242115,84.588646,189.1684,56.62619
2039-10-24,106.04423,95.31405,8.683749,19.860214,32.41774,32.61355,41.921566,52.736332,2.765843,65.6882,175.7781,52.28543
2039-10-25,66.27671,83.51893,8.0556,17.991966,27.697132,26.417133,34.745434,36.71394,2.4915338,44.611298,166.42938,42.496845
2039-10-26,107.707054,163.32602,7.5680814,16.586733,24.292063,22.955334,29.69753,32.42732,2.2589269,36.238167,348.2807,133.31079
2039-10-27,113.732506,142.57835,7.709526,15.56248,25.63177,23.895962,28.570776,38.962906,2.2004426,41.586296,266.82217,93.53594
2039-10-28,72.20045,104.01203,7.9480467,14.843278,27.765396,23.535551,29.886229,34.142956,2.211934,38.867607,203.92395,58.837166
2039-10-29,677.05927,320.78665,86.74026,111.629166,304.02524,145.7543,284.69482,139.47737,40.3556,238.53442,317.54263,368.13937
2039-10-30,1206.714,1290.3372,479.74472,365.79483,1285.4966,345.56143,990.19855,520.65796,291.67114,810.28955,1117.29,893.92365
2039-10-31,588.3668,481.13885,149.67804,184.4781,405.37372,285.53787,540.26227,255.19002,112.11639,599.9896,647.3028,336.38785
2039-11-01,214.34001,230.72678,69.241745,137.14548,225.30382,112.41006,274.9459,87.939095,64.17148,176.89853,313.67538,138.87247
2039-11-02,131.39792,160.9399,34.18192,68.51398,111.207504,59.17127,121.34871,54.51718,23.824368,94.89331,250.81345,95.098045
2039-11-03,106.57302,137.91089,24.50816,48.569283,80.97626,44.69045,85.4528,43.07661,15.22582,69.33406,246.78642,82.93979
2039-11-04,90.9721,120.69276,20.452637,38.897602,66.47617,37.750603,69.08459,37.238033,12.204875,56.72295,226.08069,72.4617
2039-11-05,74.96652,106.34952,17.66267,32.53693,54.82217,32.876938,56.26147,32.5027,10.06509,47.11206,205.72076,61.89254
2039-11-06,63.27244,96.179016,15.140359,27.71134,46.238476,29.225552,47.28278,28.859423,8.150911,39.574596,193.85312,54.91252
2039-11-07,58.163486,90.11828,13.495978,24.96068,41.27248,27.213055,41.767353,26.905024,6.6206274,35.16361,186.4726,52.05829
2039-11-08,57.04071,86.920746,12.522576,23.360981,38.34003,25.93721,38.20288,25.81079,5.74802,32.615993,181.43245,51.297928
2039-11-09,55.74852,84.55768,11.863731,22.184414,35.422012,24.937962,35.659733,24.984276,5.1826553,30.755714,178.02638,50.335327
2039-11-10,54.31439,82.393105,11.379519,20.767536,33.41432,24.137306,33.70097,24.304134,4.807577,29.321314,174.60449,49.309914
2039-11-11,53.078796,81.069305,11.003421,20.023998,32.108402,23.563337,32.26511,23.806288,4.5213985,28.289013,192.16962,48.27478
2039-11-12,165.78522,106.25164,10.708585,19.02105,31.262173,25.473297,31.223309,38.559452,4.2780724,41.559864,271.98557,73.231026
2039-11-13,222.59189,225.42046,10.602968,18.032719,30.762302,26.507513,30.730263,46.820057,4.219974,46.595184,335.31958,124.41675
2039-11-14,137.69582,156.9288,10.507384,17.153994,30.303558,25.004837,30.213161,38.090054,4.259183,39.802002,306.74368,91.018196
2039-11-15,111.68723,132.39241,10.385351,16.432732,30.121555,23.993813,29.705349,33.073986,4.172814,35.851284,263.62082,81.934326
2039-11-16,90.93988,112.75319,10.166648,15.84899,29.18267,23.26344,29.017193,30.15673,4.015622,33.11282,241.28477,68.59789
2039-11-17,81.18934,104.59642,9.964736,15.323416,28.062485,22.721968,28.288727,28.373354,3.8563428,31.210508,227.34036,64.62369
2039-11-18,72.24666,95.97872,9.876708,14.888025,27.440502,22.218609,27.63562,26.966625,3.8057666,29.601341,208.35178,57.71486
2039-11-19,63.720043,89.82705,9.672703,14.51817,26.735088,21.702374,26.85103,25.65601,3.6968563,28.042389,198.45772,52.39833
2039-11-20,57.551666,85.36973,9.425061,14.181342,25.927868,21.2005,25.950663,24.550062,3.4785156,26.563742,190.73811,48.593407
2039-11-21,51.88988,81.34011,9.129083,13.871347,24.957638,20.571903,25.000845,23.533457,3.2399879,24.948841,183.62999,45.30249
2039-11-22,48.47652,78.552444,8.878925,13.579401,24.096264,20.100918,24.167856,22.806217,3.0378056,23.76067,178.49347,43.352783
2039-11-23,48.02381,77.19071,8.671999,13.310406,23.532984,19.770113,23.56096,22.334204,2.8860025,22.98773,175.6328,42.91422
2039-11-24,47.639507,76.38779,8.547212,13.09727,23.124668,19.459549,23.19908,21.965397,2.7593539,22.461983,177.39282,42.580635
2039-11-25,47.761303,76.04357,8.602246,12.925623,23.135817,19.36312,23.13534,21.754923,2.7975388,22.255774,176.43954,42.823692
2039-11-26,47.63855,75.3007,8.673831,12.787262,23.349709,19.30992,23.237648,21.647738,2.8222506,22.181885,175.0412,42.42821
2039-11-27,139.6902,112.55951,8.678855,12.690882,23.496073,21.787933,23.577738,31.129324,3.589627,30.230648,213.48608,92.27043
2039-11-28,258.94305,144.91508,10.910449,14.051415,41.81441,58.856995,47.250896,76.361496,11.729155,94.887794,228.35144,134.99902
2039-11-29,128.10794,108.662926,11.063491,13.986193,38.4971,39.223392,43.77505,48.54351,9.766277,62.931877,199.17307,79.5145
2039-11-30,91.3543,94.303986,10.513373,13.825141,35.12301,32.9365,40.629036,37.835495,6.8181953,50.293163,186.50757,62.5028
2039-12-01,77.9542,88.07536,10.018569,13.585633,32.364174,30.46857,37.34971,33.305893,5.4397764,44.879654,180.41283,56.299965
2039-12-02,70.22389,84.11434,9.637324,13.297799,30.392818,28.18716,34.680984,30.59262,4.7798567,40.986668,180.00636,52.45198
2039-12-03,64.5783,81.07624,9.382341,13.063541,28.873135,26.361485,32.380344,28.729753,4.3609743,37.468243,176.96254,49.44024
2039-12-04,73.280136,88.300705,9.161368,12.835092,27.695503,25.208525,30.598751,27.927044,4.08006,35.07145,221.34584,56.790382
2039-12-05,162.45804,371.10904,9.015391,12.631843,26.7933,24.997433,29.577059,31.76281,3.8306646,35.86133,1077.0704,288.5221
2039-12-06,1605.1838,1348.9642,8.868157,12.478696,25.974121,36.43857,28.974005,166.01965,3.625687,124.83712,2465.5498,1207.1732
2039-12-07,455.7562,552.204,8.824331,12.353453,26.02832,58.2093,30.625017,161.3059,3.6256979,201.21078,643.13336,298.64816
2039-12-08,215.17773,271.52548,8.820735,12.261164,26.124157,40.171543,30.771444,71.44942,3.6784515,94.13187,404.42343,173.86194
2039-12-09,494.02832,701.5176,8.704116,12.176333,25.72178,50.824883,34.06363,96.276436,3.5952408,128.24335,756.37134,434.6261
2039-12-10,278.68735,372.57993,8.695785,12.122153,25.577576,49.119766,35.64198,78.40968,3.7748473,108.267006,462.12198,218.3133
2039-12-11,174.79941,236.91524,8.607263,12.046475,25.226871,38.040684,33.6263,52.59243,3.7141242,71.08312,351.0307,142.5809
2039-12-12,148.33908,196.94604,8.487199,11.958635,24.6105,33.33577,31.304712,43.571304,3.4844286,58.82129,310.79657,121.97509
2039-12-13,135.83508,175.80817,8.40303,11.916125,24.287703,30.945675,30.45408,39.71292,3.333652,53.441776,310.85846,109.611404
2039-12-14,127.93632,162.05103,8.324931,11.868353,24.069695,29.448563,30.834625,38.55533,3.222055,51.108425,340.43945,100.90657
2039-12-15,384.21576,1900.6268,8.260532,11.812163,23.743254,27.553562,29.74319,37.092186,3.0936527,47.474373,1258.3364,1177.5382
2039-12-16,331.42685,2952.7024,8.127124,11.758704,23.23346,26.003944,28.427826,35.42298,2.941524,43.568386,2630.056,1035.0251
2039-12-17,767.8133,2153.6484,8.01844,11.694004,22.710812,38.647663,27.602297,74.80694,2.8407464,72.83748,1539.9475,1124.9985
2039-12-18,299.99802,572.7197,7.962397,11.639259,22.620596,30.538906,27.284252,50.552876,2.7754717,56.790283,770.4354,357.33752
2039-12-19,317.2533,454.06754,7.9697213,11.5954275,22.642952,27.899857,27.067123,45.6019,2.7681842,49.00896,627.27075,308.39407
2039-12-20,227.17674,358.3289,7.9799657,11.570011,22.578495,26.502289,27.082088,42.867012,2.7564936,45.622787,506.8637,231.84628
2039-12-21,197.9062,307.7192,7.9129148,11.54466,22.49678,25.63492,26.527796,39.968006,2.7100358,43.835823,452.82855,195.63556
2039-12-22,771.08856,560.125,8.088149,11.595693,29.09377,63.536373,45.867176,98.096085,2.6899118,115.02306,756.7845,538.1032
2039-12-23,373.3263,379.1444,8.810966,11.554255,31.497364,55.141026,45.23646,78.56334,2.839214,99.31976,505.3801,295.142
2039-12-24,249.05107,307.3801,9.086954,11.595661,30.9715,40.675182,41.417095,53.88263,3.086059,69.321434,427.31702,218.37778
2039-12-25,209.66109,262.81592,9.095565,11.603152,29.985619,35.865986,37.7774,45.96544,3.2080467,59.404945,388.97888,182.8418
