,C,D,BN,AN,W
10-29,4.594214868296399,-0.24644628057672002,5.54342974273098,7.204628087040959,16.3867768319088
10-30,6.26628098118312,0.8811570233095201,4.64404957895628,4.510413215544959,13.590082621742399
10-31,8.188760316788638,3.09719007742896,5.564132222034959,7.60330577232,14.12495865389952
11-01,7.6085950285094395,3.8871074314706404,6.821900814958201,0.2069421484118402,14.64198344641728
11-02,5.7545454448548,5.09900825587608,5.771157015074761,6.5864462699001605,13.660826423276157
11-03,3.80677685309352,8.590909076442,5.58694213935192,4.5844628021971205,9.600661140857278
11-04,4.03041321635328,8.5933884152808,6.51966941050848,4.558677678273599,9.737520644759039
11-05,0.35305785064512,6.14280990701088,5.295123958025159,4.7900826365616,8.49454544024064
11-06,1.3561983448236,6.38231403883896,4.40157024052164,5.14578511530144,7.3494214752268805
11-07,4.3041322241568,4.120661150085599,3.8479338778175993,5.19867767719584,6.041652882387839
11-08,3.3446280935412003,3.49388429163696,2.92909090415832,9.29322312484608,8.83768593553056
11-09,-2.17636363269864,0.6609917344240799,3.9135123901038598,15.5074379904144,10.58644626316416
11-10,-1.69140495582936,1.56793388165712,5.52743800722072,15.99867765900864,8.55603304344288
11-11,-3.5300826386834396,0.5861157014923201,9.14280990195888,15.10942146215904,10.4595041146176
11-12,-0.5866115692600802,1.4538842950723199,9.3390495710499,21.7322313683616,10.522314031867198
11-13,1.7226446251982401,4.069586770006319,8.043966928602721,14.579173529167681,6.636033046676158
11-14,3.64363635750048,7.662148747427521,5.15628098305236,9.51206609968416,4.99702478497344
11-15,2.47785123549672,9.763140479426642,5.1892561896084,9.237685934856959,2.6704132186435197
11-16,1.3190082622415997,8.522479324491119,5.45157023875344,10.62677684160864,4.4826446205504
11-17,0.10066115685527999,6.79388428607976,8.146611556529042,9.40561981887168,2.4343801611897598
11-18,-0.9441322298150401,7.00809916175208,10.866446262692639,7.57421486327808,5.85719007278112
11-19,-0.5216528916835199,7.61851238386464,11.971487583145802,5.90148759336768,5.231074371356159
11-20,3.607438010454,8.37223139085984,12.680578491042601,6.6743801540496,5.35404957776064
11-21,4.15884296820312,10.41719006510208,11.341735518090601,8.4165289114464,10.60694213089824
11-22,5.86090908103932,12.04363634335488,10.055454528521159,5.53520660224896,13.893553695611521
11-23,5.8190082546636,7.17074378957736,8.77493800175193,6.23669420437344,18.813223108814398
11-24,8.009752052627281,6.2667768489508795,11.072355353254979,10.17719006550624,19.424132198694718
11-25,6.240495857259599,12.05801650861992,13.477954522757669,3.78446280354432,16.39537187321664
11-26,3.7016528863284,16.8570247650012,13.642231381985159,5.12991734673312,10.84363634537568
11-27,4.3785123893208,15.000495842507759,14.402479314589202,3.8446280926992,12.780165267734398
11-28,2.81950412748336,13.720661133919199,16.22429749333944,6.19636362592896,14.96595038802048
11-29,-0.19214876000700004,14.810578487455679,18.506280960570958,7.6337189954092795,12.381487582455359
11-30,1.7928099143362801,9.57421485991008,17.61049583811252,8.382809903238721,11.972231384797439
12-01,2.45801652478632,21.009421452223435,20.02661153652312,8.4644627956632,9.43537188493728
12-02,1.86644627784864,27.158181772447435,19.80198343772784,4.352396686885439,16.98975203750496
12-03,7.29322312821408,46.40181810367752,17.743016499046377,3.9702479271984004,16.68694212065952
12-04,8.768925605067839,50.49867760091064,17.747107408130397,4.71074379372,18.11834707692672
12-05,13.23024791160456,54.3818180902392,17.45876030117796,5.79570246957888,22.73851235840256
12-06,14.86760328074808,50.742148674880795,15.49041319705464,4.64661156242304,22.548099135582717
12-07,18.646611538847036,45.57818174142816,17.97942145732596,5.1206611484016,21.61256194707552
12-08,21.72198343449456,39.3446280329172,23.126280952790882,9.68793386798304,20.23933880889216
12-09,16.0190082374868,34.10628093430056,27.150991689814923,9.055867753344959,22.31669417729472
12-10,18.61834707608472,37.40553712709172,24.530454504145254,13.5801652663872,21.3652892202192
12-11,15.730413196650481,34.21685944651104,27.988016481793803,18.532892530774077,23.198016489860162
12-12,21.48198343489872,32.05685945014848,27.428925573644403,22.356363598715518,32.81586771333312
12-13,22.49057847452256,28.50818177017404,18.095950382749557,18.66644624955744,40.56727265895744
12-14,29.07917350474968,25.05966937928712,32.30528920179624,16.21355369170464,37.00628092941696
12-15,33.38628093551304,23.48330574557808,36.828347045419086,22.013884260449277,29.00958672800736
12-16,35.52495861786191,27.44677681328376,36.88789249986427,20.22347104032384,26.42380160839488
12-17,31.539669368374796,30.48446275858152,32.1417354830634,43.418842902089274,38.81123960406336
12-18,31.35471069100032,28.97305780244904,29.496942099087484,45.276694138630084,65.69123955879745
12-19,33.77504126543688,27.30198342509784,26.383140451438557,43.42545447232609,78.49190069426591
12-20,33.53528919972492,26.02413218758032,26.746115657438878,47.98214867952864,88.1216527441651
12-21,35.7966941545944,25.1553718584648,26.19942144348348,49.55570239588704,110.77024774734718
12-22,33.5900825880624,27.00942144211944,30.23603300693376,42.54743794487904,95.78446264861633
12-23,34.1727272151804,33.36793382810592,35.29016522982756,38.44429745592096,96.99239653087967
12-24,32.762479283670956,45.495867691979996,34.192313992006916,40.17917348605727,93.22181802483264
12-25,31.08049581542904,50.16495859320816,34.21909085146596,36.69685944233472,91.1768593505904
12-26,25.17966937908504,65.19223129517496,34.38991729745928,28.618181769988805,91.53983455659072
12-27,21.753718971631198,72.76909078654776,30.45719003135472,24.370909049868477,92.4661155467664
12-28,19.988429718405598,69.19016517273995,27.54557846600994,24.65917351219296,70.07471062579584
12-29,17.7595041023244,64.38793377586825,28.3549586299362,30.743140444096316,85.51074365765278
12-30,15.30595038744792,63.72099162823103,31.66090903759212,44.971900750713594,121.58082624153887
12-31,109.75834692260496,58.75884287625672,27.183718962487077,61.269421384425605,121.92198326575776
