,FOL_fnf,ORO_fnf,TRR_fnf,ISB_fnf,PNF_fnf,MRC_fnf,MIL_fnf,NML_fnf,TUL_fnf,DPN_fnf,SHA_fnf,YRS_fnf
1998-10-29,2.1591570377349854,31.966829299926758,2.6425325870513916,6.397197246551514,12.428388595581055,6.530827522277832,9.521659851074219,12.141180038452148,0.15909157693386078,15.419404983520508,98.47595977783203,8.631436347961426
1998-10-30,1.8907207250595093,31.960527420043945,2.5832159519195557,5.987797737121582,12.455174446105957,6.1957502365112305,11.175701141357422,11.83343505859375,0.15890218317508698,15.589141845703125,98.41439056396484,8.627216339111328
1998-10-31,1.9092556238174438,31.978849411010742,2.57930588722229,6.22491979598999,12.795836448669434,5.37092399597168,11.100616455078125,11.601319313049316,0.15871280431747437,15.685693740844727,98.36573791503906,8.626690864562988
1998-11-01,1.865188717842102,32.156959533691406,2.5760295391082764,6.334217071533203,12.234637260437012,5.158714771270752,11.24172592163086,11.59925651550293,0.15852342545986176,15.423500061035156,98.31510162353516,8.850805282592773
1998-11-02,1.839248538017273,31.982892990112305,2.5381147861480713,6.191317558288574,11.470182418823242,5.150155067443848,11.165315628051758,11.541833877563477,0.15833404660224915,15.851460456848145,98.22162628173828,8.629345893859863
1998-11-03,1.834611177444458,31.93770980834961,2.466977596282959,6.413393497467041,11.507057189941406,5.1045918464660645,10.256998062133789,11.31273365020752,0.15814413130283356,15.992008209228516,98.18795776367188,8.611959457397461
1998-11-04,1.8305021524429321,31.9282283782959,2.4634666442871094,6.815524578094482,12.126252174377441,4.963701248168945,10.28189468383789,11.14539909362793,0.15795473754405975,16.05569076538086,98.1845474243164,8.60637092590332
1998-11-05,1.8269597291946411,31.92064094543457,2.4599132537841797,7.181782245635986,12.523476600646973,4.939627170562744,10.317434310913086,10.909449577331543,0.15776535868644714,15.88322925567627,98.26187896728516,8.601855278015137
1998-11-06,1.8243067264556885,32.17105484008789,2.4869003295898438,7.136878490447998,12.350204467773438,4.9391889572143555,10.615419387817383,10.905189514160156,0.15802927315235138,15.299333572387695,98.25862884521484,8.600079536437988
1998-11-07,1.822585940361023,31.910737991333008,2.4629461765289307,7.41344690322876,12.400511741638184,4.919686317443848,10.352474212646484,10.8996000289917,0.15738680958747864,15.273537635803223,98.2052230834961,8.595009803771973
