,FOL_swe,ORO_swe,SHA_swe,YRS_swe
2089-10-01,0.0,0.0,1.9629928e-11,0.0
2089-10-02,0.0,0.0,0.0,0.0
2089-10-03,0.0,0.0,0.0,0.0
2089-10-04,0.0,2.0729762e-05,1.1334258e-05,0.0
2089-10-05,0.0,0.0,0.0,0.0
2089-10-06,0.0,0.0,0.0,0.0
2089-10-07,0.0,0.0,0.0,0.0
2089-10-08,0.0,0.0,0.0,0.0
2089-10-09,0.0,0.0,0.0,0.0
2089-10-10,0.0,0.0,0.0,0.0
2089-10-11,0.0,0.0,0.0,0.0
2089-10-12,0.0,0.0,0.0,0.0
2089-10-13,0.0,0.0,0.0,0.0
2089-10-14,0.0,0.0,0.0,0.0
2089-10-15,0.0,0.0,0.0,0.0
2089-10-16,0.0,0.0,0.0,0.0
2089-10-17,0.0,0.0,0.0,0.0
2089-10-18,0.0,0.0,0.0,0.0
2089-10-19,0.0,0.0,0.0,0.0
2089-10-20,0.0,0.0,0.0,0.0
2089-10-21,0.0,0.0,0.0,0.0
2089-10-22,0.0,0.0,0.0,0.0
2089-10-23,0.0,0.0,0.0,0.0
2089-10-24,0.0,0.0,0.0,0.0
2089-10-25,0.0,0.0,0.0,0.0
2089-10-26,0.0,0.0,0.0,0.0
2089-10-27,0.0,0.0,0.0,0.0
2089-10-28,0.0,0.0,0.0,0.0
2089-10-29,0.0,0.0,0.0,0.0
2089-10-30,0.0,0.0,0.0,0.0
2089-10-31,0.0,0.0,0.0,0.0
2089-11-01,0.373852,0.0,0.046832044,0.0
2089-11-02,0.4660856,0.0,0.064063154,0.00010032999
2089-11-03,0.3648549,0.0,0.057628755,0.0
2089-11-04,0.13395338,0.0,0.036730908,0.0
2089-11-05,0.0,0.0,0.0,0.0
2089-11-06,0.0,0.0,0.0,0.0
2089-11-07,0.0,0.0,0.0,0.0
2089-11-08,0.0,0.0,0.6888396,0.0
2089-11-09,0.0,0.0,0.60044485,0.0
2089-11-10,0.0,0.0,0.35837418,0.0
2089-11-11,0.0,0.0,0.03423073,0.0
2089-11-12,0.0,0.0,0.0,0.0
2089-11-13,0.0,0.0,0.0,0.0
2089-11-14,0.0,0.0,0.0,0.0
2089-11-15,0.0,0.0,0.0,0.0
2089-11-16,0.0,0.0,0.0,0.0
2089-11-17,0.0,0.0,0.0,0.0
2089-11-18,0.0,0.0,0.0,0.0
2089-11-19,0.0,0.0,0.0,0.0
2089-11-20,0.0,0.0,0.0,0.0
2089-11-21,0.0,0.0,0.0,0.0
2089-11-22,0.0,0.0,0.0,0.0
2089-11-23,0.0,0.0,0.0,0.0
2089-11-24,0.0,0.0,0.0,0.0
2089-11-25,0.0,0.0,0.0,0.0
2089-11-26,0.0,0.0,0.0,0.0
2089-11-27,0.0,0.0,0.0,0.0
2089-11-28,0.0,0.0,0.0,0.0
2089-11-29,0.0,0.0,0.0,0.0
2089-11-30,0.0,0.0,0.0,0.0
2089-12-01,0.0,0.0,0.0,0.0
2089-12-02,0.0,0.0,0.0,0.0
2089-12-03,0.0,0.0,0.0,0.0
2089-12-04,0.0,0.0,0.0,0.0
2089-12-05,0.0,0.0,0.0,0.0
2089-12-06,0.0,0.0,0.0,0.0
2089-12-07,0.0,0.0,0.0,0.0
2089-12-08,0.0,0.0,0.0,0.0
2089-12-09,0.0,0.0,0.0,0.0
2089-12-10,0.0,0.0,0.0,0.0
2089-12-11,0.0075292806,0.0,0.0,0.0
2089-12-12,0.0,0.0,0.0,0.0
2089-12-13,0.0,0.0,0.0,0.0
2089-12-14,0.0,0.0,0.0,0.0
2089-12-15,0.0,0.0,0.0,0.0
2089-12-16,0.0,0.0,0.0,0.0
2089-12-17,0.0,0.0,0.0,0.0
2089-12-18,0.0,0.0,0.0,0.0
2089-12-19,0.0,0.0,0.0,0.0
2089-12-20,0.0,0.0,0.0,0.0
2089-12-21,0.0,0.0,0.0,0.0
2089-12-22,0.0,0.0,0.0,0.0
2089-12-23,0.0,0.0,0.0,0.0
2089-12-24,0.0,0.0,0.0,0.0
2089-12-25,0.0,0.0,0.0,0.0
2089-12-26,0.0,0.0,0.0,0.0
2089-12-27,0.0,0.0,0.0,0.0
2089-12-28,0.0,0.0,0.0,0.0
2089-12-29,0.0,0.0,0.0,0.0
2089-12-30,0.0055870437,0.0,0.0,0.0
2089-12-31,0.0,0.0,0.0,0.0
2090-01-01,6.5706134,1.6817541,3.2417116,3.3447855
2090-01-02,9.101008,4.6334686,6.539975,5.008241
2090-01-03,8.936476,5.565523,6.970736,5.1800556
2090-01-04,8.113478,5.5059085,6.34786,4.700931
2090-01-05,6.585543,5.024971,5.600517,3.6678398
2090-01-06,6.3696184,4.910747,5.4786105,3.5785007
2090-01-07,6.236855,4.848101,5.371851,3.4925175
2090-01-08,6.136285,4.8021555,5.2555065,3.4294724
2090-01-09,6.980275,4.8012853,5.043266,4.126216
2090-01-10,9.387865,7.2459555,4.687731,6.68759
2090-01-11,12.765238,11.415029,8.427388,9.329838
2090-01-12,13.757096,14.629068,10.846953,11.392564
2090-01-13,13.059979,14.139244,10.563538,11.145676
2090-01-14,11.960986,11.876293,9.368156,9.226464
2090-01-15,10.217913,9.189535,7.155549,7.6795244
2090-01-16,8.079518,5.903835,4.425948,5.696093
2090-01-17,7.6171846,4.3439317,3.2808037,4.733067
2090-01-18,7.5973873,4.232479,3.023846,4.7102413
2090-01-19,8.828754,5.2888546,2.6148791,5.0341334
2090-01-20,7.615276,4.678575,1.8093383,4.1128144
2090-01-21,6.0899973,3.8266609,1.2811147,3.278251
2090-01-22,4.906136,1.6959804,0.70485747,1.9504064
2090-01-23,3.5820715,0.9103748,0.45299438,1.1687449
2090-01-24,1.9641522,0.4550214,0.22952798,0.5383557
2090-01-25,0.6990241,0.13006942,0.07362677,0.1725729
2090-01-26,0.18964295,0.0,0.0,0.0
2090-01-27,0.01901128,0.0,0.0,0.0
2090-01-28,0.0,0.0,0.0,0.0
2090-01-29,0.0,0.0,0.0,0.0
2090-01-30,0.0,0.0,0.0,0.0
2090-01-31,0.0,0.0,0.0,0.0
2090-02-01,0.0,0.0,0.0,0.0
2090-02-02,0.0,0.0,0.0,0.0
2090-02-03,0.0,0.0,0.0,0.0
2090-02-04,0.0,0.0,0.0,0.0
2090-02-05,0.0,0.0,0.0,0.0
2090-02-06,0.0,0.0,0.0,0.0
2090-02-07,0.0,0.21276416,0.15413786,0.0
2090-02-08,0.0,0.069223024,0.062762976,0.0
2090-02-09,0.0,0.039461672,0.30851614,0.0
2090-02-10,2.334361e-05,7.5065273e-06,0.44611365,0.0
2090-02-11,0.0,0.0,0.42582512,0.0
2090-02-12,0.0,0.0,0.35762936,0.0
2090-02-13,0.15664607,0.0,0.4482431,0.0
2090-02-14,0.18109503,6.985681e-05,0.84008574,0.0
2090-02-15,0.059491575,0.0,0.8756672,0.0
2090-02-16,1.4927167e-05,0.034252558,0.9537531,0.0
2090-02-17,0.5224839,0.0,0.7987858,1.1605794
2090-02-18,2.135598,0.052389067,0.800021,0.71225077
2090-02-19,1.610123,0.020548288,0.7283087,0.28548157
2090-02-20,1.4961607,0.071417235,0.7360066,0.94249547
2090-02-21,0.905956,0.011260441,0.67572945,0.6600058
2090-02-22,0.60839665,0.0,0.6348797,0.13660432
2090-02-23,0.3420462,0.0,0.6001396,0.036748067
2090-02-24,0.14657271,0.0,0.5846693,0.0
2090-02-25,0.026861042,0.0,0.55911255,0.0
2090-02-26,0.0,0.0,0.5435998,0.0
2090-02-27,0.0,0.0,0.5412907,0.0
2090-02-28,0.0,0.0,0.52381456,0.0
2090-03-01,0.0,0.0,0.5175093,0.0
2090-03-02,3.984793,0.8678203,0.7876919,2.677636
2090-03-03,4.9563174,1.0877413,0.8917608,3.1939683
2090-03-04,11.033025,4.0250463,3.9152174,7.5615134
2090-03-05,17.055862,3.344506,3.4760573,7.7258086
2090-03-06,19.990986,5.359722,4.81645,10.601683
2090-03-07,22.623318,7.5005403,8.485892,13.93211
2090-03-08,22.000776,7.091008,8.424229,12.952807
2090-03-09,20.30187,5.79224,6.7354765,10.991249
2090-03-10,18.820248,5.042221,5.9564376,9.406029
2090-03-11,17.543045,4.443827,5.1393886,7.7409067
2090-03-12,15.489563,3.8739648,4.3650765,6.5770583
2090-03-13,16.316404,4.4350586,5.7825284,7.169629
2090-03-14,17.563133,4.9019356,6.763746,8.200677
2090-03-15,30.244768,9.272318,9.68716,20.01454
2090-03-16,32.229713,9.93679,10.230239,21.395697
2090-03-17,31.507917,9.559394,10.062895,20.862198
2090-03-18,29.561863,8.68257,9.5732,18.511927
2090-03-19,27.61976,7.82884,8.92324,16.688398
2090-03-20,27.534216,7.444802,8.6035795,16.223597
2090-03-21,26.943125,6.9454875,8.162728,15.188881
2090-03-22,25.807203,6.264972,7.4413877,13.706337
2090-03-23,22.571434,5.319383,6.6985908,10.931638
2090-03-24,19.824717,4.7753825,6.5694933,8.793313
2090-03-25,20.005672,6.0139885,11.1385,9.2067375
2090-03-26,23.061111,7.7854695,12.870204,11.623774
2090-03-27,23.448883,8.632018,15.175464,12.076596
2090-03-28,25.265615,9.117134,16.856733,13.376203
2090-03-29,26.523533,9.188083,16.964087,13.891456
2090-03-30,30.488537,9.497134,17.617464,15.080427
2090-03-31,36.055195,10.195219,17.588211,18.297108
2090-04-01,32.8129,8.218488,13.625272,15.127305
2090-04-02,28.082731,7.1354666,11.500283,12.011853
2090-04-03,24.081661,6.324375,9.943539,10.026873
2090-04-04,19.8625,5.5665116,8.576354,8.820713
2090-04-05,17.09725,5.1484175,7.85018,7.880899
2090-04-06,15.780544,4.8110275,7.248658,7.1565022
2090-04-07,13.998256,4.2394576,6.476675,6.188186
2090-04-08,11.839211,3.561872,5.656676,4.9608593
2090-04-09,10.767475,3.1390164,5.053881,4.315306
2090-04-10,8.330846,2.3164284,4.318565,2.9167585
2090-04-11,6.7931066,1.6643255,3.7558053,2.0453928
