datetime,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,SHA_in,SHA_out,SHA_storage,SHA_evap,SHA_tocs_obs,SHA_precip,SHA_in_fix,ORO_in,ORO_out,ORO_storage,ORO_evap,ORO_tocs_obs,ORO_precip,ORO_in_fix,FOL_in,FOL_out,FOL_storage,FOL_evap,FOL_tocs_obs,FOL_precip,FOL_in_fix,DeltaOut,HRO_pump,TRP_pump,DeltaIn,SAC_in,SAC_gains,Delta_gains,FMD_storage,UNV_storage,HHL_storage,THA_out,WY,SR_WYI,SR_WYT,SR_WYT_rolling,SJR_WYT,8RI,SHA_fci,ORO_fci,FOL_fci,ORO_snowpack,SHA_snowpack,FOL_snowpack,OMR,SL_storage,SLS_storage,SLF_storage,SLS_out,SLF_out,netgains,WYT
2006-12-25,7515,3336.0,1376.0,1158.0,476.0,39.0,245,455.0,5618.0,4390.0,3262.383,21,3280.2,0.02,5617.975002,3314.0,846.0,2751.352,5.0,3122.9,0.0,4513.266673,1796.0,2146.0,481.044,3,577.0,0.0,1796.083333,7404.0,7370.0,4256.0,19030.0,16180,8798.0,11648.0,70.072,154.2,95.405,1850,2007,6.16653817649,D,AN,C,1.31904297299,135525.488512,4.71659945347,200.0,30.6,25.08,31.67,0,1851.4,1087.1,563.95,7.9619,4.462,8530.0,BN
2006-12-26,18694,4563.0,1715.0,1335.0,668.0,489.0,350,481.0,13562.0,4327.0,3280.672,14,3293.0,0.02,13561.70418,4578.0,2978.0,2752.278,0.0,3074.4,0.84,3444.858334,2184.0,2258.0,480.888,5,577.0,0.0,2184.35,6741.0,7649.0,4317.0,18707.0,15229,5666.0,9144.0,69.871,154.4,94.478,2117,2007,6.16653817649,D,AN,C,1.31904297299,142310.918266,5.41510146986,200.0,32.4,29.1,31.67,0,1862.5,1087.1,563.95,7.9619,4.462,12073.0,BN
2006-12-27,30461,9100.0,3413.0,3239.0,1257.0,2153.0,480,1054.0,14592.0,3862.0,3301.87,43,3305.6,3.39,14592.32502,9334.0,1852.0,2767.118,0.0,3050.3,0.16,9333.833346,3072.0,2248.0,482.522,0,577.0,0.56,3071.808335,6576.0,7696.0,4214.0,18486.0,16756,8794.0,10524.0,69.972,155.0,94.093,2250,2007,6.16653817649,D,AN,C,1.31904297299,149787.697373,5.41264842577,200.0,36.57,33.49,33.93,0,1874.9,1087.1,563.95,7.9619,4.462,8632.0,BN
2006-12-28,14679,5160.0,2020.0,1929.0,425.0,285.0,320,330.0,9196.0,4177.0,3311.754,36,3319.6,0.0,9196.183342,6678.0,1719.0,2776.954,0.0,3058.9,0.0,6677.983342,2583.0,2225.0,483.222,5,577.0,0.23,2582.916667,9376.0,7233.0,4195.0,20804.0,20349,12228.0,12683.0,69.871,155.0,93.554,2117,2007,6.16653817649,D,AN,C,1.31904297299,151494.495846,5.25026897299,200.0,36.79,33.49,35.37,0,1874.9,1087.1,563.95,7.9619,4.462,13719.0,BN
2006-12-29,12275,4036.0,1520.0,1617.0,530.0,892.0,225,479.0,8150.0,3423.0,3320.959,86,3333.0,0.0,8149.854174,4860.0,3194.0,2780.282,55.0,3066.8,0.0,4926.866669,2117.0,2266.0,482.911,8,577.0,0.0,2117.204166,12504.0,6928.0,4311.0,23743.0,27265,18382.0,14860.0,69.771,155.1,93.324,1917,2007,6.16653817649,D,AN,C,1.31904297299,152069.625228,5.0927609038,200.0,36.79,33.49,35.37,0,1898.4,1087.1,563.95,7.9619,4.462,14208.0,BN
2006-12-30,10900,3828.0,1207.0,1610.0,466.0,767.0,248,429.0,7630.0,3651.0,3328.711,71,3346.5,0.0,7630.300007,4317.0,1279.0,2786.28,14.0,3074.9,0.0,4316.991672,1950.0,2141.0,482.522,5,577.0,0.0,1949.879166,19076.0,6635.0,4229.0,29940.0,26533,19462.0,22869.0,69.671,155.3,93.247,1783,2007,6.16653817649,D,AN,C,1.31904297299,152096.443973,4.93997807669,200.0,36.79,33.49,35.37,0,1910.9,1087.1,563.95,7.9619,4.462,21432.0,BN
2006-12-31,9581,4152.0,890.0,1138.0,516.0,642.0,162,408.0,7355.0,4302.0,3334.767,0,3360.1,0.0,7355.233338,4471.0,1164.0,2792.688,9.0,3082.8,0.0,4403.700005,1799.0,2262.0,481.588,8,577.0,0.0,1799.108333,18118.0,7413.0,4278.0,29809.0,22741,15013.0,22081.0,69.571,155.6,92.634,1750,2007,6.16653817649,D,BN,C,1.31904297299,151846.855113,4.79177873439,200.0,36.79,33.49,35.37,0,1922.1,1087.1,563.95,7.9619,4.462,21622.0,BN
2007-01-01,8455,3704.0,1000.0,739.0,510.0,671.0,225,812.0,6033.0,4684.0,3337.442,0,3374.0,0.0,6032.645836,4278.0,214.0,2800.578,19.0,3090.5,0.0,4210.875007,1574.0,2232.0,480.266,8,577.0,0.0,1573.491666,13309.0,6284.0,4271.0,23864.0,19807,12677.0,16734.0,69.37,155.9,91.946,1750,2007,6.16653817649,D,BN,C,0.87862016381,150287.158193,4.64802537236,200.0,36.79,33.49,35.37,0,1932.4,1242.3,679.75,9.3306,5.4595,14546.0,BN
2007-01-02,7631,2332.0,939.0,750.0,379.0,596.0,222,643.0,5427.0,4763.0,3338.659,50,3388.3,0.0,5426.570834,4481.0,2001.0,2805.535,50.0,3097.9,0.0,4550.154171,1917.0,2257.0,479.572,10,577.0,0.0,1917.108333,12134.0,4962.0,4301.0,21397.0,18167,9146.0,12376.0,69.271,155.6,91.032,1750,2007,6.16653817649,D,BN,C,0.87862016381,148199.371118,4.50858461119,200.0,36.79,33.49,35.37,0,1943.3,1242.3,679.75,9.3306,5.4595,13709.0,BN
2007-01-03,9479,3446.0,1267.0,1297.0,475.0,521.0,194,474.0,6952.0,4454.0,3343.528,43,3402.1,0.0,6951.787504,4076.0,3979.0,2805.267,29.0,3089.6,0.0,3872.883333,1747.0,2170.0,478.724,5,577.0,0.0,1747.466666,10539.0,5031.0,4317.0,19887.0,18167,7564.0,9284.0,69.171,156.0,90.424,1750,2007,6.16653817649,D,BN,C,0.87862016381,147741.190066,4.37332707285,200.0,37.51,34.05,36.45,0,1953.3,1242.3,679.75,9.3306,5.4595,13043.0,BN
2007-01-04,11209,8737.0,5351.0,6172.0,1668.0,2655.0,501,1014.0,8208.0,5472.0,3348.884,36,3415.8,1.15,8208.316671,7214.0,3561.0,2812.78,0.0,3085.75,0.08,7348.804173,4500.0,2224.0,483.222,8,577.0,0.08,4499.74167,10220.0,4919.0,4335.0,19474.0,16355,5098.0,8217.0,69.972,157.6,91.565,1750,2007,6.16653817649,D,BN,C,0.87862016381,148562.447233,4.32212726067,200.0,39.66,35.42,39.58,0,1962.8,1242.3,679.75,9.3306,5.4595,13439.0,BN
2007-01-05,9168,5006.0,3447.0,4670.0,552.0,1245.0,597,619.0,6155.0,4878.0,3351.318,50,3429.5,0.0,6155.141669,5070.0,4432.0,2813.988,29.0,3081.9,0.0,5070.033334,4732.0,2291.0,488.047,8,577.0,0.15,4731.604171,10798.0,4037.0,4286.0,19121.0,17158,5557.0,7520.0,70.173,158.5,91.26,1750,2007,6.16653817649,D,BN,C,0.87862016381,147289.466541,4.19246344285,200.0,39.92,35.42,40.53,0,1971.3,1242.3,679.75,9.3306,5.4595,10594.0,BN
2007-01-06,8904,4448.0,2379.0,3073.0,967.0,390.0,319,468.0,6112.0,4589.0,3354.239,50,3443.8,0.0,6111.670836,4318.0,2459.0,2817.886,29.0,3089.6,0.0,4453.24167,3042.0,2304.0,489.46,26,577.0,0.0,3042.387501,12153.0,4009.0,4318.0,20480.0,17273,7921.0,11128.0,70.273,159.3,91.108,1750,2007,6.16653817649,D,BN,C,0.87862016381,146036.66405,4.06668953956,200.0,39.92,35.42,40.53,0,1980.0,1242.3,679.75,9.3306,5.4595,9526.0,BN
2007-01-07,8372,3342.0,2118.0,2285.0,512.0,642.0,305,504.0,5826.0,4476.0,3356.917,0,3458.2,0.0,5826.158336,3418.0,2295.0,2819.768,38.0,3096.1,0.0,3281.841668,2440.0,2147.0,490.01,16,577.0,0.0,2440.291667,11904.0,3931.0,4312.0,20147.0,17930,9012.0,11229.0,70.173,159.7,90.728,1750,2007,6.16653817649,D,BN,C,0.87862016381,144560.989183,3.94468885337,200.0,39.92,35.42,40.53,0,1986.1,1242.3,679.75,9.3306,5.4595,9519.0,BN
2007-01-08,7959,3403.0,1734.0,1394.0,501.0,891.0,311,549.0,5639.0,3984.0,3360.084,58,3472.8,0.0,5638.695836,3309.0,2335.0,2821.786,25.0,3102.8,0.0,3377.408335,2011.0,1960.0,490.089,11,577.0,0.0,2010.829167,12058.0,4473.0,4262.0,20793.0,17930,9651.0,12514.0,70.173,159.9,90.576,1750,2007,6.16653817649,D,BN,C,0.87862016381,142971.63556,3.82634818777,200.0,39.92,35.42,40.53,0,1991.1,1242.3,679.75,9.3306,5.4595,9760.0,BN
2007-01-09,7727,3259.0,1748.0,1582.0,595.0,331.0,281,435.0,5615.0,4273.0,3362.531,108,3487.5,0.0,5614.695835,3160.0,6127.0,2815.869,17.0,3109.4,0.0,3160.845828,1851.0,1999.0,489.774,11,577.0,0.0,1851.1875,11163.0,4491.0,4351.0,20005.0,16132,3733.0,7606.0,70.173,160.4,90.424,1750,2007,6.16653817649,D,BN,C,0.87862016381,141437.749617,3.71155774214,200.0,39.92,35.42,40.53,0,1997.0,1242.3,679.75,9.3306,5.4595,10114.0,BN
2007-01-10,7003,2853.0,1469.0,1766.0,497.0,125.0,192,416.0,4677.0,3915.0,3363.999,22,3502.9,0.0,4677.116668,2429.0,6473.0,2811.78,17.0,3116.2,0.0,4428.462497,2010.0,1999.0,489.774,11,577.0,0.0,2010.0,9301.0,4475.0,4342.0,18118.0,15273,2886.0,5731.0,70.173,161.1,90.348,1750,2007,6.16653817649,D,BN,C,0.87862016381,139042.978804,3.60021100987,200.0,39.92,35.42,40.53,0,1999.7,1242.3,679.75,9.3306,5.4595,8946.0,BN
2007-01-11,7358,2853.0,1546.0,1210.0,548.0,323.0,214,336.0,5283.0,4049.0,3366.446,0,3517.9,0.0,5282.695835,2802.0,2857.0,2807.68,13.0,3122.9,0.0,802.9166632,1697.0,1961.0,489.225,13,577.0,0.0,1697.2125,7897.0,5698.0,4349.0,17944.0,14985,6118.0,9077.0,70.072,161.7,90.045,1750,2007,6.16653817649,D,BN,C,0.87862016381,137373.525699,3.49220467958,200.0,39.92,35.42,40.59,0,2002.5,1242.3,679.75,9.3306,5.4595,9021.0,BN
2007-01-12,6680,2135.0,1247.0,1302.0,438.0,120.0,188,531.0,4821.0,4437.0,3367.18,14,3533.4,0.0,4821.058334,2845.0,3805.0,2805.669,54.0,3129.3,0.0,2845.120832,1721.0,1982.0,488.675,16,577.0,0.0,1720.708333,6986.0,5974.0,4358.0,17318.0,14560,4336.0,7094.0,69.871,162.4,89.742,1750,2007,6.16653817649,D,BN,C,0.87862016381,135325.907748,3.38743853919,200.0,39.92,35.42,40.61,0,2007.5,1242.3,679.75,9.3306,5.4595,4754.0,BN
2007-01-13,6664,1815.0,1034.0,1034.0,282.0,69.0,143,247.0,5041.0,4410.0,3368.403,14,3548.7,0.0,5040.595834,1981.0,4013.0,2801.516,62.0,3135.6,0.0,1981.19583,1748.0,2004.0,488.125,21,577.0,0.0,1747.708333,5928.0,6120.0,4426.0,16474.0,14560,4133.0,6047.0,69.571,163.1,89.44,1750,2007,6.16653817649,D,BN,C,0.87862016381,133600.208195,3.28581538302,200.0,39.92,35.42,40.61,0,2011.3,1242.3,679.75,9.3306,5.4595,4035.0,BN
2007-01-14,7056,2270.0,1236.0,997.0,367.0,473.0,119,268.0,5209.0,4077.0,3370.605,22,3563.9,0.0,5209.175002,3417.0,4632.0,2799.106,0.0,3141.7,0.0,3416.958331,1554.0,2012.0,487.19,13,577.0,0.0,1553.604166,4954.0,6033.0,4343.0,15330.0,14560,3839.0,4609.0,69.47,164.0,89.213,1750,2007,6.16653817649,D,BN,C,0.87862016381,132129.372787,3.18724092153,200.0,39.92,35.42,40.61,0,2013.2,1242.3,679.75,9.3306,5.4595,6196.0,BN
2007-01-15,6875,2270.0,1095.0,932.0,474.0,171.0,168,333.0,5071.0,4128.0,3372.318,79,3579.4,0.0,5070.637501,1614.0,3760.0,2794.692,79.0,3147.1,0.0,1613.60833,1937.0,2003.0,487.034,13,577.0,0.0,1937.35,8507.0,2061.0,4329.0,14897.0,14560,4669.0,5006.0,69.37,164.2,88.685,1750,2007,6.16653817649,D,BN,C,0.87862016381,130593.541649,3.09162369388,200.0,39.92,35.42,40.61,0,2011.6,1242.3,679.75,9.3306,5.4595,5165.0,BN
2007-01-16,7431,2527.0,1040.0,1186.0,364.0,484.0,181,320.0,5684.0,3986.0,3375.499,94,3610.7,0.0,5683.754169,2701.0,2836.0,2794.426,0.0,3152.8,0.0,2701.891666,2147.0,2016.0,487.268,13,577.0,0.0,2146.975,8628.0,1839.0,4405.0,14872.0,14560,5722.0,6034.0,69.071,164.5,87.783,1750,2007,6.16653817649,D,BN,C,0.87862016381,129747.618735,2.99887498306,200.0,39.92,35.5,40.61,0,2006.9,1242.3,679.75,9.3306,5.4595,4807.0,BN
2007-01-17,6380,3000.0,1071.0,1143.0,529.0,797.0,180,279.0,4646.0,4247.0,3376.233,29,3610.2,0.0,4646.058334,3021.0,1454.0,2797.233,83.0,3158.4,0.0,2952.195836,1689.0,1946.0,486.723,18,577.0,0.0,1689.229166,8560.0,1940.0,4377.0,14877.0,12036,4389.0,7230.0,68.871,164.9,87.707,1750,2007,6.16653817649,D,BN,C,0.87862016381,127906.296132,2.90890873357,200.0,39.92,35.5,40.61,0,2003.7,1242.3,679.75,9.3306,5.4595,3792.0,BN
2007-01-18,6323,2141.0,1042.0,1143.0,350.0,172.0,160,266.0,4791.0,4291.0,3376.967,130,3625.9,0.0,4791.058334,2696.0,1082.0,2800.444,62.0,3160.7,0.0,2762.879169,1614.0,2068.0,485.79,16,577.0,0.0,1613.612499,7866.0,1948.0,4354.0,14168.0,12444,5003.0,6727.0,68.971,164.7,86.958,1750,2007,6.16653817649,D,BN,C,0.87862016381,126302.03966,2.82164147156,200.0,39.92,35.5,40.61,0,2000.6,1242.3,679.75,9.3306,5.4595,4052.0,BN
2007-01-19,6252,1712.0,1060.0,744.0,467.0,430.0,181,342.0,4964.0,4652.0,3377.456,65,3641.6,0.0,4963.5375,1932.0,4841.0,2794.558,58.0,3163.0,0.0,1931.474995,1390.0,1970.0,484.623,8,577.0,0.0,1389.637499,8182.0,2267.0,4375.0,14824.0,12444,981.0,3361.0,69.071,165.0,85.987,1750,2007,6.16653817649,D,BN,C,0.87862016381,124950.475177,2.73699222742,200.0,39.92,35.5,40.61,0,1997.4,1242.3,679.75,9.3306,5.4595,5843.0,BN
2007-01-20,6188,2425.0,1038.0,1126.0,347.0,399.5,151,343.0,4483.0,4454.0,3377.456,29,3657.8,0.0,4483.0,3440.0,1376.0,2798.571,41.0,3163.0,0.0,3440.220837,1374.0,1992.0,483.378,10,577.0,0.0,1374.312499,8244.0,1611.0,4387.0,14242.0,12258,4436.0,6420.0,68.871,165.2,87.783,1750,2007,6.16653817649,D,BN,C,0.87862016381,123185.951418,2.65488246059,200.0,39.92,35.5,40.61,0,1997.0,1242.3,679.75,9.3306,5.4595,6690.0,BN
2007-01-21,6385,2753.0,924.0,1127.0,418.0,369.0,185,463.0,4475.0,4308.0,3377.701,43,3674.2,0.0,4474.520834,3222.0,2367.0,2800.043,46.0,3163.0,0.0,3155.133335,1493.0,1822.0,482.678,24,577.0,0.0,1493.083333,8293.0,1640.0,4370.0,14303.0,12269,3772.0,5806.0,68.871,165.5,85.987,1750,2007,6.16653817649,D,BN,C,0.87862016381,121501.174681,2.57523598678,200.0,39.92,35.5,40.61,0,1996.2,1242.3,679.75,9.3306,5.4595,7243.0,BN
2007-01-22,6177,1993.0,966.0,594.0,412.0,545.0,155,312.0,4499.0,4057.0,3378.435,72,3690.4,0.0,4499.058334,1842.0,2168.0,2799.374,79.0,3163.0,0.0,1909.712499,1275.0,1965.0,481.277,16,577.0,0.0,1274.662499,5858.0,1633.0,4365.0,11856.0,11120,2930.0,3666.0,69.071,165.5,85.392,1750,2007,6.16653817649,D,BN,C,0.87862016381,119925.174281,2.49797890717,200.0,39.92,35.5,40.61,0,1995.1,1242.3,679.75,9.3306,5.4595,946.0,BN
2007-01-23,6351,2492.0,925.0,611.0,336.0,575.5,176,287.0,4882.0,4694.0,3378.679,65,3706.2,0.0,4882.016667,2292.0,3199.0,2797.501,37.0,3163.0,0.0,2291.695832,1065.0,2024.0,479.34,18,577.0,0.0,1065.429165,5631.0,2613.0,4340.0,12584.0,11721,1804.0,2667.0,69.171,165.8,84.946,1750,2007,6.16653817649,D,D,C,0.87862016381,118810.932234,2.42303953996,200.0,39.92,35.5,40.61,0,1988.6,1242.3,679.75,9.3306,5.4595,4952.0,BN
2007-01-24,6234,2366.0,856.0,948.0,392.0,606.0,129,409.0,4988.0,4792.0,3378.924,72,3722.3,0.0,4987.520834,2171.0,2356.0,2797.099,17.0,3163.0,0.0,2170.325,1245.0,1928.0,477.954,16,577.0,0.0,1245.224999,7041.0,2497.0,4291.0,13829.0,11554,2478.0,4753.0,69.871,165.7,84.28,1750,2007,6.16653817649,D,D,C,0.87862016381,117857.906456,2.35034835376,200.0,39.92,35.5,40.61,0,1979.8,1242.3,679.75,9.3306,5.4595,4786.0,BN
2007-01-25,5744,2030.0,840.0,889.0,342.0,94.0,129,346.0,4467.0,4678.0,3378.435,36,3738.6,0.0,4467.4625,1909.0,2879.0,2794.96,41.0,3163.0,0.0,1841.587498,1427.0,1958.0,476.875,13,577.0,0.0,1427.004166,6758.0,2358.0,4382.0,13498.0,11307,1792.0,3983.0,69.37,165.9,83.762,1750,2007,6.16653817649,D,D,C,0.87862016381,116432.473633,2.27983790315,200.0,39.92,35.5,40.61,0,1975.1,1242.3,679.75,9.3306,5.4595,4948.0,BN
2007-01-26,5180,2401.0,916.0,900.0,372.0,676.0,175,178.0,3835.0,4648.0,3376.722,51,3754.866667,0.0,3835.362499,2278.0,1980.0,2795.228,29.0,3163.0,0.0,2144.116667,1380.0,1875.0,475.873,10,577.0,0.0,1379.824999,6556.0,2354.0,4343.0,13253.0,11032,2529.0,4750.0,69.171,166.2,83.025,1750,2007,6.16653817649,D,D,C,0.87862016381,114446.212451,2.21144276605,200.0,39.92,35.5,40.61,0,1963.4,1242.3,679.75,9.3306,5.4595,3788.0,BN
2007-01-27,5500,2728.0,749.0,968.0,314.0,471.0,205,461.0,3924.0,4512.0,3375.499,29,3771.133333,0.0,3924.404166,3358.0,1040.0,2800.177,25.0,3163.0,0.0,3560.120838,1436.0,2125.0,474.486,10,577.0,0.0,1435.720832,6514.0,2408.0,4341.0,13263.0,10978,3301.0,5586.0,69.071,166.3,82.878,1750,2007,6.16653817649,D,D,C,0.87862016381,112648.305994,2.14509948307,200.0,39.92,35.5,40.61,0,1959.6,1242.3,679.75,9.3306,5.4595,4975.0,BN
2007-01-28,6090,1862.0,869.0,811.0,586.0,478.0,204,518.0,4562.0,4512.0,3375.499,50,3787.4,0.0,4562.0,2454.0,1024.0,2803.123,13.0,3163.0,0.0,2522.275003,1327.0,1899.0,473.331,10,577.0,0.0,1326.687499,6632.0,1937.0,4352.0,12921.0,10936,3501.0,5486.0,68.971,166.6,82.804,2125,2007,6.16653817649,D,D,C,0.87862016381,111577.890694,2.08074649858,200.0,39.92,35.5,40.61,0,1953.2,1242.3,679.75,9.3306,5.4595,3223.0,BN
2007-01-29,5861,1862.0,841.0,419.0,255.0,432.0,201,160.0,4349.0,4538.0,3375.009,58,3803.9,0.0,4348.958333,1135.0,4008.0,2797.233,29.0,3163.0,0.0,1067.458328,1204.0,1993.0,471.72,23,577.0,0.0,1203.787499,7564.0,4136.0,4351.0,16051.0,11332,793.0,5512.0,68.772,166.9,82.731,2500,2007,6.16653817649,D,D,C,0.87862016381,110347.954493,2.01832410362,200.0,39.92,35.5,40.61,0,1946.7,1242.3,679.75,9.3306,5.4595,7380.0,BN
2007-01-30,6117,2408.0,777.0,420.0,370.0,386.0,153,216.0,4530.0,4415.0,3375.009,115,3819.9,0.0,4530.0,2104.0,3209.0,2794.826,41.0,3163.0,0.0,2036.470831,1155.0,2094.0,469.812,23,577.0,0.0,1155.049998,8340.0,457.0,4387.0,13184.0,12003,2285.0,3466.0,68.473,167.3,82.217,2500,2007,6.16653817649,D,D,C,0.87862016381,109360.556768,1.95777438051,200.0,39.92,35.5,40.61,0,1945.1,1242.3,679.75,9.3306,5.4595,5473.0,BN
2007-01-31,5711,1900.0,568.0,410.0,364.0,601.0,152,333.0,4099.0,4411.0,3374.275,58,3834.1,0.0,4098.941666,1667.0,1903.0,2794.558,33.0,3163.0,0.0,1800.883333,1245.0,1961.0,468.362,15,577.0,0.0,1244.958332,8527.0,2673.0,4368.0,15568.0,13329,5054.0,7293.0,68.374,167.8,82.437,2500,2007,6.16653817649,D,D,C,0.87862016381,107991.470596,1.8990411491,200.0,39.92,35.5,40.61,0,1942.6,1242.3,679.75,9.3306,5.4595,7802.0,BN
2007-02-01,5837,1911.0,856.0,539.0,499.0,249.0,156,185.0,4578.0,4701.0,3374.031,0,3849.8,0.0,4577.983333,1976.0,1685.0,2794.826,21.0,3163.0,0.0,1841.116667,1275.0,2150.0,466.607,10,577.0,0.0,1275.187499,9830.0,2426.0,4362.0,16618.0,13627,5091.0,8082.0,68.077,168.03,82.364,2500,2007,6.16653817649,D,D,C,2.09461090556,107169.880399,1.84206991462,200.0,39.92,35.5,40.61,0,1940.4,1164.9,777.65,5.2032,9.5338,6137.0,BN
2007-02-02,5698,2398.0,769.0,566.0,447.0,360.0,128,265.0,4756.0,4967.0,3373.541,36,3864.7,0.0,4755.958333,2417.0,1934.0,2795.896,12.0,3163.0,0.0,2485.458334,1234.0,2037.0,465.005,5,577.0,0.0,1234.324999,10124.0,2104.0,4350.0,16578.0,13781,4843.0,7640.0,67.78,167.522,82.144,2500,2007,6.16653817649,D,D,C,2.09461090556,106567.344712,1.78680781719,200.0,39.92,35.5,40.61,0,1938.2,1164.9,777.65,5.2032,9.5338,6707.0,BN
2007-02-03,5910,2711.0,821.0,566.0,258.0,471.0,176,217.0,4854.0,4941.0,3373.297,36,3879.7,0.0,4853.983333,2509.0,1677.0,2797.233,23.0,3163.0,0.0,2374.070834,1437.0,1847.0,464.172,10,577.0,0.0,1437.029166,8983.0,2497.0,4323.0,15803.0,13563,5098.0,7338.0,67.483,167.311,81.924,2500,2007,6.16653817649,D,D,C,2.09461090556,106092.960809,1.73320358267,200.0,39.92,35.5,40.61,0,1935.7,1164.9,777.65,5.2032,9.5338,7325.0,BN
2007-02-04,5728,2257.0,697.0,472.0,335.0,431.0,161,299.0,4405.0,4616.0,3372.807,36,3894.6,0.0,4404.958333,1963.0,1127.0,2799.106,27.0,3163.0,0.0,2098.304168,1384.0,1976.0,462.963,18,577.0,0.0,1384.462499,8669.0,2084.0,4348.0,15101.0,13159,5440.0,7382.0,67.286,167.079,81.193,2500,2007,6.16653817649,D,D,C,2.09461090556,105193.271102,1.68120747519,200.0,39.92,35.5,40.61,0,1935.8,1164.9,777.65,5.2032,9.5338,7154.0,BN
2007-02-05,5520,1633.0,793.0,415.0,438.0,273.0,181,457.0,4466.0,4894.0,3371.829,65,3909.6,0.0,4465.924999,1635.0,2616.0,2796.832,30.0,3163.0,0.0,1499.524998,1107.0,2006.0,461.15,15,577.0,0.0,1106.945832,8268.0,2175.0,4383.0,14826.0,12886,3370.0,5310.0,67.09,166.783,81.0,2500,2007,6.16653817649,D,D,C,2.09461090556,104399.532546,1.63077125093,200.0,39.92,35.5,40.61,0,1930.8,1164.9,777.65,5.2032,9.5338,6505.0,BN
2007-02-06,5878,2068.0,882.0,369.0,381.0,276.0,189,339.0,5089.0,5163.0,3371.584,50,3924.5,0.0,5089.479166,1485.0,2534.0,2794.96,30.0,3163.0,0.0,1620.199998,984.0,1962.0,459.185,13,577.0,0.0,984.3124983,7825.0,2412.0,4421.0,14658.0,12886,3227.0,4999.0,66.89,166.741,80.8,2500,2007,6.16653817649,D,D,C,2.09461090556,104269.035085,1.58184811341,200.0,39.92,35.5,40.61,0,1930.8,1164.9,777.65,5.2032,9.5338,6274.0,BN
2007-02-07,7930,4872.0,962.0,790.0,333.0,934.0,258,608.0,6497.0,4835.0,3374.765,58,3939.5,0.0,6496.754169,2782.0,3415.0,2795.362,42.0,3163.0,0.52,3659.675,1141.0,2345.0,456.772,13,577.0,0.0,1141.445831,7731.0,2842.0,4421.0,14994.0,13434,2839.0,4399.0,66.89,166.783,80.8,2500,2007,6.16653817649,D,D,C,2.09461090556,105552.337499,2.05439267,200.0,41.31,36.7,41.37,0,1935.8,1164.9,777.65,5.2032,9.5338,6938.0,BN
2007-02-08,9748,5981.0,1863.0,1396.0,568.0,589.0,270,517.0,7867.0,4748.0,3380.881,36,3954.4,1.05,7867.483339,4337.0,3393.0,2795.362,0.0,3141.2,1.28,3393.0,1526.0,1931.0,455.949,10,579.4,0.18,1526.070833,8564.0,2711.0,4340.0,15615.0,14086,4014.0,5543.0,66.893,167.079,80.974,2500,2007,6.16653817649,D,D,C,2.09461090556,108142.203963,3.2727608899,200.0,45.15,38.9,43.16,0,1937.1,1164.9,777.65,5.2032,9.5338,5713.0,BN
2007-02-09,17047,19334.0,8267.0,4400.0,1095.0,1422.0,467,496.0,9927.0,3824.0,3392.915,36,3962.0,1.12,9927.141677,14455.0,1388.0,2821.382,15.0,3062.1,1.0,14521.41669,2536.0,1819.0,457.372,0,581.8,0.32,2536.429168,9908.0,2432.0,4356.0,16696.0,15167,8136.0,9665.0,67.483,168.603,81.997,2500,2007,6.16653817649,D,D,C,2.09461090556,112662.235442,4.17457806321,200.0,50.93,40.18,47.3,0,1939.7,1164.9,777.65,5.2032,9.5338,7615.0,BN
2007-02-10,48714,34555.0,16934.0,14331.0,2564.0,4555.0,1139,1474.0,21986.0,4199.0,3428.181,7,3948.5,1.57,21985.9417,27215.0,1132.0,2873.254,0.0,2960.9,1.52,27284.13338,9296.0,1870.0,472.101,0,584.1,0.77,9295.870846,12854.0,2463.0,4355.0,19672.0,17823,10622.0,12471.0,69.47,172.068,84.206,2500,2007,6.16653817649,D,D,C,2.09461090556,129015.06537,5.56934072131,200.0,56.81,43.25,52.17,0,1942.7,1164.9,777.65,5.2032,9.5338,9544.0,BN
2007-02-11,44970,29677.0,19328.0,25309.0,4102.0,7431.0,2441,3040.0,26383.0,2138.0,3476.183,44,3927.3,2.98,26383.00837,25143.0,1647.0,2919.722,0.0,2944.7,0.32,25074.61671,20443.0,1412.0,509.834,8,585.8,1.81,20443.72087,22226.0,2876.0,4433.0,29535.0,29182,23985.0,24338.0,71.181,175.562,86.36,2500,2007,6.16653817649,D,D,C,2.09461090556,148947.320472,5.72226049967,200.0,59.36,46.38,56.41,0,1945.3,1164.9,777.65,5.2032,9.5338,19109.0,BN
2007-02-12,22949,16190.0,8501.0,11388.0,1748.0,2801.0,932,1263.0,15471.0,3539.0,3499.733,59,3926.4,0.0,15471.12502,12799.0,2317.0,2940.452,32.0,2951.5,0.36,12800.37502,8748.0,1800.0,523.584,16,588.4,0.35,8748.291678,36712.0,2532.0,3886.0,43130.0,42006,34350.0,35474.0,71.56,176.855,86.81,2500,2007,6.16653817649,D,D,C,2.09461090556,156971.079468,5.91059268468,200.0,61.84,46.5,56.78,0,1946.1,1164.9,777.65,5.2032,9.5338,35495.0,BN
