         5404811 function calls (5345084 primitive calls) in 5.299 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:1937(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2120(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 __init__.py:2501(_FuncInfo)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 deprecation.py:5(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
        2    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 rcsetup.py:289(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 rcsetup.py:315(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:419(validate_aspect)
        2    0.000    0.000    0.000    0.000 rcsetup.py:483(update_savefig_format)
        3    0.000    0.000    0.000    0.000 rcsetup.py:500(validate_ps_distiller)
        2    0.000    0.000    0.000    0.000 rcsetup.py:858(validate_hist_bins)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2350(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2361(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2376(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2482(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2743(Regex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(QuotedString)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3044(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3024(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3075(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3082(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3191(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3501(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3940(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4204(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4212(Combine)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4274(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4256(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4882(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 colors.py:63(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:606(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:759(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:981(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1052(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1244(BoundaryNorm)
        2    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 units.py:53(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:74(ConversionInterface)
        1    0.000    0.000    0.000    0.000 units.py:120(__init__)
        1    0.000    0.000    0.000    0.000 units.py:116(Registry)
        1    0.000    0.000    0.000    0.000 dates.py:155(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:276(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:648(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:774(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:794(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1184(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1328(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1348(MinuteLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:64(weekday)
        1    0.000    0.000    0.000    0.000 rrule.py:1289(_genitem)
        1    0.000    0.000    0.000    0.000 ticker.py:217(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:243(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:264(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:383(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:422(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:443(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:815(LogFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1051(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1067(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1137(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1182(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1517(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1546(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1592(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1612(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1692(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:2030(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2225(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:1028(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1098(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:2274(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2490(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2623(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2687(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2724(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 _core.py:802(ScatterPlot)
        1    0.000    0.000    0.000    0.000 _core.py:866(HexBinPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1056(AreaPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1401(PiePlot)
        2    0.000    0.000    0.000    0.000 expr.py:135(_is_type)
        3    0.000    0.000    0.000    0.000 expr.py:208(disallow)
        1    0.000    0.000    0.000    0.000 ops.py:32(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:315(BinOp)
        1    0.000    0.000    0.000    0.000 common.py:23(NameResolutionError)
        1    0.000    0.000    0.000    0.000 engines.py:100(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:132(PythonEngine)
        1    0.000    0.000    0.000    0.000 panel.py:1574(WidePanel)
        1    0.000    0.000    0.000    0.000 panel.py:1584(LongPanel)
        1    0.000    0.000    0.000    0.000 sorting.py:261(_KeyMapper)
        3    0.000    0.000    0.000    0.000 resample.py:100(obj)
        4    0.000    0.000    0.000    0.000 resample.py:141(_make_deprecated_unary)
        3    0.000    0.000    0.000    0.000 resample.py:581(_maybe_process_deprecations)
        1    0.000    0.000    0.000    0.000 resample.py:627(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 resample.py:787(PeriodIndexResampler)
        1    0.000    0.000    0.000    0.000 resample.py:918(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 resample.py:991(TimeGrouper)
        1    0.000    0.000    0.000    0.000 _depr_module.py:10(_DeprecatedModule)
        1    0.000    0.000    0.000    0.000 concat.py:210(_Concatenator)
        2    0.000    0.000    0.000    0.000 concat.py:537(<listcomp>)
       10    0.000    0.000    0.000    0.000 plotting.py:11(outer)
        2    0.000    0.000    0.000    0.000 parsers.py:352(_validate_integer)
        1    0.000    0.000    0.000    0.000 parsers.py:766(close)
        4    0.000    0.000    0.000    0.000 parsers.py:1045(_is_index_col)
        1    0.000    0.000    0.000    0.000 parsers.py:1094(_validate_usecols_arg)
        2    0.000    0.000    0.000    0.000 parsers.py:1222(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 parsers.py:1229(_should_parse_dates)
        1    0.000    0.000    0.000    0.000 parsers.py:1360(ix)
        1    0.000    0.000    0.000    0.000 parsers.py:1584(CParserWrapper)
        1    0.000    0.000    0.000    0.000 parsers.py:2911(_make_date_converter)
        1    0.000    0.000    0.000    0.000 parsers.py:3208(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 excel.py:1328(_Openpyxl22Writer)
        1    0.000    0.000    0.000    0.000 excel.py:1533(_XlsxWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:115(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 pytables.py:1357(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:1735(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2729(LegacyFrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2776(SparseSeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2800(SparseFrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2833(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2917(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2922(PanelFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3728(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:3867(LegacyPanelTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4632(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:226(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:298(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:566(TermValue)
        1    0.000    0.000    0.000    0.000 json.py:60(Writer)
        1    0.000    0.000    0.000    0.000 json.py:94(SeriesWriter)
        1    0.000    0.000    0.000    0.000 json.py:103(FrameWriter)
        1    0.000    0.000    0.000    0.000 json.py:118(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 json.py:603(FrameParser)
        1    0.000    0.000    0.000    0.000 sql.py:30(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 sql.py:926(PandasSQL)
        1    0.000    0.000    0.000    0.000 stata.py:453(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:474(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 stata.py:822(StataParser)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:111(Unpickler)
        1    0.000    0.000    0.000    0.000 packers.py:728(Unpacker)
        1    0.000    0.000    0.000    0.000 packers.py:746(Iterator)
        1    0.000    0.000    0.000    0.000 __init__.py:9(ExtType)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UnpackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(OutOfData)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:67(cmdline)
        1    0.000    0.000    0.000    0.000 config.py:479(Parser)
        1    0.000    0.000    0.000    0.000 config.py:780(MyOptionParser)
        1    0.000    0.000    0.000    0.000 config.py:865(__init__)
        1    0.000    0.000    0.000    0.000 config.py:862(CmdOptions)
        1    0.000    0.000    0.000    0.000 config.py:920(do_setns)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 code.py:87(Frame)
        1    0.000    0.000    0.000    0.000 code.py:262(Traceback)
        1    0.000    0.000    0.000    0.000 code.py:724(ExceptionChainRepr)
        1    0.000    0.000    0.000    0.000 code.py:742(ReprExceptionInfo)
        1    0.000    0.000    0.000    0.000 code.py:777(ReprTracebackNative)
        1    0.000    0.000    0.000    0.000 code.py:794(ReprEntry)
        1    0.000    0.000    0.000    0.000 code.py:849(ReprLocals)
        1    0.000    0.000    0.000    0.000 compat.py:308(FuncargnamesCompatAttr)
        2    0.000    0.000    0.000    0.000 pluggy.py:86(__init__)
        1    0.000    0.000    0.000    0.000 pluggy.py:171(__init__)
        1    0.000    0.000    0.000    0.000 pluggy.py:170(_TagTracer)
        3    0.000    0.000    0.000    0.000 pluggy.py:218(__init__)
        1    0.000    0.000    0.000    0.000 pluggy.py:217(_TagTracerSub)
        1    0.000    0.000    0.000    0.000 pluggy.py:257(_CallOutcome)
        1    0.000    0.000    0.000    0.000 pluggy.py:583(_MultiCall)
        1    0.000    0.000    0.000    0.000 pluggy.py:682(__init__)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        4    0.000    0.000    0.000    0.000 fixtures.py:48(scopeproperty)
        1    0.000    0.000    0.000    0.000 code.py:73(Frame)
        1    0.000    0.000    0.000    0.000 code.py:594(TerminalRepr)
        1    0.000    0.000    0.000    0.000 code.py:719(ReprLocals)
        1    0.000    0.000    0.000    0.000 outcomes.py:10(OutcomeException)
        1    0.000    0.000    0.000    0.000 outcomes.py:32(Skipped)
        1    0.000    0.000    0.000    0.000 bdb.py:10(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:644(Tdb)
        1    0.000    0.000    0.000    0.000 code.py:16(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 recwarn.py:55(_DeprecatedCallContext)
        1    0.000    0.000    0.000    0.000 mark.py:75(MarkerError)
        1    0.000    0.000    0.000    0.000 mark.py:320(__init__)
        1    0.000    0.000    0.000    0.000 main.py:212(FSHookProxy)
        6    0.000    0.000    0.000    0.000 main.py:225(__init__)
        1    0.000    0.000    0.000    0.000 main.py:240(NodeKeywords)
        1    0.000    0.000    0.000    0.000 main.py:486(CollectError)
        1    0.000    0.000    0.000    0.000 main.py:481(Collector)
        1    0.000    0.000    0.000    0.000 main.py:534(Item)
        1    0.000    0.000    0.000    0.000 runner.py:18(pytest_addoption)
        1    0.000    0.000    0.000    0.000 runner.py:59(NodeInfo)
        1    0.000    0.000    0.000    0.000 runner.py:399(CollectReport)
        1    0.000    0.000    0.000    0.000 runner.py:426(SetupState)
        1    0.000    0.000    0.000    0.000 python.py:260(PyCollector)
        1    0.000    0.000    0.000    0.000 python.py:381(Module)
        1    0.000    0.000    0.000    0.000 python.py:480(Class)
        1    0.000    0.000    0.000    0.000 python.py:510(Instance)
        1    0.000    0.000    0.000    0.000 python.py:586(Generator)
        1    0.000    0.000    0.000    0.000 python.py:637(CallSpec2)
        1    0.000    0.000    0.000    0.000 python.py:703(Metafunc)
        1    0.000    0.000    0.000    0.000 python_api.py:26(ApproxBase)
        1    0.000    0.000    0.000    0.000 python_api.py:105(ApproxMapping)
        1    0.000    0.000    0.000    0.000 unittest.py:26(UnitTestCase)
        1    0.000    0.000    0.000    0.000 capture.py:241(EncodedFile)
        1    0.000    0.000    0.000    0.000 capture.py:266(MultiCapture)
        1    0.000    0.000    0.000    0.000 capture.py:330(NoCapture)
        1    0.000    0.000    0.000    0.000 tmpdir.py:11(TempdirFactory)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:92(Notset)
        1    0.000    0.000    0.000    0.000 helpconfig.py:12(HelpAction)
        1    0.000    0.000    0.000    0.000 junitxml.py:31(Junit)
        1    0.000    0.000    0.000    0.000 junitxml.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:22(NamespaceMetaclass)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:236(_escape)
        1    0.000    0.000    0.000    0.000 resultlog.py:10(pytest_addoption)
        1    0.000    0.000    0.000    0.000 resultlog.py:64(ResultLog)
        1    0.000    0.000    0.000    0.000 doctest.py:69(ReprFailDoctest)
        1    0.000    0.000    0.000    0.000 doctest.py:203(DoctestModule)
        1    0.000    0.000    0.000    0.000 cacheprovider.py:101(LFPlugin)
        1    0.000    0.000    0.000    0.000 setupplan.py:6(pytest_addoption)
        1    0.000    0.000    0.000    0.000 testing.py:2406(SimpleMock)
        1    0.000    0.000    0.000    0.000 testing.py:2511(_AssertRaisesContextmanager)
        1    0.000    0.000    0.000    0.000 testing.py:2748(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2760(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2772(SubclassedSparseSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2784(SubclassedSparseDataFrame)
        1    0.000    0.000    0.000    0.000 _version.py:22(get_versions)
        1    0.000    0.000    0.000    0.000 base.py:320(ClassifierMixin)
        1    0.000    0.000    0.000    0.000 base.py:490(TransformerMixin)
        1    0.000    0.000    0.000    0.000 base.py:523(DensityMixin)
        4    0.000    0.000    0.000    0.000 six.py:69(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:80(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:93(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:134(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:230(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:293(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 __init__.py:31(Bunch)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(NotFittedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:40(ChangedBehaviorWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ConvergenceWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(DataDimensionalityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(EfficiencyWarning)
        1    0.000    0.000    0.000    0.000 memory.py:73(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 memory.py:223(MemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:304(NotMemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:346(NotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 memory.py:847(Memory)
        1    0.000    0.000    0.000    0.000 pydoc.py:290(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 pydoc.py:428(HTMLRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1026(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1024(TextRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1411(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 hashing.py:27(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 hashing.py:45(_MyHash)
        1    0.000    0.000    0.000    0.000 logger.py:92(PrintTime)
        1    0.000    0.000    0.000    0.000 _memory_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:201(NumpyPickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:284(NumpyUnpickler)
        1    0.000    0.000    0.000    0.000 synchronize.py:126(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:124(Semaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:333(Event)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:254(MultiprocessingBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:328(ImmediateResult)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:338(SafeFunction)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:362(FallbackToBackend)
        1    0.000    0.000    0.000    0.000 pool.py:315(CustomizablePicklingQueue)
        1    0.000    0.000    0.000    0.000 pool.py:393(PicklingPool)
        1    0.000    0.000    0.000    0.000 pool.py:617(ApplyResult)
        1    0.000    0.000    0.000    0.000 pool.py:702(IMapIterator)
        1    0.000    0.000    0.000    0.000 pool.py:766(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:780(ThreadPool)
        1    0.000    0.000    0.000    0.000 deprecation.py:8(deprecated)
        1    0.000    0.000    0.000    0.000 deprecation.py:107(DeprecationDict)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:14(FunctionTransformer)
        1    0.000    0.000    0.000    0.000 data.py:461(StandardScaler)
        1    0.000    0.000    0.000    0.000 data.py:738(MaxAbsScaler)
        1    0.000    0.000    0.000    0.000 data.py:1659(KernelCenterer)
        1    0.000    0.000    0.000    0.000 data.py:1840(OneHotEncoder)
        1    0.000    0.000    0.000    0.000 label.py:39(LabelEncoder)
        1    0.000    0.000    0.000    0.000 label.py:157(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 imputation.py:63(Imputer)
        1    0.000    0.000    0.000    0.000 bayes.py:23(BayesianRidge)
        1    0.000    0.000    0.000    0.000 bayes.py:282(ARDRegression)
        1    0.000    0.000    0.000    0.000 least_angle.py:714(LassoLars)
        1    0.000    0.000    0.000    0.000 least_angle.py:1181(LassoLarsCV)
        1    0.000    0.000    0.000    0.000 least_angle.py:1323(LassoLarsIC)
        1    0.000    0.000    0.000    0.000 _split.py:124(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 _split.py:269(_BaseKFold)
        1    0.000    0.000    0.000    0.000 _split.py:437(GroupKFold)
        1    0.000    0.000    0.000    0.000 _split.py:676(TimeSeriesSplit)
        1    0.000    0.000    0.000    0.000 _split.py:863(LeavePGroupsOut)
        1    0.000    0.000    0.000    0.000 _split.py:967(_RepeatedSplits)
        1    0.000    0.000    0.000    0.000 _split.py:1068(RepeatedKFold)
        1    0.000    0.000    0.000    0.000 _split.py:1236(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 _split.py:1814(_CVIterableWrapper)
        1    0.000    0.000    0.000    0.000 scorer.py:111(_ProbaScorer)
        1    0.000    0.000    0.000    0.000 scorer.py:150(_ThresholdScorer)
        1    0.000    0.000    0.000    0.000 _search.py:48(ParameterGrid)
        1    0.000    0.000    0.000    0.000 _search.py:168(ParameterSampler)
        1    0.000    0.000    0.000    0.000 _search.py:778(GridSearchCV)
        1    0.000    0.000    0.000    0.000 _search.py:1084(RandomizedSearchCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:797(Lasso)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1037(LinearModelCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1234(LassoCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1589(MultiTaskElasticNet)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1900(MultiTaskElasticNetCV)
        1    0.000    0.000    0.000    0.000 huber.py:125(HuberRegressor)
        1    0.000    0.000    0.000    0.000 stochastic_gradient.py:1165(SGDRegressor)
        1    0.000    0.000    0.000    0.000 ridge.py:512(Ridge)
        1    0.000    0.000    0.000    0.000 ridge.py:1076(_BaseRidgeCV)
        1    0.000    0.000    0.000    0.000 ridge.py:1136(RidgeCV)
        1    0.000    0.000    0.000    0.000 ridge.py:1236(RidgeClassifierCV)
        1    0.000    0.000    0.000    0.000 logistic.py:962(LogisticRegression)
        1    0.000    0.000    0.000    0.000 logistic.py:1359(LogisticRegressionCV)
        1    0.000    0.000    0.000    0.000 classes.py:13(LinearSVC)
        1    0.000    0.000    0.000    0.000 classes.py:855(NuSVR)
        1    0.000    0.000    0.000    0.000 classes.py:968(OneClassSVM)
        1    0.000    0.000    0.000    0.000 omp.py:740(OrthogonalMatchingPursuitCV)
        1    0.000    0.000    0.000    0.000 passive_aggressive.py:9(PassiveAggressiveClassifier)
        1    0.000    0.000    0.000    0.000 passive_aggressive.py:228(PassiveAggressiveRegressor)
        1    0.000    0.000    0.000    0.000 perceptron.py:7(Perceptron)
        1    0.000    0.000    0.000    0.000 randomized_l1.py:390(RandomizedLogisticRegression)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:311(_BaseFilter)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:368(SelectPercentile)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:441(SelectKBest)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:563(SelectFdr)
        1    0.000    0.000    0.000    0.000 base.py:18(SelectorMixin)
        1    0.000    0.000    0.000    0.000 variance_threshold.py:12(VarianceThreshold)
        1    0.000    0.000    0.000    0.000 rfe.py:273(RFECV)
        1    0.000    0.000    0.000    0.000 unsupervised.py:9(NearestNeighbors)
        1    0.000    0.000    0.000    0.000 regression.py:19(KNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 nearest_centroid.py:22(NearestCentroid)
        1    0.000    0.000    0.000    0.000 kde.py:24(KernelDensity)
        1    0.000    0.000    0.000    0.000 approximate.py:73(ProjectionToHashMixin)
        1    0.000    0.000    0.000    0.000 approximate.py:92(GaussianRandomProjectionHash)
        1    0.000    0.000    0.000    0.000 random_projection.py:423(GaussianRandomProjection)
        1    0.000    0.000    0.000    0.000 random_projection.py:502(SparseRandomProjection)
        1    0.000    0.000    0.000    0.000 write_json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:140(<listcomp>)
        5    0.000    0.000    0.000    0.000 _strptime.py:222(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        9    0.000    0.000    0.000    0.000 enum.py:597(value)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:56(_NoValue)
        1    0.000    0.000    0.000    0.000 _iotools.py:453(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:461(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _internal.py:671(TooHardError)
        1    0.000    0.000    0.000    0.000 _internal.py:674(AxisError)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:467(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:514(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:537(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1427(WindowsPath)
        1    0.000    0.000    0.000    0.000 _import_tools.py:340(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:203(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:308(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:327(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:335(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:340(ParseResultBytes)
