datetime,SHA_in,SHA_out,SHA_storage,SHA_evap,SHA_tocs_obs,SHA_precip,SHA_in_fix,ORO_in,ORO_out,ORO_storage,ORO_evap,ORO_tocs_obs,ORO_precip,ORO_in_fix,FOL_in,FOL_out,FOL_storage,FOL_evap,FOL_tocs_obs,FOL_precip,FOL_in_fix,SHA_tas,SHA_tasmax,SHA_tasmin,ORO_tas,ORO_tasmax,ORO_tasmin,FOL_tas,FOL_tasmax,FOL_tasmin,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,MKM_fnf,NHG_fnf,SHA_fnf,DeltaOut,SNL_storage,HRO_pump,TRP_pump,FMD_storage,UNV_storage,HHL_storage,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,CAP_swe,RBP_swe,KTL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,SDF_swe,SNM_swe,SLT_swe,MED_swe
1996-01-24,13311.0,3747.0,3482.673,0.0,,1.11,13312.05001610742,9655.0,7594.0,2774.825,0.0,,0.48,9671.670836831949,9012.0,2217.0,394.625,0.0,,,9012.662511443888,,,,,,,,,,,11919.0,4830.818181818182,10451.0,2819.0,3248.0,2873.0,1131.0,1152.0,924.0,14074.0,42523.0,1891.36,6990.0,4210.0,,170.434,,14.76,11.7,10.14,,,14.16,,,7.08,8.88,7.8,9.96,-0.1,9.94,11.32,11.04
1996-01-25,13994.0,3622.0,3503.247,0.0,,0.28,13994.725017467705,12263.0,8368.0,2783.08,0.0,,0.0,12529.895840342022,20996.0,1655.0,432.989,0.0,,,20996.850032571663,,,,,,,,,,,14320.0,4840.090909090909,22277.0,3905.0,6971.0,2460.0,2173.0,2479.0,4119.0,39849.5,44992.0,1902.658,7119.0,4326.0,,171.151,,18.6,16.0,14.07,23.12,16.07,15.96,8.62,,8.64,12.84,9.24,11.52,-0.1,11.52,11.71,11.88
1996-01-26,11000.0,3894.0,3517.341,0.0,,0.0,10999.725011966068,12017.0,10620.0,2777.885,21.0,,0.12,8021.854162256172,8054.0,1990.0,445.002,7.0,,,8053.554176865921,,,,,,,,,,,8941.0,4849.363636363636,9070.0,1555.0,2248.0,1177.0,1222.0,1197.0,965.0,65625.0,44992.0,1909.0,7119.0,4326.0,,171.785,,18.96,16.2,14.66,23.32,16.37,16.08,8.46,,9.24,,9.36,12.0,-0.1,11.91,11.91,12.12
1996-01-27,12888.0,9710.0,3523.644,0.0,,0.81,12887.762505351293,11771.0,12050.0,2778.684,8.0,,1.28,12460.82916734502,9946.0,1957.0,460.847,0.0,,,9945.520846785988,,,,,,,,,,,16497.0,4858.636363636364,11862.0,2927.0,3661.0,3415.0,2148.0,1612.0,2166.0,12663.0,48654.0,1914.104,5803.333333333333,4327.333333333333,,172.613,,19.2,16.7,15.45,,,16.2,,,9.72,14.04,9.84,12.24,-0.1,12.5,13.48,12.36
1996-01-28,11871.0,10981.0,3525.411,0.0,,0.73,11871.862501500354,11525.0,10920.0,2779.749,4.0,,0.0,11460.937500904001,13328.0,1773.0,483.766,0.0,,,13327.995852791966,,,,,,,,,,,13029.0,4867.909090909091,14583.0,2153.0,4468.0,2106.0,2320.0,2683.0,1950.4,12406.0,52316.0,1926.572,4487.666666666666,4328.666666666667,,173.23,,22.2,19.8,18.01,,,18.96,,,11.16,15.48,10.92,14.52,-0.1,14.27,14.66,13.08
1996-01-29,11192.0,12338.0,3523.14,0.0,,0.0,11193.03749807179,8556.0,11268.0,2774.293,18.0,,0.04,8535.266662034595,8836.0,2023.0,497.249,16.0,,,8836.679178113962,,,,,,,,,,,10817.0,4877.181818181818,12557.75,1569.0,2365.0,1460.0,1274.0,299.0,1734.8,9416.0,55978.0,1928.945,3172.0,4330.0,,173.913,,22.44,19.8,,26.4,19.71,19.2,10.22,,11.76,15.72,10.92,14.76,,,,13.44
1996-01-30,9274.0,10418.0,3520.871,0.0,,0.45,9274.045831407026,8395.0,14562.0,2761.945,8.0,,0.04,8344.549989516363,5975.0,3971.0,501.214,5.0,,,5975.020836699672,,,,,,,,,,,9466.0,4886.454545454545,10532.5,1311.0,1469.0,1139.0,955.0,960.0,1519.2,7976.0,60783.0,1932.817,2748.0,4438.0,,174.105,,22.56,20.1,19.0,26.71,19.69,19.32,10.33,,12.12,16.08,10.92,15.12,-0.49,14.66,15.26,13.56
1996-01-31,7906.0,8670.0,3519.357,0.0,,0.2,7906.691665381193,8525.0,14477.0,2749.899,4.0,,0.16,8407.808323105939,5354.0,3953.0,503.991,0.0,,,5353.070835691046,,,,,,,,,,,9116.0,4895.727272727273,8507.25,1848.0,3133.0,1973.0,1347.0,960.0,1303.6,10418.5,68222.0,1934.442,2751.0,4343.0,,174.683,,22.92,20.1,,27.0,19.88,19.68,10.06,,12.72,16.56,11.4,15.48,-0.49,15.06,15.65,13.92
1996-02-01,10699.0,6503.0,3527.679,0.0,,0.0,10698.675007065576,7284.0,14145.0,2736.31,0.0,,0.0,7293.879155129408,5057.0,3524.0,507.033,0.0,,,5057.675002582724,,,,,,,,,,,7174.0,4905.0,6482.0,1426.0,2590.0,1508.0,1739.0,725.0,1088.0,12861.0,74472.0,1931.318,2196.0,4336.0,77.802,175.069,122.635,23.28,20.3,,27.03,20.78,19.68,9.94,19.2,13.2,16.44,11.4,15.84,-0.69,15.26,15.65,14.16
1996-02-02,9199.0,5308.0,3535.25,74.0,,0.0,9199.045839761195,17090.666666666664,12380.0,2726.706,11.0,,0.0,7548.983325179471,4601.0,3099.0,509.994,8.0,,,4599.837502513945,,,,,,,,,,,6919.0,2617.0,5260.0,1695.0,1926.0,1085.0,1659.0,987.0,592.0,8742.0,72383.0,1930.069,0.0,4333.0,78.013,175.585,122.635,23.4,20.2,,,,19.8,,19.32,13.44,16.8,11.52,16.08,-0.69,15.65,15.65,13.92
1996-02-03,11278.0,5694.0,3546.148,89.0,,0.0,11277.408342585986,26897.333333333332,6960.0,2726.181,15.0,,0.4,6710.31249955422,4424.0,3072.0,512.644,16.0,,,4424.0416689165495,,,,,,,,,,,7574.0,3703.0,5593.0,1260.0,2059.0,1094.0,1085.0,316.0,326.0,10815.0,76846.0,1930.069,927.0,4353.0,78.225,176.21,122.464,23.4,20.0,,27.08,20.48,19.8,9.8,19.32,13.56,16.92,11.52,16.2,-0.69,15.65,15.85,14.16
1996-02-04,25516.0,3931.0,3588.635,165.0,,1.83,25516.52920273888,36704.0,7358.0,2783.614,30.0,,3.12,36343.80421542824,19573.0,2436.0,546.617,8.0,,,19572.05419551029,,,,,,,,,,,44968.0,23289.0,29740.0,6515.0,11980.0,9086.0,4184.0,2255.0,2281.0,25983.0,67559.0,1945.328,6955.0,4326.0,82.845,180.477,122.635,23.76,20.2,,27.25,20.71,19.92,10.01,19.56,13.68,18.36,11.52,16.2,-0.89,15.65,15.26,14.52
1996-02-05,46591.0,3075.0,3674.948,0.0,,2.88,46591.137573281,51311.0,18709.0,2850.013,4.0,,0.08,52189.162556373805,46282.0,19775.0,599.195,0.0,,,46283.07504463964,,,,,,,,,,,75247.0,42220.0,61769.0,11902.0,21828.0,9406.0,12162.0,9202.0,3156.0,48519.0,78618.0,1949.838,2407.0,4319.0,27.255,188.534,128.437,25.32,137.8,,29.02,20.24,21.6,84.17,22.2,13.92,16.68,11.28,16.56,,14.47,14.66,15.0
1996-02-06,32139.0,7140.0,3724.534,0.0,,0.63,32139.608375432796,25045.0,19884.0,2860.054,4.0,,0.0,24950.33750852506,23745.0,27944.0,590.855,6.0,,,23745.249992919184,,,,,,,,,,,31763.0,21742.0,28740.0,5885.0,10085.0,4452.0,6419.0,5435.0,1532.0,34684.0,98290.0,1952.847,552.0,4349.0,89.499,192.533,139.623,25.32,1.6,,,,20.88,,20.64,13.92,15.72,11.28,16.44,-0.89,13.88,14.66,15.0
1996-02-07,30502.0,8298.0,3768.483,47.0,,0.0,30502.620870646802,22063.0,25091.0,2854.08,27.0,,0.0,22106.108328261227,14558.0,29494.0,561.191,20.0,,,14558.399974814776,,,,,,,,,,,26617.0,12475.0,16559.0,3789.0,6250.0,3314.0,4321.0,3870.0,1301.0,31680.0,108347.0,1957.239,1417.0,4321.0,90.973,195.124,142.577,25.32,1.6,,,,20.64,,20.64,13.92,15.24,11.28,16.44,-0.89,13.48,14.66,15.0
