datetime,SHA_in,SHA_out,SHA_storage,SHA_evap,SHA_tocs_obs,SHA_precip,SHA_in_fix,ORO_in,ORO_out,ORO_storage,ORO_evap,ORO_tocs_obs,ORO_precip,ORO_in_fix,FOL_in,FOL_out,FOL_storage,FOL_evap,FOL_tocs_obs,FOL_precip,FOL_in_fix,SHA_tas,SHA_tasmax,SHA_tasmin,ORO_tas,ORO_tasmax,ORO_tasmin,FOL_tas,FOL_tasmax,FOL_tasmin,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,MKM_fnf,NHG_fnf,SHA_fnf,DeltaOut,SNL_storage,HRO_pump,TRP_pump,FMD_storage,UNV_storage,HHL_storage,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,CAP_swe,RBP_swe,KTL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,SDF_swe,SNM_swe,SLT_swe,MED_swe
2000-03-08,25073.0,35111.0,3574.097,0.0,,1.91,25072.537483095428,13353.0,17022.0,2763.005,11.0,,0.44,13285.529160355929,8307.0,5868.0,599.018,0.0,,0.63,8307.158337440917,,,,,,,,,,38188.0,14433.0,4336.0,8122.0,2567.0,5106.0,3768.0,3048.0,1432.0,996.0,25486.0,157189.0,1922.33,7636.0,4047.0,80.896,175.005,124.004,42.24,,34.68,42.29,23.6,25.56,11.03,35.96,-12.6,28.44,32.76,31.92,47.76,40.44,46.68,35.28
2000-03-09,27168.0,32674.0,3563.147,15.0,,1.0,27168.37499070313,14380.0,17094.0,2757.705,25.0,,0.44,14446.916662166786,8651.0,5937.0,604.401,0.0,,0.18,8650.929171236885,,,,,,,,,,48878.0,15486.0,8668.0,8289.0,2106.0,4398.0,2773.0,2290.0,1313.0,948.0,26948.0,167653.0,1934.692,3210.0,4038.0,80.68,175.521,123.661,43.08,,35.52,43.11,24.4,26.04,11.64,36.2,47.28,30.96,33.72,32.76,48.36,42.0,47.88,36.12
2000-03-10,24326.0,35557.0,3540.827,22.0,,0.15,24325.999981050096,12870.0,16595.0,2750.296,11.0,,0.04,12870.62916037625,7928.0,5804.0,608.579,18.0,,0.02,7928.408336880524,,,,,,,,,,37594.0,12436.0,5668.0,7767.0,2036.0,3815.0,2135.0,2015.0,1197.0,769.0,24521.0,167878.0,1946.706,4394.0,3715.0,80.358,175.995,123.318,43.8,,36.6,,,26.28,,36.2,48.48,32.4,34.68,33.96,48.72,43.08,48.48,36.6
2000-03-11,25133.0,28823.0,3533.478,15.0,,0.82,25132.87916042716,11673.0,15254.0,2743.032,15.0,,0.08,11606.733327166243,7069.0,5780.0,611.07,33.0,,0.03,7068.879168781617,,,,,,,,,,40237.0,11031.0,5775.0,7183.0,1621.0,3336.0,1836.0,1881.0,1304.0,656.0,25093.0,163902.0,1958.619,2719.0,3588.0,80.358,176.34,123.661,44.04,,36.84,,,26.16,,37.64,48.72,33.0,34.92,34.2,49.08,43.92,49.44,36.84
2000-03-12,22276.0,25634.0,3526.67,15.0,,0.1,22216.63332755323,11346.0,10981.0,2743.824,32.0,,0.0,11412.30000067238,6665.0,5816.0,612.671,42.0,,0.03,6665.170834692609,,,,,,,,,,33932.0,11220.0,5854.0,7099.0,1504.0,3589.0,1721.0,2169.0,1196.0,587.0,22317.0,154853.0,1970.433,7294.0,3587.0,80.358,175.908,124.09,44.28,,36.96,,,25.92,,38.0,48.84,32.88,34.92,34.32,49.2,44.64,49.68,37.08
2000-03-13,19849.0,21248.0,3523.645,126.0,,0.0,19848.895830765014,10547.0,11028.0,2742.636,50.0,,0.0,10479.049998991317,6517.0,5593.0,614.457,24.0,,0.03,6517.4416681829825,,,,,,,,,,30509.0,13573.0,5163.0,6786.0,2261.0,4113.0,1559.0,3084.0,1695.0,532.0,20176.0,145604.0,1976.475,3493.0,3587.0,80.251,176.556,124.004,44.4,,36.96,,,25.68,,38.36,49.08,32.88,35.16,34.44,49.32,44.88,50.16,37.2
2000-03-14,18925.0,19225.0,3522.888,82.0,,0.0,18925.345832690597,9292.0,13626.0,2734.07,50.0,,0.0,9357.308326060756,6517.0,5007.0,617.416,18.0,,0.03,6516.829169178937,,,,,,,,,,27841.0,10702.0,5113.0,6964.0,2265.0,4049.0,1501.0,2483.0,1325.0,463.0,18377.0,137089.0,1981.136,2330.0,3588.0,80.144,177.162,124.09,44.4,,36.96,43.35,24.32,25.56,11.0,38.36,-12.6,32.64,35.16,34.2,49.32,45.0,50.4,37.2
2000-03-15,16768.0,15033.0,3526.166,82.0,,0.0,16767.658336116536,11475.0,14589.0,2727.757,68.0,,0.0,11474.195827973439,6899.0,4546.0,621.988,48.0,,0.03,6899.050003881706,,,,,,,,,,26428.0,12314.0,5454.0,6333.0,2238.0,4441.0,1612.0,2705.0,1534.0,429.0,17297.0,123635.0,1986.18,3289.0,3602.0,80.144,176.534,124.262,44.4,,36.84,,,25.2,,38.36,-12.6,32.28,35.16,34.2,49.32,45.0,50.4,37.2
2000-03-16,16132.0,12925.0,3532.217,156.0,,0.0,16131.712505137366,10079.0,13181.0,2721.323,76.0,,0.0,10013.191661203995,7141.0,4714.0,626.772,15.0,,0.0,7140.933337395025,,,,,,,,,,24089.0,10261.0,5838.0,7156.0,2277.0,4515.0,1503.0,2924.0,1614.0,384.0,16441.0,104472.0,1991.986,3085.0,3600.0,80.036,177.704,124.434,44.4,,36.72,,,24.96,,38.12,-12.6,31.92,35.16,34.08,49.32,44.88,50.4,37.2
2000-03-17,16194.0,8660.0,3546.908,127.0,,0.0,16193.712512472805,10488.0,11052.0,2719.88,96.0,,0.0,10420.487498774992,6648.0,4082.0,631.742,60.0,,0.0,6647.708337552903,,,,,,,,,,24456.0,11968.0,5168.0,7146.0,2120.0,4073.0,1578.0,2623.0,1651.0,359.0,15648.0,86522.0,1997.798,3473.0,3593.0,79.929,177.747,124.606,44.4,,36.6,,,24.84,,38.12,48.48,31.44,34.92,33.96,49.32,44.76,51.48,37.2
2000-03-18,14470.0,6918.0,3561.619,135.0,,0.0,14469.795845823339,10340.0,5218.0,2730.255,90.0,,0.0,10538.729175475215,6426.0,4781.0,634.928,39.0,,0.0,6426.275002704985,,,,,,,,,,21760.0,11838.0,4632.0,7295.0,2389.0,3634.0,1574.0,3195.0,1614.0,327.0,14126.0,72813.0,2002.73,6369.0,3578.0,79.715,179.032,124.692,44.4,,36.48,43.16,23.65,24.72,9.49,38.0,48.36,31.08,34.92,34.08,49.44,44.4,51.6,37.2
2000-03-19,13775.0,6828.0,3575.116,142.0,,0.0,13774.7375114591,8968.0,2227.0,2743.032,100.0,,0.0,8768.737510847908,5810.0,4748.0,637.022,6.0,,0.0,5809.725001777866,,,,,,,,,,19833.0,10505.0,5694.0,6963.0,2380.0,4773.0,1613.0,3162.0,1773.0,295.0,13975.0,66419.0,2014.001,6897.0,3573.0,80.251,180.082,124.865,44.28,,36.24,,,24.24,,38.12,48.36,30.72,34.56,33.96,49.68,44.04,51.0,37.2
2000-03-20,13633.0,7685.0,3586.586,165.0,,0.0,13632.791676404788,10935.0,7537.0,2749.635,69.0,,0.0,10935.01250560609,6363.0,4574.0,640.39,91.0,,0.0,6363.033336192791,,,,,,,,,,19335.0,12680.0,5415.0,6957.0,2385.0,4330.0,1642.0,3065.0,1973.0,318.0,13544.0,61422.0,2017.806,6430.0,3579.0,80.036,180.477,124.951,44.16,,36.0,,,24.12,,37.16,47.04,30.24,33.6,32.76,49.8,42.96,50.76,36.84
2000-03-21,12866.0,7281.0,3597.335,166.0,,0.0,12866.287509126207,9759.0,6569.0,2755.851,123.0,,0.0,9825.900005277435,5875.0,4561.0,642.863,67.0,,0.0,5874.80416876632,,,,,,,,,,18602.0,10756.0,4719.0,6069.0,2072.0,3330.0,1411.0,2642.0,1568.0,265.0,12588.0,59055.0,2021.486,4634.0,3567.0,80.251,180.609,124.52,44.04,,35.64,,,23.88,,36.8,47.16,29.88,33.24,32.76,49.68,42.36,50.28,37.08
2000-03-22,12189.0,5974.0,3609.363,151.0,,0.0,12189.116676878535,8874.0,7230.0,2758.896,108.0,,0.0,8873.187502585293,5762.0,4539.0,645.248,21.0,,0.0,5762.4375020249,,,,,,,,,,17629.0,9691.0,4595.0,5639.0,1965.0,3305.0,1324.0,2875.0,1450.0,267.0,12269.0,52589.0,2025.295,5800.0,3571.0,80.358,180.763,124.434,44.04,,35.52,,,24.0,,36.68,47.28,29.52,32.88,32.88,49.56,42.24,49.92,37.08
