,high-potential-random,upper-random,lower-random,high-potential-lower-random,high-potential-higher-random,upper-lower-random,all-random
0,0.04877317499468968,0.07955718894267712,0.034815548844862425,0.097456661490745,0.012832741754106447,0.05425707126743752,0.0569025140387287
1,0.057904238199597315,0.052656661627274684,0.033170252509204357,0.09081482095914303,0.007851212882750954,0.02122966523870229,0.08086400652525311
2,0.1520134520338702,0.11746925565634199,0.11194434630564426,0.17806037676274689,0.12110801197231187,0.08521118692977758,0.03074532815136587
3,0.1373992573572914,0.10155949260094445,0.06685617202096863,0.1330985552992846,0.182057793922355,0.061525960957130504,0.007447641579452635
4,0.051282500312537754,0.017279675682838617,0.009825293734429362,0.092352639664743,0.01360980277057158,0.00965314369314832,0.0
5,0.08958706563790893,0.03850848279264265,0.050612024026244734,0.10534555227031028,0.14385298962575224,0.021626956189494055,0.009601061562118927
6,0.016601110987063964,0.019069528212620295,0.009245355209397349,0.04147950900321147,0.0,0.0157936860048455,0.00034035058385676725
7,0.06471161600294946,0.0347403535256962,0.014196250726458044,0.08300277192864142,0.10940888806309995,0.029483664910142746,0.005227707869342551
8,0.03683870064555054,0.07062252192014214,0.05318789707677814,0.0881762791882643,0.14396763754947192,0.022046060964122795,0.009410056009126836
9,0.003941236544435199,0.007307501379475146,0.015050109166618116,0.027500389510382126,0.02333407642260577,0.0021574681815888512,0.011139535041046329
10,0.06200025320213362,0.04065046101371623,0.050779168302911876,0.061291421524305445,0.006591377365516566,0.026368643891891995,0.0002588015575114283
11,0.19336790485863775,0.09363942278203656,0.06859626143332707,0.19541382470227756,0.0,0.05780962710270104,0.0017196774610857548
12,0.12512347649832192,0.13373270877385315,0.08883387936659472,0.08210778486935143,0.15743727011962613,0.08352011447778421,0.0015419543454632714
13,0.0004760172436516152,0.012838486531160808,0.015465471272586722,0.0679868829095265,0.27502121373221,0.0009187886795909092,0.026531181097211025
14,0.011542653387809217,0.0185283941033849,0.01123506392288243,0.01238121021794335,0.08851041447676782,0.0007081428469650978,0.015894670772960723
15,0.0,0.010833852924414689,0.0,0.010230176434448934,0.22071206275894859,0.0,0.0
16,0.0004850116516927573,0.0001131618874546464,0.00011180682365710291,0.0022234485877962503,0.8839561302017298,0.0,0.0005982142246149612
17,0.0,0.009959794978315895,0.017244431073114304,0.06990504887760891,0.06922738399723262,0.0,0.021520475202836887
18,0.025164502392187052,0.06233466832576081,0.11246533703861987,0.09989925479839873,0.0027376538400316367,0.0522632325871717,0.04380768367078981
19,0.01153414260868008,0.028876491099660194,0.03056544441594901,0.03731832295069403,0.03731832295069403,0.012952920804977912,0.012922148104495408
