,FOL_fnf,ORO_fnf,TRR_fnf,ISB_fnf,PNF_fnf,MRC_fnf,MIL_fnf,NML_fnf,TUL_fnf,DPN_fnf,SHA_fnf,YRS_fnf
1994-10-01,5.2202654,34.75593,6.2973256,10.996531,10.484129,11.537288,9.303525,10.522331,1.5454148,6.689914,122.57257,11.368599
1994-10-02,5.4426465,34.802017,6.305749,11.041335,10.506692,11.549892,9.347539,10.532078,1.549287,6.710087,103.96132,11.542725
1994-10-03,5.371672,33.771667,6.303064,11.008803,10.502899,11.549976,9.341524,10.532743,1.5483984,6.7108793,93.60852,11.300972
1994-10-04,5.285254,32.15293,6.306023,11.002034,10.518629,11.548924,9.335631,10.532284,1.5532811,6.7098255,88.145645,11.1013565
1994-10-05,5.202767,31.113514,6.357158,11.115949,10.787303,11.570402,9.4806595,10.533729,1.5637866,6.73991,84.591866,10.932234
1994-10-06,5.131801,30.29595,6.349578,10.965161,10.830068,11.554369,9.393476,10.530779,1.5592238,6.735299,81.96358,10.800715
1994-10-07,5.0734587,29.680737,6.4156184,10.946796,10.628393,11.604095,9.352142,10.534376,1.5935224,6.833938,80.065796,10.7001
1994-10-08,5.2873263,29.222525,7.1732016,12.20875,13.661043,13.188004,11.320274,10.791838,1.8857477,8.266041,79.60366,10.616645
1994-10-09,6.1514373,28.78154,8.756561,14.00341,14.427675,12.9410515,10.568626,11.915594,3.8624606,10.027729,79.51866,10.560459
1994-10-10,4.9957733,28.459179,9.792974,18.133158,12.685347,11.737447,9.667509,10.543385,2.3442023,6.9339533,77.622665,10.4942875
1994-10-11,4.9714527,28.206827,7.750768,12.266151,12.210479,11.689861,9.5961,10.544318,1.8696356,6.875111,76.893715,10.451908
1994-10-12,4.9453197,27.989405,7.3783092,12.023558,11.992638,11.690349,9.59337,10.54557,1.8095895,6.8828588,76.255974,10.412466
1994-10-13,4.919139,27.783989,7.152053,11.863041,11.849385,11.683532,9.592602,10.545977,1.7807137,6.8825817,75.626,10.375921
1994-10-14,4.8917375,27.593548,7.6736317,11.915758,14.022517,11.74831,9.644645,10.54697,1.9848533,6.9112673,75.03398,10.339686
1994-10-15,4.862949,27.396408,7.9024506,11.735909,15.772282,12.063147,11.262037,10.55945,2.024333,6.990278,74.47396,10.301144
1994-10-16,5.4766498,27.71994,7.8158,11.613088,12.958208,11.807442,9.9028425,10.779165,1.8282098,7.156949,74.27893,10.50827
1994-10-17,36.99688,88.357285,11.389835,12.041473,20.250011,19.003447,20.682077,16.579506,3.1950812,19.003561,224.39398,44.07536
1994-10-18,100.74499,67.79288,11.7897415,11.714616,20.293785,51.931515,24.361996,47.983124,3.0286937,227.8074,236.57886,52.566204
1994-10-19,77.11368,131.30731,12.200182,11.891832,22.389324,30.756538,25.670431,37.200085,5.628132,88.46722,361.47806,76.70755
1994-10-20,171.16397,166.44913,10.378494,11.690175,18.72312,19.780972,19.562243,24.082281,2.704834,38.405205,242.69012,149.87572
1994-10-21,340.3752,293.65356,9.770146,11.673273,17.352243,67.38242,17.969078,64.99516,2.6509047,259.796,662.66504,270.55814
1994-10-22,1093.7738,817.58093,10.333384,11.737005,24.097311,160.41034,56.896397,220.96927,3.6069484,412.0048,844.79877,819.8322
1994-10-23,192.11775,219.22205,10.948266,11.645225,23.627031,60.162502,42.903397,62.785637,3.8217254,126.04249,296.58395,148.16612
1994-10-24,94.9414,120.72497,9.763889,11.615593,20.159117,33.59278,27.537306,34.260418,3.3354826,61.0465,195.13242,75.2139
1994-10-25,64.71628,90.00988,8.886768,11.545886,17.695871,25.955074,21.676548,25.907587,2.8659234,42.032448,158.02316,54.10397
1994-10-26,50.986053,75.7826,8.334861,11.474921,16.16579,22.13023,18.665546,21.87397,2.553681,32.641987,141.69421,44.850224
1994-10-27,107.48482,173.56918,8.001129,11.411721,15.210186,25.253735,17.405735,26.656452,2.3589156,42.321053,465.562,96.003365
1994-10-28,64.074196,99.0036,7.829569,11.358275,14.6750345,23.819073,16.926609,24.32093,2.2431998,40.3182,190.1234,60.1685
1994-10-29,49.913963,86.26973,7.670994,11.311884,14.227608,20.864391,15.976923,20.90015,2.1613984,31.405739,156.92064,51.214535
1994-10-30,44.43933,89.10789,7.553684,11.271285,13.832491,19.045618,15.086065,18.8822,2.1080647,26.432291,146.77144,52.33023
1994-10-31,38.873703,74.86226,7.4553776,11.235781,13.506642,17.862648,14.3962345,17.525099,2.064554,23.22846,135.22127,43.472946
1994-11-01,34.769726,66.25267,7.3510423,11.204964,13.230907,17.056236,13.842158,16.554903,2.0225723,21.008497,126.98782,38.24944
1994-11-02,31.22924,60.38113,7.249459,11.177015,12.987499,16.441168,13.369755,15.80736,1.979469,19.348032,120.234024,34.47839
1994-11-03,28.744478,56.1935,7.1539793,11.150389,12.7645855,15.899831,12.950713,15.188833,1.9358732,17.933659,114.450775,31.95454
1994-11-04,30.673725,53.511913,7.0668993,11.125146,12.562919,15.439062,12.587354,14.753674,1.8956809,16.779274,130.2072,31.914104
1994-11-05,276.91495,89.48121,10.7808275,14.417793,26.564373,70.6983,45.60653,75.01136,7.425011,174.77869,183.83281,176.60167
1994-11-06,118.65184,72.898865,13.370138,12.689893,25.820717,49.526493,46.03985,53.72228,4.8064637,110.390434,143.92995,85.40152
1994-11-07,73.1846,64.95981,11.300857,11.658112,23.365692,31.404022,31.538431,32.375088,4.48755,56.796776,130.51659,58.79606
1994-11-08,57.2265,59.851635,9.897366,11.811726,22.435635,26.142393,26.392054,25.891054,3.717743,44.923233,123.147934,48.71728
1994-11-09,47.86679,55.922337,9.1076145,11.765581,21.72838,22.834835,25.179193,22.542074,3.1952271,34.831802,117.5188,42.581375
1994-11-10,42.064705,53.01291,8.599215,11.626521,19.337189,22.218464,24.405537,20.48469,2.851574,31.064398,113.217575,38.772434
1994-11-11,57.03894,94.06234,8.250125,11.653602,18.70979,20.637955,21.713709,19.573074,2.6183982,29.335764,355.9553,79.24204
1994-11-12,576.1327,398.45712,8.274165,11.621424,25.291355,124.77693,47.89069,150.70544,2.510189,274.05298,380.71085,446.9636
1994-11-13,206.71297,185.84113,18.242792,19.616404,44.452564,88.73845,78.763176,81.66167,12.503903,161.72237,253.30415,157.1989
1994-11-14,177.90764,171.09122,14.282098,14.429995,31.963455,50.344917,45.821285,53.00968,11.107889,91.33811,189.8277,181.05173
1994-11-15,184.80484,127.54607,14.574545,14.662213,31.007774,62.429092,47.985935,62.81196,7.6980543,105.6062,165.2526,118.70051
1994-11-16,126.44392,111.17449,99.20393,26.250639,81.278206,72.11219,81.18312,48.7361,52.58271,79.85987,149.92274,89.833405
1994-11-17,91.36131,98.55387,30.280443,23.01661,43.846954,43.073467,50.30571,36.335316,21.042763,58.185455,140.04987,79.22022
1994-11-18,78.18713,87.337036,19.072157,19.776491,33.914265,37.664375,39.20084,33.268562,11.578673,51.347557,132.62416,70.21697
1994-11-19,74.119896,76.51432,16.268843,18.98136,31.653484,34.10254,35.332706,36.168137,8.295412,59.764923,127.12079,64.09066
1994-11-20,74.64363,70.13514,13.545162,18.033077,28.586685,33.928555,37.30474,35.046204,6.607409,56.098877,123.47218,59.335644
1994-11-21,63.73401,65.14233,12.693158,16.313824,28.798515,31.060898,36.983353,30.0247,5.5199556,48.546394,119.197754,52.285717
1994-11-22,55.725464,61.957,11.53289,16.646826,26.57177,30.632664,35.747837,27.48061,4.6718845,43.631744,115.4173,48.67224
1994-11-23,53.6905,59.946533,10.552441,15.982534,25.566391,29.263222,31.310266,26.468525,4.1440578,38.93815,113.43948,47.10908
1994-11-24,77.025314,173.76718,10.124769,15.686144,31.374748,29.723042,33.535873,32.226646,3.827124,43.421524,319.27774,129.68172
1994-11-25,156.03526,224.84518,9.730416,15.727413,31.573452,30.443298,35.776978,37.17515,3.6134963,50.616615,312.9945,189.90244
1994-11-26,819.75433,576.05817,24.577425,18.476706,160.95604,175.17604,212.62799,157.59131,5.9923453,347.57037,585.90717,574.9579
1994-11-27,1583.6547,1699.0165,360.43454,56.06035,1195.2208,886.0448,1771.9364,605.8039,136.29785,1500.1047,866.0169,1376.9119
1994-11-28,304.95673,354.85153,122.97487,67.33873,280.48764,157.58524,334.57394,122.02731,96.839386,256.75513,363.08755,226.7519
1994-11-29,212.72015,247.73618,49.679752,37.094254,123.08233,81.11571,145.12349,69.19509,31.04843,136.12213,274.11667,171.51608
1994-11-30,159.69096,192.9078,31.331709,29.220846,80.14289,61.50627,96.02223,53.146076,18.357723,99.82327,239.80624,134.51848
1994-12-01,135.35141,158.60294,25.094938,25.211607,64.896904,54.922497,78.804985,43.443,13.307376,82.90365,210.95306,112.2488
1994-12-02,120.10514,136.89148,24.974913,26.459402,56.48179,49.773056,65.914406,40.811375,13.380685,74.059586,194.50417,100.02498
1994-12-03,118.32409,130.19601,27.207193,23.631987,53.19966,46.51167,59.027283,36.236977,14.508912,68.58829,198.95847,100.47924
1994-12-04,114.166306,124.736176,24.820692,22.877832,50.385075,44.43514,54.546898,35.058376,14.831153,65.19679,191.93489,93.80204
1994-12-05,106.56264,116.48079,22.981524,21.107813,47.065445,43.438663,50.85764,33.807144,14.136938,64.02195,179.1609,86.51142
1994-12-06,99.73083,109.445404,21.215462,20.203142,42.446724,41.335655,47.119923,32.107445,14.411086,59.52707,174.73805,80.21846
1994-12-07,93.49564,105.30912,18.641832,19.852983,39.52275,39.97356,44.13927,30.606667,9.864732,56.40828,168.83032,78.00654
1994-12-08,90.37123,103.42003,18.085642,19.092718,37.442944,38.77731,43.931263,29.61479,9.111692,57.964935,169.22763,74.38168
1994-12-09,89.82183,100.16272,18.66002,21.004385,41.890907,37.927013,43.222454,29.102991,13.6873,54.800926,173.04338,72.618835
1994-12-10,85.65291,98.609856,16.811108,20.065619,36.36442,37.063572,42.15318,29.526318,7.2230425,55.036552,177.85817,69.489525
1994-12-11,84.23248,96.03109,16.384855,21.097544,35.281773,36.348015,39.334286,30.447397,6.6640835,52.78499,172.07245,74.21639
1994-12-12,83.03461,96.89978,17.196909,19.142042,35.691315,35.855236,37.398266,29.03104,6.0188727,52.639748,165.01031,69.710304
1994-12-13,81.61741,95.10165,16.111164,18.835783,34.872856,35.874672,35.987583,28.509632,5.9954257,51.66133,160.08778,66.92281
1994-12-14,80.4354,93.54198,16.14855,18.236666,33.01259,36.02233,35.0474,28.10531,5.463323,49.766342,154.95097,65.40633
1994-12-15,95.092735,106.69866,17.357141,17.843592,32.501255,38.478966,34.900063,30.045084,5.203201,52.39428,159.82472,70.829666
1994-12-16,108.23629,119.729416,18.29718,19.339407,34.0276,41.772717,36.249615,33.62335,5.814146,57.392082,160.04309,76.54476
1994-12-17,91.998695,106.29392,18.060938,18.845636,33.932457,38.973152,35.964954,31.710402,5.6710396,53.892235,153.90547,68.66363
1994-12-18,81.58709,95.02519,17.123943,18.473394,33.972492,36.93851,34.97951,30.169527,5.3429894,51.80478,148.67377,63.041904
1994-12-19,72.248245,87.60974,17.60404,18.59176,33.157104,34.817425,34.24779,28.395866,4.7867584,49.856926,144.02158,57.702797
1994-12-20,67.109184,83.288994,15.549431,18.783224,32.731197,34.00606,34.678112,27.639315,4.4202313,49.193962,139.2447,54.554947
1994-12-21,65.363014,80.71109,14.765965,18.344675,32.940258,33.701527,34.872395,26.447964,4.033702,46.698685,136.50658,52.770123
1994-12-22,64.78736,78.878494,14.120693,17.469397,32.3043,33.467182,34.363052,25.94827,3.7998714,45.45571,134.6943,52.143024
1994-12-23,73.964134,79.35264,13.844891,17.154116,31.59488,32.846207,33.474907,26.143362,3.710271,44.42939,135.21875,54.53494
1994-12-24,111.86396,91.81101,13.962814,17.092125,32.39218,41.107662,35.89526,36.615334,3.7224202,63.72236,155.0309,81.5769
1994-12-25,111.98981,97.12956,14.5797,16.989635,33.043613,42.24888,36.771202,39.308884,4.028559,68.019005,164.98422,78.43655
1994-12-26,92.84237,94.28618,16.491539,16.711815,33.313007,38.803673,36.258297,34.71084,5.220023,60.32802,160.56589,66.94083
1994-12-27,82.5004,91.04247,15.683411,16.617016,32.379074,36.00064,35.019173,31.769152,5.6318364,54.753807,151.58409,61.66978
1994-12-28,75.74691,86.55101,14.664471,16.306274,30.946533,34.10171,33.74103,29.639221,5.2483773,50.397858,145.32605,57.568546
1994-12-29,71.32361,83.37534,14.018885,16.290335,29.934723,32.678493,33.29927,28.21099,4.8485723,47.51319,141.28441,55.04608
1994-12-30,115.98275,150.478,17.59141,22.55792,35.816723,56.22714,51.804058,46.591583,12.988306,71.52138,142.34271,94.99628
1994-12-31,219.60287,191.11252,48.05043,62.336338,93.26308,115.177246,133.37576,86.450806,30.922712,151.07094,149.55176,135.85315
1995-01-01,252.24792,370.00787,43.154293,56.182404,108.22637,79.02506,114.39958,67.6416,23.028383,117.125175,146.77254,236.52133
1995-01-02,167.12746,245.11789,31.549963,105.2097,66.36046,56.238197,72.13718,48.881374,23.559416,83.70975,145.97527,141.45596
1995-01-03,117.60583,172.01688,86.444725,167.9687,89.96888,50.17328,74.82348,40.46188,39.699238,69.81879,140.7648,96.671974
1995-01-04,101.424934,144.16794,54.6208,116.317024,91.19889,50.181877,86.36126,37.837605,33.460915,67.94212,137.54832,83.53697
1995-01-05,92.216965,127.57292,32.107304,64.407005,58.863224,44.483387,62.29871,34.789066,20.321346,61.29106,134.34026,75.26426
1995-01-06,84.87718,115.96059,25.311758,48.229347,50.032356,41.6211,53.010532,32.31068,14.644224,60.12493,131.2605,69.029564
1995-01-07,79.29486,107.9636,22.040676,40.809155,45.119453,40.757,49.268635,30.688272,11.621418,60.99485,128.22408,65.574875
1995-01-08,71.985695,100.758255,20.422228,37.17854,44.227467,40.86142,48.277393,29.451824,9.938781,55.687424,124.88617,61.008064
1995-01-09,66.11775,94.102974,19.627216,35.206882,45.24523,40.096172,46.91558,28.280558,8.803119,50.151604,121.34859,57.041897
1995-01-10,63.77948,89.74501,18.649502,32.52785,44.82826,37.73336,44.61822,27.544458,7.8709674,46.96866,118.837845,55.30542
1995-01-11,62.633537,87.08849,17.68612,30.62013,41.37366,36.464943,42.634445,27.298674,7.1689878,44.93107,117.54239,55.160217
1995-01-12,61.377556,84.685616,17.046076,29.910162,38.834534,35.831924,41.22886,27.143438,6.651534,43.013374,116.232376,53.830593
1995-01-13,60.885025,83.18189,16.781929,28.85193,37.607536,35.8255,40.57479,27.376135,6.326186,41.909294,115.68355,52.592873
1995-01-14,59.742287,81.244354,16.45379,27.019438,36.043396,35.173637,39.475708,27.472137,6.1048203,41.105644,114.25119,50.922203
1995-01-15,57.74389,79.11607,15.881047,25.39086,34.31593,33.403442,38.344296,26.879658,5.7588463,39.471054,112.410065,49.17892
1995-01-16,56.76053,79.64255,15.314531,24.290262,32.729538,32.25015,36.767242,26.301847,5.445849,38.377403,112.43016,49.110966
1995-01-17,280.67972,250.10925,31.280317,29.401087,78.8686,116.2111,107.64258,115.18347,12.778506,175.75578,235.45189,211.1568
1995-01-18,703.09424,461.38306,292.2527,110.091,1019.8653,658.90314,1121.9828,432.3988,69.94431,940.4698,339.2579,401.14874
1995-01-19,2040.5197,2258.454,473.6819,483.50867,1405.6469,859.8696,1518.9159,838.59674,188.87582,1488.3047,975.6953,1669.607
1995-01-20,1497.811,2119.632,609.5858,739.21344,1309.6144,565.42303,1231.0583,604.8521,378.7253,1081.0347,1698.7769,1181.2218
1995-01-21,843.1617,1650.3157,156.71767,172.99696,359.07764,253.15335,435.24402,264.86005,82.66833,474.02313,1102.2496,943.6708
1995-01-22,2209.2114,2128.7754,364.31638,232.88652,1044.2375,725.37396,1280.779,768.52185,140.22533,1429.8036,1568.0471,1614.3248
1995-01-23,1672.397,2035.8046,362.94553,338.88297,898.232,721.59015,1225.0574,700.4095,215.98392,1409.8505,1292.7292,1402.4609
1995-01-24,2876.5364,4455.62,342.93814,240.28806,1024.4976,977.4605,1392.0287,1085.2238,113.01446,1915.325,3743.755,2604.1763
1995-01-25,9410.517,9608.694,739.86755,598.4071,4130.437,4233.162,6873.4565,3826.4224,230.41963,7399.98,6559.6934,6340.502
1995-01-26,3341.0132,2328.1702,1082.448,1249.0269,3731.4163,2274.613,4119.1206,1905.6149,510.95554,3816.491,2333.856,1688.205
1995-01-27,805.10333,988.53723,194.40964,251.0284,540.27466,339.72385,568.4302,294.76248,122.39712,574.07074,939.8578,536.8858
1995-01-28,580.82294,737.7506,124.44082,158.86783,353.98737,244.26146,390.46582,217.42162,75.37282,408.43,669.9691,387.13806
1995-01-29,819.77124,932.238,156.13152,176.30261,409.28635,326.24606,484.38327,281.3595,101.718796,528.1333,721.85974,558.21655
1995-01-30,541.6492,671.28125,128.1298,150.103,322.6262,231.32124,376.3946,206.84563,90.10297,382.8816,575.6578,358.84677
1995-01-31,707.1997,752.68665,172.44748,182.30278,441.35074,315.4766,430.564,245.62273,148.56671,486.28568,687.9239,448.0087
1995-02-01,494.2481,591.29645,119.412285,144.18097,284.138,205.3958,314.22,180.22408,97.55416,343.40863,571.3915,346.67807
1995-02-02,791.02966,741.25806,161.12521,129.371,364.84027,370.0756,451.78494,275.92676,113.825325,560.62946,634.9525,487.141
1995-02-03,488.3839,575.26624,111.73248,117.67685,258.02954,206.26791,303.8036,167.35211,87.83493,337.5463,557.0133,330.69092
1995-02-04,367.37885,462.60147,85.49679,98.69773,205.76544,158.3551,238.24466,134.49146,62.827034,262.14362,477.20956,253.22699
1995-02-05,316.3002,405.47577,73.55852,88.096825,179.40538,137.92496,211.81734,120.84058,52.568733,233.04846,445.6593,218.69255
1995-02-06,295.3779,382.89517,68.0463,80.47125,164.63887,125.77374,198.96576,111.46665,46.84792,213.45593,447.91425,206.3599
1995-02-07,327.27502,501.6647,62.945976,75.42479,153.49342,117.63305,181.39932,111.667465,43.154037,209.39503,749.0842,267.327
1995-02-08,463.96582,687.5577,76.9752,84.73454,185.91118,131.84537,212.37859,147.31749,65.740555,260.36133,760.5774,348.7548
1995-02-09,728.43994,1217.4551,63.086784,79.44528,148.83165,137.46027,177.92062,184.69588,48.681343,313.69296,1220.8557,639.25244
1995-02-10,1771.2327,1320.2557,270.33105,182.83638,570.91376,617.16064,837.2733,557.80914,296.71097,1088.2633,1121.2931,796.9308
1995-02-11,577.77185,648.6816,111.73259,142.50606,231.41206,190.18173,288.46167,180.00562,104.470604,335.3839,698.8106,375.18198
1995-02-12,522.556,599.9399,83.64696,106.34556,185.69388,157.31271,234.15738,155.49875,72.436195,280.59857,637.30035,345.18552
1995-02-13,425.75027,480.19083,76.64226,99.45301,180.20084,144.67061,229.23505,151.26425,59.925747,252.84352,562.1944,273.63315
1995-02-14,367.63824,403.68997,73.79266,102.144196,175.96118,135.09605,210.07385,138.27377,53.415527,228.53777,469.69415,230.82072
1995-02-15,296.60062,345.97003,68.01098,126.08552,162.77419,119.22912,187.52734,116.603645,52.763954,198.29616,402.03632,188.82588
