,FOL_tas,ORO_tas,SHA_tas
2089-10-01,298.39212,300.20248,300.1998
2089-10-02,300.01605,302.1903,301.8067
2089-10-03,299.3805,302.60736,302.43948
2089-10-04,299.061,302.01538,301.72504
2089-10-05,299.2566,301.40857,300.92386
2089-10-06,297.41367,300.39893,299.70343
2089-10-07,297.27933,300.02603,300.24
2089-10-08,295.67477,298.66608,298.52786
2089-10-09,294.6157,297.26514,298.26404
2089-10-10,294.2035,297.22208,296.9044
2089-10-11,293.99435,296.04596,296.36462
2089-10-12,294.73987,298.38617,298.87918
2089-10-13,297.3385,299.76248,299.82977
2089-10-14,298.08453,301.10834,301.13367
2089-10-15,298.7467,302.79065,303.68994
2089-10-16,298.74875,302.7309,302.67447
2089-10-17,294.65332,297.7459,298.84183
2089-10-18,290.2064,293.42947,294.86465
2089-10-19,290.1048,292.76166,293.2153
2089-10-20,290.80762,292.20886,293.81207
2089-10-21,291.34122,293.33786,294.13263
2089-10-22,291.4585,293.47507,294.14337
2089-10-23,288.2434,290.5902,290.54483
2089-10-24,292.64374,293.55914,291.60382
2089-10-25,294.6505,295.90955,294.50412
2089-10-26,292.69604,296.05298,296.34106
2089-10-27,289.0379,291.90796,292.5636
2089-10-28,288.56787,290.56274,290.78372
2089-10-29,287.30756,290.03186,290.481
2089-10-30,284.51938,287.12265,287.7345
2089-10-31,286.18365,287.486,286.43433
2089-11-01,287.0058,289.0323,287.24323
2089-11-02,288.01703,288.82397,287.63773
2089-11-03,289.37164,288.71225,287.79547
2089-11-04,289.16522,290.4886,290.20404
2089-11-05,282.08194,286.0549,287.39508
2089-11-06,278.6587,282.34866,282.58844
2089-11-07,278.77542,280.77206,280.6903
2089-11-08,281.46524,282.39102,279.6156
2089-11-09,283.57474,283.017,280.5475
2089-11-10,284.56207,286.49683,286.1986
2089-11-11,283.16864,286.2973,288.07495
2089-11-12,283.83298,286.41113,287.1811
2089-11-13,281.94806,283.86642,285.0616
2089-11-14,279.99707,283.4653,284.96082
2089-11-15,281.99072,285.3593,286.46716
2089-11-16,283.48407,285.77988,285.8132
2089-11-17,285.2515,284.13416,283.83395
2089-11-18,287.98117,283.3473,283.19464
2089-11-19,289.1105,285.9042,286.38208
2089-11-20,289.7934,290.25345,287.37625
2089-11-21,290.20898,289.05084,285.14337
