,FOL_pr,ORO_pr,SHA_pr,YRS_pr
2089-10-01,0.0,0.0,0.030202124,0.0
2089-10-02,0.0,0.08865561,0.22973019,0.0041427305
2089-10-03,0.0,0.5373295,0.11866133,0.011879654
2089-10-04,0.0,0.0,0.0023036925,0.0
2089-10-05,0.028911632,0.021286547,0.0009056109,0.03434237
2089-10-06,0.0002469201,0.0074005644,0.01575308,0.0
2089-10-07,0.019162692,0.068478346,0.0016613514,0.006688658
2089-10-08,0.4955109,0.26862913,0.77332443,2.2639173e-05
2089-10-09,1.5238719,0.048188083,0.6986008,0.072016045
2089-10-10,0.19753967,0.08901524,0.019289963,0.065772824
2089-10-11,0.081670426,0.09742212,0.058637775,0.114287265
2089-10-12,0.011354894,0.0002566364,0.0,0.00021006339
2089-10-13,2.471412e-08,5.2070933e-05,0.0,0.00013637006
2089-10-14,0.016463794,0.019202126,0.0004840227,5.5009714e-06
2089-10-15,0.058863528,0.0044800453,0.0,0.00074856705
2089-10-16,1.3894286,0.7370868,0.19992211,0.89691615
2089-10-17,19.491041,19.6965,20.425224,25.395128
2089-10-18,29.188578,7.4181376,12.262481,17.94728
2089-10-19,15.083559,18.065832,18.739244,26.339968
2089-10-20,24.756968,10.654338,9.694533,22.474085
2089-10-21,43.577316,26.161047,28.127302,46.34772
2089-10-22,64.59826,39.625786,18.182331,68.51367
2089-10-23,0.61667913,1.059803,2.8247862,1.0316813
2089-10-24,0.0,0.0,0.0011099946,0.0
2089-10-25,0.0,0.0,0.00013705467,0.0
2089-10-26,0.0016885153,0.050335307,0.8664979,0.01020494
2089-10-27,11.054509,12.340923,17.651955,13.6248045
2089-10-28,0.012367528,0.0075480687,0.04604787,0.0014290732
2089-10-29,0.7910206,3.877374,1.8301243,4.1955237
2089-10-30,0.24012756,0.3743755,0.6308518,0.34880722
2089-10-31,0.016050478,0.03496217,0.21028562,0.010400616
2089-11-01,0.018611442,0.055352267,0.11235693,0.017756604
2089-11-02,9.955429e-06,7.429876e-05,6.0897935e-05,0.0
2089-11-03,0.0,0.0,0.0019981877,0.0
2089-11-04,3.6847868,1.28989,6.7967877,3.5271306
2089-11-05,36.216652,9.234683,4.058368,27.581963
2089-11-06,0.1314768,0.20750351,0.024919441,0.2672204
2089-11-07,0.14725597,0.10155723,0.121520504,0.09359041
2089-11-08,0.0023256626,0.0038826591,0.009116179,0.0005723297
2089-11-09,0.00016245028,5.970503e-05,0.00059539464,1.963631e-05
2089-11-10,0.00082564936,0.0007824647,0.055399258,0.00011143919
2089-11-11,8.474599,14.7298155,22.687399,19.365568
2089-11-12,60.454067,27.62943,9.392424,52.196407
2089-11-13,1.1050391,0.8554045,1.0739042,1.6033043
2089-11-14,13.870326,8.952289,1.3050373,20.292078
2089-11-15,9.299294,0.43848917,0.03820367,1.8502563
2089-11-16,0.118930906,0.03571513,0.0051739644,0.050242566
2089-11-17,0.019458305,0.0001647598,1.0785439e-05,0.00065112504
2089-11-18,0.017688658,0.0008053027,0.0,0.0038191997
2089-11-19,2.9773246e-06,0.00022928338,0.0,9.855677e-05
2089-11-20,0.0,0.001476338,0.000717218,0.0
2089-11-21,0.002557894,1.2196992e-05,0.0,0.00017022305
2089-11-22,0.0,0.0,0.0,0.0
2089-11-23,0.000575368,0.0029610333,0.10933633,0.001397555
2089-11-24,10.912697,22.836414,25.379671,26.463501
2089-11-25,8.410246,3.3034825,2.7815933,7.488172
2089-11-26,65.387695,45.25244,31.130413,60.95664
2089-11-27,65.91122,53.966244,20.26234,72.246735
2089-11-28,4.587893,4.563399,1.6028123,4.102161
2089-11-29,2.5883698,2.2524137,1.800803,3.51057
2089-11-30,0.050598517,0.13933413,0.39599603,0.03892142
2089-12-01,0.0018381259,0.018544197,0.0018620389,0.006481233
2089-12-02,0.4873363,0.6236911,2.610871,0.76457214
2089-12-03,0.980449,3.6135383,7.88454,1.8872348
2089-12-04,0.6303406,1.2203779,0.26087862,0.34261635
2089-12-05,0.095258385,0.0045838607,0.0,0.010269916
2089-12-06,0.0,0.0,0.0,0.0
2089-12-07,0.0,0.0,0.0,0.0
2089-12-08,0.0,0.0,0.0,0.0
2089-12-09,0.0,0.0,0.0,0.0
2089-12-10,0.0,0.0,0.0,0.0
2089-12-11,0.0,0.0,0.0,0.0
2089-12-12,0.0,0.0,0.0,0.0
2089-12-13,0.0,0.0,0.0,0.0
2089-12-14,0.03731853,0.0026154267,0.001510236,0.00026014986
2089-12-15,6.115857,6.235942,1.4154751,2.942246
2089-12-16,0.62261367,0.44166273,0.03291705,0.7929415
2089-12-17,0.011068949,0.0,0.0,0.0031353058
2089-12-18,0.00027726335,1.1444092e-05,0.0,0.0002746582
2089-12-19,0.0,0.0,0.0,0.0
2089-12-20,0.0,0.0,0.0,0.0
2089-12-21,0.0,0.0,0.0,0.0
2089-12-22,9.1552734e-05,0.0,0.0,0.0
2089-12-23,5.381091,2.288958,1.8850826,2.9406445
2089-12-24,7.523618,3.3656359,4.5711904,6.9761004
2089-12-25,0.9157648,0.91361076,1.4238704,0.5413333
2089-12-26,0.34999755,2.363268,0.8537685,0.8729578
2089-12-27,0.13799788,0.056806162,0.008730607,0.060039833
2089-12-28,2.2329934e-06,9.63713e-06,0.0,5.5031696e-06
2089-12-29,0.43425733,0.22744124,0.00030309006,0.5594307
2089-12-30,13.326547,17.079962,2.4502172,15.91086
2089-12-31,12.777508,4.1409645,0.8335851,9.61297
2090-01-01,12.411898,21.927155,1.6151595,25.419157
2090-01-02,0.19109623,0.8684678,0.22472316,0.07115999
2090-01-03,0.17136104,0.017101489,0.0015301602,0.023254896
2090-01-04,0.20905694,0.015469601,5.7028352e-05,0.11880993
2090-01-05,0.028143534,7.2579634e-05,5.653436e-05,0.0066573345
2090-01-06,0.0016315739,2.148277e-05,0.0,0.00010055792
2090-01-07,0.0,0.0,0.0,0.0
2090-01-08,0.0,0.0,0.0,0.0
2090-01-09,0.0,0.0,0.0,0.0
2090-01-10,0.0,0.0,0.0,0.0
2090-01-11,0.0,0.0,0.0,0.0
2090-01-12,0.00052103185,0.0,0.0023620387,0.0
2090-01-13,0.011515175,0.004355782,0.012560343,0.01192787
2090-01-14,0.0026345602,0.000449532,0.0,0.001026091
2090-01-15,0.013096879,0.22746578,0.141077,0.062767655
2090-01-16,0.18303066,0.7787892,0.4019555,0.70026785
2090-01-17,38.112446,23.38389,15.510237,36.506798
2090-01-18,48.470806,23.930616,11.024696,31.087679
2090-01-19,90.08695,86.61143,36.56704,106.31686
2090-01-20,54.720768,48.590343,39.916664,58.851475
2090-01-21,26.56623,34.906963,21.621967,41.66926
2090-01-22,71.48737,55.982983,36.010273,72.42283
2090-01-23,30.555998,24.440607,13.019164,31.822395
2090-01-24,71.20641,95.71849,63.37172,95.389824
2090-01-25,193.51872,149.36464,90.331635,195.935
2090-01-26,42.39424,15.225435,15.696262,27.92345
2090-01-27,0.32472488,0.45617837,1.2078445,0.45359427
2090-01-28,0.01696033,0.00036821867,2.1076889e-05,0.0028516424
2090-01-29,20.784857,12.549614,5.2253,19.233875
2090-01-30,0.99913436,0.5024137,0.45204163,0.982642
2090-01-31,23.353445,12.501212,10.822185,21.932842
2090-02-01,0.40786445,0.31480446,0.67070687,0.34375802
2090-02-02,29.169119,14.4972515,7.5363164,25.923868
2090-02-03,1.1147387,0.9860171,1.981473,1.7686528
2090-02-04,0.066308744,0.2543849,0.72284794,0.10163854
2090-02-05,0.24433862,0.5765387,2.2535782,0.48551467
2090-02-06,3.5965292,1.902812,2.0018468,3.2958875
2090-02-07,11.815133,15.001075,16.036203,17.638926
2090-02-08,14.546602,8.678251,5.6673055,12.556286
2090-02-09,33.299065,33.062103,23.140915,43.678055
2090-02-10,55.54061,15.08167,6.9189467,27.307453
2090-02-11,3.4919672,2.8193188,5.152444,3.6072679
2090-02-12,2.0099473,1.3995199,0.5091721,1.9386697
2090-02-13,0.095717266,0.07006314,1.4432691,0.07597476
2090-02-14,0.06918484,0.017394016,0.0012822872,0.0032438685
2090-02-15,0.00044138837,0.0,0.0,0.0
2090-02-16,0.0,0.0,0.0,0.0
2090-02-17,0.14464365,0.16127597,0.49516955,0.17740019
2090-02-18,37.951786,8.95419,6.2997947,22.967165
2090-02-19,33.99606,18.832962,16.116266,27.515888
2090-02-20,31.899137,38.3893,25.39188,46.693928
2090-02-21,95.461205,95.0664,63.567307,108.525276
2090-02-22,24.152689,6.7857046,7.9684987,15.653923
2090-02-23,0.63953084,4.714662,15.690642,0.6410773
2090-02-24,30.833439,28.709229,23.567564,35.68999
2090-02-25,48.07631,36.24251,21.372608,50.349636
2090-02-26,1.4813895,2.133649,5.3416615,2.7959585
2090-02-27,20.75984,24.564743,15.18216,27.184046
2090-02-28,1.1929455,0.74821234,1.5903633,0.8705254
2090-03-01,0.16979088,0.4628276,0.37628227,0.27593693
2090-03-02,0.019643644,0.016444156,0.053115297,0.024852315
2090-03-03,0.2310069,0.13659346,0.019928638,0.39517063
2090-03-04,0.85419,0.726535,0.07509959,0.9406138
2090-03-05,0.0094485395,0.06664597,0.04362949,0.014620421
2090-03-06,18.720112,11.719877,9.5439415,15.436936
2090-03-07,3.2614686,2.3969603,10.995506,2.3362978
2090-03-08,18.465618,13.242221,10.359571,18.823862
2090-03-09,9.882813,2.3478181,1.4439963,5.5349803
2090-03-10,0.0054209637,0.44797716,0.733289,0.07458596
2090-03-11,43.60355,40.940487,24.03367,62.513817
2090-03-12,25.92773,11.426943,6.24279,23.046331
2090-03-13,1.9946237,0.62735987,3.7006571,1.1160429
2090-03-14,14.522842,6.0275025,12.340653,11.177708
2090-03-15,28.389463,15.925436,17.982431,36.884045
2090-03-16,91.983734,45.47834,21.957579,81.57001
2090-03-17,46.951946,21.802824,9.1175165,32.64905
2090-03-18,16.775522,7.496393,5.4763756,12.421081
2090-03-19,1.7370085,1.6665831,1.3927523,2.3175268
2090-03-20,0.041427985,0.03890871,0.011226297,0.0043845256
2090-03-21,0.010130348,0.000101992955,0.0015462971,0.00087250257
2090-03-22,2.7741416,0.33021024,0.033066675,0.9382364
2090-03-23,2.4016485,1.0024655,0.55289155,1.8913014
2090-03-24,18.697836,15.721433,18.62552,19.737904
2090-03-25,20.045013,9.0575,4.3252254,12.465122
2090-03-26,0.06517512,0.028993707,0.06343957,0.027089603
2090-03-27,4.2662354,4.650314,2.1003516,2.6749408
2090-03-28,4.4672837,1.6448954,5.058143,2.7981997
2090-03-29,2.9181445,3.540965,2.0569365,2.5126812
2090-03-30,0.037149567,0.008766977,0.010187053,0.020271676
2090-03-31,0.1907289,0.03523656,0.035382386,0.055750113
2090-04-01,6.81565,5.039778,4.829517,6.86178
2090-04-02,4.522001,3.552657,4.3624682,2.1583092
2090-04-03,21.305285,15.3499565,10.8050375,22.20327
2090-04-04,16.911713,6.3836575,9.849309,13.383345
2090-04-05,9.156069,3.5061016,1.082272,10.763023
2090-04-06,2.8343222,1.6071151,1.0776662,1.4570713
2090-04-07,28.621225,8.513481,5.5993214,21.528822
2090-04-08,18.31581,5.2343173,2.4278486,8.763313
2090-04-09,16.84273,13.484439,7.055447,13.889576
2090-04-10,4.5249023,1.7798353,3.2712574,2.8147912
2090-04-11,0.53689355,0.812249,3.230579,1.01387
2090-04-12,0.29029214,0.298433,0.7134577,0.28582263
2090-04-13,0.09328554,0.2070208,0.00034162126,0.019179048
2090-04-14,26.222847,12.049868,6.4011445,23.93207
2090-04-15,25.94792,13.796739,8.284046,20.715412
2090-04-16,0.027372034,0.4051562,1.8448664,0.07408267
2090-04-17,9.869827,9.236847,10.151483,14.81887
2090-04-18,17.278862,26.719763,18.301796,31.587017
2090-04-19,66.076836,41.837326,25.440367,61.486065
2090-04-20,10.521916,11.139618,14.23321,18.038956
2090-04-21,0.22759414,0.34039065,3.4201727,0.41012424
2090-04-22,3.8624952,4.737744,0.3985387,9.5289545
2090-04-23,2.8487847,1.9420644,0.46441936,2.9830782
2090-04-24,5.1737657,3.0183644,1.7786349,3.6877842
2090-04-25,3.4590542,0.87992334,0.21204689,1.7530878
2090-04-26,0.94786257,1.6250112,2.951363,1.191084
2090-04-27,0.3962179,0.17526527,0.41383615,0.44379163
2090-04-28,0.32612127,0.011430037,0.088124886,0.0
2090-04-29,1.2173864,0.22734632,0.349329,0.07005635
2090-04-30,4.5488358,1.5867374,1.5595933,1.4369197
2090-05-01,3.5974836,0.5338629,3.3614843,1.7942694
2090-05-02,0.50199777,2.0022435,3.018105,1.5082787
2090-05-03,0.0,0.00038347745,0.08998755,0.0
2090-05-04,0.75470567,1.1020552,2.782597,0.71035314
2090-05-05,1.9574302,2.0866451,2.900733,2.3033867
2090-05-06,0.0005314525,0.14937873,0.14026845,0.01847064
2090-05-07,2.9773248e-05,0.0022301923,0.017177664,7.20415e-05
2090-05-08,0.09525653,0.100837305,0.085195415,0.048237786
2090-05-09,0.49314025,0.08978312,0.61699647,0.052472223
2090-05-10,11.28514,9.425417,5.924605,12.903142
2090-05-11,0.36577326,0.27318734,1.0510011,0.21256843
2090-05-12,0.0022910514,0.0,0.0019043847,0.0
2090-05-13,0.0003364377,0.020902133,0.05102495,0.001612929
2090-05-14,13.378397,13.224729,16.909458,17.744957
2090-05-15,1.4630216,1.5166409,1.6421777,1.4228156
2090-05-16,0.12817085,0.7295199,1.7660155,0.4970443
2090-05-17,59.76696,40.10713,24.184498,61.916256
2090-05-18,14.709303,5.0174303,2.9637997,8.781514
2090-05-19,0.004488317,0.026128268,0.3389502,0.015492924
2090-05-20,0.0,0.0035536916,0.07611545,0.0
2090-05-21,0.0,0.0,0.03141664,0.0
2090-05-22,0.0,0.0,0.00017739713,0.0
2090-05-23,0.085218474,0.104258485,0.31007573,0.040455304
2090-05-24,0.113314,0.5769774,12.383823,0.29060137
2090-05-25,9.573329,4.5059843,11.635393,5.3644457
2090-05-26,6.6688085,2.819849,3.6497312,5.894573
2090-05-27,4.767371,3.453717,3.4906986,6.0522323
2090-05-28,0.047616355,0.0002080014,0.07695436,0.007524334
2090-05-29,0.0,0.0,0.018913873,0.0
2090-05-30,0.0,0.048184045,0.6512129,0.016567543
2090-05-31,0.0,0.0049261795,0.06258321,0.0
2090-06-01,0.0,0.03705838,0.017496452,9.405417e-05
2090-06-02,0.026897151,0.23784557,0.44261312,0.07602579
2090-06-03,1.2932411,3.0599792,3.8173776,1.4436555
2090-06-04,0.4083669,0.8387399,10.14441,0.39286828
2090-06-05,0.6612787,1.7024641,5.5288167,0.6015605
2090-06-06,0.82445097,1.5283529,0.7081213,0.34685978
2090-06-07,0.054794684,0.12893195,1.2149608,0.021616451
2090-06-08,0.07412943,0.21060823,1.5507106,0.1286641
2090-06-09,0.32935017,0.84743863,2.4265528,0.673544
2090-06-10,2.077723,2.254688,4.779059,2.937566
2090-06-11,21.375076,11.108802,5.5473614,23.71999
