datetime,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,CAP_swe,RBP_swe,KTL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,SDF_swe,SNM_swe,SLT_swe,MED_swe,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,MKM_fnf,NHG_fnf,SHA_fnf,ORO_precip,FOL_precip,SHA_precip,ORO_tas,FOL_tas,SHA_tas,netgains
2007-12-31,8.36,5.49,8.24,7.85,8.97,4.49,6.02,9.43,7.81,10.02,12.63,5.73,11.6,14.26,14.32,10.05,,1984.28,1084.56,761.94,457.47,541.37,130.01,309.56,210.8,69.15,4103.51,0.0,0.0,0.0,37.64,32.42,31.53,5.4188429660000015
2008-01-01,8.35,5.5,8.24,7.84,8.87,4.49,5.95,9.44,7.81,9.96,12.64,5.73,11.58,14.2,14.11,10.07,,1899.05,971.39,706.62,448.52,535.83,142.1,308.7,200.11,58.99,4091.23,0.0,0.0,0.0,41.97,39.3,37.36,7.551074367000001
2008-01-02,8.34,5.49,8.23,7.84,8.64,4.49,5.8,9.4,7.8,8.87,12.62,5.71,11.56,14.16,13.8,10.06,,1945.37,1008.69,685.4,459.1,567.8,130.27,337.71,228.37,70.99,4132.97,0.0,0.0,0.0,43.54,43.73,39.09,5.547768586
2008-01-03,8.33,5.49,8.21,7.82,8.32,4.49,5.58,9.36,7.79,7.44,12.59,5.7,11.54,14.05,13.6,9.26,,2422.49,1230.91,809.62,476.5,573.08,156.93,332.7,228.43,82.95,4616.12,0.89,0.61,0.68,45.84,47.43,36.44,7.025454534
2008-01-04,9.32,6.41,9.01,8.6,8.86,4.92,5.94,10.56,9.71,7.0,14.6,6.8,13.32,16.07,19.93,11.27,,23845.48,15077.06,14614.73,2918.4,4711.98,3519.13,4289.5,3667.37,1788.69,22644.27,3.13,3.51,1.8,48.96,50.02,42.65,14.73123964
2008-01-05,13.82,10.9,12.08,13.7,8.55,8.42,5.73,9.57,14.5,1.72,14.77,12.02,17.21,19.28,19.34,19.62,,12396.58,9233.01,11243.44,3326.48,5322.24,2829.53,5307.11,2936.88,1494.62,12523.02,1.21,1.58,0.71,43.96,45.81,39.68,23.75999996
2008-01-06,16.6,12.83,14.42,16.48,11.24,10.35,7.54,16.25,16.18,2.08,20.4,15.98,18.65,22.09,23.49,21.97,,8418.18,7099.58,7928.34,2118.44,3546.08,1869.23,2415.67,1780.64,1239.74,9059.95,0.74,1.27,0.35,43.36,44.75,37.59,38.90975200000001
2008-01-07,18.67,14.41,16.27,18.19,13.4,11.38,8.99,20.54,16.76,3.39,22.84,17.87,19.26,22.91,27.07,23.08,,5195.0,4183.47,4203.24,1192.88,1861.0,916.35,1332.18,919.51,598.03,7138.29,0.42,0.52,0.28,41.95,42.66,34.62,100.0105783
2008-01-08,19.88,15.17,17.1,18.72,14.38,11.66,9.64,21.74,17.17,11.73,23.9,19.01,19.73,24.12,28.78,24.31,,3893.58,2766.64,3035.11,1013.23,1580.24,859.63,1061.57,709.0,569.58,5996.38,0.99,1.19,1.01,40.9,41.77,33.95,71.1411569
2008-01-09,21.71,16.49,18.57,19.93,16.88,12.54,11.32,24.7,18.71,20.15,27.56,20.0,21.15,28.57,38.86,25.73,,3725.27,2597.25,2854.57,950.88,1556.04,862.83,1137.17,674.49,550.21,5706.32,0.15,0.14,0.25,43.17,44.42,35.57,54.86280982
2008-01-10,22.28,16.81,19.09,20.28,17.78,12.78,11.93,25.53,18.98,20.66,28.4,20.24,21.52,29.5,40.91,26.3,,5353.4,4454.25,5029.96,1127.45,1719.18,792.79,872.99,1178.11,759.73,8524.03,0.61,1.12,0.56,45.8,46.21,38.14,48.70214868
2008-01-11,23.25,17.39,20.31,22.21,18.53,13.76,12.43,27.58,20.3,19.8,29.75,20.58,22.62,31.57,42.38,28.11,,4775.77,4110.33,4425.21,1185.88,1776.06,755.54,871.57,1126.19,568.29,7437.02,0.05,0.09,0.04,46.9,47.22,40.03,46.28429744
2008-01-12,23.38,17.42,20.47,22.32,18.21,13.81,12.22,27.87,20.37,17.53,30.14,20.63,22.71,31.65,43.96,28.11,,3934.51,2847.75,2883.15,873.28,1346.95,528.65,813.5,707.6,327.03,6656.47,0.03,0.0,0.15,43.79,45.22,40.04,45.07041315
2008-01-13,23.41,17.43,20.38,22.33,17.99,13.82,12.07,27.72,20.41,17.34,30.42,20.68,22.84,31.59,43.79,28.51,,3799.22,2587.33,2495.45,797.65,1188.82,490.9,738.31,608.3,248.06,6694.44,0.0,0.0,0.0,47.82,38.99,42.61,39.64165283
2008-01-14,23.4,17.44,20.24,22.32,17.52,13.82,11.76,27.51,20.39,14.7,30.27,20.7,22.91,31.21,43.04,28.64,,3859.72,2635.72,2352.98,769.96,1112.63,418.87,707.79,601.69,209.98,6664.2,0.0,0.0,0.0,40.73,40.51,42.01,35.26809911
2008-01-15,23.16,17.44,20.0,22.3,16.99,13.82,11.4,26.85,20.31,12.02,29.71,20.47,22.9,30.66,41.26,28.16,,3734.22,2526.73,2270.34,775.06,1093.39,381.94,699.03,553.92,192.18,6441.5,0.0,0.0,0.0,44.78,41.54,40.23,34.79206606
2008-01-16,23.09,17.44,19.94,22.29,16.58,13.82,11.12,26.63,20.25,10.78,29.53,20.4,22.92,30.5,40.82,28.01,,3202.27,2185.85,1949.6,723.39,1043.94,355.75,678.85,497.36,146.25,5957.76,0.0,0.0,0.0,41.24,39.78,34.49,29.58148755
2008-01-17,23.03,17.44,19.87,22.28,16.44,13.81,11.03,26.51,20.23,10.36,29.39,20.36,22.91,30.32,40.54,27.99,,2995.17,1940.53,1676.65,656.01,940.47,311.97,611.3,423.67,123.93,5809.33,0.0,0.0,0.0,42.6,39.19,38.65,27.5008264
2008-01-18,23.0,17.44,19.82,22.26,16.39,13.81,11.0,26.46,20.21,9.01,29.35,20.34,22.89,30.16,40.01,27.99,,2850.25,1996.42,1640.41,621.31,862.38,280.05,568.67,392.57,110.99,5964.48,0.0,0.0,0.0,46.22,41.62,43.36,25.368595000000006
2008-01-19,22.97,17.43,19.8,22.24,16.14,13.81,10.83,26.4,20.19,6.88,29.31,20.33,22.88,29.94,38.93,27.98,,2810.36,1927.03,1611.24,608.11,824.65,261.71,552.97,383.18,101.84,6154.86,0.0,0.0,0.0,44.57,44.59,42.73,23.04793385
2008-01-20,22.95,17.43,19.78,22.23,15.81,13.81,10.61,26.37,20.18,5.3,29.28,20.31,22.88,29.71,37.94,27.98,,2768.3,1845.74,1524.23,588.76,788.37,238.17,545.28,371.56,93.6,5933.65,0.04,0.02,0.03,39.02,40.47,37.04,20.70942145
2008-01-21,22.99,17.45,19.8,22.24,15.73,13.81,10.55,26.45,20.19,4.9,29.3,20.71,22.91,29.66,37.77,28.13,,2692.35,1766.54,1497.12,571.1,770.18,225.94,517.44,344.9,96.94,5704.69,0.17,0.24,0.03,37.04,39.55,35.1,17.22842972
2008-01-22,23.35,17.64,20.09,22.34,16.14,13.87,10.82,26.82,20.43,6.09,29.62,21.44,22.95,29.88,37.76,28.34,,2633.82,1764.3,1635.48,591.33,806.04,239.1,522.04,350.42,170.65,5531.2,0.03,0.21,0.0,42.81,42.82,34.03,16.52826443
2008-01-23,23.52,17.83,20.22,22.55,16.44,14.06,11.03,27.0,20.67,6.05,30.02,21.74,22.94,29.89,37.59,28.37,,2588.81,1749.42,1714.16,602.61,878.33,325.19,757.03,354.18,187.6,5390.77,0.19,0.27,0.06,42.25,42.15,35.6,20.38611567
2008-01-24,23.78,18.14,20.52,23.05,16.8,14.48,11.27,27.37,20.95,6.65,30.37,22.08,23.0,29.98,37.73,28.41,,2600.99,1905.02,2029.74,664.48,958.01,359.08,752.6,389.73,263.19,5333.04,0.3,0.52,0.11,38.69,40.77,31.9,22.87140492
2008-01-25,24.35,18.59,21.05,23.45,17.67,14.68,11.85,28.57,21.18,8.69,31.42,22.67,23.09,30.23,38.17,28.49,,3664.19,2755.71,2399.77,755.23,1222.52,694.47,866.77,495.56,494.07,6303.79,1.11,0.56,0.46,44.72,46.07,35.63,26.20561979
2008-01-26,25.43,19.53,21.84,24.84,18.49,15.54,12.4,31.23,24.35,10.81,37.11,24.31,24.26,31.02,45.82,29.28,,8401.26,7905.69,5038.6,1321.04,2428.97,1559.03,1150.99,1290.37,832.99,9579.74,1.08,0.7,0.64,49.89,50.87,39.69,41.03603299
2008-01-27,26.9,20.65,22.95,26.43,18.92,16.55,12.69,33.74,27.08,7.5,40.18,26.43,26.06,33.56,47.76,31.01,,9840.34,7270.67,6965.27,1843.59,3426.07,2294.33,1919.89,1705.02,1015.75,14437.71,1.08,1.21,0.89,50.41,51.57,43.02,51.16561975
2008-01-28,28.6,22.06,24.55,28.33,19.67,17.57,13.19,33.91,29.63,3.57,42.18,27.98,28.26,36.84,46.54,34.39,,10939.5,7326.64,7436.96,2012.36,3542.09,2194.97,2697.69,1679.2,1332.66,9408.45,0.74,0.89,0.23,42.6,44.23,35.33,54.12892553
2008-01-29,29.99,23.17,25.89,29.83,22.37,18.6,15.01,38.91,31.13,9.13,48.8,29.63,28.48,38.57,50.53,35.23,,5079.16,3538.86,3483.88,1058.04,1747.37,956.34,1286.21,818.27,586.33,7409.47,0.42,0.3,0.38,38.59,38.99,32.85,74.15999988
2008-01-30,30.7,23.61,26.34,30.17,22.92,18.84,15.38,40.31,31.81,13.61,50.35,29.99,28.84,40.44,53.21,36.06,,4454.19,3150.08,2950.99,854.1,1340.88,718.05,932.29,630.69,414.61,6763.03,0.18,0.34,0.23,40.57,40.79,33.32,79.97355358
2008-01-31,31.52,24.03,27.0,30.56,24.11,19.11,16.17,41.7,32.17,15.56,51.34,30.46,29.22,41.54,54.38,36.75,,5738.08,5244.34,4590.52,910.72,1330.07,651.85,818.21,700.89,636.72,8915.07,1.7,1.8,1.14,42.27,43.32,36.73,79.97752053
2008-02-01,34.34,26.01,29.11,32.26,28.11,20.27,18.85,46.16,34.75,29.91,56.68,32.56,30.9,46.93,63.43,39.05,,5034.3,4985.81,6105.06,1296.94,2072.25,1188.35,1126.27,1035.11,1426.93,7763.73,0.13,0.57,0.15,42.53,42.54,36.94,78.21818169
2008-02-02,35.43,26.96,30.13,33.64,30.24,21.27,20.29,47.73,35.11,32.13,58.36,33.33,31.21,47.63,65.82,39.48,,4145.75,3295.6,3263.99,858.66,1395.22,702.63,889.26,636.6,575.89,6798.43,0.45,0.34,0.5,38.88,39.31,32.25,71.75801641
2008-02-03,36.02,27.34,30.55,33.93,30.9,21.45,20.73,48.83,35.71,37.15,59.52,33.65,31.8,49.59,69.83,40.12,,5063.51,4526.08,4285.35,1315.98,2012.34,1178.29,1238.3,845.67,1173.56,6883.53,0.95,1.51,0.58,42.22,43.09,35.61,67.34479328
2008-02-04,38.44,29.28,32.91,36.29,35.59,22.78,23.88,52.59,37.66,44.37,62.98,35.47,32.87,52.63,74.6,41.67,,4456.58,3705.35,3713.38,1069.32,1806.72,1066.48,1167.62,777.44,941.57,6544.84,0.07,0.15,0.02,39.79,39.75,32.13,73.15239657
2008-02-05,38.72,29.55,33.24,36.81,36.23,23.13,24.3,53.51,37.85,44.72,63.16,35.81,33.04,52.85,74.8,41.94,,3804.05,2972.67,2830.9,828.8,1375.8,680.48,859.54,599.4,545.43,6221.31,0.0,0.0,0.0,38.93,37.79,34.83,71.74611558
2008-02-06,38.71,29.56,33.23,36.8,36.21,23.13,24.29,53.48,37.84,43.98,63.13,35.8,33.04,52.81,74.8,41.95,,3789.92,2925.65,2690.75,756.42,1264.12,571.07,745.23,542.77,449.99,6263.06,0.01,0.0,0.06,43.67,42.9,37.0,73.22380153
2008-02-07,38.71,29.56,33.22,36.8,36.2,23.13,24.28,53.53,37.85,42.99,63.14,35.8,33.07,52.91,74.82,42.12,,3677.52,2968.41,2651.99,749.1,1205.11,527.35,701.12,544.87,435.79,6269.78,0.01,0.01,0.06,46.73,44.2,37.43,67.95570236
2008-02-08,38.71,29.56,33.23,36.83,36.11,23.14,24.23,53.6,37.93,42.21,63.12,35.8,33.09,52.93,74.89,42.43,,3749.7,3116.71,2854.62,786.24,1313.02,557.02,722.29,607.57,525.05,6392.3,0.0,0.0,0.0,48.15,45.67,39.73,63.13190072
2008-02-09,38.7,29.56,33.23,36.83,35.54,23.14,23.84,53.34,37.93,40.5,62.5,35.8,33.09,52.92,74.28,42.43,,4718.16,3886.18,3733.81,888.64,1419.85,630.15,807.23,789.03,462.14,7416.64,0.0,0.0,0.0,50.95,47.29,47.9,55.74545445
2008-02-10,38.7,29.56,33.22,36.83,34.61,23.14,23.21,51.86,37.93,36.28,61.32,35.79,33.09,52.56,72.31,42.43,,5260.09,4070.85,4028.19,1008.51,1555.17,785.54,934.87,964.84,391.28,8372.68,0.0,0.0,0.0,54.45,52.93,49.99,51.06446272
2008-02-11,38.69,29.56,33.08,36.82,33.68,23.14,22.59,50.08,37.92,32.95,59.94,35.79,33.09,51.84,70.2,42.43,,6022.3,4423.94,4293.64,1147.25,1731.1,779.85,1078.21,1125.4,363.24,9454.91,0.0,0.0,0.0,55.59,52.6,51.25,46.91702471
2008-02-12,38.69,29.56,32.72,36.81,32.71,23.13,21.94,48.26,37.86,28.43,58.48,35.39,33.08,51.09,67.5,42.42,,6709.71,4598.76,4699.5,1271.52,1858.63,759.81,1156.26,1247.95,347.44,9863.2,0.0,0.0,0.0,54.38,53.06,50.88,42.05355365
2008-02-13,38.47,29.56,32.32,36.8,31.69,23.13,21.26,46.64,37.5,24.18,57.18,34.65,33.08,50.43,65.07,41.96,,5889.37,4092.2,4318.15,1221.58,1839.95,753.24,1205.58,1196.58,327.86,9078.43,0.0,0.0,0.0,52.71,50.47,46.0,37.20991729
2008-02-14,38.4,29.56,32.21,36.79,31.0,23.13,20.79,46.43,37.43,22.51,56.99,34.56,33.08,50.33,64.04,41.95,,4865.41,3327.46,3395.79,1029.59,1620.77,670.38,1124.38,914.37,277.98,7822.54,0.0,0.0,0.0,44.16,43.03,40.13,35.64892556
2008-02-15,38.36,29.56,32.16,36.79,30.85,23.13,20.7,46.21,37.38,21.66,56.79,34.52,33.06,50.21,63.5,41.93,,4414.6,3190.43,2991.0,880.11,1357.15,574.04,915.22,758.26,253.67,7599.44,0.0,0.0,0.0,50.62,45.01,46.69,32.92363631
2008-02-16,38.32,29.55,32.05,36.77,30.38,23.13,20.38,46.1,37.35,18.94,56.67,34.5,33.01,49.74,61.59,41.91,,4708.31,3455.98,3311.23,909.81,1409.16,618.41,911.83,810.35,259.16,8252.21,0.0,0.0,0.0,50.51,48.89,48.98,31.60462805
2008-02-17,38.07,29.55,31.73,36.76,29.52,23.13,19.8,44.75,37.19,15.92,55.63,34.13,32.81,49.15,59.51,41.76,,5080.38,3783.99,3734.43,988.86,1522.81,695.27,973.27,923.68,272.09,8794.03,0.0,0.0,0.0,51.12,51.13,50.06,32.07272722
2008-02-18,37.82,29.55,31.4,36.74,28.62,23.12,19.2,43.35,36.99,12.22,54.52,33.75,32.64,48.44,57.04,41.29,,5260.24,3826.91,4009.43,1063.25,1671.49,701.35,1068.48,947.69,271.63,9073.87,0.0,0.0,0.0,52.56,51.03,48.98,26.12628095
2008-02-19,37.54,29.55,31.09,36.73,27.62,23.12,18.53,41.66,36.78,8.65,53.39,33.32,32.44,47.87,54.91,40.4,,5383.29,3750.81,3896.88,1112.73,1795.97,687.03,1186.43,945.92,272.1,9309.03,0.0,0.0,0.0,46.96,47.15,46.41,27.45322309
2008-02-20,37.32,29.55,30.89,36.72,26.77,23.11,17.96,40.02,36.61,5.87,52.37,32.91,32.34,47.36,53.36,39.75,,5860.85,3936.34,4116.01,1128.23,1910.35,717.51,1271.39,1012.16,282.69,10258.44,0.15,0.34,0.16,49.72,50.62,46.94,26.74512392
2008-02-21,37.4,29.64,31.14,37.09,27.08,23.26,18.17,39.2,36.73,3.7,51.35,32.76,32.39,47.07,51.54,39.89,,6133.43,4265.06,4206.85,1121.5,1857.95,771.54,1224.04,1031.01,434.35,12286.12,0.47,0.49,0.53,47.79,48.24,44.12,25.25950409
2008-02-22,37.97,29.94,31.67,37.49,27.99,23.45,18.78,39.5,37.37,3.26,51.9,32.96,33.33,48.61,52.43,40.47,,7596.04,6653.08,6905.64,1580.72,2577.39,1413.61,1834.01,1694.67,1187.1,10948.71,0.63,1.09,0.24,46.73,48.3,43.12,23.88892558
2008-02-23,39.41,30.86,32.93,39.03,30.82,24.31,20.68,42.85,37.97,3.24,55.12,34.3,33.7,50.17,54.48,41.28,,6035.1,4882.75,5443.8,1306.23,2154.62,1255.57,1650.66,1264.75,915.61,9022.77,0.17,0.3,0.12,44.28,43.85,37.88,26.16793384
2008-02-24,39.65,31.05,33.12,39.38,31.16,24.55,20.9,43.3,38.2,6.42,55.76,34.66,33.87,50.5,55.7,41.56,,11127.16,9791.58,8905.62,1968.27,3440.58,2546.35,2634.17,2078.35,1788.99,15519.78,1.79,1.65,0.94,46.91,47.49,39.92,28.22677681
2008-02-25,42.53,33.17,35.66,42.15,34.12,26.21,22.89,47.27,42.04,4.49,61.1,38.32,35.79,53.51,59.03,43.02,,9604.46,7722.04,8585.64,2166.98,3662.46,2369.82,2771.05,2284.81,1655.31,14301.14,0.17,0.27,0.18,49.08,48.18,46.46,39.19537183
2008-02-26,43.48,33.64,36.17,42.6,33.72,26.52,22.62,46.17,42.51,2.02,60.06,38.87,36.07,54.17,57.39,44.08,,7305.3,5443.17,5396.11,1371.87,2373.65,1365.36,1630.5,1340.41,796.78,11608.31,0.0,0.0,0.0,50.47,49.55,49.04,52.99041313
2008-02-27,43.51,33.64,35.94,42.58,33.16,26.52,22.25,45.48,42.51,0.0,60.91,38.86,36.11,54.65,55.17,43.86,,7098.78,5227.73,5083.67,1240.91,2151.74,1082.81,1497.9,1299.0,590.43,11800.21,0.0,0.0,0.0,55.41,54.84,54.08,68.32661146
2008-02-28,43.49,33.63,35.53,42.56,32.06,26.5,21.51,43.35,42.5,0.0,59.23,38.32,36.1,53.72,52.94,42.88,,7343.63,5351.94,5300.57,1292.13,2272.28,1039.77,1619.28,1341.44,472.13,12022.35,0.0,0.0,0.0,56.94,52.99,53.4,68.76297509
2008-02-29,43.17,33.63,35.19,42.55,30.75,26.5,20.62,41.56,42.18,0.0,57.56,37.7,35.92,52.66,50.03,42.31,,7953.78,5424.17,5584.04,1375.45,2251.35,1084.81,1796.1,1445.66,409.62,12923.18,0.0,0.0,0.0,57.41,55.41,53.7,66.16264452
2008-03-01,42.68,33.58,34.74,42.22,29.36,26.49,19.69,39.1,41.74,0.0,55.58,36.9,35.62,51.27,47.07,40.78,,8167.28,5488.86,5564.91,1333.32,2146.85,1056.87,1773.55,1323.02,370.42,13767.33,0.12,0.16,0.23,51.61,49.86,47.89,58.2723966
2008-03-02,42.97,33.75,34.91,42.3,28.92,26.55,19.4,38.08,42.0,0.0,54.71,37.15,35.62,51.57,45.52,41.3,,6623.56,4410.66,4470.12,1159.91,1879.16,925.43,1575.11,1107.86,341.26,11086.13,0.0,0.0,0.0,47.68,47.18,44.69,52.82380156
2008-03-03,42.97,33.74,34.87,42.27,28.58,26.55,19.17,37.84,41.97,0.0,54.51,37.11,35.61,51.65,44.47,41.34,,5821.23,3973.61,3960.64,1084.75,1767.31,845.61,1423.27,1000.07,313.34,10107.88,0.0,0.0,0.0,51.01,50.19,47.01,45.46115695
2008-03-04,42.92,33.73,34.82,42.23,27.77,26.54,18.63,36.26,41.91,0.0,53.37,36.99,35.56,51.33,42.75,41.1,,5777.97,3883.5,3907.15,1112.19,1780.77,824.55,1450.44,979.77,294.95,9789.07,0.0,0.0,0.0,52.4,50.97,47.13,41.20264456
2008-03-05,42.87,33.7,34.69,42.2,27.02,26.53,18.13,35.46,41.74,0.0,52.73,36.86,35.51,51.17,41.4,41.06,,5380.57,3616.07,3668.94,1097.45,1827.55,806.16,1529.05,955.8,275.92,9244.81,0.0,0.0,0.0,50.71,48.68,46.17,37.96760324
2008-03-06,42.82,33.69,34.62,42.18,26.35,26.52,17.67,35.12,41.67,0.0,52.46,36.78,35.48,50.88,40.03,41.03,,5001.2,3468.14,3513.99,1047.13,1836.31,777.92,1493.58,933.32,263.17,9088.21,0.0,0.0,0.0,52.21,52.15,47.29,32.42181813
2008-03-07,42.77,33.68,34.5,42.17,25.63,26.52,17.19,33.94,41.63,0.0,51.75,36.64,35.42,50.49,38.3,41.01,,5385.89,3623.81,3701.95,1078.93,1964.21,818.64,1563.63,930.35,256.96,9598.8,0.0,0.0,0.0,54.09,53.42,48.9,29.72826441
2008-03-08,42.5,33.64,34.24,42.14,24.61,26.51,16.51,32.2,41.4,0.0,50.52,36.09,35.28,49.95,36.67,40.42,,6560.98,3987.31,4083.22,1183.91,2074.26,961.56,1805.25,961.88,249.79,11262.14,0.01,0.0,0.09,57.55,55.57,51.19,27.48495863
2008-03-09,42.11,33.4,33.95,41.85,23.32,26.5,15.64,29.7,41.08,0.0,48.41,35.41,35.23,49.17,34.26,40.03,,7390.14,4244.36,4395.54,1288.8,2069.46,1047.86,1979.03,1012.83,238.58,11659.89,0.0,0.0,0.0,56.54,53.74,52.68,24.90842971
2008-03-10,41.77,33.28,33.61,41.52,22.1,26.49,14.82,27.61,40.79,0.0,46.75,34.9,35.06,48.33,31.45,39.38,,8772.64,4782.61,4979.52,1440.02,2245.0,1204.41,2084.12,1123.48,230.52,12723.27,0.0,0.0,0.01,59.12,56.99,55.01,23.09355368
2008-03-11,41.23,32.97,33.14,40.99,20.59,26.36,13.81,24.27,40.26,0.0,44.42,33.8,34.77,47.11,28.99,37.58,,9996.17,5245.64,5691.51,1690.75,2609.38,1480.7,2460.51,1306.71,225.98,14022.25,0.04,0.02,0.06,59.49,59.02,51.77,21.97090905
2008-03-12,40.59,32.48,32.6,40.43,19.05,26.02,12.78,20.81,39.78,0.0,42.26,32.94,34.63,46.21,26.89,36.91,,9546.45,4768.3,5761.1,1884.72,2890.55,1656.38,2736.49,1413.99,220.74,13879.95,0.0,0.0,0.01,57.78,55.99,54.04,20.06082641
2008-03-13,40.23,32.19,32.23,40.01,17.63,25.77,11.83,18.12,39.46,0.0,40.44,32.2,34.47,45.5,24.24,36.12,,12944.55,7597.24,9522.13,2093.22,3062.99,1738.86,2750.04,1795.52,351.89,18596.49,0.41,0.87,0.46,55.42,53.43,50.14,19.12462807
2008-03-14,40.24,32.74,32.27,40.76,16.77,26.39,11.25,16.02,39.2,0.0,38.44,31.81,34.56,44.87,21.46,36.84,,11037.71,6798.79,9547.82,1980.09,2949.23,1590.48,2610.52,1792.84,448.07,15569.17,0.28,0.41,0.32,46.44,47.07,42.03,17.17685948
2008-03-15,40.87,33.11,32.8,41.06,17.14,26.56,11.5,18.17,39.44,0.0,39.76,32.39,35.26,46.57,21.18,37.82,,8371.5,5764.76,7481.81,1600.29,2362.45,1275.37,1911.31,1593.61,538.41,12925.7,0.18,0.34,0.26,45.12,45.67,42.35,19.12859501
2008-03-16,41.17,33.53,33.15,41.42,17.52,26.83,11.75,19.83,39.75,0.0,40.53,32.78,35.49,47.21,20.49,38.67,,6667.34,4294.87,5217.38,1330.99,2002.28,1025.33,1587.75,1170.92,395.98,11216.01,0.0,0.0,0.01,47.36,46.51,43.11,14.65388427
2008-03-17,41.17,33.54,33.12,41.45,17.41,26.89,11.68,19.88,39.76,0.0,40.38,32.78,35.52,47.32,19.8,38.77,,6102.42,3900.35,4467.51,1137.6,1695.26,910.03,1351.8,963.12,306.0,10622.86,0.0,0.0,0.02,51.26,49.16,48.04,18.71404956
2008-03-18,41.06,33.54,32.94,41.43,16.54,26.88,11.1,17.97,39.7,0.0,39.21,32.73,35.59,46.76,17.62,38.86,,7378.62,4375.76,4869.03,1180.25,1770.11,999.77,1365.28,1028.08,273.45,12429.42,0.01,0.05,0.09,58.09,56.54,53.44,17.10545452
2008-03-19,40.62,33.37,32.54,41.3,15.32,26.88,10.28,15.34,39.2,0.0,36.91,31.9,35.34,45.91,14.58,37.81,,9617.94,5114.29,5745.67,1328.17,2021.94,1061.72,1571.2,1168.62,258.15,14884.98,0.2,0.24,0.23,52.89,52.14,49.57,13.4042975
2008-03-20,40.48,33.42,32.42,41.22,14.34,26.83,9.62,12.65,38.91,0.0,34.75,31.25,35.38,45.45,11.6,37.6,,10059.57,5494.6,6147.04,1332.1,2020.92,1012.29,1612.68,1269.58,250.65,13342.77,0.03,0.08,0.02,49.53,50.02,42.03,15.63768592
2008-03-21,40.58,33.5,32.47,41.52,13.62,27.03,9.13,10.46,38.93,0.0,33.15,31.07,35.43,45.48,10.58,37.77,,8362.63,4456.69,4974.17,1234.15,1910.96,947.12,1587.43,1099.53,231.18,11315.74,0.0,0.0,0.01,52.28,51.3,44.78,16.44892559
2008-03-22,40.54,33.48,32.4,41.47,12.84,27.0,8.61,8.44,38.86,0.0,32.13,30.92,35.44,45.31,8.97,37.76,,8285.84,4379.42,4925.7,1238.6,1905.63,950.93,1669.64,1108.79,216.26,11307.02,0.0,0.0,0.0,54.97,51.63,51.76,17.03008262
2008-03-23,40.23,33.39,32.09,41.2,11.64,26.83,7.81,4.89,38.57,0.0,30.12,30.29,35.39,44.53,6.07,37.41,,9068.29,4352.57,5185.8,1349.33,2064.62,1052.75,1888.06,1234.01,205.92,12022.98,0.0,0.0,0.0,57.39,54.62,53.61,16.23074377
2008-03-24,39.94,33.2,31.82,40.93,10.37,26.67,6.95,1.45,38.23,0.0,28.29,29.66,35.22,43.81,2.92,36.59,,9442.16,4196.07,5211.03,1439.74,2229.9,1143.78,2084.76,1312.77,196.06,12294.62,0.0,0.0,0.01,57.88,56.53,50.02,15.550413199999998
2008-03-25,39.68,33.02,31.57,40.72,9.12,26.54,6.12,0.0,37.93,0.0,26.42,29.05,35.15,43.17,0.16,36.18,,9119.86,4133.56,5079.94,1489.14,2379.99,1225.48,2240.79,1344.77,189.56,12034.53,0.04,0.01,0.05,55.5,54.87,49.78,14.99305783
2008-03-26,39.48,32.88,31.31,40.47,7.9,26.41,5.3,0.0,37.87,0.0,24.63,28.53,35.14,42.87,0.0,35.95,,8128.86,3835.37,4654.42,1434.86,2335.7,1218.82,2266.29,1207.47,181.85,10870.95,0.03,0.02,0.11,51.08,50.8,41.78,12.49586775
2008-03-27,39.48,32.88,31.26,40.43,7.2,26.38,4.83,0.0,37.87,0.0,23.74,28.42,35.3,42.95,0.0,36.1,,6875.36,3384.77,4129.21,1276.49,2089.24,1082.66,2094.88,1015.28,174.64,9797.21,0.01,0.02,0.01,47.22,47.62,41.12,12.02181816
2008-03-28,39.51,32.88,31.24,40.45,6.47,26.38,4.34,0.0,37.87,0.0,23.39,28.44,35.32,42.96,0.0,36.19,,6166.65,3553.6,4401.91,1242.85,1942.28,991.72,1948.52,1015.76,276.77,9169.27,0.32,0.6,0.24,46.73,44.61,41.53,13.68198345
2008-03-29,40.34,33.29,31.75,40.98,7.04,26.72,4.72,0.0,38.41,0.0,24.02,28.71,35.56,44.23,0.25,36.77,,6490.72,4353.09,5666.71,1271.16,1987.46,998.01,2038.78,1143.96,349.17,9042.06,0.06,0.21,0.02,48.17,48.85,39.8,12.78743799
2008-03-30,40.62,33.41,32.1,41.19,6.0,26.83,4.03,0.0,38.47,0.0,23.39,28.84,35.59,44.39,0.89,36.77,,5986.66,3626.19,4347.41,1233.17,1978.63,962.08,2025.44,994.06,281.39,8752.15,0.0,0.0,0.0,50.23,51.65,44.22,13.54710742
2008-03-31,40.61,33.4,32.08,41.19,5.83,26.83,3.91,0.0,38.44,0.0,22.86,28.77,35.58,44.34,0.0,36.76,,5494.03,3135.2,3596.11,1098.35,1768.42,865.25,1731.2,856.76,229.75,8450.15,0.0,0.0,0.0,48.69,49.05,43.59,12.79140494
