datetime,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,CAP_swe,RBP_swe,KTL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,SDF_swe,SNM_swe,SLT_swe,MED_swe,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,MKM_fnf,NHG_fnf,SHA_fnf,ORO_precip,FOL_precip,SHA_precip,ORO_tas,FOL_tas,SHA_tas,netgains
2006-10-01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1326.24,555.36,242.83,497.84,703.78,591.44,1048.08,86.31,24.47,3753.68,0.02,0.12,0.0,65.67,63.17,64.31,9.57421486
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1344.65,560.07,241.5,502.11,1012.71,946.88,1612.14,96.13,25.72,3760.28,0.13,0.22,0.04,62.52,60.79,61.12,10.67305783
2006-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1324.49,551.04,216.55,460.6,765.97,619.32,1337.63,75.44,22.87,3758.08,0.02,0.05,0.05,61.17,58.67,59.41,11.92264461
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1348.41,552.42,234.09,466.88,623.05,418.65,958.41,79.34,25.25,3801.7,0.06,0.1,0.07,59.23,57.64,59.08,19.03140493
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1774.94,697.98,862.18,612.39,889.2,529.39,856.36,203.48,164.88,3850.38,0.35,0.76,0.13,58.66,55.87,55.42,8.989090894
2006-10-06,0.0,0.35,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1430.13,668.74,278.95,503.14,752.53,450.57,830.63,96.99,23.67,3768.01,0.12,0.15,0.02,59.89,57.87,59.41,10.82181816
2006-10-07,0.0,0.27,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1364.68,748.84,264.1,599.53,727.59,446.58,830.35,182.92,23.69,3753.13,0.02,0.01,0.0,62.45,60.54,62.44,7.700628086
2006-10-08,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1327.45,552.66,242.15,497.64,654.23,375.55,739.59,152.04,23.6,3753.05,0.0,0.0,0.0,69.92,67.46,65.55,6.424066105
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1327.46,552.38,251.88,484.32,566.14,308.94,668.78,98.55,23.49,3753.04,0.0,0.0,0.0,72.89,69.08,68.75,7.872793375
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1327.41,552.05,233.11,481.63,520.22,267.9,624.23,91.37,23.66,3752.92,0.0,0.01,0.0,68.28,65.48,62.11,10.9360661
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1327.38,551.77,230.28,482.63,546.81,275.27,641.29,87.55,23.43,3752.73,0.0,0.0,0.0,65.78,62.25,65.93,14.69950411
2006-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1326.9,551.53,227.99,476.6,581.99,245.91,628.73,85.28,23.28,3752.6,0.0,0.0,0.0,69.37,65.72,68.16,34.30611564
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1326.38,551.15,225.98,472.05,527.41,217.74,603.59,83.52,23.23,3751.89,0.0,0.0,0.0,68.58,63.75,69.69,5.472396685
2006-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1325.36,550.3,224.04,473.31,532.89,204.79,588.84,82.2,23.21,3750.87,0.0,0.0,0.0,62.91,60.75,63.44,-6.34214875
2006-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1324.91,549.94,222.66,468.42,536.34,197.65,575.19,81.15,23.14,3750.23,0.0,0.0,0.0,61.16,58.58,60.1,4.591735529
2006-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1326.23,550.83,223.72,466.65,507.79,184.62,553.12,80.39,23.13,3810.38,0.04,0.08,0.15,57.54,58.07,56.63,3.215206606
2006-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1327.23,549.53,220.7,465.31,488.82,174.04,533.34,79.83,23.1,3776.64,0.02,0.01,0.04,58.38,57.79,53.95,8.211570234
2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1323.8,548.77,219.57,464.25,465.2,164.4,519.22,79.28,23.07,3749.02,0.0,0.0,0.0,62.05,60.16,58.91,10.91107436
2006-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1323.62,548.64,218.97,463.35,441.85,154.48,499.01,78.85,23.05,3749.42,0.0,0.0,0.01,64.68,61.9,66.04,3.887603299
2006-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1323.41,548.45,218.36,462.51,420.84,145.16,482.23,78.45,23.03,3748.49,0.0,0.0,0.0,68.78,65.71,66.97,5.109421479
2006-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1323.26,548.35,217.84,461.79,404.03,137.05,466.64,78.11,23.01,3748.25,0.0,0.0,0.0,71.11,69.12,65.16,0.366942148
2006-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1323.12,548.26,217.39,461.14,390.7,130.22,453.03,77.81,22.99,3748.1,0.0,0.0,0.0,70.34,69.38,64.67,1.311074378
2006-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1322.98,548.19,216.99,460.59,380.14,124.53,441.51,77.54,22.98,3747.92,0.0,0.0,0.0,69.83,69.24,65.11,4.306115695
2006-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1322.64,547.99,216.59,460.07,371.64,119.72,431.78,77.31,22.97,3747.25,0.0,0.0,0.0,68.13,65.33,63.3,9.494876017000001
2006-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1321.74,547.47,216.19,459.59,365.01,115.78,424.23,77.11,22.96,3746.51,0.0,0.0,0.0,61.88,60.21,56.35,10.75834709
2006-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1321.38,547.28,215.88,459.17,359.61,112.41,417.8,76.94,22.95,3745.8,0.0,0.0,0.0,61.84,59.64,57.78,1.711735534
2006-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1320.89,547.05,215.56,458.79,354.95,109.39,411.9,76.78,22.94,3744.78,0.0,0.0,0.0,64.48,63.53,59.81,-1.7652892530000002
2006-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1320.36,546.75,215.22,458.4,350.78,106.66,406.36,76.64,22.93,3744.03,0.0,0.0,0.0,64.89,65.0,61.69,3.423471069
2006-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1319.91,546.4,214.87,457.99,346.91,104.05,401.04,76.5,22.92,3742.98,0.0,0.0,0.0,63.1,60.45,58.66,1.57487603
2006-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1319.47,546.11,214.52,457.58,343.57,101.77,396.4,76.39,22.91,3742.12,0.0,0.0,0.0,57.06,52.82,54.51,2.505123963
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1319.0,545.8,214.2,457.2,340.92,99.86,392.55,76.28,22.91,3740.87,0.0,0.0,0.0,54.11,52.51,51.54,8.584462795
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1318.9,545.51,213.84,456.78,338.85,98.26,389.51,76.18,22.9,3746.43,0.01,0.0,0.04,53.87,53.02,51.25,10.73851238
2006-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1367.05,571.9,244.84,458.14,340.32,98.27,389.78,79.11,26.4,3839.94,0.25,0.24,0.21,55.71,59.8,48.27,-1.733553716
2006-11-03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1545.29,593.96,252.13,461.42,365.32,103.95,400.58,87.93,31.55,4188.77,0.47,0.23,0.48,58.11,58.29,49.5,4.659173546
2006-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1337.76,580.58,222.53,456.41,370.52,107.01,400.69,77.04,22.89,3779.4,0.07,0.06,0.1,55.3,56.89,51.84,4.028429745
2006-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1322.81,548.29,216.24,456.41,366.41,108.65,404.2,77.32,22.89,3751.16,0.0,0.0,0.0,58.83,57.56,55.18,3.467107432
2006-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1322.58,547.8,216.27,456.3,366.37,107.38,402.77,77.4,22.89,3746.59,0.0,0.0,0.0,60.48,60.37,60.29,3.2608264410000003
2006-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1322.08,547.19,215.97,456.09,361.52,105.04,399.31,77.34,22.89,3746.89,0.0,0.0,0.02,63.07,63.34,60.69,3.564297515
2006-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1708.65,980.72,732.78,556.51,519.73,162.44,416.73,151.41,42.8,4292.09,0.46,0.59,0.37,63.3,61.16,60.08,6.727933873
2006-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1345.62,578.31,242.19,458.95,404.96,125.01,421.08,81.27,23.35,3773.5,0.0,0.01,0.01,54.93,53.28,48.68,-1.687933881
2006-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1342.22,570.17,242.19,460.15,419.68,132.5,423.35,82.2,22.95,3766.42,0.0,0.0,0.0,53.26,51.97,48.64,-2.394049583
2006-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1486.36,643.9,266.03,461.59,413.77,130.65,423.74,83.56,23.4,4069.03,0.36,0.21,0.34,52.31,52.02,49.16,-5.182809909
2006-11-12,0.38,0.22,0.15,0.24,0.0,0.17,0.0,0.0,0.57,0.0,0.0,0.0,0.49,0.8,0.0,0.62,,1423.69,596.7,243.4,464.82,425.81,134.97,427.43,83.55,22.96,3791.27,0.0,0.0,0.0,50.22,47.18,47.51,0.8072727259999999
2006-11-13,0.43,0.26,0.24,0.33,0.0,0.23,0.0,0.0,0.71,0.0,0.0,0.0,0.52,0.91,0.0,0.73,,2614.74,1656.49,1928.89,991.38,1307.55,701.17,736.89,538.93,293.72,4286.06,1.32,1.7,0.79,50.26,51.42,44.89,-4.050247927
2006-11-14,1.72,1.69,0.95,0.65,0.0,1.15,0.0,0.31,1.84,0.0,1.56,0.12,2.06,2.34,0.0,3.05,,3863.52,3535.87,4828.61,1279.41,1812.02,1141.54,1014.18,1048.34,83.23,4396.15,0.45,1.03,0.13,51.93,52.72,45.53,8.298842961
2006-11-15,1.24,1.87,0.29,0.47,0.0,1.51,0.0,0.0,1.56,0.0,0.0,0.0,2.3,1.95,0.17,3.35,,2071.16,1265.37,1407.55,849.67,1123.53,682.34,930.99,425.82,50.74,4088.89,0.0,0.01,0.0,52.66,50.55,47.66,16.72066113
2006-11-16,1.44,2.03,0.31,0.44,0.0,1.67,0.0,0.0,1.45,0.0,0.0,0.0,2.31,1.85,0.0,2.29,,3046.78,1137.43,857.78,661.14,821.5,479.24,836.42,258.22,38.06,6158.34,0.51,0.07,0.65,53.2,52.3,48.27,11.96826444
2006-11-17,0.94,1.83,0.03,0.15,0.0,1.49,0.0,0.0,0.69,0.0,0.0,0.0,2.51,0.21,0.0,1.05,,3650.07,2064.66,1256.86,645.45,745.5,415.84,783.79,282.65,32.94,5452.44,0.3,0.38,0.18,53.51,55.53,48.81,10.12561982
2006-11-18,0.15,1.35,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,,2999.28,1868.49,1204.07,644.63,750.21,398.67,774.59,331.98,30.52,4729.03,0.16,0.09,0.06,54.74,54.28,49.15,13.96165287
2006-11-19,0.0,0.92,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,,2263.2,1169.57,830.01,619.15,698.03,382.08,753.28,286.89,28.9,4415.51,0.0,0.0,0.02,55.48,54.53,49.95,7.380495855
2006-11-20,0.0,0.65,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,,3039.56,1240.85,624.34,602.4,683.23,367.84,727.02,227.0,27.72,5925.41,0.6,0.02,0.71,56.25,56.47,50.37,8.023140482
2006-11-21,0.0,0.44,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,,6256.57,7472.04,5520.71,773.89,854.48,405.82,716.59,392.71,55.74,5499.05,0.81,1.84,0.16,55.06,55.46,48.49,8.929586762000001
2006-11-22,0.0,1.45,0.0,0.74,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,,3816.38,3790.9,3184.18,816.85,848.35,382.52,687.97,431.88,36.97,6178.61,0.1,0.1,0.29,51.78,52.0,47.65,7.670082632000001
2006-11-23,0.07,2.08,0.0,1.02,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,1.94,,3631.72,3402.84,2377.21,740.12,820.62,386.53,688.32,323.82,44.61,5595.17,0.27,0.54,0.15,51.22,51.64,42.68,-0.650578511
2006-11-24,1.02,2.51,0.58,1.35,0.0,1.21,0.0,0.0,0.04,0.0,0.0,0.31,3.21,0.0,0.0,2.2,,2636.66,1737.53,1380.35,689.14,751.48,355.19,687.5,260.68,34.74,4704.99,0.0,0.0,0.0,47.47,44.56,42.4,0.11107438
2006-11-25,1.06,2.52,0.65,1.39,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,2.2,,2199.27,1276.95,968.52,644.45,674.94,313.85,661.46,217.53,31.97,4406.98,0.0,0.0,0.02,47.69,46.01,43.12,0.041652892
2006-11-26,1.06,2.52,0.6,1.38,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,2.25,,2024.73,1093.31,774.78,610.2,613.72,282.24,628.12,192.02,30.1,4347.0,0.21,0.06,0.37,47.38,46.19,39.82,11.04595039
2006-11-27,1.14,2.57,0.62,1.41,0.0,1.22,0.0,0.0,0.26,0.0,0.16,0.01,3.63,1.38,0.7,2.96,,2128.69,1140.58,795.06,613.43,619.49,290.14,615.65,200.08,54.64,4386.45,0.5,0.69,0.25,44.52,46.91,39.37,8.576528911
2006-11-28,2.48,3.33,1.75,2.28,1.46,1.69,0.98,1.17,1.21,0.0,2.31,0.57,4.07,3.87,2.87,3.5,,2037.88,1084.56,755.29,600.56,592.51,261.93,619.75,190.6,44.93,4282.04,0.06,0.09,0.09,41.37,41.68,34.64,8.183801639
2006-11-29,2.69,3.43,1.94,2.46,1.84,1.76,1.24,1.13,1.43,2.2,2.56,0.73,4.21,4.08,3.83,4.15,,1893.81,960.71,666.92,585.63,578.34,247.89,619.39,176.56,38.4,4184.36,0.0,0.0,0.0,39.23,36.94,34.14,13.84859502
2006-11-30,2.71,3.43,1.95,2.45,1.59,1.76,1.07,0.75,1.44,2.38,2.54,0.74,4.21,4.1,3.97,4.21,,1921.61,942.98,612.56,590.92,564.48,241.05,637.23,171.51,49.96,4258.59,0.0,0.0,0.01,42.78,42.26,40.85,-2.1818181780000003
2006-12-01,2.69,3.43,1.94,2.44,1.15,1.75,0.77,0.0,1.43,1.59,2.19,0.32,4.22,4.08,3.19,4.3,,1807.29,939.78,684.79,607.27,616.75,295.25,633.87,205.12,33.67,4308.52,0.0,0.0,0.03,46.4,42.96,43.56,12.2796694
2006-12-02,2.69,3.43,1.93,2.44,0.37,1.75,0.25,0.0,1.4,0.0,1.97,0.0,4.39,4.07,2.31,4.69,,1776.27,890.42,609.85,617.14,606.79,249.94,634.49,182.52,32.11,4181.5,0.0,0.0,0.0,47.03,44.03,44.62,1.866446278
2006-12-03,2.67,3.42,1.86,2.41,0.0,1.74,0.0,0.0,1.39,0.0,1.8,0.0,4.38,3.93,1.53,4.69,,1815.78,867.28,553.39,625.81,586.73,255.79,631.52,191.72,32.7,4324.91,0.0,0.0,0.0,49.54,47.5,45.9,-2.035041319
2006-12-04,2.66,3.42,1.73,2.4,0.0,1.73,0.0,0.0,1.36,0.0,1.07,0.0,4.3,3.62,0.0,4.56,,1796.84,889.48,567.01,628.56,587.68,253.05,622.07,170.67,30.37,4353.54,0.0,0.0,0.0,50.76,48.79,48.68,-4.623471067
2006-12-05,2.58,3.41,1.5,2.34,0.0,1.73,0.0,0.0,1.16,0.0,0.0,0.0,4.2,3.26,0.0,4.22,,1912.86,892.48,606.52,640.73,594.37,254.8,628.63,171.07,29.06,4371.97,0.0,0.0,0.0,49.61,48.82,51.62,5.6251239570000005
2006-12-06,2.37,3.41,1.26,2.24,0.0,1.69,0.0,0.0,0.9,0.0,0.0,0.0,4.1,2.88,0.0,3.99,,1914.16,930.29,620.36,633.7,590.55,265.21,620.24,175.63,28.09,4345.07,0.0,0.0,0.0,50.4,50.46,50.47,7.495537177
2006-12-07,2.19,3.34,1.02,2.1,0.0,1.64,0.0,0.0,0.69,0.0,0.0,0.0,4.0,2.3,0.0,3.41,,1941.92,916.36,590.61,621.44,580.63,274.18,603.02,179.31,27.37,4287.88,0.0,0.0,0.0,52.18,50.77,51.26,-0.265785124
2006-12-08,2.03,3.3,0.79,1.96,0.0,1.59,0.0,0.0,0.4,0.0,0.0,0.0,3.85,1.63,0.0,2.15,,1894.54,875.35,557.56,623.19,565.24,263.67,586.48,180.47,26.79,4254.31,0.0,0.0,0.0,52.23,51.14,50.35,-1.063140494
2006-12-09,1.84,3.23,0.59,1.8,0.0,1.57,0.0,0.0,0.03,0.0,0.0,0.0,3.72,0.99,0.0,1.31,,2331.82,1141.76,760.72,660.14,632.26,300.18,606.0,207.12,51.3,4379.56,0.44,0.42,0.22,51.92,53.69,46.12,3.522644622
2006-12-10,2.01,3.73,0.8,2.07,0.0,1.68,0.0,0.0,0.4,0.0,0.0,0.01,4.31,0.8,0.0,1.35,,3460.02,1603.52,1204.62,844.72,1172.31,731.43,1253.72,323.0,140.8,4833.01,0.37,0.59,0.29,49.87,51.34,45.4,10.35570246
2006-12-11,2.79,4.42,1.78,2.8,0.0,2.01,0.0,0.0,1.11,0.0,0.0,0.54,4.83,0.74,0.0,1.79,,2923.99,1328.58,948.24,737.74,822.39,373.43,829.15,252.01,55.7,5481.96,0.16,0.05,0.33,49.48,48.99,44.95,20.63801649
2006-12-12,3.07,4.52,1.95,2.85,0.0,2.02,0.0,0.0,1.33,0.0,0.0,0.7,5.32,0.44,0.0,1.95,,8280.37,4392.01,3410.66,972.78,1049.36,537.15,860.91,497.37,267.02,10453.97,1.02,1.24,0.69,50.18,51.92,46.29,27.83801648
2006-12-13,4.63,5.96,2.67,4.06,0.0,2.79,0.0,0.0,1.66,0.0,0.0,0.82,6.52,0.0,0.0,2.27,,6275.47,2974.91,2235.2,895.04,976.88,429.36,770.69,410.54,109.5,10082.67,0.45,0.32,0.53,49.38,48.69,46.49,30.92727268
2006-12-14,5.18,6.45,3.05,4.55,0.0,3.16,0.0,0.0,1.37,0.0,0.0,0.75,7.6,0.0,0.0,1.91,,6358.15,3365.9,2583.28,889.41,1016.94,436.47,866.5,408.86,81.86,10358.93,0.16,0.19,0.32,52.21,52.08,46.77,28.14148756
2006-12-15,4.47,6.45,2.54,4.29,0.0,3.19,0.0,0.0,0.78,0.0,0.0,0.0,7.57,0.0,0.0,1.1,,10802.32,6905.83,5068.37,1073.71,952.04,363.24,770.45,592.54,125.72,15407.41,0.94,1.08,0.61,51.78,52.33,46.75,20.91570244
2006-12-16,5.19,7.87,2.84,5.53,0.0,4.24,0.0,0.0,1.41,0.0,0.0,0.54,8.13,0.89,0.0,1.68,,5302.55,2982.37,2713.67,1002.88,945.03,344.73,808.44,503.54,91.64,7480.72,0.0,0.0,0.0,41.77,39.14,36.61,32.7252892
2006-12-17,5.29,7.91,3.0,5.58,0.0,4.29,0.0,0.0,1.59,0.0,0.0,0.65,8.14,1.18,0.0,1.76,,3568.53,1854.82,1555.2,814.87,785.77,301.81,727.87,336.31,67.36,5931.51,0.0,0.0,0.0,41.23,39.19,37.45,38.14809911
2006-12-18,5.25,7.91,3.0,5.58,0.0,4.29,0.0,0.0,1.59,0.0,0.0,0.64,8.13,1.15,0.0,1.75,,2920.86,1482.17,1150.78,733.34,699.99,270.74,668.87,266.76,55.09,5309.79,0.0,0.0,0.0,41.04,40.19,37.37,31.65818176
2006-12-19,5.22,7.9,2.98,5.56,0.0,4.29,0.0,0.0,1.58,0.0,0.0,0.62,8.12,1.1,0.0,1.74,,2578.91,1265.78,938.22,685.81,646.45,249.97,631.09,227.72,47.65,5026.43,0.0,0.0,0.0,42.34,39.49,39.15,27.16165285
2006-12-20,5.2,7.9,2.96,5.55,0.0,4.28,0.0,0.0,1.57,0.0,0.0,0.6,8.1,1.05,0.0,1.62,,2434.06,1180.48,814.04,655.09,611.14,234.95,605.86,203.77,43.03,4787.49,0.0,0.0,0.0,41.36,41.13,38.28,23.36925616
2006-12-21,5.19,7.89,2.95,5.54,0.0,4.27,0.0,0.0,1.56,0.0,0.0,0.59,8.1,1.0,0.0,1.49,,3637.14,2094.73,1245.83,653.73,615.78,235.81,598.75,222.71,57.95,4768.88,0.76,0.64,0.6,43.05,44.73,37.02,14.27900824
2006-12-22,6.03,8.28,3.42,5.98,0.04,4.5,0.03,0.1,2.55,0.0,0.08,0.86,8.57,3.62,2.37,2.23,,4476.16,2881.7,2478.6,906.29,1026.73,382.99,653.29,491.34,326.45,4762.22,0.14,0.51,0.06,40.37,42.24,35.35,15.27867766
2006-12-23,6.87,8.78,4.33,6.79,1.0,4.99,0.67,1.34,3.35,0.0,0.78,1.63,8.77,4.39,3.86,2.55,,3010.36,1615.8,1216.87,734.68,762.47,280.33,640.6,289.94,91.46,4624.14,0.02,0.0,0.08,38.85,38.61,36.86,15.22710741
2006-12-24,6.88,8.79,4.33,6.8,0.91,5.0,0.61,1.58,3.4,0.0,0.99,1.65,8.86,4.51,4.21,3.0,,2781.43,1436.99,1001.96,695.3,704.36,253.06,620.8,239.31,70.04,4814.58,0.06,0.02,0.11,40.55,39.67,40.73,18.07735534
2006-12-25,6.9,8.82,4.39,6.81,0.39,5.0,0.26,1.61,3.46,0.0,0.53,1.51,9.04,4.7,3.88,3.44,,4321.96,2549.31,1414.34,691.6,681.96,243.14,605.21,251.34,70.4,9310.9,0.57,0.58,0.63,45.52,46.06,41.46,16.91900824
2006-12-26,7.56,9.65,4.77,7.13,0.0,5.21,0.0,0.6,3.54,0.0,0.0,1.13,10.26,3.81,2.99,2.85,,39093.01,23971.69,16929.41,2202.71,3055.15,1135.15,985.55,2074.93,1317.97,31661.12,2.91,3.31,1.78,50.31,51.17,43.74,23.94644624
2006-12-27,9.89,12.41,6.47,9.71,0.0,6.9,0.0,0.0,4.88,0.0,0.0,0.94,13.42,2.75,1.56,3.35,,37460.15,23651.64,21959.02,4131.92,7008.58,3303.86,2534.95,4218.63,2563.53,28450.09,1.78,2.29,0.84,50.18,51.17,45.77,17.12132229
2006-12-28,14.08,15.53,10.05,12.94,1.07,8.86,0.72,1.27,8.07,0.0,0.25,3.51,15.06,4.53,0.0,6.33,,8758.92,5045.77,4914.72,1647.45,2522.62,1211.56,1409.63,1176.0,622.4,10136.99,0.0,0.0,0.0,39.03,39.49,35.08,27.21123962
2006-12-29,14.1,15.61,10.18,13.09,1.93,8.98,1.3,2.37,8.2,0.0,1.38,3.68,15.08,4.72,0.0,6.52,,5554.92,3200.78,2703.19,1124.11,1535.61,681.1,1016.88,613.08,310.72,7683.19,0.0,0.0,0.0,42.69,39.59,41.67,28.18115698
2006-12-30,14.01,15.6,10.1,13.07,1.87,8.96,1.25,2.33,8.18,0.0,1.31,3.65,15.06,4.65,0.0,6.51,,4610.72,2764.41,2249.46,958.81,1307.38,569.05,920.14,500.34,194.93,6927.36,0.0,0.0,0.0,39.74,40.08,44.36,42.50975199
2006-12-31,13.94,15.59,10.05,13.05,1.55,8.95,1.04,2.08,8.17,0.0,1.28,3.63,15.05,4.43,0.0,6.5,,4074.33,2427.71,1809.24,886.43,1162.38,478.7,853.5,384.28,147.79,6570.36,0.0,0.0,0.0,42.2,42.44,42.63,42.8866115
2007-01-01,13.88,15.58,10.0,13.05,1.31,8.95,0.88,1.86,8.16,0.0,0.78,3.61,15.04,4.29,0.0,6.49,,3805.63,2268.15,1615.19,855.01,1030.03,420.14,801.64,327.71,120.29,6441.47,0.0,0.0,0.0,45.57,38.96,43.84,28.8515702
2007-01-02,13.87,15.58,9.95,13.04,0.95,8.94,0.64,1.1,8.14,0.0,0.0,3.6,15.04,4.03,0.0,6.48,,3814.74,2292.58,1570.04,830.93,1035.44,412.03,803.85,334.08,103.91,6351.18,0.0,0.0,0.01,48.8,43.81,52.09,27.19140491
