,FOL_tas,ORO_tas,SHA_tas
2089-10-01,290.65005,290.68713,289.52997
2089-10-02,291.0119,290.3821,287.77246
2089-10-03,289.5553,288.2473,286.2412
2089-10-04,291.3637,290.0151,287.79068
2089-10-05,290.48352,290.22534,287.28772
2089-10-06,290.5209,291.83063,292.37103
2089-10-07,294.37155,294.78442,293.98822
2089-10-08,296.48856,296.12234,294.02267
2089-10-09,295.75015,295.7583,294.40277
2089-10-10,296.66156,297.78775,298.3945
2089-10-11,294.64124,297.33258,296.11246
2089-10-12,291.24185,290.5348,290.13776
2089-10-13,289.8388,289.265,286.48874
2089-10-14,287.99463,287.90726,286.54742
2089-10-15,289.34982,289.96207,287.1042
2089-10-16,292.70203,293.1549,290.4947
2089-10-17,293.76294,293.72632,292.234
2089-10-18,294.55515,294.82275,292.2214
2089-10-19,293.81943,294.07028,291.17767
2089-10-20,291.36502,292.1195,289.93713
2089-10-21,289.6091,290.0027,288.25214
2089-10-22,288.73743,288.86975,287.08832
2089-10-23,290.02475,290.17587,287.03662
2089-10-24,289.9887,289.69803,286.24875
2089-10-25,292.1124,290.72574,285.2975
2089-10-26,290.5678,290.15897,286.61066
2089-10-27,288.8482,290.05768,288.72736
2089-10-28,288.712,289.01746,287.8625
2089-10-29,288.9778,288.50702,285.77347
2089-10-30,286.12302,286.4497,284.74933
2089-10-31,287.12195,286.88934,285.11026
2089-11-01,287.3644,286.96024,283.78946
2089-11-02,286.1466,285.682,283.65082
2089-11-03,285.90204,286.701,284.63016
2089-11-04,286.6587,287.00223,284.29453
2089-11-05,287.02292,287.00186,284.09653
2089-11-06,284.60858,284.3675,283.7726
2089-11-07,282.70602,282.9995,280.80667
2089-11-08,281.76428,282.30237,279.50626
2089-11-09,281.45984,282.64868,282.98975
2089-11-10,283.34558,283.72696,284.9753
2089-11-11,285.0693,285.95706,285.859
2089-11-12,287.1942,287.9506,286.61542
2089-11-13,287.21564,288.545,286.95557
2089-11-14,290.0725,290.32413,286.8842
2089-11-15,290.63043,291.16852,287.95352
2089-11-16,291.3371,293.72815,290.0146
2089-11-17,291.57532,292.3493,290.73282
2089-11-18,291.57468,292.41248,289.60196
2089-11-19,290.9346,293.1009,290.70377
2089-11-20,290.86658,291.75345,289.80112
2089-11-21,288.2536,288.35062,285.55606
2089-11-22,287.37146,287.34146,285.4517
2089-11-23,287.08438,287.794,286.45343
2089-11-24,288.19138,288.2664,287.52417
2089-11-25,285.21063,288.50684,285.6129
2089-11-26,286.7372,288.52557,287.9447
2089-11-27,288.39206,288.86963,287.5388
2089-11-28,286.03912,287.12494,284.8358
2089-11-29,284.52307,286.35858,285.05405
2089-11-30,286.11383,287.79636,287.06622
2089-12-01,288.3894,288.44778,286.69946
2089-12-02,288.48853,288.52252,285.95267
2089-12-03,286.81854,288.23325,286.47873
2089-12-04,287.35016,288.35696,285.8248
2089-12-05,285.40915,287.29196,285.97757
2089-12-06,286.14795,287.40854,285.43018
2089-12-07,287.05783,287.2429,285.95444
2089-12-08,286.3935,286.422,285.89734
2089-12-09,286.1127,284.80075,284.1309
2089-12-10,284.16925,285.95227,283.7213
2089-12-11,284.40414,285.6402,283.1311
2089-12-12,284.93454,282.62494,281.74747
2089-12-13,282.23502,286.74738,283.37622
2089-12-14,282.70477,288.88422,285.57013
2089-12-15,282.67194,287.94415,286.9629
2089-12-16,285.02542,287.34433,285.80862
2089-12-17,285.4178,287.04236,285.6889
2089-12-18,284.35364,287.7569,285.84543
2089-12-19,284.40207,285.76123,283.86847
2089-12-20,281.8097,281.6494,278.5023
2089-12-21,278.3354,276.914,276.1206
2089-12-22,278.04083,277.4269,277.20084
2089-12-23,279.5178,279.60895,278.17517
2089-12-24,282.35098,282.32977,280.49176
2089-12-25,277.3231,283.1119,282.3762
2089-12-26,277.79697,278.68274,284.18243
2089-12-27,280.72266,281.35443,283.274
2089-12-28,281.0834,283.328,282.2265
2089-12-29,283.49347,283.6041,282.09366
2089-12-30,281.701,281.84106,279.0959
2089-12-31,279.88626,279.87192,278.4171
2090-01-01,279.03555,279.57,278.70804
2090-01-02,278.91583,280.85605,278.7742
2090-01-03,281.9749,281.9471,280.1491
2090-01-04,281.70935,283.01288,281.60193
2090-01-05,280.4418,281.3511,279.06845
2090-01-06,276.187,275.24097,273.85043
2090-01-07,273.26947,274.7119,275.48724
2090-01-08,273.68112,275.70755,274.21933
2090-01-09,278.4667,278.75574,277.06516
2090-01-10,280.41687,279.71564,277.8945
2090-01-11,279.9847,280.41046,277.80835
2090-01-12,277.84738,281.7729,280.31747
2090-01-13,282.28036,286.1784,283.18646
2090-01-14,281.0761,284.75806,284.54175
2090-01-15,280.88223,281.09024,283.93686
2090-01-16,282.4771,283.3002,282.82205
2090-01-17,279.83206,282.1313,281.46802
2090-01-18,281.1792,281.39908,280.68457
2090-01-19,282.4762,283.52408,282.15665
2090-01-20,284.01407,285.3085,285.58286
2090-01-21,286.1078,286.05865,284.2052
2090-01-22,284.94653,285.58566,283.86133
2090-01-23,283.53726,284.1828,284.16873
2090-01-24,283.36816,286.55896,287.94623
2090-01-25,286.40045,289.82,291.4081
2090-01-26,287.5618,288.6671,292.5139
2090-01-27,289.54565,289.79163,293.07513
2090-01-28,291.04297,292.34106,292.04248
2090-01-29,289.60275,291.95,289.01657
2090-01-30,284.32507,289.0383,287.09262
2090-01-31,284.7911,287.32336,286.82294
2090-02-01,287.24323,287.20642,286.3365
2090-02-02,285.62616,287.69644,284.77988
2090-02-03,286.81152,286.28967,283.08572
2090-02-04,282.37402,284.45435,284.5084
2090-02-05,281.31946,282.5541,283.58707
2090-02-06,283.88818,284.10666,280.9056
2090-02-07,283.92484,284.5914,282.8317
2090-02-08,287.2892,286.51926,282.5249
2090-02-09,287.0943,286.39218,283.21893
2090-02-10,286.66708,286.40994,283.51852
2090-02-11,287.5558,288.1674,284.6498
2090-02-12,287.95255,287.4368,285.01614
2090-02-13,285.38895,284.4235,282.91998
2090-02-14,283.27042,283.7567,282.7807
2090-02-15,285.50595,285.8732,284.40326
2090-02-16,286.72034,285.9833,282.91895
2090-02-17,287.91623,286.12912,282.71576
2090-02-18,285.88223,285.55536,283.91467
