,FOL_fnf,ORO_fnf,TRR_fnf,ISB_fnf,PNF_fnf,MRC_fnf,MIL_fnf,NML_fnf,TUL_fnf,DPN_fnf,SHA_fnf,YRS_fnf,FOL_pr,ORO_pr,SHA_pr,YRS_pr,FOL_tas,ORO_tas,SHA_tas,FOL_swe,ORO_swe,SHA_swe,YRS_swe,BKL_swe,CAP_swe,CSL_swe,FOR_swe,GOL_swe,GRZ_swe,HMB_swe,HYS_swe,MED_swe,RBB_swe,RBP_swe,RTL_swe,SCN_swe,SDF_swe,STL_swe,SNM_swe
2089-10-01,13.734266,50.61679,4.57306,6.145925,9.459968,12.527155,9.582168,14.011123999999999,0.9394174000000001,8.678738000000001,130.34482,21.318873999999997,2.0662215e-05,0.0049253907,0.13989633,8.9739146e-08,290.65005,290.68712999999997,289.52997,0.0,0.0,1.9629928e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-02,14.021073999999999,51.14118,4.581310299999999,6.17316,9.50713,12.557065,9.683123,14.059156,0.9409561,8.760359,130.26942,21.592249,1.2104511999999998,1.9683806000000001,2.0174084,1.8219147,291.0119,290.3821,287.77246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-03,179.03886,161.71143,4.5864825,6.171315,9.588625,13.045222,10.148712,17.180270999999998,0.9414861999999999,10.317637,169.03326,223.38324,37.56926,26.505394,11.556116000000001,53.37779200000001,289.5553,288.2473,286.2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-04,863.3654,1044.4034,12.083165,13.069927999999999,27.462059999999997,29.891840000000002,29.440310999999998,74.79313,5.6333437,75.68826,544.4345,1064.8772,81.76092,72.86591,29.592534999999998,107.22376000000001,291.3637,290.0151,287.79068,0.0,2.0729762000000002e-05,1.1334258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-05,297.11397999999997,297.1226,6.4519105,6.8471484,25.768587,60.017593000000005,56.323925,89.61477,1.3197272,141.45975,223.02759,211.44347000000002,5.5520535,1.6242563,0.39368945,4.794298,290.48352,290.22534,287.28772000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-06,105.33859,148.50945,6.056545,6.801151299999999,20.42707,26.543552000000002,30.442904,35.40906,1.3000591000000001,45.45043,175.80581999999998,90.35181,0.0,0.0,0.0,0.0,290.5209,291.83063,292.37102999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-07,66.70623,109.86116000000001,5.6851807,6.712718,16.77161,20.4429,22.358315,26.053038,1.2573493,28.965324,157.93588,61.814438,0.0,1.1544479e-06,0.10650454,0.0,294.37155,294.78442,293.98822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-08,50.009409999999995,92.47971,5.4361977999999995,6.628953999999999,14.831745999999999,17.96961,18.666042,22.292618,1.2095486999999998,22.508606,149.88402,49.70746,0.0005792757,0.54373187,1.0111506,0.20811412,296.48856,296.12234,294.02267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-09,41.165627,85.04764,5.265026,6.5598984,13.640160999999999,16.604622,16.510475,20.19412,1.1689688999999999,19.004429000000002,146.09218,44.58075,0.7803329000000001,1.3925376,0.6810399,1.5487345,295.75015,295.7583,294.40277000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089-10-10,38.00489,86.17765,5.144755,6.504734,12.849064,15.863785,15.118054,19.158904999999997,1.1370639,17.5841,142.9694,45.493384999999996,0.7859588000000001,2.1743221,0.5773984999999999,1.3134776000000001,296.66156,297.78775,298.3945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
