,FOL_swe,ORO_swe,SHA_swe,YRS_swe
2089-10-01,0.0,0.0,0.0,0.0
2089-10-02,0.0,0.0,0.0,0.0
2089-10-03,0.0,0.0,0.0,0.0
2089-10-04,0.0,0.0,0.0,0.0
2089-10-05,0.0,0.0,0.0,0.0
2089-10-06,0.0,0.0,0.0,0.0
2089-10-07,0.0,0.0,0.0,0.0
2089-10-08,0.0,0.0,0.0,0.0
2089-10-09,0.0,0.0,0.0,0.0
2089-10-10,0.0,0.0,0.0,0.0
2089-10-11,0.0,0.0,0.0,0.0
2089-10-12,0.0,0.0,0.0,0.0
2089-10-13,0.0,0.0,0.0,0.0
2089-10-14,0.0,0.0,0.0,0.0
2089-10-15,0.0,0.0,0.0,0.0
2089-10-16,0.0,0.0,0.0,0.0
2089-10-17,0.0,0.0,0.0,0.0
2089-10-18,0.0,0.0,0.0,0.0
2089-10-19,0.00034352732,0.0,0.0,0.0
2089-10-20,0.016499324,0.00088668574,0.05995629,0.0
2089-10-21,0.66418797,0.61406153,0.08352935,3.1064677
2089-10-22,0.55277264,0.53497314,0.066948704,3.0879412
2089-10-23,0.96605515,0.22116807,0.14027457,4.162474
2089-10-24,1.1451249,0.21390757,0.1527039,4.490846
2089-10-25,0.30806458,0.0,0.13489284,1.6371638
2089-10-26,0.0727766,0.0,0.12235731,0.895398
2089-10-27,0.0,0.0,0.0564402,0.018038338
2089-10-28,0.0,0.0,0.07282387,0.0
2089-10-29,0.076486334,0.0,0.12408077,0.0
2089-10-30,0.0,0.0,0.073827595,0.0
2089-10-31,0.0,0.0,0.012389291,0.0
2089-11-01,0.0,0.0,0.0,0.0
2089-11-02,0.0,0.0,0.0,0.0
2089-11-03,0.0,0.0,0.0,0.0
2089-11-04,0.0,0.0,0.0,0.0
2089-11-05,0.0,0.0,0.0,0.0
2089-11-06,0.0,0.0,0.0,0.0
2089-11-07,0.0,0.0,0.0,0.0
2089-11-08,0.12664433,1.4516948e-05,0.00012710682,7.6612836e-05
2089-11-09,1.379825,0.39576396,0.54400986,0.78804225
2089-11-10,4.6689734,1.5248594,1.6596432,4.765655
2089-11-11,6.2136784,1.289915,1.8287077,4.135866
2089-11-12,2.784765,0.4526307,0.7205291,1.4327922
2089-11-13,14.812336,2.873813,2.9083753,9.218487
2089-11-14,17.370867,3.439441,3.0474203,11.221275
2089-11-15,16.665106,2.648272,2.1182308,10.476136
2089-11-16,21.86342,3.4003367,4.091533,13.369203
2089-11-17,29.973835,5.7608113,5.5480676,20.535318
2089-11-18,56.870117,25.55932,15.006613,45.637558
2089-11-19,69.10809,30.8877,17.320639,54.546738
2089-11-20,73.517265,28.792618,19.45928,53.88166
2089-11-21,79.50406,31.73068,21.274126,59.331245
2089-11-22,75.94874,29.840332,19.493347,56.358128
2089-11-23,71.7903,25.169786,16.216763,51.43219
2089-11-24,69.09893,21.233118,13.048294,48.218826
2089-11-25,66.02522,18.647705,11.68808,45.137135
2089-11-26,61.737953,14.143313,9.29524,39.67168
2089-11-27,62.669594,12.692189,8.615741,39.716766
2089-11-28,63.492832,12.978481,9.101703,40.80591
2089-11-29,63.652397,12.530843,9.019976,40.626488
2089-11-30,60.031155,8.90576,6.3050857,35.917896
2089-12-01,55.923183,6.5521584,4.847622,31.00532
2089-12-02,53.425793,5.335464,4.1180954,29.147865
2089-12-03,50.72406,4.124451,3.410922,26.467136
2089-12-04,48.396004,3.378622,2.8582008,24.367756
2089-12-05,46.338123,2.9318604,2.4624484,22.600595
2089-12-06,44.38732,2.5370388,2.090951,21.2965
2089-12-07,42.823017,2.1049392,1.8481197,20.00105
2089-12-08,40.043144,1.6118234,1.5293425,18.083813
2089-12-09,37.048416,0.88840383,1.2053202,15.024702
2089-12-10,33.911133,0.44211775,1.0732126,12.237885
2089-12-11,33.31126,0.3723466,1.0704682,11.471042
2089-12-12,31.79609,0.2546804,1.0462459,10.442069
2089-12-13,30.846514,0.18369028,1.0269415,9.952121
2089-12-14,32.1158,1.0786428,1.7037458,11.523034
2089-12-15,36.387177,2.950495,3.6975396,15.709963
2089-12-16,43.236713,3.8045437,6.498561,18.78296
2089-12-17,45.78283,5.6830497,7.0907493,21.580975
2089-12-18,48.480175,7.918364,10.05059,23.157663
2089-12-19,48.415802,6.164252,9.449767,21.742664
2089-12-20,58.433075,8.806099,13.602884,27.483498
2089-12-21,59.077065,9.348198,14.263897,27.89469
2089-12-22,58.58305,8.521409,13.195606,27.266117
2089-12-23,60.504627,7.4235168,12.741893,25.729986
2089-12-24,60.49276,7.4401293,12.835455,25.69729
2089-12-25,60.11877,7.2974515,12.486279,25.541716
2089-12-26,59.507282,6.572094,11.534042,24.941147
2089-12-27,58.50384,5.83471,10.491227,24.006851
2089-12-28,58.0889,5.5586023,10.0632925,23.645945
2089-12-29,57.648937,5.357566,9.824113,23.258736
2089-12-30,57.306282,5.127784,9.610936,22.840267
2089-12-31,56.977737,4.74246,9.378582,22.345295
