,FOL_tas,ORO_tas,SHA_tas
2089-10-01,288.95493,290.1234,290.49835
2089-10-02,294.71393,295.70343,295.1728
2089-10-03,296.81708,299.09012,298.82034
2089-10-04,300.26978,301.80365,300.8919
2089-10-05,298.89612,302.0221,301.7282
2089-10-06,297.87976,300.79883,301.39868
2089-10-07,293.98853,298.11246,299.4003
2089-10-08,293.17834,296.66357,297.96445
2089-10-09,293.25327,297.1205,298.36847
2089-10-10,290.82394,294.9595,296.2041
2089-10-11,287.2832,290.37506,291.5716
2089-10-12,284.93848,287.21298,287.7684
2089-10-13,288.97842,289.39398,289.14413
2089-10-14,288.48096,289.4089,289.56808
2089-10-15,291.46106,293.16562,293.34113
2089-10-16,291.91925,295.15662,295.84802
2089-10-17,290.3492,292.64758,293.0484
2089-10-18,286.92133,289.8147,290.31714
2089-10-19,285.47958,288.9478,288.82483
2089-10-20,283.19812,285.55225,286.8437
2089-10-21,283.65027,285.5428,285.47333
2089-10-22,282.63248,286.1309,286.97702
2089-10-23,281.84222,284.25546,284.72046
2089-10-24,283.84912,287.56238,288.43298
2089-10-25,283.1868,286.56613,286.86346
2089-10-26,286.09726,289.764,290.50412
2089-10-27,281.98514,284.81912,286.69153
2089-10-28,281.4054,284.67108,285.50183
2089-10-29,283.76074,286.65036,286.29712
2089-10-30,288.94794,289.50598,287.7362
2089-10-31,292.06924,292.75833,291.7558
2089-11-01,290.3202,292.31897,291.93295
2089-11-02,289.66348,292.44473,292.02414
2089-11-03,291.27762,292.5641,291.64868
2089-11-04,288.25598,290.76053,291.29785
2089-11-05,285.5318,287.81802,288.0506
2089-11-06,286.6293,289.1811,288.94727
2089-11-07,285.54156,288.0393,288.62335
2089-11-08,285.23935,287.7581,288.8261
2089-11-09,279.5998,282.20868,283.0171
2089-11-10,282.19275,284.15198,284.31476
2089-11-11,283.76413,286.27972,287.11157
2089-11-12,281.3889,285.23108,286.06198
2089-11-13,281.33386,283.6728,283.30774
2089-11-14,283.58203,286.27927,286.59854
2089-11-15,280.96863,284.2984,284.81946
2089-11-16,276.31458,280.21808,280.90857
2089-11-17,278.29428,280.83936,281.70575
2089-11-18,279.32248,281.99777,282.53885
2089-11-19,280.40634,284.30508,285.83478
2089-11-20,277.41782,280.06274,280.45212
2089-11-21,282.49594,281.74533,280.8156
2089-11-22,284.55402,283.21402,283.72385
2089-11-23,285.2819,287.50006,286.79694
2089-11-24,284.65997,286.2591,285.18576
2089-11-25,285.60864,288.38202,289.1708
2089-11-26,283.03757,285.11572,285.53174
2089-11-27,278.4969,280.79337,281.32608
2089-11-28,279.50702,281.92908,281.9848
2089-11-29,282.35873,285.01953,286.1208
2089-11-30,282.70837,285.9725,286.61285
2089-12-01,282.93945,284.8254,285.03162
2089-12-02,284.64554,286.96652,284.55707
2089-12-03,288.14413,289.1967,286.76944
2089-12-04,288.26596,290.2813,289.96838
2089-12-05,287.0309,289.52573,289.1044
2089-12-06,286.9061,289.41443,287.5285
2089-12-07,288.53354,288.13544,286.6329
2089-12-08,287.94385,289.20132,288.51657
2089-12-09,287.97293,289.526,290.39526
2089-12-10,278.63165,282.29117,284.1879
2089-12-11,284.2539,284.58655,284.6455
2089-12-12,282.73193,285.91208,285.9027
2089-12-13,280.17023,283.36102,284.18372
2089-12-14,279.79492,282.89355,283.81915
2089-12-15,281.8529,284.42563,285.74146
2089-12-16,276.15692,279.23822,279.34177
2089-12-17,278.01743,282.13144,283.25217
2089-12-18,279.54532,283.6006,283.82886
2089-12-19,276.50412,281.69513,283.15732
2089-12-20,277.5404,279.59262,279.47876
2089-12-21,279.84808,284.2553,283.7591
2089-12-22,281.16855,284.6494,285.18436
2089-12-23,277.8634,280.55536,279.5581
2089-12-24,281.32343,282.30673,280.37823
2089-12-25,283.49335,280.725,280.36633
2089-12-26,285.07306,280.89536,281.3032
2089-12-27,281.95105,283.25647,283.74762
2089-12-28,279.98508,282.39175,282.04285
2089-12-29,280.6176,281.5568,280.92783
2089-12-30,280.79907,282.47797,282.3017
2089-12-31,282.29965,284.51453,283.41602
2090-01-01,283.30386,284.8802,284.3998
2090-01-02,284.89978,287.61777,287.8309
2090-01-03,284.50357,286.9685,286.46997
2090-01-04,286.15372,287.911,287.5049
2090-01-05,284.19806,285.8746,286.06537
2090-01-06,281.61435,283.51746,283.16614
2090-01-07,277.97858,280.657,281.1067
2090-01-08,278.73944,281.25394,281.6968
2090-01-09,281.45563,283.73175,284.6031
2090-01-10,278.06955,282.93207,284.10535
2090-01-11,276.8219,279.9927,280.90366
2090-01-12,275.89883,279.67694,280.94482
2090-01-13,274.56845,278.2693,278.4241
2090-01-14,277.9552,279.66516,279.8181
2090-01-15,276.34842,278.18674,278.56885
2090-01-16,277.7558,278.60904,277.0927
2090-01-17,280.50726,281.5587,281.11444
2090-01-18,280.44568,282.57126,282.20392
2090-01-19,281.21857,283.2969,283.41434
2090-01-20,281.25476,283.6493,283.95374
