,FOL_pr,ORO_pr,SHA_pr,YRS_pr
2089-10-01,0.011315003,0.01713839,1.6437743e-05,0.007718915
2089-10-02,1.9217046e-07,0.00574155,0.0,9.619798e-07
2089-10-03,0.029341774,0.002628035,0.0,0.0
2089-10-04,0.8534793,0.3375369,0.53624916,0.39771694
2089-10-05,10.458039,10.515993,4.4769845,10.6049385
2089-10-06,2.6962838,1.6957992,0.21952665,2.1345077
2089-10-07,2.798862,2.5119114,0.7088916,2.7537591
2089-10-08,0.020017682,1.8420973e-05,0.0018420614,0.0
2089-10-09,2.734823,0.9057488,0.1617891,1.5945337
2089-10-10,9.644324,11.796068,5.0970135,17.96213
2089-10-11,18.106916,5.676131,11.309837,16.003578
2089-10-12,1.6888584,0.31081885,0.87287635,0.7259493
2089-10-13,0.02538088,0.03520925,0.15730384,0.01544005
2089-10-14,0.00015272746,0.0002823378,0.010212298,6.253602e-07
2089-10-15,0.0,0.0,0.0,0.0
2089-10-16,0.0,4.642888e-06,0.0,0.0
2089-10-17,0.0,0.0,0.0005835183,0.0
2089-10-18,0.47999027,0.96668553,4.395462,1.5616173
2089-10-19,22.310892,18.036234,26.27082,27.470594
2089-10-20,19.883942,13.472067,1.9944612,29.337378
2089-10-21,0.0035661373,0.004209945,0.07013283,0.00061160227
2089-10-22,16.198126,12.542465,12.328896,20.005266
2089-10-23,1.4058887,2.3990574,5.500121,3.2085795
2089-10-24,29.91935,13.69913,10.2293625,25.336685
2089-10-25,0.17816399,0.05664872,0.6805319,0.0072073387
2089-10-26,16.6928,9.611726,7.6969943,18.481485
2089-10-27,2.8840818,2.0072527,0.99456084,3.6545804
2089-10-28,9.859006,5.792989,3.6296883,11.05306
2089-10-29,0.04838785,0.110846855,0.20402077,0.12262013
2089-10-30,0.0,4.301573e-05,0.009253714,0.0
2089-10-31,0.0,0.0,0.0,0.0
2089-11-01,0.0,0.00037740407,0.0035963538,0.0
2089-11-02,0.0,0.0,0.00029019144,0.0
2089-11-03,0.0,0.0,0.0,0.0
2089-11-04,0.06023779,0.14059924,0.112288415,0.13843836
2089-11-05,0.45500797,0.1576196,0.25965822,0.41861963
2089-11-06,0.0,0.00042779822,0.13440813,0.0
2089-11-07,28.33381,25.88734,28.354643,37.074295
2089-11-08,148.27905,87.11484,43.748127,136.1861
2089-11-09,18.643087,9.848252,6.3209853,17.602915
2089-11-10,14.460607,9.095908,10.383505,11.661362
2089-11-11,37.15029,34.635784,33.982502,53.908783
2089-11-12,59.057434,52.86393,33.202477,67.153915
2089-11-13,0.09462161,0.0014833149,0.0099856425,0.04498341
2089-11-14,0.092948355,0.55725026,1.8546301,0.6836868
2089-11-15,14.832058,11.025449,20.861645,13.714054
2089-11-16,16.843672,4.2811627,0.6614916,12.1838255
2089-11-17,42.033184,28.752884,16.179188,43.74514
2089-11-18,35.201138,19.766825,9.920315,37.206528
2089-11-19,43.229782,10.678998,6.3150024,27.921669
2089-11-20,5.0439343,2.9415123,2.592672,5.510072
2089-11-21,0.0,0.0,0.0,0.0
2089-11-22,0.0,0.0,0.0,0.0
2089-11-23,0.0,0.0,0.00045606215,0.0
2089-11-24,0.0,0.0002603531,0.0057481723,0.0
2089-11-25,0.0,4.196167e-05,0.0,1.901095e-05
2089-11-26,9.406578,7.0011935,4.2546988,11.104942
2089-11-27,4.0050445,1.2358007,1.8426766,4.727452
2089-11-28,1.1502798,0.797058,1.2361425,1.040004
2089-11-29,3.639229,2.1713145,5.565782,2.1520836
2089-11-30,2.315663,1.2059928,2.0667892,2.6958823
2089-12-01,0.74728024,1.0409954,4.9944935,0.6398731
2089-12-02,0.0003297387,0.008348616,0.13523024,0.00018960923
2089-12-03,0.0,6.023206e-07,0.0,1.3507781e-05
2089-12-04,0.0,0.0,0.0,0.0
2089-12-05,0.0,0.0,0.0,0.0
2089-12-06,0.0,0.00070893136,0.17431426,0.0
2089-12-07,0.0041302936,0.070804544,0.009219218,0.09020145
