,BND_fnf,SHA_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,MKM_fnf,NHG_fnf,SHA_pr,ORO_pr,FOL_pr,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_tas,ORO_tas,FOL_tas
1950-10-01,376.03,315.51,115.6,48.68,84.28,32.69,60.42,41.63,62.23,20.71,22.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41,13.81,13.09
1950-10-02,370.33,309.35,115.42,48.66,83.87,32.64,60.13,41.44,61.59,20.71,22.57,0.01527777777777778,0.0,0.0,0.0,0.0,0.0,0.0,12.79,15.66,13.76
1950-10-03,366.4,307.99,115.39,48.66,83.82,32.62,60.07,41.36,61.28,20.7,22.55,1.336631944444444,0.0,0.0,0.0,0.0,0.0,0.0,12.82,18.72,16.89
1950-10-04,377.5,328.86,115.58,48.65,83.78,32.62,60.02,41.29,61.18,20.7,22.51,4.746006944444444,0.9705645161290318,0.0,0.0,0.0,0.0,0.0,14.56,20.22,19.78
1950-10-05,438.71,421.18,122.01,50.89,84.34,32.61,59.93,41.22,61.12,20.71,22.49,12.496527777777775,5.652822580645161,2.6219696969696966,0.0,0.0,0.0,0.0,13.35,17.080000000000002,19.28
1950-10-06,669.31,689.82,161.27,105.06,99.74,32.61,59.84,41.16,61.05,20.9,22.47,3.0713541666666635,5.173790322580646,5.615151515151515,0.0,0.0,0.0,0.0,13.11,15.22,15.01
1950-10-07,1113.45,997.12,249.47,173.05,141.02,32.69,59.75,41.13,60.98,21.38,22.47,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,15.19,19.11,16.73
1950-10-08,1330.98,1147.47,310.31,170.21,174.87,32.76,59.7,41.11,60.92,21.66,22.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77,20.49,19.65
1950-10-09,1344.27,1180.4,278.7,130.89,160.46,32.7,59.67,41.09,60.86,21.44,22.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.43,19.04,19.74
1950-10-10,1225.44,993.75,215.53,94.36,128.02,32.58,59.64,41.04,60.81,21.1,22.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47,20.73,18.79
1950-10-11,893.38,705.79,169.24,69.84,107.64,32.49,59.59,40.94,60.78,20.86,22.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.24,22.8,21.42
1950-10-12,656.12,525.74,139.2,57.49,93.32,32.43,59.52,40.87,60.76,20.7,22.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.02,23.11
1950-10-13,518.05,421.52,126.54,53.75,87.74,32.41,59.45,40.83,60.72,20.64,22.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99,22.98,22.96
1950-10-14,455.33,379.45,123.1,53.18,86.34,32.4,59.38,40.8,60.63,20.61,22.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,21.83,23.57
1950-10-15,432.83,365.28,122.71,53.16,86.26,32.39,59.32,40.79,60.55,20.59,22.34,0.013194444444444446,0.008064516129032258,0.0303030303030303,0.0,0.0,0.0,0.0,17.900000000000006,20.34,19.56
1950-10-16,429.39,365.79,122.51,53.14,86.22,32.39,59.26,40.78,60.48,20.57,22.32,2.900173611111111,0.21572580645161285,0.07878787878787881,0.0,0.0,0.0,0.0,14.71,19.54,18.52
1950-10-17,538.27,561.39,124.91,52.25,85.66,32.38,59.21,40.76,60.41,20.56,22.29,14.125000000000005,4.76451612903226,0.09090909090909094,0.0,0.0,0.0,0.0,12.02,17.95,16.04
1950-10-18,1379.31,1842.22,180.56,82.62,84.17,32.36,59.18,40.74,60.32,20.54,22.25,3.619618055555556,0.13306451612903225,0.0,0.0,0.0,0.0,0.0,12.63,14.79,14.22
1950-10-19,3362.86,3419.05,243.1,107.11,82.8,32.34,59.16,40.73,60.23,20.52,22.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.07,17.1,15.72
1950-10-20,4201.51,3416.33,223.91,91.22,82.69,32.33,59.12,40.7,60.17,20.52,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,17.18,17.17
1950-10-21,3193.26,2432.71,180.71,74.68,82.62,32.33,59.08,40.68,60.11,20.52,22.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97,16.73,15.99
1950-10-22,2097.24,1532.79,151.08,61.67,82.57,32.32,59.05,40.66,60.09,20.52,22.21,0.0,0.0,0.027272727272727275,0.0,0.0,0.0,0.0,14.55,16.42,15.86
1950-10-23,1250.5,899.89,130.06,55.08,82.94,32.67,59.34,40.98,60.16,21.28,23.16,0.0972222222222222,0.6713709677419354,1.6075757575757574,0.0,0.0,0.0,0.0,14.73,16.42,16.59
1950-10-24,767.05,588.08,126.25,88.77,97.78,41.61,68.06,49.15,62.42,39.49,45.41,3.6875000000000013,5.90725806451613,17.249242424242425,0.0,0.0,0.0,0.0,13.53,14.42,14.16
1950-10-25,699.64,714.3,186.13,199.7,251.16,68.18,107.66,63.78,67.79,65.02,68.41,14.636805555555576,16.391532258064515,17.30530303030303,0.0,0.0,0.0,0.0,10.87,16.14,15.76
1950-10-26,1570.55,2177.95,575.49,495.83,636.84,140.26,191.27,83.31,73.29,179.3,153.84,20.26961805555557,43.69435483870968,39.70227272727274,0.0,0.0,0.0,0.0,8.63,14.37,15.24
1950-10-27,5196.17,6349.81,2393.1,1837.52,1610.99,367.62,364.63,166.51,110.31,391.1,357.15,30.596701388888892,30.893145161290327,46.15909090909091,0.0,0.0,0.0,0.0,8.78,12.42,14.71
1950-10-28,13331.51,15372.15,5457.03,4923.8,3880.38,1176.29,1120.77,561.83,434.79,1117.92,1006.41,31.10260416666667,16.96491935483871,6.532575757575756,0.0,0.0,0.0,0.0,9.03,12.66,13.05
1950-10-29,30844.23,37961.07,8321.71,6925.79,5947.52,1769.09,2049.52,1004.37,1007.91,1541.69,1441.3,23.271006944444462,6.281854838709679,1.458333333333334,0.0,0.0,0.0,0.0,10.27,12.94,12.48
1950-10-30,61526.78,64484.78,8599.81,5856.11,5310.49,1433.2,1854.01,902.14,1043.49,1135.52,1101.85,22.91701388888889,25.746774193548394,38.02348484848485,0.0,0.0,0.0,0.0,8.76,12.65,14.35
1950-10-31,79887.27,70109.61,7149.67,4770.51,4337.29,1406.28,1556.4,879.51,773.15,1232.26,1109.56,2.145486111111112,0.17379032258064508,2.352272727272727,0.0,0.0,0.0,0.0,5.89,10.8,9.56
1950-11-01,69665.97,55446.55,6392.69,4070.24,4540.75,1518.29,1751.23,1046.26,755.9,1314.59,1169.46,3.1534722222222213,2.6391129032258074,1.0075757575757576,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,7.81,12.65,10.9
1950-11-02,47895.88,35636.89,4711.31,2624.58,3507.52,1128.42,1528.89,880.58,655.34,909.7,790.86,0.4479166666666667,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,11.96,15.97,14.43
1950-11-03,28028.24,20215.96,2850.0,1570.06,2109.33,745.28,1076.12,626.15,472.64,593.2,491.07,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,16.59,19.64,17.62
1950-11-04,15506.27,11439.8,1874.88,997.74,1448.32,528.39,770.83,445.61,391.74,391.78,298.84,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,17.26,17.95,17.54
1950-11-05,9450.07,7726.01,1236.43,660.35,1046.87,439.46,713.78,378.78,441.11,276.21,178.8,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,15.65,17.34,17.43
1950-11-06,7412.22,6547.54,956.28,506.05,870.12,390.67,650.52,336.74,480.93,201.69,124.86,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,13.9,16.35,16.45
1950-11-07,6700.94,6072.42,772.15,403.49,737.21,332.76,531.98,291.18,452.74,157.7,105.96,0.01944444444444445,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,14.75,16.14,15.43
1950-11-08,6248.4,5631.93,618.78,270.98,600.73,254.74,423.62,247.52,394.67,107.89,75.83,0.04079861111111111,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,15.61,16.43,15.2
1950-11-09,5471.54,4633.78,457.74,185.82,460.59,198.1,330.03,204.79,324.92,84.02,61.6,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,14.39,17.330000000000002,14.87
1950-11-10,4141.15,3522.04,388.8,168.2,398.55,172.39,305.13,182.97,282.34,76.35,61.18,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,10.9,13.31,13.76
1950-11-11,3191.04,2851.33,330.82,123.01,316.79,134.99,305.72,149.44,244.61,51.53,42.79,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,8.75,13.25,11.72
1950-11-12,2751.19,2561.58,260.92,97.47,229.05,106.07,278.42,116.51,196.06,40.86,34.16,0.16684027777777782,0.008064516129032258,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,8.09,12.13,12.26
1950-11-13,2587.37,2427.64,248.87,100.78,208.06,93.16,225.49,99.8,161.0,43.38,37.45,4.457465277777778,5.6278225806451605,7.234848484848487,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,6.5,10.56,11.25
1950-11-14,2645.34,2386.41,394.19,224.55,318.26,142.85,206.16,115.15,169.65,148.61,129.73,9.627430555555543,10.597580645161292,26.67045454545455,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,5.93,9.31,10.09
1950-11-15,3183.35,2595.46,699.28,533.66,801.73,332.92,349.69,288.57,402.05,400.52,392.65,8.613888888888892,5.236693548387099,4.866666666666668,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,5.87,8.370000000000001,9.01
1950-11-16,4373.24,3720.86,1053.24,861.17,1268.47,437.49,547.15,488.97,659.51,480.66,504.41,30.687673611111126,48.02056451612904,24.27045454545453,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,6.46,8.96,10.48
1950-11-17,10420.89,13169.28,3529.74,2459.0,1588.56,536.84,699.59,651.93,605.02,564.51,592.85,11.60954861111112,17.541129032258066,31.512878787878794,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,8.58,10.75,11.7
1950-11-18,24238.08,25460.04,8741.28,5792.69,3566.28,1109.49,1910.5,1634.26,579.59,1149.34,1091.42,8.644270833333335,37.26290322580646,106.46742424242424,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,9.52,12.36,13.6
1950-11-19,33716.83,29426.79,14556.66,22202.24,18838.01,8506.62,12838.22,13778.38,3714.16,10887.5,7660.57,3.792187499999997,21.776612903225807,106.17045454545458,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,8.78,13.02,14.65
1950-11-20,32585.48,27705.77,20579.66,40436.39,58548.77,21588.58,36362.09,35247.16,22373.92,23581.08,16368.39,11.423090277777774,38.465725806451616,70.79924242424245,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,10.57,14.37,15.67
1950-11-21,28481.47,24007.69,25570.21,50513.61,94327.23,33374.12,62761.81,46405.6,50097.57,26948.75,20466.98,4.544270833333329,32.571774193548386,101.11287878787876,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,11.41,14.42,16.53
1950-11-22,25385.39,21450.62,30307.98,60255.4,105626.15,33244.27,60450.73,37684.56,48211.4,23893.38,19151.36,0.0,0.0064516129032258064,6.549242424242425,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,11.35,12.14,11.49
1950-11-23,23426.14,20080.62,31932.94,54488.21,104158.52,22889.53,39575.33,22385.51,28678.72,16644.76,12885.17,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,11.35,11.01,11.23
1950-11-24,21996.28,19022.27,26353.47,37720.39,78681.55,14250.93,25105.74,12222.08,16948.28,9899.39,7552.05,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,11.66,12.52,11.62
1950-11-25,20618.28,17550.68,19199.04,24662.36,46428.39,7748.42,12145.94,5464.17,7543.25,5755.86,4189.26,0.0,0.0,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,12.51,13.67,12.28
1950-11-26,18787.49,15904.33,14346.28,16530.79,29082.25,4682.63,6582.48,2865.64,3582.18,3768.55,2546.74,0.2803819444444446,0.02903225806451613,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,9.7,11.66,12.3
1950-11-27,17128.68,14462.43,11337.77,12288.8,18597.83,3569.73,4402.46,2167.69,2409.24,3039.75,1979.95,2.7338541666666663,0.21411290322580645,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,8.950000000000003,12.26,12.89
1950-11-28,15709.89,13088.28,9766.35,10509.58,14629.6,3357.52,3989.56,2100.48,2312.28,2817.49,1831.84,0.3619791666666667,0.012903225806451613,0.0,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,10.18,10.51,11.23
1950-11-29,14424.01,11998.84,8833.45,9654.28,13237.28,3312.04,3862.36,2068.62,2259.48,2719.91,1767.57,0.7930555555555546,0.03185483870967742,0.4893939393939394,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,9.22,9.26,9.33
1950-11-30,13286.83,11035.96,8046.69,8378.37,12151.7,2984.24,3434.01,1586.19,2129.01,2226.89,1436.52,3.528645833333334,5.864516129032259,7.763636363636365,10.883472442626953,1.1475805044174194,1.1475805044174194,11.34636402130127,6.1400000000000015,10.68,10.59
1950-12-01,12423.45,10302.62,7326.79,7337.89,10266.29,2558.8,2669.14,959.09,1492.38,1804.73,1152.74,4.463194444444444,3.5875000000000004,6.078030303030302,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,3.25,6.18,8.51
1950-12-02,11941.97,9798.0,6771.75,6334.98,8680.72,2025.52,1688.46,564.74,664.48,1535.45,891.64,4.591840277777773,4.364516129032259,3.025,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,2.48,6.08,6.24
1950-12-03,11619.49,9493.71,6233.1,5562.36,7487.56,1891.07,1745.85,780.58,668.14,1605.91,871.24,26.726736111111112,50.44717741935485,96.23636363636363,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,0.41,9.28,7.69
1950-12-04,13067.88,10563.68,9318.59,10881.13,10692.77,3822.2,4541.97,4851.55,2269.5,7415.71,3586.5,13.061631944444438,28.76129032258065,72.30303030303031,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,2.56,11.11,12.05
1950-12-05,16175.63,12389.56,16949.26,22323.62,26636.97,8416.0,14409.31,10443.65,6957.66,12750.62,7100.78,0.990625,0.3689516129032259,2.43560606060606,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,5.44,9.43,10.76
1950-12-06,18284.5,13769.45,21587.78,27120.15,42945.67,10268.53,23543.43,10836.16,9188.09,11155.14,7069.22,8.824305555555553,10.229032258064516,9.210606060606064,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,7.03,9.85,10.34
1950-12-07,19778.79,15168.94,20576.18,23748.58,41083.05,8848.09,21826.43,8548.8,6980.06,9147.26,5775.95,7.5513888888888925,14.736693548387098,53.96666666666668,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,7.6,11.38,11.61
1950-12-08,21667.46,16701.88,19500.44,22012.06,34888.23,9202.29,17849.94,7052.95,4980.74,8958.78,5701.44,9.563888888888883,20.894354838709678,55.856060606060616,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,8.52,12.09,13.21
1950-12-09,24660.15,19602.74,21093.18,26005.17,41200.28,13602.95,20125.43,6917.77,4168.6,12591.34,7968.41,6.939930555555558,6.400806451612903,12.789393939393939,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,10.64,12.96,12.3
1950-12-10,29242.97,23733.68,24816.94,30493.05,51572.33,16634.35,22918.38,7518.18,3959.32,14729.19,9815.58,0.30746527777777805,0.004838709677419356,0.04242424242424242,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,9.15,12.16,12.35
1950-12-11,33108.0,26270.6,25760.88,28926.16,49391.71,14507.44,20745.21,7572.32,3911.9,12475.74,8807.68,6.719444444444447,17.833870967741934,5.71060606060606,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,9.42,12.55,11.88
1950-12-12,34515.94,27137.2,25102.11,27067.06,39162.83,11764.99,17148.59,7294.99,3983.5,10079.14,7333.9,1.3243055555555554,1.0153225806451611,11.13106060606061,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,10.35,12.04,12.83
1950-12-13,34991.74,27361.44,25331.0,25957.03,32304.23,9757.71,14871.88,6978.1,4053.34,8276.97,6253.87,2.8246527777777777,0.025806451612903233,0.8954545454545455,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,7.48,10.78,11.52
1950-12-14,34617.69,26758.9,23551.52,22147.04,27441.28,8435.55,13096.5,6586.35,4054.07,7192.7,5513.16,22.329166666666676,36.52056451612904,49.61893939393941,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,8.06,11.55,10.64
1950-12-15,36551.99,30593.54,25252.97,22942.89,27096.59,8509.34,12644.64,6459.82,4226.28,7095.98,5595.57,5.9755208333333325,8.45040322580645,17.34166666666667,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,8.57,11.57,12.12
1950-12-16,43282.32,36378.23,29282.22,30120.05,31303.0,8899.74,12671.55,6527.45,4462.25,7346.39,5925.25,0.3953125000000003,0.10322580645161288,0.06666666666666668,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,9.48,10.34,11.95
1950-12-17,46820.4,36861.39,29402.85,32184.98,33043.66,8578.9,12294.95,6326.52,4446.49,7050.82,5754.37,0.0041666666666666675,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,9.24,9.76,9.11
1950-12-18,44165.49,33957.18,27111.78,26759.12,29835.1,8104.18,11753.53,6017.61,4307.41,6720.58,5483.43,0.0006944444444444446,0.022580645161290328,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,7.18,7.8900000000000015,8.73
1950-12-19,39918.73,30299.91,24838.24,21427.39,26143.76,7592.62,11095.71,5707.96,4193.05,6328.39,5180.98,1.0487847222222222,0.6250000000000001,0.4833333333333334,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,6.91,10.72,9.33
1950-12-20,36138.96,27372.76,22878.53,17521.02,23020.28,6947.04,10246.18,5314.76,3995.13,5780.66,4772.35,0.7684027777777778,0.0,0.048484848484848485,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,6.49,10.58,11.05
1950-12-21,33248.37,25338.67,21279.92,15145.03,20556.5,6419.47,9397.42,4923.38,3793.32,5309.7,4401.78,0.02777777777777779,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,8.120000000000001,7.25,9.73
1950-12-22,31071.54,23764.99,20050.59,14025.51,19110.46,5973.17,8667.25,4552.62,3588.03,4885.46,4062.68,0.01666666666666667,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,8.38,6.86,7.68
1950-12-23,29052.47,22217.92,18716.02,13091.97,17819.55,5496.4,7920.02,4186.58,3377.83,4454.71,3707.72,0.14375000000000002,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,8.06,7.19,7.51
1950-12-24,26933.41,20587.14,17285.2,12077.51,16386.53,5012.88,7194.12,3835.1,3176.71,4049.37,3361.31,0.07083333333333335,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,5.71,7.24,7.37
1950-12-25,24808.06,18950.9,15872.27,11025.64,14888.49,4553.46,6526.02,3507.34,3010.27,3685.9,3042.67,0.0,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,5.66,8.21,6.38
1950-12-26,22612.95,17174.37,14367.77,9810.54,13349.62,4097.12,5898.82,3191.77,2844.22,3323.79,2731.28,0.0,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,3.4,6.22,4.34
1950-12-27,20429.06,15531.14,12956.22,8506.54,11814.03,3692.17,5328.87,2907.41,2661.12,2999.77,2460.91,0.011111111111111115,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,4.3,5.44,4.09
1950-12-28,18546.35,14132.91,11772.91,7520.7,10559.34,3348.66,4838.51,2662.61,2494.9,2715.72,2234.55,0.36232638888888896,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,5.53,4.48,4.44
1950-12-29,16952.45,12931.1,10749.4,6777.37,9546.68,3051.84,4417.05,2445.99,2342.97,2460.09,2037.53,0.48611111111111105,0.0,0.0,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,7.07,7.25,5.79
1950-12-30,15549.64,11872.41,9840.16,6137.14,8667.8,2797.54,4051.76,2255.71,2204.79,2234.0,1866.78,3.065277777777776,2.236290322580646,2.645454545454546,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,6.53,5.36,4.8500000000000005
1950-12-31,14364.02,10966.44,9048.9,5608.78,7923.83,2602.94,3750.75,2103.75,2090.65,2111.73,1766.92,0.6118055555555558,1.8125000000000009,11.137878787878787,17.453058242797848,4.3675804138183585,4.3675804138183585,11.33636474609375,4.19,5.63,6.0200000000000005
1951-01-01,13369.14,10227.87,8381.06,5167.76,7368.44,2442.8,3506.33,1973.21,1988.52,1993.61,1680.87,0.03871527777777778,0.0,0.13863636363636364,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,4.86,6.2,5.32
1951-01-02,12495.61,9587.1,7768.94,4737.29,6856.81,2265.0,3271.4,1838.76,1876.8,1807.25,1542.8,1.1668402777777789,0.020967741935483872,0.3287878787878788,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,3.64,5.67,6.55
1951-01-03,11679.19,8960.69,7188.73,4336.69,6291.56,2094.63,3038.89,1715.07,1769.56,1658.02,1419.68,3.2784722222222222,4.586693548387096,13.303030303030301,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,2.93,6.91,7.08
1951-01-04,11032.71,8471.99,6785.74,4277.64,6002.24,2052.02,2897.96,1644.37,1682.83,1653.43,1472.34,4.429340277777776,4.831451612903228,9.258333333333336,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,4.82,9.51,9.13
1951-01-05,10800.42,8215.62,6575.63,4371.68,6036.19,2018.84,2796.27,1577.34,1604.74,1657.36,1528.4,0.6151041666666666,0.02741935483870968,0.0,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,6.01,8.25,8.2
1951-01-06,10622.63,7949.35,6315.99,4205.88,5910.88,1880.77,2634.44,1472.94,1524.16,1563.32,1429.63,0.0,0.0,0.0,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,5.94,7.4,7.62
1951-01-07,10076.91,7539.74,5931.99,3976.13,5555.38,1756.78,2463.71,1378.37,1447.49,1506.58,1351.22,0.0,0.0,0.0,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,5.36,7.9,7.11
1951-01-08,9471.63,7131.32,5561.24,3801.32,5272.06,1656.23,2316.85,1292.33,1375.6,1457.87,1294.89,0.8413194444444445,0.29032258064516114,0.1954545454545455,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,4.97,6.24,6.28
1951-01-09,9018.94,6813.88,5252.29,3651.95,5056.9,1572.31,2192.88,1215.77,1306.08,1407.42,1251.59,2.7810763888888896,0.4072580645161291,1.2409090909090907,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,4.48,7.0600000000000005,7.28
1951-01-10,8807.79,6726.96,5021.31,3551.89,4883.58,1510.86,2088.98,1153.49,1242.47,1364.21,1226.68,11.627777777777787,15.820564516129036,23.59166666666667,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,2.03,5.28,5.5200000000000005
1951-01-11,9727.3,7609.87,5226.27,4026.53,5209.73,1618.87,2153.8,1204.48,1263.92,1457.52,1385.66,16.149826388888897,18.77983870967742,26.60757575757576,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,4.17,5.14,6.24
1951-01-12,12930.14,10564.94,6045.72,5281.86,6024.84,1910.44,2475.31,1424.39,1344.07,1657.58,1812.67,2.2623263888888885,3.5741935483870986,12.836363636363638,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,3.91,5.87,5.73
1951-01-13,16371.98,12589.78,6553.15,6135.19,6597.33,2153.23,2720.31,1551.86,1364.08,1712.03,2180.55,0.3673611111111112,0.0,0.0,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,4.32,5.64,6.11
1951-01-14,17072.04,12366.35,6481.33,6234.23,6790.65,2205.98,2716.42,1489.7,1301.15,1679.71,2303.75,0.6881944444444444,0.0,0.0,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,4.3,5.87,5.96
1951-01-15,16477.08,12001.03,6331.23,6147.0,6775.16,2174.0,2679.03,1423.4,1213.78,1657.01,2329.15,12.369097222222214,13.67016129032258,2.1840909090909086,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,3.5,6.42,7.47
1951-01-16,16315.54,11689.94,6278.67,6105.36,6707.39,2173.77,2695.84,1407.34,1168.93,1644.97,2353.99,8.867881944444445,9.016129032258068,18.72803030303031,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,0.68,3.76,5.57
1951-01-17,16665.05,12032.23,6437.64,6209.18,6839.37,2223.97,2806.58,1478.83,1221.83,1644.11,2413.48,13.808680555555556,12.85120967741936,19.05227272727273,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,2.72,5.7,5.71
1951-01-18,18368.19,13808.02,7150.0,7071.35,7191.36,2296.27,2942.12,1583.29,1295.98,1707.0,2518.6,18.06475694444445,38.0959677419355,43.43939393939396,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,2.41,6.96,8.35
1951-01-19,21558.75,16355.53,9936.47,12605.03,8634.85,2761.82,3245.11,1956.46,1398.84,3059.59,3685.53,7.197569444444437,11.243145161290323,40.06515151515153,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,2.29,4.82,6.54
1951-01-20,24342.88,17718.46,11733.08,16917.67,10979.9,3465.84,3822.97,2536.3,1687.2,4063.2,5030.08,0.8164930555555555,3.6068548387096793,0.6893939393939394,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,1.72,3.91,4.67
1951-01-21,24747.26,17430.57,10782.58,15327.48,12030.13,3692.36,4217.84,2769.27,1898.62,3702.38,5121.94,21.937847222222228,24.32943548387097,6.863636363636362,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,0.97,5.32,6.22
1951-01-22,24408.46,17107.8,10317.64,14115.5,12121.12,3658.36,4330.83,2776.29,1925.48,3497.39,4893.13,13.263715277777774,33.741129032258065,82.54318181818181,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,0.51,8.540000000000001,8.57
1951-01-23,26003.69,17495.23,14465.94,22701.02,18012.9,3829.24,4434.86,2783.57,1956.47,4080.18,5006.73,1.093055555555556,0.32540322580645165,0.8393939393939394,36.85930633544922,14.819193840026855,14.819193840026855,60.41848373413086,3.93,9.06,9.02
