,BND_fnf,SHA_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,MKM_fnf,NHG_fnf,SHA_pr,ORO_pr,FOL_pr,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_tas,ORO_tas,FOL_tas
1964-10-25,365.45,308.15,114.66,48.25,82.52,32.44,60.29,40.96,58.42,20.47,22.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22,13.74,13.37
1964-10-26,365.35,308.08,114.61,48.24,82.46,32.43,60.24,40.96,58.4,20.46,22.24,0.009722222222222224,0.0,0.0,0.0,0.0,0.0,0.0,13.13,13.57,12.63
1964-10-27,368.0,311.46,114.82,48.51,82.42,32.43,60.18,40.96,58.4,20.45,22.22,2.5515625000000006,0.9028225806451614,0.19696969696969696,0.0,0.0,0.0,0.0,11.03,15.22,14.27
1964-10-28,442.42,401.42,120.85,55.13,83.45,33.66,61.57,42.57,59.72,20.86,22.92,5.086458333333336,1.8129032258064517,5.006060606060606,0.0,0.0,0.0,0.0,10.33,14.91,15.84
1964-10-29,753.75,693.03,137.04,76.37,118.64,75.29,108.65,90.53,97.3,39.47,48.22,9.630034722222225,11.514112903225806,25.687121212121216,0.0,0.0,0.0,0.0,10.97,14.03,15.83
1964-10-30,1549.9,1372.42,308.72,327.29,397.13,401.71,467.1,424.76,364.42,246.54,269.2,2.3274305555555563,1.221774193548387,7.357575757575757,0.0,0.0,0.0,0.0,11.66,13.43,12.64
1964-10-31,2373.52,1820.72,485.81,559.43,808.81,692.17,888.9,784.23,668.34,412.67,487.84,0.35590277777777785,0.0,1.1886363636363635,0.0,0.0,0.0,0.0,11.11,14.51,15.09
1964-11-01,2339.49,1634.92,443.61,480.71,860.59,603.89,873.56,707.28,605.84,336.9,439.3,4.8973958333333325,14.861693548387098,20.37954545454545,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,10.36,13.21,14.56
1964-11-02,2081.17,1609.42,634.02,762.66,924.37,595.57,772.26,607.58,450.86,423.39,444.1,9.6703125,13.409677419354837,23.48106060606061,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,9.0,10.55,10.91
1964-11-03,2857.2,2361.21,1331.04,1753.53,1622.74,709.65,802.1,601.74,405.22,559.72,535.29,0.5116319444444445,0.11129032258064514,2.0234848484848484,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,8.870000000000003,9.49,9.17
1964-11-04,3893.61,2797.54,1626.88,2127.03,2149.39,620.47,688.95,434.03,316.7,480.83,474.7,0.0,0.0,0.0,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,10.8,11.92,10.96
1964-11-05,3490.04,2269.25,1224.72,1530.43,1763.73,426.11,476.39,270.02,229.56,338.66,329.38,0.0,0.0,0.0,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,13.26,13.29,14.04
1964-11-06,2437.8,1651.73,804.96,957.22,1144.26,300.8,330.42,186.23,199.67,225.02,213.93,0.0,0.0,0.0,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,14.69,14.64,14.3
1964-11-07,1672.84,1110.58,496.54,534.17,717.02,212.56,240.67,142.38,188.57,146.7,134.07,0.07083333333333335,0.0,0.01212121212121212,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,13.06,14.33,13.46
1964-11-08,1051.47,753.67,309.4,291.84,420.82,166.79,192.58,133.81,184.35,103.78,88.23,5.629687500000001,2.450000000000001,1.5636363636363635,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,9.96,13.27,12.98
1964-11-09,1127.02,1088.55,316.88,302.57,343.19,158.47,187.07,152.81,183.74,97.71,80.97,23.23038194444446,35.177419354838726,33.856060606060616,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,8.48,12.36,12.79
1964-11-10,4977.22,4143.73,1456.11,1400.68,1110.91,411.17,427.84,473.38,305.01,427.76,336.26,14.405902777777786,22.92661290322581,39.17575757575759,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,4.75,9.41,9.55
1964-11-11,13580.12,10262.65,3667.25,3279.97,3099.21,1061.31,1259.15,1355.93,697.05,1056.05,1034.31,6.642881944444443,8.940725806451615,19.598484848484844,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,3.73,8.14,8.74
1964-11-12,19047.54,12691.83,4422.0,3815.99,4368.02,1386.05,2116.11,2143.41,1006.48,1296.92,1517.23,10.359895833333326,19.95846774193549,41.60075757575759,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,5.24,9.65,9.08
1964-11-13,17060.93,10401.67,3789.69,3913.67,4378.0,1666.94,2616.16,2507.65,1199.9,1670.15,1976.66,2.542534722222221,4.6645161290322585,15.650000000000002,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,3.33,6.38,7.46
1964-11-14,12508.7,7487.95,2974.13,3661.51,3977.83,1792.38,2772.27,2447.65,1363.06,1745.57,2161.84,1.8098958333333337,1.016935483870968,0.5219696969696971,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,2.12,4.74,5.44
1964-11-15,7935.46,4439.75,1858.18,2361.79,2806.03,1255.69,2161.7,1784.74,1124.88,1118.58,1537.84,0.0,0.0,0.02424242424242424,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,3.88,4.69,5.58
1964-11-16,4262.53,2435.57,1036.54,1369.25,1606.86,758.43,1305.27,1053.69,711.28,667.26,915.75,0.0,0.043145161290322594,0.3977272727272727,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,4.87,5.61,4.2
1964-11-17,2456.59,1466.27,623.04,771.21,927.06,423.68,745.34,585.25,427.07,350.13,497.33,0.0,0.0,0.5939393939393941,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,4.6000000000000005,6.0600000000000005,5.5200000000000005
1964-11-18,1673.2,1099.32,436.28,463.85,556.92,236.28,414.19,326.66,251.39,189.72,260.93,0.0,0.0,0.0,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,5.96,6.47,5.39
1964-11-19,1435.69,994.96,377.67,355.27,421.33,163.74,279.33,226.14,172.89,133.29,169.72,0.0,0.0,0.0,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,6.78,6.18,5.05
1964-11-20,1380.08,977.38,366.66,333.38,393.69,148.44,246.0,203.71,151.56,125.63,148.84,0.0,0.0,0.0,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,6.09,6.12,6.5600000000000005
1964-11-21,1263.43,910.2,323.81,286.47,375.61,137.61,237.39,191.96,148.53,116.5,136.58,0.5635416666666666,0.0,0.0,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,5.8100000000000005,6.93,6.67
1964-11-22,1039.9,771.22,252.51,229.23,334.39,115.48,220.06,162.06,150.16,108.67,111.65,2.208159722222222,2.0092741935483875,0.0787878787878788,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,6.48,8.61,8.38
1964-11-23,1042.29,825.94,244.81,227.46,323.38,106.54,212.56,137.58,164.35,108.19,96.71,0.5130208333333335,0.0,0.11515151515151514,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,7.9,7.92,7.92
1964-11-24,1212.84,904.77,249.36,191.5,307.48,80.19,196.91,114.47,165.33,84.21,64.66,2.046180555555554,0.5693548387096773,0.4174242424242424,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,7.9300000000000015,9.73,8.28
1964-11-25,1257.87,950.16,252.61,174.1,312.91,66.62,177.87,105.41,167.38,87.38,48.67,4.556770833333333,3.092741935483871,15.046212121212122,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,7.62,10.86,11.02
1964-11-26,1586.21,1230.82,322.72,281.71,465.7,71.99,175.29,124.8,188.67,127.55,61.32,5.588715277777776,4.237903225806453,11.821212121212127,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,5.4,10.09,10.34
1964-11-27,2317.16,1591.79,527.28,472.53,826.27,160.19,212.53,178.68,216.82,303.46,166.78,2.767187499999999,1.149193548387097,5.7590909090909115,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,4.59,7.17,8.24
1964-11-28,2737.08,1854.66,752.22,573.67,1036.99,221.66,255.98,216.21,229.29,397.71,240.47,7.416145833333331,8.862096774193546,4.0984848484848495,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,5.6000000000000005,8.47,7.19
1964-11-29,3401.24,2741.94,1011.5,778.68,951.1,180.77,251.04,189.47,198.32,303.95,191.53,2.6607638888888894,1.1532258064516132,3.666666666666667,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,9.41,9.05,9.18
1964-11-30,5075.07,3882.28,1179.59,1005.05,880.59,145.34,223.53,153.12,167.93,234.69,142.0,2.729687500000001,0.39596774193548384,3.7689393939393936,0.30048611760139465,0.1133871003985405,0.1133871003985405,1.1042424440383911,7.47,8.55,7.74
1964-12-01,5577.9,3883.58,1044.58,971.65,874.05,126.4,209.91,137.11,171.52,205.87,115.71,14.158159722222214,11.991935483870972,17.82272727272727,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,7.12,10.32,9.0
1964-12-02,5382.42,4043.17,1124.95,1098.6,1182.85,157.14,242.88,136.52,194.08,272.6,160.32,5.828993055555554,8.73225806451613,15.010606060606062,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,7.1400000000000015,10.21,12.02
1964-12-03,6423.22,5042.66,1669.31,1498.05,1894.97,284.25,379.35,184.33,222.71,458.7,286.7,1.9067708333333324,1.4004032258064516,7.9969696969697,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,5.8500000000000005,8.09,10.36
1964-12-04,7073.88,5543.9,1908.0,1687.7,2280.23,363.26,548.39,241.57,227.94,525.0,365.59,1.6489583333333324,0.5080645161290323,0.05757575757575757,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,5.26,7.57,7.55
1964-12-05,6685.0,5311.83,1557.2,1493.49,1933.93,295.25,518.4,225.5,196.68,404.57,310.22,2.4560763888888912,1.450403225806452,1.422727272727273,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,6.22,6.99,7.17
1964-12-06,5796.43,4559.96,1141.28,1191.01,1392.87,217.11,375.8,178.33,156.83,292.96,221.36,0.020659722222222232,0.0,0.0,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,6.6400000000000015,7.58,8.25
1964-12-07,4712.96,3714.37,853.48,979.86,1021.43,159.13,274.12,143.16,128.41,214.28,159.25,1.0737847222222203,0.568951612903226,0.4318181818181819,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,7.52,8.99,8.66
1964-12-08,3884.9,3116.25,681.35,863.55,787.21,110.72,193.44,113.49,109.56,160.07,115.38,5.5109375,0.6286290322580645,0.17348484848484844,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,7.88,11.01,10.34
1964-12-09,3440.32,2818.87,619.77,839.89,724.74,91.11,158.8,98.98,102.21,151.14,107.11,6.444270833333333,1.0999999999999996,2.23560606060606,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,7.41,10.73,10.6
1964-12-10,3305.06,2774.99,607.3,860.58,772.45,84.58,155.72,95.46,103.34,167.3,115.69,6.170833333333332,1.1233870967741937,2.43560606060606,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,8.790000000000001,12.53,11.2
1964-12-11,3635.64,3315.68,657.75,980.54,924.04,96.73,168.64,101.06,105.11,208.51,140.58,8.971527777777778,11.231451612903225,43.21969696969698,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,5.92,11.29,11.07
1964-12-12,4869.95,4489.16,1002.77,1923.07,1884.97,364.5,292.32,200.74,112.49,609.51,383.45,0.0,0.0,2.3007575757575762,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,4.33,6.66,6.7
1964-12-13,6220.29,5489.45,1406.52,2867.28,3355.44,572.42,469.93,328.37,176.74,920.17,609.52,0.036111111111111115,0.0,0.0,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,3.97,4.8100000000000005,5.8
1964-12-14,6649.95,5680.05,1332.83,2739.43,3401.74,445.13,470.75,305.4,235.57,787.79,547.53,1.4612847222222218,0.024193548387096774,0.2856060606060605,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,2.97,6.53,5.89
1964-12-15,6147.44,5039.12,1061.55,2417.22,2673.86,312.44,370.06,220.93,214.5,674.68,455.72,2.777777777777777,0.6282258064516129,3.1765151515151513,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,4.41,7.79,5.76
1964-12-16,5307.28,4258.95,889.14,2199.06,2293.95,210.54,286.99,161.49,170.93,584.19,393.16,0.06215277777777777,0.0,0.0,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,3.84,6.82,6.96
1964-12-17,4758.51,3781.67,766.13,2018.36,1950.83,148.36,208.41,116.32,132.91,529.24,350.51,0.011805555555555559,0.0,0.0,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,3.17,4.45,6.7700000000000005
1964-12-18,4376.03,3466.86,709.88,1916.57,1801.5,125.43,159.34,96.49,107.55,509.98,338.07,2.1340277777777774,0.3439516129032258,0.7128787878787879,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,1.67,4.84,5.28
1964-12-19,4180.16,3369.27,722.58,1880.16,1767.2,135.47,151.35,104.1,101.54,516.2,346.94,16.290451388888897,26.237500000000008,36.5159090909091,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,2.79,7.44,6.25
1964-12-20,5265.61,4810.89,1578.83,2532.77,2283.69,432.15,481.82,417.68,237.5,800.69,597.22,15.121354166666682,22.408870967741944,48.362878787878806,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,7.0600000000000005,11.12,9.73
1964-12-21,10584.56,12478.52,4504.35,5461.39,5399.16,975.7,1134.26,832.96,532.4,1779.41,1266.88,46.367534722222224,72.19314516129033,76.5166666666667,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,9.45,12.09,11.68
1964-12-22,33006.93,44012.97,20897.69,24306.73,17007.63,1743.81,1609.94,960.69,690.72,3320.13,2426.43,71.51822916666669,118.30766129032257,122.20909090909096,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,11.42,13.4,12.68
1964-12-23,99985.22,111124.4,73312.16,76097.3,49144.49,4701.22,2782.18,1483.76,811.54,8240.61,5398.26,39.54826388888887,61.908870967741954,180.88181818181823,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,11.71,14.49,13.76
1964-12-24,188856.2,170711.41,139689.0,126441.97,112740.55,16814.38,13643.26,6707.69,3232.41,21691.21,14663.91,21.613715277777768,21.98870967741935,83.22424242424243,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,11.82,14.7,14.23
1964-12-25,218923.05,178593.78,153439.64,130601.33,174154.28,31914.4,33971.15,16120.92,8737.73,35118.11,24721.13,9.600520833333324,7.07258064516129,17.078030303030307,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,10.48,13.88,13.58
1964-12-26,189549.44,149945.05,115862.78,100780.09,172044.06,32962.51,40463.8,18845.0,10828.39,34168.71,24656.17,16.693402777777774,22.27862903225807,29.171969696969693,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,8.98,12.09,12.1
1964-12-27,146684.72,114456.52,75568.25,69246.58,124112.77,23975.25,30682.48,14286.02,8013.21,25479.55,18322.63,11.428819444444434,32.354032258064535,56.89166666666668,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,6.2,8.950000000000003,11.44
1964-12-28,109961.6,84735.27,49106.11,51389.5,85062.31,17308.94,21688.09,10411.02,5499.38,19148.98,14285.46,10.40503472222222,13.407661290322578,36.940909090909095,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,1.9,5.49,7.2
1964-12-29,83116.16,62007.39,33904.76,40857.77,60005.2,13255.88,16635.12,8722.08,4029.97,14179.96,12507.3,11.344791666666666,14.595967741935484,20.325757575757574,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,1.77,4.3500000000000005,5.11
1964-12-30,63345.75,47821.93,25520.28,31718.93,42186.13,9912.6,13528.84,7735.33,2929.57,10468.81,10261.35,10.288368055555551,15.822177419354839,26.75606060606061,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,1.56,4.25,3.5
1964-12-31,54141.7,40440.52,22199.19,25410.0,32629.01,8118.76,11441.39,6807.24,2305.77,8406.47,8537.58,6.3013888888888845,14.230645161290324,36.87424242424243,15.549721717834473,37.98774337768555,37.98774337768555,84.0903091430664,0.67,2.71,3.9
1965-01-01,48036.55,35401.82,20274.9,21448.86,28490.28,7407.65,10384.02,6377.8,2094.41,7343.73,7643.39,0.3121527777777777,0.008064516129032258,0.562878787878788,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,-0.97,1.45,1.91
1965-01-02,43170.23,31169.14,18418.48,18383.91,25718.94,6875.96,9679.39,6028.79,1969.21,6652.0,6881.83,7.843055555555552,2.979838709677419,2.3068181818181817,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,-1.26,2.81,2.13
1965-01-03,38187.65,26973.78,15718.0,15222.09,23321.72,6393.22,9009.58,5643.95,1864.22,6127.76,6285.18,20.527604166666666,37.117338709677426,22.63939393939395,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,0.12,4.13,4.63
1965-01-04,34021.84,23874.79,13734.2,13557.67,20541.72,5803.74,8381.85,5391.13,1766.1,5486.82,5809.11,9.722743055555553,28.801209677419358,47.67727272727273,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,1.51,6.28,7.01
1965-01-05,32485.66,22754.28,16021.46,20245.22,20327.1,5210.57,7699.31,5164.23,1663.4,4871.95,5545.45,27.927083333333336,61.49959677419356,22.67727272727273,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,3.43,9.36,9.65
1965-01-06,36148.85,28780.3,24663.19,32886.29,23647.95,4987.76,7536.26,5170.6,1931.75,4751.78,5684.17,24.71875,52.24153225806453,62.39090909090911,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,4.67,9.49,10.75
1965-01-07,48342.11,39501.31,35367.43,42872.66,29603.12,6036.5,9470.4,6677.82,2802.05,6318.16,7737.86,9.67673611111111,19.199193548387104,43.041666666666686,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,1.78,4.89,6.33
1965-01-08,56233.98,41467.1,36828.5,42723.65,35151.33,7345.67,11824.15,8619.08,3855.71,7436.56,10114.29,1.791145833333334,0.1850806451612904,0.7553030303030304,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,2.31,2.87,4.36
1965-01-09,51458.51,35575.65,29656.32,32679.68,32739.26,7110.61,11400.93,8420.89,4293.71,6543.91,9742.05,4.683506944444446,1.589112903225807,1.0522727272727277,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,3.12,5.79,3.22
1965-01-10,43366.07,29323.91,22598.72,23218.95,26174.73,6262.86,9811.6,7279.54,4189.09,5589.44,8146.05,5.482986111111113,0.285483870967742,0.009090909090909092,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,4.43,6.94,6.34
1965-01-11,37042.61,24518.44,17771.49,17032.17,21374.84,5591.5,8581.83,6475.8,4008.29,4785.93,6844.01,14.38559027777777,7.623790322580646,2.9681818181818183,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,6.12,7.9300000000000015,7.76
1965-01-12,33156.42,22174.32,15062.67,13867.94,18130.61,5062.68,7685.11,5828.96,3775.05,4233.37,5913.72,0.0723958333333333,0.5625,0.4500000000000001,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,7.29,8.94,6.78
1965-01-13,31688.52,21278.26,13863.83,12744.3,16493.3,4730.52,7189.5,5435.72,3552.81,3910.53,5415.78,0.0,0.0064516129032258064,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,9.33,8.78,8.61
1965-01-14,30654.49,20684.46,13125.28,12359.81,15711.21,4495.89,6916.77,5172.27,3365.54,3714.06,5153.8,0.0,0.0,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,10.86,7.41,5.55
1965-01-15,29570.57,20104.28,12405.81,12085.53,15274.06,4282.09,6688.34,4920.69,3223.45,3571.59,4934.6,0.0,0.0,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,12.89,6.87,5.8
1965-01-16,28546.35,19512.37,11541.8,11451.58,14891.5,4094.5,6484.18,4661.87,3148.55,3482.05,4701.68,0.0,0.014516129032258069,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,9.0,6.34,4.78
1965-01-17,27460.94,18787.64,10455.3,10617.02,14547.19,3924.09,6305.12,4397.2,3114.55,3425.45,4441.01,0.0,0.0,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,9.51,7.71,5.42
1965-01-18,26223.39,18020.88,9344.14,9730.0,13992.43,3726.08,6078.87,4089.33,3084.0,3354.95,4103.49,0.03697916666666667,0.0,0.042424242424242434,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,10.15,8.75,5.92
1965-01-19,25267.64,17636.79,8569.39,9208.08,13439.4,3571.12,5916.16,3824.72,3077.38,3405.17,3809.1,0.257638888888889,2.1407258064516133,1.5962121212121216,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,8.01,7.81,7.34
1965-01-20,24638.9,17345.88,7982.61,8865.86,13112.39,3490.39,5844.91,3643.47,3101.0,3555.83,3621.01,0.5430555555555556,2.5129032258064514,6.5507575757575776,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,6.8100000000000005,6.49,6.86
1965-01-21,23865.47,16934.21,7417.4,8531.06,12810.84,3431.5,5773.79,3461.05,3105.56,3653.66,3487.31,0.5993055555555555,0.3681451612903225,0.6772727272727275,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,5.89,8.25,7.28
1965-01-22,22992.52,16426.58,6899.77,8169.24,12416.11,3318.54,5650.77,3260.28,3052.5,3626.75,3324.72,0.850520833333333,0.03387096774193549,0.15151515151515155,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,5.83,8.76,9.07
1965-01-23,22064.91,15877.44,6441.88,7772.67,11819.51,3160.28,5473.44,3061.78,2944.53,3546.47,3124.78,9.320486111111117,16.493145161290315,4.540909090909092,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,7.23,9.09,9.1
1965-01-24,21579.27,16256.1,6280.19,7632.88,11335.4,3013.28,5277.4,2874.84,2827.85,3452.78,2951.66,21.69739583333333,29.227016129032265,46.92803030303031,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,5.01,8.17,9.01
1965-01-25,23531.4,18979.7,6651.25,8356.6,11600.34,3204.97,5267.6,2804.91,2915.71,3580.27,3029.81,1.162673611111111,1.5024193548387097,4.659848484848483,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,1.36,5.82,5.93
1965-01-26,26551.42,21177.26,6958.77,8939.59,12071.54,3379.51,5349.83,2809.66,3066.11,3652.83,3178.06,0.3022569444444445,0.26491935483870976,2.7696969696969704,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,3.67,4.89,3.86
1965-01-27,27045.11,20942.34,6791.28,8684.46,11720.58,3230.49,5197.37,2703.79,2992.14,3490.22,3092.83,0.032812499999999994,0.0,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,5.69,7.51,6.63
1965-01-28,25882.49,20036.84,6489.83,8321.27,11099.93,3107.39,4961.59,2551.28,2879.04,3351.95,2955.35,0.1050347222222222,0.0,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,7.19,7.56,7.94
1965-01-29,24591.69,18931.74,6169.67,7881.07,10571.05,2957.63,4740.99,2414.85,2782.42,3186.28,2813.72,0.05972222222222221,0.0,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,9.34,7.94,8.040000000000001
1965-01-30,23301.54,18047.46,5842.84,7447.2,9998.97,2803.37,4487.93,2274.96,2659.63,3016.96,2659.33,0.0,0.0,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,11.48,8.39,7.69
1965-01-31,22405.13,17586.66,5548.25,7055.71,9496.19,2664.11,4257.68,2159.4,2534.79,2867.99,2521.07,0.7657986111111111,0.0,0.0,57.43494415283203,92.98273468017578,92.98273468017578,258.027587890625,8.32,7.97,8.16
1965-02-01,22034.38,17600.74,5274.43,6700.24,9057.42,2551.12,4075.09,2068.7,2407.61,2747.59,2403.35,0.0,0.0,0.0,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,10.26,7.3,6.34
1965-02-02,21988.28,17765.92,5013.29,6347.02,8668.72,2458.83,3951.78,1994.46,2292.83,2649.58,2303.43,0.0,0.0,0.0,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,6.23,5.91,5.54
1965-02-03,21824.97,17724.51,4771.66,6011.12,8329.53,2378.89,3871.36,1934.93,2198.54,2577.28,2220.52,0.0,0.0,0.0,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,6.88,6.38,5.61
1965-02-04,21429.42,17395.91,4536.18,5703.45,8048.97,2318.08,3830.98,1894.08,2124.75,2539.12,2159.36,0.1423611111111111,0.017741935483870968,0.0393939393939394,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,6.43,5.76,5.44
1965-02-05,20790.43,16865.61,4308.86,5410.23,7814.76,2266.05,3831.63,1866.9,2054.11,2530.19,2111.58,4.053298611111111,7.597580645161292,12.10378787878788,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,4.54,7.61,6.99
1965-02-06,20583.19,16839.23,4312.8,5461.86,7866.62,2348.29,3950.88,1938.16,2010.81,2668.51,2184.2,1.8564236111111116,2.5439516129032262,10.026515151515154,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,4.2,8.81,7.28
1965-02-07,21225.22,17295.98,4405.39,5595.98,8139.1,2491.08,4140.94,2084.43,2134.48,2847.83,2327.6,0.026215277777777782,0.009677419354838712,0.06666666666666668,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,5.98,7.81,6.63
1965-02-08,21812.19,18022.48,4294.2,5432.81,8076.43,2480.58,4177.93,2128.77,2277.81,2856.97,2335.81,0.01666666666666667,0.0,0.0,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,7.83,9.13,9.36
1965-02-09,22174.6,18258.05,4110.65,5213.41,7725.57,2386.58,4056.68,2062.65,2225.89,2780.36,2245.04,0.031250000000000014,0.0,0.038636363636363635,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,6.55,6.96,7.56
1965-02-10,21529.54,17340.34,3933.85,4965.59,7353.72,2290.06,3891.8,1972.81,2137.88,2677.55,2143.0,0.0,0.0,0.3568181818181819,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,3.74,5.79,5.39
1965-02-11,20130.4,16251.68,3774.69,4678.99,6939.88,2175.76,3707.35,1882.7,2072.67,2540.98,2027.76,0.0,0.0,0.0,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,5.64,7.66,7.37
1965-02-12,19036.45,15311.29,3611.4,4393.34,6524.29,2059.93,3507.46,1790.7,1997.98,2393.55,1904.84,0.3079861111111111,0.0,0.0,118.51863861083984,263.6817626953125,263.6817626953125,358.4336242675781,5.5200000000000005,7.49,7.68
