         7588802 function calls (7357347 primitive calls) in 5.749 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       40    0.000    0.000    0.000    0.000 argparse.py:191(_indent)
       10    0.000    0.000    0.000    0.000 argparse.py:644(_fill_text)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1735(_parse_hextet)
        1    0.000    0.000    0.004    0.004 parser.py:29(<module>)
       39    0.000    0.000    0.000    0.000 inference.py:364(is_hashable)
        1    0.000    0.000    0.000    0.000 generic.py:1(<module>)
       28    0.000    0.000    0.000    0.000 nanops.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 groupby.py:1720(BaseGrouper)
      252    0.000    0.000    0.000    0.000 ops.py:66(<lambda>)
        6    0.000    0.000    0.020    0.003 __init__.py:35(load_module)
        1    0.000    0.000    0.000    0.000 utils.py:118(detect_number_of_threads)
        1    0.000    0.000    0.000    0.000 range.py:22(RangeIndex)
        5    0.000    0.000    0.000    0.000 frequencies.py:814(__init__)
        4    0.000    0.000    0.046    0.012 datetimelike.py:424(asobject)
        1    0.000    0.000    0.000    0.000 datetimelike.py:125(DatetimeIndexOpsMixin)
        2    0.000    0.000    0.029    0.014 datetimes.py:834(_format_native_types)
       31    0.000    0.000    0.000    0.000 generic.py:1736(_clear_item_cache)
       36    0.000    0.000    0.000    0.000 internals.py:4218(external_values)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1462(get)
       27    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
       17    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 html.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:136(Pdb)
        1    0.000    0.000    0.000    0.000 skipping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:165(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 axis.py:1720(XAxis)
        1    0.000    0.000    0.001    0.001 _ode.py:39(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        1    0.000    0.000    0.004    0.004 minpack.py:1(<module>)
        1    0.000    0.000    0.002    0.002 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(node)
        1    0.000    0.000    0.000    0.000 mstats.py:94(<module>)
        1    0.000    0.000    0.012    0.012 decorators.py:1(<module>)
        4    0.000    0.000    0.000    0.000 util.py:381(wrapper)
        1    0.000    0.000    0.001    0.001 ptyprocess.py:1(<module>)
        1    0.000    0.000    0.002    0.002 page.py:11(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:34(DisplayFormatter)
        1    0.000    0.000    0.001    0.001 processors.py:7(<module>)
        1    0.000    0.000    0.000    0.000 completer.py:936(IPCompleter)
       28    0.000    0.000    0.000    0.000 typing.py:1032(_abc_negative_cache_version)
       11    0.000    0.000    0.000    0.000 asyncfilters.py:56(decorator)
       58    0.000    0.000    0.000    0.000 __init__.py:37(__new__)
        1    0.000    0.000    0.006    0.006 base_events.py:14(<module>)
       50    0.000    0.000    0.000    0.000 _strptime.py:246(<genexpr>)
        1    0.000    0.000    0.001    0.001 kernelbase.py:1(<module>)
       31    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        7    0.000    0.000    0.000    0.000 numerictypes.py:1015(<listcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
      209    0.000    0.000    0.000    0.000 argparse.py:645(<genexpr>)
       17    0.000    0.000    0.000    0.000 function_base.py:213(iterable)
        1    0.000    0.000    0.006    0.006 std.py:10(<module>)
       24    0.000    0.000    0.000    0.000 roles.py:75(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.006    0.006 utils.py:5(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       54    0.000    0.000    0.000    0.000 cpuinfo.py:77(<listcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
       18    0.000    0.000    0.000    0.000 version.py:338(<genexpr>)
        1    0.000    0.000    0.011    0.011 specifiers.py:4(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4716(<lambda>)
        1    0.000    0.000    0.000    0.000 offsets.py:2812(Hour)
        8    0.000    0.000    0.004    0.001 generic.py:3140(_consolidate)
        2    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
       44    0.000    0.000    0.000    0.000 internals.py:295(shape)
        1    0.000    0.000    0.000    0.000 internals.py:74(Block)
       11    0.000    0.000    0.000    0.000 internals.py:5031(combine_concat_plans)
        1    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        1    0.000    0.000    0.000    0.000 local.py:106(LocalPath)
        1    0.000    0.000    0.000    0.000 accessors.py:3(<module>)
       13    0.000    0.000    0.000    0.000 pyparsing.py:3759(__str__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
        1    0.000    0.000    0.001    0.001 _misc.py:3(<module>)
        2    0.000    0.000    0.005    0.003 parsers.py:2913(converter)
       48    0.000    0.000    0.001    0.000 pluggy.py:336(_hookexec)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        1    0.000    0.000    0.000    0.000 recwarn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:178(Text)
        1    0.000    0.000    0.036    0.036 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.001    0.001 _fitpack_impl.py:23(<module>)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kernel_base.py:4(<module>)
        1    0.000    0.000    0.002    0.002 prefilter.py:7(<module>)
       19    0.000    0.000    0.000    0.000 typing.py:168(__new__)
        1    0.000    0.000    0.319    0.319 __init__.py:61(<module>)
        1    0.000    0.000    0.002    0.002 cgi.py:16(<module>)
        1    0.000    0.000    0.000    0.000 frontend.py:355(OptionParser)
        1    0.000    0.000    0.000    0.000 osutil.py:10(<module>)
        1    0.000    0.000    0.002    0.002 history.py:36(HistoryMagics)
        1    0.000    0.000    0.003    0.003 osm.py:5(<module>)
        1    0.000    0.000    0.001    0.001 localinterfaces.py:1(<module>)
        1    0.000    0.000    0.008    0.008 ioloop.py:27(<module>)
        6    0.000    0.000    0.000    0.000 _strptime.py:231(__seqToRE)
        1    0.000    0.000    0.000    0.000 widget_selection.py:566(SelectionRangeSlider)
       42    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
      143    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       10    0.000    0.000    0.000    0.000 posixpath.py:382(realpath)
        4    0.000    0.000    0.000    0.000 parse.py:359(urlparse)
       37    0.000    0.000    0.000    0.000 __init__.py:190(_checkLevel)
       20    0.000    0.000    0.000    0.000 argparse.py:274(add_arguments)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
        1    0.000    0.000    0.023    0.023 __init__.py:126(timezone)
       62    0.000    0.000    0.000    0.000 lazy.py:92(lazy)
       84    0.000    0.000    0.000    0.000 lazy.py:145(lazy)
        8    0.000    0.000    0.000    0.000 __init__.py:231(u)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      103    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      103    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      103    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        8    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.infer_datetimelike_array}
        4    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        4    0.000    0.000    0.000    0.000 common.py:1852(pandas_dtype)
        1    0.000    0.000    0.000    0.000 platform.py:548(_mac_ver_xml)
        1    0.000    0.000    0.000    0.000 finder.py:16(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:390(ExpressionNode)
        2    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
        1    0.000    0.000    0.000    0.000 frequencies.py:187(get_stride_from_decimal)
       10    0.000    0.000    0.000    0.000 offsets.py:191(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:2817(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2827(Milli)
        3    0.000    0.000    0.000    0.000 datetimes.py:1132(_fast_union)
        3    0.000    0.000    0.000    0.000 datetimes.py:1401(get_loc)
       10    0.000    0.000    0.000    0.000 generic.py:258(set_axis)
        8    0.000    0.000    0.004    0.001 generic.py:3122(_protect_consolidate)
        8    0.000    0.000    0.000    0.000 internals.py:2864(_is_single_block)
        4    0.000    0.000    0.057    0.014 internals.py:3848(reindex_axis)
        1    0.000    0.000    0.000    0.000 internals.py:2724(BlockManager)
       58    0.000    0.000    0.000    0.000 internals.py:4519(<lambda>)
        7    0.000    0.000    0.001    0.000 internals.py:4927(concatenate_join_units)
       26    0.000    0.000    0.000    0.000 array.py:45(_arith_method)
       11    0.000    0.000    0.000    0.000 rcsetup.py:73(_listify_validator)
       24    0.000    0.000    0.002    0.000 rcsetup.py:445(validate_font_properties)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
        1    0.000    0.000    0.000    0.000 expr.py:252(f)
        1    0.000    0.000    0.000    0.000 engines.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mark.py:1(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:84(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:89(TexManager)
        1    0.000    0.000    0.000    0.000 category.py:4(<module>)
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
        1    0.000    0.000    0.035    0.035 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 __init__.py:194(<listcomp>)
        1    0.000    0.000    0.003    0.003 fitpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numpy_compat.py:3(<module>)
        1    0.000    0.000    0.014    0.014 tools.py:3(<module>)
        1    0.000    0.000    0.018    0.018 distributions.py:1(<module>)
        1    0.000    0.000    0.009    0.009 core.py:2(<module>)
        1    0.000    0.000    0.000    0.000 manager.py:50(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:9(<module>)
        3    0.000    0.000    0.000    0.000 errorclass.py:104(__init__)
       44    0.000    0.000    0.000    0.000 traitlets.py:919(__init__)
        8    0.000    0.000    0.000    0.000 ipstruct.py:41(__init__)
        1    0.000    0.000    0.005    0.005 __init__.py:64(<module>)
       35    0.000    0.000    0.000    0.000 magic_arguments.py:180(__call__)
        1    0.000    0.000    0.001    0.001 html.py:10(<module>)
       47    0.000    0.000    0.000    0.000 named_commands.py:26(register)
        1    0.000    0.000    0.000    0.000 completer.py:558(Completer)
        1    0.000    0.000    0.000    0.000 typing.py:2239(IO)
        1    0.000    0.000    0.308    0.308 numpydoc.py:18(<module>)
        1    0.000    0.000    0.003    0.003 catalog.py:10(<module>)
       11    0.000    0.000    0.000    0.000 asyncfilters.py:27(dualfilter)
        1    0.000    0.000    0.000    0.000 application.py:110(Sphinx)
        1    0.000    0.000    0.001    0.001 docutils.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pylabtools.py:2(<module>)
        5    0.000    0.000    0.000    0.000 shellapp.py:36(<lambda>)
        1    0.000    0.000    0.000    0.000 constant_names.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widget_button.py:28(Button)
        1    0.000    0.000    0.000    0.000 widget_controller.py:35(Controller)
        1    0.000    0.000    0.000    0.000 compiler.py:241(CodeGenerator)
       13    0.000    0.000    0.001    0.000 enum.py:758(_missing_)
       34    0.000    0.000    0.001    0.000 contextlib.py:79(__enter__)
        1    0.000    0.000    0.050    0.050 type_check.py:3(<module>)
        1    0.000    0.000    0.001    0.001 core.py:13(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        4    0.000    0.000    0.000    0.000 parse.py:392(urlsplit)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:251(_get_machar)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       10    0.000    0.000    0.005    0.000 argparse.py:281(format_help)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 twodim_base.py:139(eye)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
       11    0.000    0.000    0.000    0.000 tzinfo.py:16(memorized_timedelta)
      5/1    0.000    0.000    0.000    0.000 tzinfo.py:166(__init__)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
      103    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       45    0.000    0.000    0.000    0.000 config.py:528(_select_options)
