         7588802 function calls (7357347 primitive calls) in 5.749 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 dtypes.py:367(is_dtype)
        1    0.000    0.000    0.001    0.001 groupby.py:2806(SeriesGroupBy)
       39    0.000    0.000    0.000    0.000 internals.py:332(iget)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1545(resetCache)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2409(parseImpl)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:3740(streamline)
        2    0.000    0.000    0.001    0.001 panel.py:1484(_add_aggregate_operations)
        1    0.000    0.000    0.001    0.001 panelnd.py:8(create_nd_panel_factory)
        1    0.000    0.000    0.000    0.000 series.py:88(SparseSeries)
      230    0.000    0.000    0.000    0.000 parsers.py:1823(<genexpr>)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:212(HtmlVisitor)
        1    0.000    0.000    0.001    0.001 blas.py:143(<module>)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.019    0.019 __init__.py:43(<module>)
       25    0.000    0.000    0.000    0.000 traitlets.py:823(validate)
        1    0.000    0.000    0.025    0.025 application.py:1(<module>)
        1    0.000    0.000    0.005    0.005 containers.py:4(<module>)
        1    0.000    0.000    0.001    0.001 named_commands.py:5(<module>)
       86    0.000    0.000    0.000    0.000 typing.py:518(_get_type_vars)
       98    0.000    0.000    0.000    0.000 typing.py:1106(<genexpr>)
      101    0.000    0.000    0.006    0.000 tokenize.py:112(_compile)
        1    0.000    0.000    0.001    0.001 connection.py:10(<module>)
        1    0.000    0.000    0.004    0.004 basic.py:70(BasicMagics)
        1    0.000    0.000    0.001    0.001 manager.py:38(KernelManager)
        2    0.000    0.000    0.004    0.002 history.py:1(<module>)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       34    0.000    0.000    0.000    0.000 contextlib.py:157(helper)
        2    0.000    0.000    0.002    0.001 {built-in method strptime}
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:381(format)
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       48    0.000    0.000    0.000    0.000 utils.py:69(__init__)
       43    0.000    0.000    0.001    0.000 core.py:143(get_object_signature)
        2    0.000    0.000    0.002    0.001 core.py:10(<module>)
      187    0.000    0.000    0.000    0.000 tzinfo.py:39(memorized_ttinfo)
      147    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
       11    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
       11    0.000    0.000    0.000    0.000 dtypes.py:183(__new__)
        2    0.000    0.000    0.000    0.000 missing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:359(_GroupBy)
       40    0.000    0.000    0.000    0.000 base.py:3765(_make_invalid_op)
        3    0.000    0.000    0.000    0.000 dyld.py:116(dyld_find)
       22    0.000    0.000    0.001    0.000 pyparsing.py:1181(setResultsName)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3351(<genexpr>)
        1    0.000    0.000    0.000    0.000 interval.py:1(<module>)
        5    0.000    0.000    0.002    0.000 frequencies.py:848(get_freq)
       53    0.000    0.000    0.000    0.000 pyparsing.py:3559(<genexpr>)
      138    0.000    0.000    0.000    0.000 expr.py:147(<genexpr>)
       14    0.000    0.000    0.000    0.000 expr.py:150(_filter_nodes)
        2    0.000    0.000    0.001    0.001 frame.py:4(<module>)
       56    0.000    0.000    0.000    0.000 config.py:495(processoption)
        1    0.000    0.000    0.001    0.001 hookspec.py:1(<module>)
      186    0.000    0.000    0.000    0.000 pluggy.py:710(is_historic)
        1    0.000    0.000    0.000    0.000 figure.py:253(Figure)
        1    0.000    0.000    0.003    0.003 _minimize.py:8(<module>)
        1    0.000    0.000    0.002    0.002 lexer.py:10(<module>)
        1    0.000    0.000    0.001    0.001 history.py:138(HistoryAccessor)
        1    0.000    0.000    0.009    0.009 buffer.py:4(<module>)
       26    0.000    0.000    0.000    0.000 cache.py:19(__init__)
        1    0.000    0.000    0.000    0.000 keys.py:20(Keys)
        1    0.000    0.000    0.000    0.000 shellapp.py:97(InteractiveShellApp)
        1    0.000    0.000    0.000    0.000 interaction.py:4(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
      190    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
       35    0.000    0.000    0.000    0.000 argparse.py:1551(_add_action)
        1    0.000    0.000    0.006    0.006 __init__.py:88(<module>)
       28    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
      103    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
       18    0.000    0.000    0.000    0.000 six.py:126(__init__)
       12    0.000    0.000    0.000    0.000 printing.py:157(pprint_thing)
       36    0.000    0.000    0.000    0.000 dtypes.py:456(construct_from_string)
        1    0.000    0.000    0.000    0.000 categorical.py:170(Categorical)
        8    0.000    0.000    0.000    0.000 base.py:2721(_maybe_promote)
        1    0.000    0.000    0.005    0.005 platform.py:10(<module>)
      190    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4740(<genexpr>)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.002    0.002 datetimelike.py:3(<module>)
       25    0.000    0.000    0.000    0.000 internals.py:3305(<listcomp>)
        9    0.000    0.000    0.000    0.000 __init__.py:485(_get_home)
       17    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
      135    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        2    0.000    0.000    0.000    0.000 parsers.py:769(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 capture.py:4(<module>)
        3    0.000    0.000    0.000    0.000 _cm.py:100(get_color_function)
        1    0.000    0.000    0.026    0.026 contour.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:12(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:134(<module>)
        1    0.000    0.000    0.004    0.004 iterative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:176(KDTree)
        1    0.000    0.000    0.027    0.027 application.py:10(<module>)
       26    0.000    0.000    0.000    0.000 traitlets.py:855(default)
       17    0.000    0.000    0.000    0.000 magic.py:86(magics_class)
      123    0.000    0.000    0.000    0.000 typing.py:1095(__hash__)
        3    0.000    0.000    0.000    0.000 iterable.py:106(has_builtin_methods)
        1    0.000    0.000    0.001    0.001 runtime.py:10(<module>)
        1    0.000    0.000    0.002    0.002 unix_events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sandbox.py:14(<module>)
      202    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       52    0.000    0.000    0.000    0.000 os.py:746(decode)
        1    0.000    0.000    0.010    0.010 _internal.py:6(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
       36    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       74    0.000    0.000    0.000    0.000 argparse.py:231(_add_item)
        2    0.000    0.000    0.002    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       40    0.000    0.000    0.000    0.000 version.py:302(__init__)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
        1    0.000    0.000    0.001    0.001 tz.py:9(<module>)
        1    0.000    0.000    0.000    0.000 worksheet.py:146(Worksheet)
        4    0.000    0.000    0.000    0.000 concat.py:25(get_dtype_kinds)
       49    0.000    0.000    0.000    0.000 base.py:502(is_)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4189(__init__)
        2    0.000    0.000    0.004    0.002 generic.py:6180(_add_series_or_dataframe_operations)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
        1    0.000    0.000    0.000    0.000 path.py:30(Path)
        1    0.000    0.000    0.000    0.000 plotting.py:1(<module>)
        1    0.000    0.000    0.001    0.001 json.py:2(<module>)
       25    0.000    0.000    0.000    0.000 config.py:461(_get_plugin_specs_as_list)
       20    0.000    0.000    0.000    0.000 config.py:500(getgroup)
        1    0.000    0.000    0.003    0.003 lines.py:4(<module>)
        1    0.000    0.000    0.010    0.010 __init__.py:109(<module>)
        1    0.000    0.000    0.000    0.000 python.py:3(<module>)
        1    0.000    0.000    0.004    0.004 application.py:2(<module>)
        1    0.000    0.000    0.001    0.001 tty.py:1(<module>)
       13    0.000    0.000    0.000    0.000 text.py:363(dedent)
        1    0.000    0.000    0.028    0.028 magic.py:3(<module>)
        1    0.000    0.000    0.001    0.001 coroutines.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selector_events.py:5(<module>)
        1    0.000    0.000    0.001    0.001 addnodes.py:10(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       21    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       13    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 std.py:445(StandardDomain)
        4    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       56    0.000    0.000    0.000    0.000 inspect.py:172(isgeneratorfunction)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1613(_make_netmask)
       32    0.000    0.000    0.000    0.000 inference.py:233(is_list_like)
        1    0.000    0.000    0.009    0.009 categorical.py:3(<module>)
        1    0.000    0.000    0.011    0.011 platform.py:747(_syscmd_uname)
      141    0.000    0.000    0.000    0.000 pyparsing.py:3502(<genexpr>)
        4    0.000    0.000    0.000    0.000 internals.py:3860(reindex_indexer)
       25    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2685(parseImpl)
        1    0.000    0.000    0.000    0.000 _style.py:3(<module>)
        2    0.000    0.000    0.000    0.000 parsers.py:823(_clean_options)
        1    0.000    0.000    0.032    0.032 pytest.py:4(<module>)
        1    0.000    0.000    0.009    0.009 textpath.py:3(<module>)
        1    0.000    0.000    0.002    0.002 _base.py:1(<module>)
        1    0.000    0.000    0.016    0.016 crashhandler.py:8(<module>)
        1    0.000    0.000    0.006    0.006 _process_posix.py:4(<module>)
        1    0.000    0.000    0.303    0.303 docscrape_sphinx.py:1(<module>)
        1    0.000    0.000    0.025    0.025 dates.py:17(<module>)
        1    0.000    0.000    0.002    0.002 osm.py:29(OSMagics)
        7    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
       20    0.000    0.000    0.002    0.000 gettext.py:506(translation)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
       65    0.000    0.000    0.000    0.000 argparse.py:202(__init__)
       70    0.000    0.000    0.000    0.000 argparse.py:1278(_registry_get)
        1    0.000    0.000    0.003    0.003 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roles.py:10(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:80(__new__)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       51    0.000    0.000    0.001    0.000 missing.py:26(isnull)
       35    0.000    0.000    0.000    0.000 base.py:534(__array__)
       41    0.000    0.000    0.000    0.000 base.py:1540(<lambda>)
        1    0.000    0.000    0.001    0.001 stdlib.py:11(<module>)
        1    0.000    0.000    0.011    0.011 test_numexpr.py:299(test_evaluate)
       21    0.000    0.000    0.000    0.000 datetimelike.py:306(freqstr)
        8    0.000    0.000    0.000    0.000 generic.py:6402(_make_logical_function)
        8    0.000    0.000    0.001    0.000 __init__.py:274(load)
       10    0.000    0.000    0.001    0.000 __init__.py:302(loads)
        1    0.000    0.000    0.000    0.000 array.py:162(SparseArray)
        1    0.000    0.000    0.001    0.001 array.py:3(<module>)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
       18    0.000    0.000    0.001    0.000 pyparsing.py:3917(parseImpl)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4853(_makeTags)
        9    0.000    0.000    0.000    0.000 moments.py:457(_rolling_func)
        2    0.000    0.000    0.333    0.167 parsers.py:1000(read)
       10    0.000    0.000    0.000    0.000 fixtures.py:842(fixture)
        1    0.000    0.000    0.001    0.001 _xmlgen.py:6(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:234(Line2D)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1723(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.017    0.017 delta.py:124(results_as_df)
        1    0.000    0.000    0.019    0.019 axisgrid.py:1(<module>)
       75    0.000    0.000    0.000    0.000 trivial.py:39(<lambda>)
        1    0.000    0.000    0.000    0.000 python.py:245(Python3Lexer)
        1    0.000    0.000    0.001    0.001 dbapi2.py:23(<module>)
        1    0.000    0.000    0.001    0.001 io.py:4(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:498(__init__)
        1    0.000    0.000    0.001    0.001 logging.py:10(<module>)
        1    0.000    0.000    0.040    0.040 widget.py:6(<module>)
        1    0.000    0.000    0.000    0.000 widget_selection.py:273(_MultipleSelection)
        1    0.000    0.000    0.012    0.012 asyncsupport.py:11(<module>)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       35    0.000    0.000    0.001    0.000 textwrap.py:336(_split_chunks)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       18    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.005    0.005 case.py:1(<module>)
       10    0.000    0.000    0.000    0.000 argparse.py:482(_format_text)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
       23    0.000    0.000    0.000    0.000 six.py:159(_resolve)
       44    0.000    0.000    0.000    0.000 config.py:223(__call__)
        1    0.000    0.000    0.002    0.002 config.py:49(<module>)
       19    0.000    0.000    0.000    0.000 common.py:406(is_period_dtype)
        4    0.000    0.000    0.000    0.000 concat.py:405(_concat_index_asobject)
        8    0.000    0.000    0.000    0.000 base.py:404(_shallow_copy)
        5    0.000    0.000    0.000    0.000 base.py:3914(_add_numeric_methods_unary)
      4/3    0.000    0.000    0.001    0.000 __init__.py:2230(declare_namespace)
        2    0.000    0.000    0.005    0.002 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:809(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 offsets.py:2807(Day)
       30    0.000    0.000    0.000    0.000 frame.py:768(__len__)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
       58    0.000    0.000    0.000    0.000 internals.py:117(_consolidate_key)
       19    0.000    0.000    0.000    0.000 __init__.py:2000(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 __init__.py:2595(_StringFuncParser)
       70    0.000    0.000    0.000    0.000 rcsetup.py:216(validate_int)
       16    0.000    0.000    0.000    0.000 rcsetup.py:874(validate_animation_writer_path)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
        1    0.000    0.000    0.002    0.002 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:5(<module>)
        1    0.000    0.000    0.002    0.002 artist.py:1(<module>)
       80    0.000    0.000    0.000    0.000 docstring.py:102(do_copy)
       54    0.000    0.000    0.000    0.000 patches.py:1854(<listcomp>)
        1    0.000    0.000    0.001    0.001 texmanager.py:34(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:108(Legend)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.013    0.013 inputtransformer.py:5(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:30(<module>)
       26    0.000    0.000    0.000    0.000 cache.py:102(decorator)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.041    0.041 config.py:10(<module>)
        1    0.000    0.000    0.000    0.000 console.py:10(<module>)
        1    0.000    0.000    0.001    0.001 code.py:2(<module>)
        1    0.000    0.000    0.002    0.002 execution.py:167(ExecutionMagics)
        1    0.000    0.000    0.014    0.014 connect.py:5(<module>)
       14    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        1    0.000    0.000    0.000    0.000 numeric.py:2522(within_tol)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
       19    0.000    0.000    0.000    0.000 common.py:508(is_string_dtype)
       48    0.000    0.000    0.000    0.000 base.py:3851(_make_evaluate_binop)
       12    0.000    0.000    0.000    0.000 ops.py:1249(_flex_comp_method_FRAME)
        1    0.000    0.000    0.021    0.021 cpuinfo.py:24(<module>)
       13    0.000    0.000    0.000    0.000 frequencies.py:454(to_offset)
        4    0.000    0.000    0.001    0.000 datetimes.py:1023(union_many)
        6    0.000    0.000    0.001    0.000 internals.py:4583(_vstack)
        1    0.000    0.000    0.000    0.000 format.py:1474(__init__)
       64    0.000    0.000    0.000    0.000 deprecation.py:109(deprecated)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:125(parse)
        1    0.000    0.000    0.014    0.014 fontconfig_pattern.py:7(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3819(__str__)
        4    0.000    0.000    0.002    0.000 concat.py:421(_get_new_axes)
        1    0.000    0.000    0.000    0.000 pytables.py:1(<module>)
       25    0.000    0.000    0.000    0.000 config.py:420(consider_module)
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 helpconfig.py:1(<module>)
        1    0.000    0.000    0.006    0.006 junitxml.py:10(<module>)
       46    0.000    0.000    0.000    0.000 docstring.py:48(update)
        1    0.000    0.000    0.002    0.002 basic.py:7(<module>)
        1    0.000    0.000    0.001    0.001 util.py:2(<module>)
        1    0.000    0.000    0.003    0.003 matrix.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pty_spawn.py:1(<module>)
        1    0.000    0.000    0.015    0.015 inputsplitter.py:15(<module>)
        1    0.000    0.000    0.001    0.001 history.py:472(HistoryManager)
       44    0.000    0.000    0.000    0.000 typing.py:1018(_abc_negative_cache)
        1    0.000    0.000    0.000    0.000 tree.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tree.py:32(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.001    0.001 nodes.py:10(<module>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:23(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
        1    0.000    0.000    0.004    0.004 widget_float.py:4(<module>)
        1    0.000    0.000    0.002    0.002 widget_int.py:7(<module>)
        7    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       21    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
      238    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 sysconfig.py:604(get_platform)
        1    0.000    0.000    0.012    0.012 io.py:10(<module>)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
       40    0.000    0.000    0.000    0.000 argparse.py:195(_dedent)
       18    0.000    0.000    0.000    0.000 argparse.py:866(__init__)
       35    0.000    0.000    0.000    0.000 argparse.py:1709(_add_action)
        1    0.000    0.000    0.003    0.003 hashlib.py:54(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:117(lrange)
      103    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       21    0.000    0.000    0.000    0.000 parser.py:333(ampm)
        7    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.array_equivalent_object}
       11    0.000    0.000    0.000    0.000 dtypes.py:241(construct_from_string)
        1    0.000    0.000    0.000    0.000 instance.py:1(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:1951(find_distributions)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2822(__init__)
       21    0.000    0.000    0.008    0.000 datetimes.py:1481(_get_string_slice)
        7    0.000    0.000    0.010    0.001 frame.py:5489(_arrays_to_mgr)
       21    0.000    0.000    0.000    0.000 internals.py:2780(<listcomp>)
       63    0.000    0.000    0.000    0.000 internals.py:3003(<genexpr>)
       17    0.000    0.000    0.004    0.000 internals.py:3576(_consolidate_inplace)
       25    0.000    0.000    0.000    0.000 internals.py:5246(_fast_count_smallints)
        1    0.000    0.000    0.001    0.001 local.py:3(<module>)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
       21    0.000    0.000    0.000    0.000 rcsetup.py:306(<listcomp>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1926(__or__)
        1    0.000    0.000    0.003    0.003 ticker.py:169(<module>)
        9    0.000    0.000    0.000    0.000 moments.py:674(_expanding_func)
        1    0.000    0.000    0.000    0.000 python_api.py:127(ApproxSequence)
        1    0.000    0.000    0.031    0.031 backend_macosx.py:1(<module>)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
        1    0.000    0.000    0.002    0.002 loader.py:8(<module>)
       10    0.000    0.000    0.000    0.000 magic_arguments.py:69(_fill_text)
        1    0.000    0.000    0.000    0.000 interface.py:47(CommandLineInterface)
        2    0.000    0.000    0.000    0.000 cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:26(Markup)
        1    0.000    0.000    0.000    0.000 connect.py:284(ConnectionFileMixin)
        1    0.000    0.000    0.002    0.002 escape.py:21(<module>)
        1    0.000    0.000    0.000    0.000 multikernelmanager.py:42(MultiKernelManager)
        1    0.000    0.000    0.000    0.000 widget_selection.py:150(_Selection)
        1    0.000    0.000    0.001    0.001 compiler.py:10(<module>)
        2    0.000    0.000    0.000    0.000 concat.py:3(<module>)
        2    0.000    0.000    0.001    0.000 text.py:9(<module>)
        2    0.000    0.000    0.000    0.000 paths.py:2(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      135    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
      109    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:365(__getitem__)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        7    0.000    0.000    0.000    0.000 numerictypes.py:964(find_common_type)
       24    0.000    0.000    0.000    0.000 numeric.py:729(<genexpr>)
        8    0.000    0.000    0.000    0.000 numeric.py:2667(seterr)
        9    0.000    0.000    0.000    0.000 getlimits.py:518(min)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       17    0.000    0.000    0.000    0.000 argparse.py:831(__init__)
       35    0.000    0.000    0.000    0.000 argparse.py:1476(_pop_action_class)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.002    0.002 other.py:8(<module>)
        1    0.000    0.000    0.001    0.001 misc.py:5(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_convert_numeric}
       11    0.000    0.000    0.000    0.000 nanops.py:44(__init__)
        6    0.000    0.000    0.004    0.001 ops.py:239(add_flex_arithmetic_methods)
        1    0.000    0.000    0.001    0.001 imports.py:13(<module>)
       64    0.000    0.000    0.000    0.000 __init__.py:1871(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3192(WordEnd)
       12    0.000    0.000    0.003    0.000 pyparsing.py:4210(__init__)
        5    0.000    0.000    0.002    0.000 frequencies.py:946(ydiffs)
       10    0.000    0.000    0.000    0.000 offsets.py:197(_determine_offset)
        1    0.000    0.000    0.000    0.000 indexing.py:3(<module>)
        4    0.000    0.000    0.001    0.000 internals.py:4830(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:546(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
      155    0.000    0.000    0.000    0.000 rcsetup.py:57(func)
       30    0.000    0.000    0.000    0.000 rcsetup.py:790(<genexpr>)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:3715(parseImpl)
       85    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       17    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 frame.py:36(SparseDataFrame)
        4    0.000    0.000    0.008    0.002 concat.py:21(concat)
       42    0.000    0.000    0.000    0.000 artist.py:1158(<listcomp>)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        8    0.000    0.000    0.000    0.000 scipy.py:59(__init__)
        1    0.000    0.000    0.015    0.015 kde.py:13(<module>)
        1    0.000    0.000    0.000    0.000 base.py:120(IPluginInterface)
       26    0.000    0.000    0.000    0.000 traitlets.py:941(class_init)
        2    0.000    0.000    0.000    0.000 coloransi.py:48(make_color_table)
        1    0.000    0.000    0.563    0.563 embed.py:4(<module>)
       35    0.000    0.000    0.000    0.000 style.py:47(colorformat)
        1    0.000    0.000    0.373    0.373 debugger.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:732(__new__)
        3    0.000    0.000    0.000    0.000 typing.py:790(__getitem__)
       82    0.000    0.000    0.000    0.000 typing.py:931(<genexpr>)
       98    0.000    0.000    0.000    0.000 typing.py:983(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compatibility.py:4(<module>)
        1    0.000    0.000    0.321    0.321 classes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shortcuts.py:4(<module>)
        1    0.000    0.000    0.002    0.002 process.py:44(<module>)
        1    0.000    0.000    0.001    0.001 socket.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:119(__calc_date_time)
        1    0.000    0.000    0.000    0.000 bccache.py:16(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
      102    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
      130    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
